Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7X(140),C4H7(68),C4H7X(145),C4H7(373),C2H6(343),C2H5(67),C4H6(54),C4H5X(694),C4H7X(654),C4H7X(146),SX(161),C6H11(102),SX(159),C6H11(100),S(1071),S(1081),SX(1036),C6H11(87),SX(155),SX(152),C6H11(84),C4H7X(142),C4H7X(143),C4H6a(693),C6H10(698),C4H5X(695)
2.839459822142914e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582926809,0.66999999999577697,1.9436181800049248e-21,8.9852387076997168e-28,3.1067951252548704e-19,2.1183602058872794e-29,2.2735064024099682e-28,1.0314311221147664e-33,3.0880627010278727e-53,2.3727753364405695e-41,8.9518907453863895e-51,4.2231486594243768e-12,4.2231601412351276e-12,5.7400923296024127e-18,3.0342139082662574e-19,2.671917240025359e-21,2.7876203012688742e-21,1.4224963050388434e-23,9.3879477233571438e-24,9.3392583851171658e-25,1.7384604696894247e-22,6.0378284259687016e-25,2.4752963887830309e-22,8.9528784720434167e-30,7.6121098199240885e-25,2.1371376628871632e-31,6.8924750257678647e-31,1.0344938332824819e-30,2.923877741081112e-33,1.1413015931652843e-35,1.6241537145766854e-40,5.5376770188624799e-38,1.4393661856011363e-38,2.0764310644453232e-25,1.2681004387900389e-25,6.6143325822398422e-28,2.9856394877554518e-30,8.7310778360641439e-29,5.6640698759294908e-34,1.0370379939987482e-33,5.9820554679521113e-34,8.9398019916030376e-35
2.9573193638347172e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582906881,0.66999999999567716,2.2451347193046951e-21,1.1493602228169916e-27,3.3383859090622042e-19,2.169720824523103e-29,2.8738476081746957e-28,1.3665210366881879e-33,4.1667388655826091e-53,2.9863155971816389e-41,1.2501703569945043e-50,4.322817251473848e-12,4.3228299429546019e-12,6.3447890432136366e-18,3.2570323955759232e-19,2.9348221647248638e-21,3.1228872553344389e-21,1.6209590270053403e-23,1.1193712698940744e-23,1.0262020269680343e-24,2.0074096214339873e-22,6.6096509134737259e-25,2.7367605050537705e-22,1.0344752582025918e-29,8.7604895312939978e-25,2.6566484278165794e-31,8.512365818687226e-31,1.215794517492791e-30,3.7735770877378903e-33,1.5229650484246793e-35,2.167353172728565e-40,7.6201873183406489e-38,2.0700089779141762e-38,2.3493895015465401e-25,1.4947463731088437e-25,8.1388946133840704e-28,3.789160318735973e-30,1.0174012421372928e-28,6.7920235484742299e-34,1.2018461230229875e-33,6.9327380797252679e-34,1.0247890142722946e-34
3.07517890552652e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582888084,0.66999999999558313,2.5760472926083159e-21,1.4539909691042102e-27,3.5752026066925131e-19,2.2181572613878805e-29,3.5948210286561382e-28,1.7877149565964054e-33,5.54810211912499e-53,3.7216985603258168e-41,1.7211766524086206e-50,4.4167693061296325e-12,4.4167832627085327e-12,6.9771850329665509e-18,3.4844655578402749e-19,3.2085047175503975e-21,3.4812534564060449e-21,1.8360236033900829e-23,1.3244983308067461e-23,1.1222845486847183e-24,2.3024372526484399e-22,7.2028984702310241e-25,3.0103331175240792e-22,1.1872808566816366e-29,1.0018474987172279e-24,3.2718220352934116e-31,1.0416650633341928e-30,1.4180902307667518e-30,4.8177471723566755e-33,2.0072144859401891e-35,2.8565793274071607e-40,1.0340827908164338e-37,2.9311211794095518e-38,2.6417858709835136e-25,1.7491908147130412e-25,9.9288333689990592e-28,4.7611958035790285e-30,1.1778105201608044e-28,8.0767103445502388e-34,1.3835801076897438e-33,7.9810566756678905e-34,1.1667468474271437e-34
3.193038447218323e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582870404,0.66999999999549475,2.9374204251485021e-21,1.8206026814944634e-27,3.8169398274144171e-19,2.2637763117696484e-29,4.4531576176808247e-28,2.3115646185634509e-33,7.2972632968817898e-53,4.596124367752797e-41,2.3385650406150801e-50,4.5052191421483988e-12,4.5052344171778541e-12,7.6362418036499713e-18,3.7161987157494471e-19,3.4925525174660567e-21,3.8630628368199217e-21,2.0681069968520855e-23,1.5561719811367729e-23,1.2220285910182345e-24,2.6244667571854998e-22,7.8166649938941418e-25,3.2955811979503259e-22,1.35419918217285e-29,1.1390292948933675e-24,3.9949175587847586e-31,1.263908188385903e-30,1.6425342202893597e-30,6.0896138465633487e-33,2.61529887293204e-35,3.7220852143518394e-40,1.3853408190714787e-37,4.0913329267469688e-38,2.9536140300872074e-25,2.0332449156547563e-25,1.2015758915706228e-27,5.927389464717637e-30,1.3552839561620729e-28,9.5303457565496218e-34,1.5829925708001811e-33,9.1313528112448677e-34,1.3200188121023522e-34
3.428757530601929e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582838141,0.66999999999533355,3.7554665674676884e-21,2.7762106776308001e-27,4.3140150183342027e-19,2.3470089130892772e-29,6.6549677788258464e-28,3.7442778339176944e-33,1.2209602672322256e-52,6.8381569756401708e-41,4.1654020957356819e-50,4.666503713381416e-12,4.6665217767336102e-12,9.0300176049258455e-18,4.1913722891751268e-19,4.090059395375747e-21,4.6982059750028463e-21,2.5848273802507752e-23,2.1073761813091582e-23,1.4319091579376211e-24,3.3529153475649825e-22,9.1021524917703866e-25,3.8992987474438742e-22,1.7321852717821405e-29,1.4491398915143979e-24,5.8184080395155369e-31,1.8183819064470054e-30,2.1623316664928358e-30,9.468765684423873e-33,4.3040584473932978e-35,6.1258634004111943e-40,2.4011035348057754e-37,7.6677302275866853e-38,3.6352095108093933e-25,2.6973628974825813e-25,1.7216891611800331e-27,8.9569567741311673e-30,1.7652071274651405e-28,1.2993617868657604e-33,2.037720952487248e-33,1.1754422132138428e-33,1.6609607972346113e-34
3.611532756060664e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582815803,0.66999999999522186,4.4809539274228302e-21,3.7637055717126625e-27,4.7107836847246327e-19,2.4046789613995676e-29,8.8907213306818187e-28,5.3025035242449059e-33,1.7704840525440244e-52,9.1172310848261428e-41,6.3275648879611775e-50,4.7781834553851349e-12,4.7782038105386491e-12,1.017557249584882e-17,4.5693931971312641e-19,4.578560985242609e-21,5.4124646625141826e-21,3.0351069779068982e-23,2.6242320131138471e-23,1.6035559815048802e-24,3.998392341708835e-22,1.0148343548133839e-24,4.3959773706831978e-22,2.0674960804735538e-29,1.7239693050736649e-24,7.6397730388450344e-31,2.3656385452794543e-30,2.6349334628401793e-30,1.3038837323897568e-32,6.173469384154511e-35,8.7869160527329037e-40,3.5739234307479773e-37,1.2085555540095735e-37,4.2161921696432964e-25,3.3078141922516457e-25,2.2346230097153022e-27,1.2080190649135036e-29,2.1374468921458986e-28,1.6240626677445397e-33,2.44445189371519e-33,1.4100623720522783e-33,1.9571566205691059e-34
3.7943079815194e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582795614,0.66999999999512083,5.2893239890140116e-21,5.0128810971760999e-27,5.1164166390424309e-19,2.4568230388443866e-29,1.1676890028386454e-27,7.3591783661197681e-33,2.5129975540050931e-52,1.1964137657267276e-40,9.3939957845977846e-50,4.8791119053173533e-12,4.8791346565473227e-12,1.1373222109237953e-17,4.9547148843740844e-19,5.0873189443442918e-21,6.1858152428045216e-21,3.5298956747166796e-23,3.2280929829679638e-23,1.7823652622083377e-24,4.7170721758322593e-22,1.123412894612795e-24,4.9157024062734717e-22,2.4411531898794569e-29,2.030236493430961e-24,9.8826936418192574e-31,3.0326842793689868e-30,3.1724451998900517e-30,1.7646040146760403e-32,8.680545033549491e-35,1.2355821222263957e-39,5.2022507196220965e-37,1.8579630837854981e-37,4.8420082562897189e-25,4.0087402025954608e-25,2.8595611443718846e-27,1.6027184765726003e-29,2.561008483707755e-28,2.0028146530409465e-33,2.9010590718459494e-33,1.6734535421502578e-33,2.2812003802617472e-34
3.977083206978135e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582777417,0.66999999999502979,6.1831533017817864e-21,6.5708524239809135e-27,5.5300420124473853e-19,2.5038674761617812e-29,1.510141012798482e-27,1.0029357851276596e-32,3.4985601244884116e-52,1.5475615004190071e-40,1.3659886413002716e-49,4.9701286789126798e-12,4.9701539223606282e-12,1.2618898047071653e-17,5.3464508594508244e-19,5.614756501004125e-21,7.0188439111433611e-21,4.0700839965133083e-23,3.9272385643168931e-23,1.9677815278678981e-24,5.5111328854744126e-22,1.235636312086946e-24,5.4567663238339955e-22,2.854298089828926e-29,2.3691165016488365e-24,1.2612826323464239e-30,3.8365470503531028e-30,3.7784163495087527e-30,2.35094694736482e-32,1.198837390219242e-34,1.7064822624195517e-39,7.4213113575260309e-37,2.7925447748702969e-37,5.5114672534720171e-25,4.806364901946502e-25,3.6124605154187024e-27,2.0948871779731467e-29,3.0393235246570936e-28,2.440110371800617e-33,3.4097206988891532e-33,1.9668722660947572e-33,2.6329455722928498e-34
4.159858432436871e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582761036,0.66999999999494775,7.164686364606254e-21,8.4892967203307839e-27,5.9508595278486417e-19,2.546227164402327e-29,1.9258352488065567e-27,1.3444919227785958e-32,4.7858194033766322e-52,1.9757400824587991e-40,1.9492165684162459e-49,5.0520486033671902e-12,5.0520764272808015e-12,1.3908652027566682e-17,5.7437902608044252e-19,6.1593425881660514e-21,7.9119897392239558e-21,4.6564092603123031e-23,4.7300944050613505e-23,2.159265204987543e-24,6.3824523519333072e-22,1.3512057860804273e-24,6.0175103837034993e-22,3.3078970586160467e-29,2.7416773497600607e-24,1.5901238121993105e-30,4.7953841827989126e-30,4.4561581185809976e-30,3.0878244679040957e-32,1.6288778063439048e-34,2.3187095090439612e-39,1.0395014002023226e-36,4.1121397783073873e-37,6.2231639418037209e-25,5.7066746410920672e-25,4.5103114226530376e-27,2.701164905470459e-29,3.5757673673555469e-28,2.9403580879928685e-33,3.9724458635944491e-33,2.2914775330413013e-33,3.0120941857261523e-34
4.342633657895606e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582746309,0.66999999999487425,8.235871626982343e-21,1.0824477471745192e-26,6.3781356724093089e-19,2.5843006835357815e-29,2.4247587836767968e-27,1.7755539706118892e-32,6.4426935510737082e-52,2.4924274386531986e-40,2.7340747844585371e-49,5.1256524110379274e-12,5.1256828961011529e-12,1.523870097885369e-17,6.1459925463226593e-19,6.7195935470753626e-21,8.8655585904793875e-21,5.2894725413668703e-23,5.6452102420624334e-23,2.3562933187079932e-24,7.3326412878655777e-22,1.4698366131728833e-24,6.5963439299352027e-22,3.8027560139886035e-29,3.1488869190852955e-24,1.9824401974804341e-30,5.9284516729464467e-30,5.2087465744647607e-30,4.0033339815567637e-32,2.1805030395941413e-34,3.1040617669150799e-39,1.4319519365200346e-36,5.9432282676136982e-37,6.975527447008744e-25,6.715397819805746e-25,5.571093985871277e-27,3.4397457020880812e-29,4.1736548249598794e-28,3.5078624385723374e-33,4.5910857338557434e-33,2.648337240440886e-33,3.4182240211563262e-34
4.5254088833543416e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582733103,0.66999999999480819,9.3983854754862578e-21,1.3637243478872293e-26,6.8112014425431839e-19,2.6184671319394762e-29,3.0174394993923523e-27,2.3129657321168034e-32,8.5470386055401627e-52,3.1100063091980378e-40,3.7751300068651233e-49,5.1916810197600892e-12,5.1917142394786701e-12,1.660545475359956e-17,6.5523847481345718e-19,7.2940862879862607e-21,9.8797373353443608e-21,5.969749934807483e-23,6.6812330414999239e-23,2.5583638607903438e-24,8.3630653320093648e-22,1.5912600531755778e-24,7.191756322804348e-22,4.3395299739621915e-29,3.5916161061682721e-24,2.4464173662270137e-30,7.2560707588530619e-30,6.0390192063282487e-30,5.1289430870238853e-32,2.8794690367008961e-34,4.09922160582448e-39,1.9427096194856307e-36,8.4441318798610117e-37,7.7668579877550443e-25,7.8379815513932729e-25,6.8137295298378445e-27,4.3303737326497895e-29,4.8362322609974589e-28,4.1468087649314052e-33,5.2673387600056675e-33,3.0384311952572878e-33,3.8508081290263349e-34
4.708184108813077e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582721268,0.66999999999474891,1.065366490647816e-20,1.699302945652529e-26,7.249447396373996e-19,2.6490834253875837e-29,3.7149103780476536e-27,2.9755363304995485e-32,1.1187275614039675e-51,3.8417630406483313e-40,5.1378403921195208e-49,5.2508309630399445e-12,5.2508669841713191e-12,1.8005538271883597e-17,6.9623560883480498e-19,7.8814606831338971e-21,1.0954605488896114e-20,6.6976041578432199e-23,7.8468887393876447e-23,2.7649967574068105e-24,9.4748748927021943e-22,1.7152228441370976e-24,7.8023264776868378e-22,4.9187372773265102e-29,4.0706444379317777e-24,2.9907760598846346e-30,8.799596451243472e-30,6.9495820544914413e-30,6.4996628798158678e-32,3.7552345533718662e-34,5.3461470866577744e-39,2.598993129935918e-36,1.1810474186658478e-36,8.5953604558468843e-25,9.0795816647421101e-25,8.2580327317365414e-27,5.3943307618132792e-29,5.5666739236318463e-28,4.8612522320161927e-33,6.0027622193325087e-33,3.4626577730666903e-33,4.3092367559164893e-34
4.8909593342718125e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582710693,0.66999999999469606,1.2002926917763614e-20,2.0961835669239044e-26,7.692321567980139e-19,2.6764832261991748e-29,4.5286693631985228e-27,3.7841282666166364e-32,1.4462997487167455e-51,4.7018827268740662e-40,6.9000176540971409e-49,5.3037524528534331e-12,5.3037913358553593e-12,1.9435800907725594e-17,7.3753554709533128e-19,8.4804318038058629e-21,1.2090147736680002e-20,7.4732929368455546e-23,9.1509581707755372e-23,2.975738722617114e-24,1.06690229938813e-21,1.8414893821752079e-24,8.4267270101322663e-22,5.5407678696902481e-29,4.5866628147664521e-24,3.624767042009514e-30,1.0581382253118353e-29,7.9428095029151122e-30,8.1542229780416224e-32,4.8412453401460082e-34,6.8924769241447248e-39,3.4324186567930323e-36,1.6281530467528002e-36,9.4591714597701547e-25,1.0445047469266181e-24,9.9246587643150748e-27,6.6544134858501485e-29,6.3680747294871385e-28,5.6551082409350631e-33,6.798777085832614e-33,3.9218367268966219e-33,4.7928315436805874e-34
5.073734559730548e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582701228,0.66999999999464865,1.3447198379802478e-20,2.5618214683313917e-26,8.1393243672152334e-19,2.7009762998289426e-29,5.4706441826488405e-27,4.7617393914685878e-32,1.8485535065612387e-51,5.7054438942645135e-40,9.1533297980851795e-49,5.3510480757533681e-12,5.3510898752452699e-12,2.0893322806907338e-17,7.7908860175761014e-19,9.0897895917709255e-21,1.3286263555003736e-20,8.2969791098103626e-23,1.0602261848721843e-22,3.1901626897662539e-24,1.1946292487564696e-21,1.9698409274665789e-24,9.0637270438393428e-22,6.2058969794535039e-29,5.1402791718185646e-24,4.3581654350363028e-30,1.262474792566769e-29,9.0208542645801685e-30,1.0135234784036105e-31,6.1752066991700296e-34,8.7919190932037696e-39,4.4793973440776435e-36,2.2146857663676264e-36,1.035638543681278e-24,1.1938919408212173e-24,1.1835052804066618e-26,8.1349039812558243e-29,7.2434476799065125e-28,6.5321472973248674e-33,7.6566799987767022e-33,4.4167160909587567e-33,5.300863191418532e-34
5.2565097851892834e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582692785,0.66999999999460658,1.4987334509743953e-20,3.1041235936810828e-26,8.5900059130828557e-19,2.7228486003238662e-29,6.5531531307811269e-27,5.9335822893674404e-32,2.3378492964267956e-51,6.8684083327182223e-40,1.2004936267859272e-48,5.3932735178199209e-12,5.3933182830371588e-12,2.2375411374001764e-17,8.2085020717513676e-19,9.7084041860988261e-21,1.4542778098637399e-20,9.1687403351760601e-23,1.2209639768522969e-22,3.4078691934531965e-24,1.3307312983472357e-21,2.1000761057927338e-24,9.7121908699815619e-22,6.9142937954852436e-29,5.7320229606399214e-24,5.2012624658832164e-30,1.4953941702141686e-29,1.0185652379548608e-29,1.2489353663057534e-31,7.799362019242874e-34,1.1104647985920919e-38,5.7815511818890548e-36,2.9753827747005181e-36,1.1285080279525274e-24,1.3565422372834169e-24,1.4011393775878426e-26,9.8615303465267118e-29,8.1957190061236967e-28,7.4959898117661151e-33,8.5776495482783074e-33,4.9479758062006498e-33,5.832562885788257e-34
5.439285010648019e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582685258,0.66999999999456894,1.6624047061025339e-20,3.7314463803371522e-26,9.0439606374466774e-19,2.7423624910026628e-29,7.7888722416161263e-27,7.3271589767855343e-32,2.9278246994916411e-51,8.2076129486436805e-40,1.5579163933077885e-48,5.4309383937292332e-12,5.4309861689694396e-12,2.3879597254901392e-17,8.6278035199002555e-19,1.0335221025149455e-20,1.5859449745556864e-20,1.008857861197403e-22,1.3981940088770639e-22,3.6284858353610368e-24,1.4752586452826754e-21,2.2320092070580297e-24,1.0371076349733506e-21,7.6660348941645959e-29,6.3623514065159525e-24,6.1648574308731382e-30,1.7594108037462698e-29,1.1438936768838955e-29,1.5267429789692071e-31,9.7607578071109641e-34,1.3897682336072083e-38,7.3861167782008401e-36,3.9515445534421547e-36,1.2243338272797124e-24,1.5328471034537522e-24,1.6476543111734549e-26,1.186142279848786e-28,9.2277272880163076e-28,8.5501055214028372e-33,9.5627589718525339e-33,5.5162350439994798e-33,6.3871367868403508e-34
5.6838863827137437e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582676437,0.66999999999452486,1.8966503103119686e-20,4.7193822920778727e-26,9.6559647939635683e-19,2.7652021415970496e-29,9.7049758376056783e-27,9.591406412402183e-32,3.9011385629604219e-51,1.0306506170209025e-39,2.174555241132597e-48,5.4750131737726501e-12,5.4750650387269043e-12,2.5923268134527918e-17,9.1909595401177794e-19,1.1185209270315705e-20,1.7715096324470442e-20,1.1394663283411717e-22,1.6627171962761407e-22,3.9276856026474665e-24,1.6819227219759676e-21,2.4109330091998804e-24,1.1267497689806204e-21,8.7398537417144714e-29,7.2669359851357744e-24,7.6626730385354221e-30,2.1659290225012838e-29,1.3257258774323782e-29,1.9745303327900198e-31,1.3004787608138701e-33,1.8517359854427554e-38,1.0100284721465162e-35,5.6810932372197415e-36,1.3568701855262766e-24,1.7907767421850309e-24,2.0268412019517892e-26,1.5015134920340119e-28,1.0738353406957422e-27,1.0107785652264407e-32,1.098313116348977e-32,6.3355760434036745e-33,7.1636790244328265e-34
5.9284877547794685e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582668888,0.66999999999448712,2.1484062491161199e-20,5.8977346366986817e-26,1.0272414144618462e-18,2.7847615131747016e-29,1.1950736385179219e-26,1.2384955850465462e-31,5.1214268323055364e-51,1.2797630326555355e-39,2.9867872562963786e-48,5.5127495175044201e-12,5.5128055337826205e-12,2.7997650224858512e-17,9.7557462178745304e-19,1.2046006141276616e-20,1.9677080768373392e-20,1.2786405900153027e-22,1.9604735501233014e-22,4.2307261621549155e-24,1.9038118962873125e-21,2.5922270982495236e-24,1.2178839257439175e-21,9.8910538898676808e-29,8.2420771180633811e-24,9.4250214673377639e-30,2.6392704128084e-29,1.5239973060342041e-29,2.5226755741411135e-31,1.7086731316744061e-33,2.4330502966791773e-38,1.3598120654644989e-35,8.0254478073264321e-36,1.4939195221308039e-24,2.0745834729964479e-24,2.4677540607285249e-26,1.8781275033969249e-28,1.2403022857970023e-27,1.1840594959217296e-32,1.2522199172117733e-32,7.2233878364485362e-33,7.9777764038334468e-34
6.173089126845194e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582662426,0.66999999999445481,2.4177554712214292e-20,7.2902400241263968e-26,1.0892644594131277e-18,2.801493293808619e-29,1.4558912529628689e-26,1.5794305022462027e-31,6.632948744787499e-51,1.5728452488101041e-39,4.0423898489031051e-48,5.5450240821241613e-12,5.5450843028417254e-12,3.0098495660100999e-17,1.0321518636728938e-18,1.2915697188451887e-20,2.1744407132459362e-20,1.4263320083836198e-22,2.2935663030420674e-22,4.5369309710064722e-24,2.1409692210103465e-21,2.7755670718502396e-24,1.3103304565817865e-21,1.1119210606600418e-28,9.2883584193742278e-24,1.1481856706494478e-29,3.1861493336359503e-29,1.7389730504087519e-29,3.1871663517367381e-31,2.2164725576919338e-33,3.1562407063388042e-38,1.8047921341869669e-35,1.1156252857895764e-35,1.6350558694357924e-24,2.384954779320113e-24,2.9763445320981694e-26,2.3235607942247005e-28,1.42277646600561e-27,1.3755591332015379e-32,1.4181802062415067e-32,8.1807314867719167e-33,8.8274772013732062e-34
6.417690498910919e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582656914,0.66999999999442716,2.7047586442863271e-20,8.9220233559877923e-26,1.1516084904039757e-18,2.8157927781689426e-29,1.756295277403308e-26,1.9914304827310184e-31,8.4846679342173118e-51,1.9149050972333264e-39,5.3975322839536858e-48,5.5726019183163623e-12,5.572666389175518e-12,3.2222097368256168e-17,1.0887725825458336e-18,1.3792580126155947e-20,2.3915965038001003e-20,1.5824779572927455e-22,2.6640847055092894e-22,4.8456980360104578e-24,2.3934184231828539e-21,2.9606684032137209e-24,1.4039324385536919e-21,1.2423727826640017e-28,1.0406203652569711e-23,1.3864597224007404e-29,3.8135184847905725e-29,1.9708697279334815e-29,3.9855411756628893e-31,2.841612540774599e-33,4.0465757892068389e-38,2.3642100766252107e-35,1.528074311766267e-35,1.7798738025602846e-24,2.7224897569440995e-24,3.5587066012048187e-26,2.8457528002073062e-28,1.6218304969866664e-27,1.5859372770980432e-32,1.5963557379255753e-32,9.2085402806786915e-33,9.7108578816901909e-34
6.662291870976643e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582652201,0.66999999999440374,3.0094589853468446e-20,1.0819582444791083e-25,1.2142244667313702e-18,2.8280038000300082e-29,2.0996889810863336e-26,2.4848419763262008e-31,1.0730388430476154e-50,2.3112054438932866e-39,7.1176918426632837e-48,5.5961480260474964e-12,5.5962167863066202e-12,3.4365233076798287e-17,1.145389825968757e-18,1.4675148356278114e-20,2.6190549582637487e-20,1.7470040937593728e-22,3.0741008694926905e-22,5.1564950342782555e-24,2.6611682982735044e-21,3.1472823591860013e-24,1.498553330118731e-21,1.3803866651709436e-28,1.1595895276910034e-23,1.6606071984101128e-29,4.528556366642691e-29,2.2198604158609316e-29,4.9369412423302985e-31,3.603851052115486e-33,5.1322066953942207e-38,3.0598876752804983e-35,2.0646637004031691e-35,1.9279911542380565e-24,3.0877042114978258e-24,4.2210569967589524e-26,3.4529780438676518e-28,1.8380066277509035e-27,1.8158094044059771e-32,1.7868889604948445e-32,1.0307636141908807e-32,1.0626040889590799e-33
6.906893243042368e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582648193,0.66999999999438364,3.3318863228005798e-20,1.3010772588245988e-25,1.2770703260895322e-18,2.8384243190631961e-29,2.4895244860805221e-26,3.0708977599152364e-31,1.3428876305566672e-50,2.7672579129899655e-39,9.2786045460913143e-48,5.6162383656136025e-12,5.6163114489499523e-12,3.6525111958029254e-17,1.2019636450963143e-18,1.5562073447845424e-20,2.8566878312737008e-20,1.9198263122659897e-22,3.5256671820271894e-22,5.4688518652175006e-24,2.9442164073073779e-21,3.335191982646159e-24,1.5940747345344392e-21,1.5258770924571058e-28,1.2857591600925378e-23,1.9740464969749189e-29,5.338655525139523e-29,2.4860794601369742e-29,6.0621595313979205e-31,4.5250651590419113e-33,6.4443049845211938e-38,3.9163916402794296e-35,2.7547333217061158e-35,2.0790507133230571e-24,3.4810361803429211e-24,4.969716885793675e-26,4.1538180022444992e-28,2.0718168449700276e-27,2.0657485839169075e-32,1.9899056310067963e-32,1.1478744716039561e-32,1.1571208654524032e-33
7.151494615108093e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582644762,0.66999999999436655,3.6720603421191254e-20,1.5524791485119038e-25,1.3401100293680293e-18,2.8473117253542546e-29,2.9292942275160821e-26,3.7617410627125404e-31,1.6643968013542311e-50,3.2888165917126665e-39,1.1967251381864233e-47,5.6333702813242001e-12,5.6334477165956389e-12,3.8699324120581527e-17,1.2584601118851236e-18,1.6452188764441935e-20,3.1043605704204348e-20,2.1008523759884267e-22,4.0208141217716955e-22,5.782356034307532e-24,3.2425520314673225e-21,3.5242086246919558e-24,1.6903942804530284e-21,1.6787488890906935e-28,1.4191342023408102e-23,2.3303258177053494e-29,6.2514115226546692e-29,2.7696269619610767e-29,7.3836873026932984e-31,5.629343690897631e-33,8.0171948165961871e-38,4.9611938880715845e-35,3.632742157422089e-35,2.2327209784439047e-24,3.9028516093298369e-24,5.811094847434853e-26,4.9571329446329962e-28,2.3237430626608484e-27,2.336287503356062e-32,2.2055170781353622e-32,1.2722508422778083e-32,1.2544613040374423e-33
7.396095987173818e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582641848,0.66999999999435211,4.0299931354718619e-20,1.839216439935848e-25,1.403312745409838e-18,2.8548878305777465e-29,3.4225233692286017e-26,4.5704489033512667e-31,2.0444666199416999e-50,3.8818717945412947e-39,1.528287843867548e-47,5.6479722221606891e-12,5.6480540340732503e-12,4.0885793507503322e-17,1.3148504836837942e-18,1.734447411783364e-20,3.36193355203731e-20,2.2899833116645878e-22,4.5615484076447694e-22,6.0966464782583312e-24,3.5561584930987462e-21,3.7141688550850121e-24,1.7874236439715756e-21,1.838899130845774e-28,1.5597100656814303e-23,2.7331173372001159e-29,7.274612584624144e-29,3.0705729035227561e-29,8.9257581174639292e-31,6.9430759259921992e-33,9.888479473068124e-38,6.22482719342648e-35,4.7388503126363831e-35,2.3886962291731612e-24,4.3534500271335715e-24,6.7516711252908215e-26,5.8720340672307359e-28,2.5942373896344598e-27,2.6279205420038299e-32,2.4338221351413148e-32,1.4039497605775199e-32,1.3544581009499695e-33
7.640697359239543e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582639356,0.66999999999433946,4.4056912304766731e-20,2.1644729162730045e-25,1.4666521347661162e-18,2.8613434169486012e-29,3.9727630299070922e-26,5.5110545734852143e-31,2.4905223974971179e-50,4.5526438558778869e-39,1.9338047148775979e-47,5.6604125769239054e-12,5.660498786613754e-12,4.3082735085158067e-17,1.3711104730920233e-18,1.8238040687132847e-20,3.6292631353904431e-20,2.4871146369145835e-22,5.1498514764415922e-22,6.4114088562827833e-24,3.8850150039425043e-21,3.9049314758017799e-24,1.8850867499288058e-21,2.0062187063337373e-28,1.7074738700811068e-23,3.1862113279805111e-29,8.4162299125547434e-29,3.3889609707480133e-29,1.0714389547005022e-30,8.4950362897930779e-33,1.2099162192768983e-37,7.7410357479266534e-35,6.1195299815990505e-35,2.5466961505947154e-24,4.8330701456955796e-24,7.7979831803239149e-26,6.907856331661517e-28,2.8837225088142121e-27,2.9411058781893124e-32,2.6749088390024683e-32,1.5430220333599385e-32,1.4569518067958747e-33
