Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7X(140),C4H7(68),C4H7X(145),C4H7(373),C2H6(343),C2H5(67),C4H6(54),C4H5X(694),C4H7X(654),C4H7X(146),SX(161),C6H11(102),SX(159),C6H11(100),S(1071),S(1081),SX(1036),C6H11(87),SX(155),SX(152),C6H11(84),C4H7X(142),C4H7X(143),C4H6a(693),C6H10(698),C4H5X(695)
0.12134009926832569,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580848827,0.66999999994771542,8.5550760685394554e-12,2.9773218095713027e-12,2.7782066080525173e-16,6.0013027657803422e-30,2.2414137459246404e-15,1.9679456060539276e-15,3.6077211470723947e-32,8.4008802809640723e-27,8.6083300538300722e-30,1.1712093564254738e-12,2.8047760106769988e-11,1.2532963539326439e-11,1.1129597304763596e-16,1.775305846744675e-18,7.8059787716687796e-17,8.5556985642070277e-19,6.8984870188837369e-15,6.3058941073343835e-22,9.8793340040042121e-13,8.4626514271366784e-22,7.9212875101457033e-14,1.7525926465160794e-19,3.9530655273651922e-20,1.5463216847745446e-20,4.5713419814100707e-20,7.2869668529064678e-22,9.2200153312638025e-19,1.4656147325054791e-20,2.1002553606063805e-25,5.9760867351872898e-22,3.7543750317993477e-20,9.2805354539131851e-22,3.8427562616569817e-20,7.7432486965291463e-19,1.2299296028114439e-20,1.4789228698935484e-21,6.1683303385502173e-23,3.1560495343924027e-20,1.1167246391767789e-18,5.2717022988693033e-25
0.12590314347809525,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.273322825808133,0.66999999994612547,8.9662174228507334e-12,3.1580325582765918e-12,2.7782065984703023e-16,5.9253688183436637e-30,2.3635490189079713e-15,2.1147450003155676e-15,3.9756935567917612e-32,8.9488840805457857e-27,9.3937772623263462e-30,1.1559473638999764e-12,2.8418076990459058e-11,1.2706469640063732e-11,1.1303839818016517e-16,1.8030996448105253e-18,8.0082636290177961e-17,8.7970844219846465e-19,7.1355132842059319e-15,6.4046178041534948e-22,1.0123737988157207e-12,8.4626513876773859e-22,8.4249338468533913e-14,1.888636068266597e-19,4.0149541924988021e-20,1.6253710438822532e-20,4.7573124058552062e-20,7.5833928677395612e-22,9.6741014340246536e-19,1.537796341599456e-20,2.2036930663464751e-25,6.270412801768724e-22,3.9392816479628431e-20,9.4639343800743831e-22,3.92690067930511e-20,7.9778626369738755e-19,1.2671954420830802e-20,1.5677570859878783e-21,6.5501240779725717e-23,3.3579732705458921e-20,1.2321888627764276e-18,5.6809127964456643e-25
0.12998910067330607,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580782186,0.6699999999446965,9.3377440380809494e-12,3.3229897850559402e-12,2.7782065899949001e-16,5.8605655921405244e-30,2.4745072941278734e-15,2.2503893533509861e-15,4.324140362728408e-32,9.4514151393426266e-27,1.0130512778371322e-29,1.14291712719674e-12,2.8742067144240938e-11,1.285808286862233e-11,1.1456390499448694e-16,1.8274333320855724e-18,8.1871367579765818e-17,9.0110099951273824e-19,7.3465191196659366e-15,6.4910511716662636e-22,1.0339930838218874e-12,8.4626513530953822e-22,8.8864309475751877e-14,2.0148027447653231e-19,4.0691381966140321e-20,1.6969461796206843e-20,4.9239600079082391e-20,7.8490189628832367e-22,1.0083863676091166e-18,1.6029322220360677e-20,2.2970341005058331e-25,6.5360093995216797e-22,4.1061393516352388e-20,9.6253576044839125e-22,4.0011085576658918e-20,8.1860869710287662e-19,1.3002695831442089e-20,1.6489126690969447e-21,6.899308243283636e-23,3.5430244844123927e-20,1.34168893405685e-18,6.0604146088370111e-25
0.1340750578685169,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580751699,0.66999999994326231,9.7123748822275178e-12,3.4908596746515047e-12,2.7782065816146473e-16,5.7985485386043051e-30,2.5869381316372632e-15,2.3899732458981153e-15,4.6908587032418107e-32,9.9649825848905997e-27,1.089915556163054e-29,1.1304422744112078e-12,2.9059245169120267e-11,1.3006349723255e-11,1.1605826744540276e-16,1.8512702288852021e-18,8.3639573713142463e-17,9.2229110094630615e-19,7.5563776313782413e-15,6.575719937084903e-22,1.0553725435512085e-12,8.4626513191802571e-22,9.3577430921778085e-14,2.1450756408581939e-19,4.1222159885782081e-20,1.7692492044935525e-20,5.0907042950976354e-20,8.1147987462925919e-22,1.0496476021583698e-18,1.6685211556885466e-20,2.3910243691743559e-25,6.8034533883285051e-22,4.2741576668704341e-20,9.7842592632863255e-22,4.0742885859742566e-20,8.3926103014282134e-19,1.33307353849552e-20,1.7315667458860831e-21,7.2552989403210102e-23,3.7320349198351689e-20,1.4570899873698753e-18,6.4522676583062292e-25
0.13816101506372772,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580721801,0.6699999999418228,1.009003557018454e-11,3.6615918799556461e-12,2.7782065733258895e-16,5.7391188451289262e-30,2.7008118952402494e-15,2.5334752918080135e-15,5.0761989206017201e-32,1.0489461447708824e-26,1.1700024564300619e-29,1.1184832781320471e-12,2.9369944521600324e-11,1.3151445583083713e-11,1.1752297456021181e-16,1.8746340870121394e-18,8.5388015674223163e-17,9.4328555535072333e-19,7.7651107062728669e-15,6.658708466936659e-22,1.0765222431540186e-12,8.4626512858940741e-22,9.8387642918087952e-14,2.2794538998942667e-19,4.1742404578220401e-20,1.8422629141113705e-20,5.2575300288444987e-20,8.3807079458425184e-22,1.091182329780455e-18,1.7345448346287788e-20,2.4856376367021724e-25,7.0726701094736735e-22,4.4432896878198683e-20,9.9407502158250529e-22,4.1464838023467442e-20,8.5974838575255886e-19,1.3656154453737469e-20,1.8156991284109111e-21,7.6180057090502431e-23,3.9249616036742387e-20,1.5785155262157664e-18,6.8564693729508503e-25
0.14224697225893854,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580692474,0.66999999994037807,1.0470655506502018e-11,3.8351381365491412e-12,2.7782065651250947e-16,5.6821017232149878e-30,2.8161003138713626e-15,2.6808745263298748e-15,5.4805068911748025e-32,1.1024731288754965e-26,1.253343169951978e-29,1.107005376129323e-12,2.967447510167446e-11,1.3293532383829825e-11,1.1895941537783528e-16,1.8975470633166016e-18,8.7117438389465105e-17,9.6409115336058958e-19,7.9727434850989362e-15,6.7400954624367627e-22,1.0974515705703923e-12,8.4626512532021816e-22,1.0329392424275375e-13,2.4179382937153841e-19,4.225260940011632e-20,1.9159731620416007e-20,5.4244275357663071e-20,8.6467311583820359e-22,1.1329810746714017e-18,1.8009881961001938e-20,2.58085231785381e-25,7.3435981431731202e-22,4.6134968281975556e-20,1.0094935401868831e-21,4.2177353146370251e-20,8.8007601302574639e-19,1.3979036413413722e-20,1.9012917747290851e-21,7.9873471927699925e-23,4.1217631390653967e-20,1.7060877527324456e-18,7.2730220672690898e-25
0.14633292945414936,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580663686,0.66999999993892778,1.085416770213259e-11,4.0114521814855466e-12,2.7782065570095397e-16,5.6273242168023193e-30,2.9327764184589927e-15,2.8321503854926007e-15,5.9041239727314852e-32,1.1570675975448784e-26,1.339968184137123e-29,1.095974186119483e-12,2.997312046489953e-11,1.3432759369718961e-11,1.2036885393839495e-16,1.9200293208037161e-18,8.8828442755109891e-17,9.847130610632194e-19,8.1792870193021643e-15,6.8199525427303884e-22,1.1181692730839905e-12,8.4626512210733566e-22,1.0829529089972564e-13,2.5605204858041079e-19,4.2753223363165574e-20,1.990359319999016e-20,5.5913737642426386e-20,8.9128316574766652e-22,1.1750305450566893e-18,1.8678301116550836e-20,2.6766381351979445e-25,7.6161513588303633e-22,4.7847249856864622e-20,1.0246906737365987e-21,4.2880782776128787e-20,9.0024754435145968e-19,1.4299438961619278e-20,1.9883215222192483e-21,8.3632204902606013e-23,4.3223996462872378e-20,1.8399275973005929e-18,7.7019006694648326e-25
0.15041888664936018,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580635431,0.66999999993747195,1.1240508554904967e-11,4.1904896371860608e-12,2.778206548974737e-16,5.5746735377612095e-30,3.0508144742374196e-15,2.9872827467179318e-15,6.3473876689947867e-32,1.2127183648228545e-26,1.4299073949177712e-29,1.0853672286215648e-12,3.0266152049681099e-11,1.3569264415270421e-11,1.2175252821897372e-16,1.9421006066498633e-18,9.0521881708793709e-17,1.0051598075023148e-18,8.3847924193836313e-15,6.8983498497508864e-22,1.1386835130859215e-12,8.462651189477637e-22,1.1339079411409787e-13,2.7072239459516987e-19,4.324468609303134e-20,2.0654235108442126e-20,5.7583891119375964e-20,9.1790419656881638e-22,1.217330734498817e-18,1.9350705699500095e-20,2.7729950721032854e-25,7.8903295741856733e-22,4.9569739961040682e-20,1.0396766616982537e-21,4.3575549101971428e-20,9.2027047147206196e-19,1.4617481093434936e-20,2.0767860586498821e-21,8.745611943357274e-23,4.526832683853173e-20,1.9801547538824381e-18,8.1431757885517529e-25
0.15409624812504993,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580610423,0.66999999993615722,1.1590583756505134e-11,4.3539166127641478e-12,2.7782065418127309e-16,5.5289384353140459e-30,3.1581928256871582e-15,3.1301828010741503e-15,6.7633979967433743e-32,1.2636982316403628e-26,1.5137104290772822e-29,1.0761503592365675e-12,3.0525272003736001e-11,1.3689896933373315e-11,1.2297663196558176e-16,1.9616265486502332e-18,9.2031065420384266e-17,1.0234117467510643e-18,8.56882343112866e-15,6.9677060840124417e-22,1.1569786740246618e-12,8.4626511614767559e-22,1.180564754377125e-13,2.8427358084615381e-19,4.3679471542301305e-20,2.1335215296071737e-20,5.9086993715845559e-20,9.4186252875672781e-22,1.2555919434417643e-18,1.9958906593835744e-20,2.860151491201134e-25,8.1383284678346109e-22,5.1127762626144111e-20,1.052988157930572e-21,4.4193575285563197e-20,9.3816205305806227e-19,1.4901669153171147e-20,2.1575894365384956e-21,9.0951567139660348e-23,4.7140377300499586e-20,2.1119183239037743e-18,8.5507872051367222e-25
0.15679382621844892,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580592315,0.66999999993518977,1.1848787312351921e-11,4.4751639264051782e-12,2.7782065365981074e-16,5.4963643256994661e-30,3.2376404137145723e-15,3.2369767648723826e-15,7.0789969928390314e-32,1.3016291986438036e-26,1.5769192525582055e-29,1.0695838422967527e-12,3.0712684665004559e-11,1.377710228303794e-11,1.2386232285091669e-16,1.9757543943096067e-18,9.3129628022390091e-17,1.036715098133705e-18,8.7032991274119961e-15,7.017888255577456e-22,1.1703015049570673e-12,8.4626511411873934e-22,1.2152668379866965e-13,2.944264354962749e-19,4.3994057160309807e-20,2.183811315634534e-20,6.0189825539129126e-20,9.5944082644679415e-22,1.2837786064365886e-18,2.0406962301969907e-20,2.9243587804907978e-25,8.3210266672800621e-22,5.2275541010088908e-20,1.0626517708646715e-21,4.4642768911997161e-20,9.5121374609507383e-19,1.5108980914061475e-20,2.2175873257287205e-21,9.3548576074863539e-23,4.8532854843193067e-20,2.2119755972207231e-18,8.8561789113866389e-25
0.1594914043118479,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580574441,0.66999999993421988,1.2108158642719645e-11,4.5975520760502717e-12,2.7782065314161082e-16,5.4645677831978616e-30,3.3176550395279559e-15,3.3454298338448888e-15,7.4035276545250276e-32,1.3400087935899185e-26,1.6416046780414037e-29,1.0631725173046041e-12,3.0897907669147361e-11,1.38632555952173e-11,1.2473793436338295e-16,1.9897214617328368e-18,9.4221096623138646e-17,1.0499471035061242e-18,8.8373376418386484e-15,7.0674993421348994e-22,1.1835437585395592e-12,8.4626511211026204e-22,1.2503692593711171e-13,3.0475791482525036e-19,4.430506272839541e-20,2.2343765693624344e-20,6.1292764823425339e-20,9.7702082282866349e-22,1.3120622421671912e-18,2.0856559503177812e-20,2.9887869692842165e-25,8.5043535774451831e-22,5.3427269755686595e-20,1.0722317754074586e-21,4.5088510061198193e-20,9.6420415064733458e-19,1.5315319176048072e-20,2.2781867446645732e-21,9.617293513001227e-23,4.9941476298935554e-20,2.3149482191305911e-18,9.1669434956344032e-25
0.1621889824052469,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580556733,0.66999999993324755,1.2368682174886175e-11,4.721069857131896e-12,2.7782065262660333e-16,5.4335177151668657e-30,3.3982303001166346e-15,3.4555366103882737e-15,7.7370833804808842e-32,1.3788341464105282e-26,1.7077747717724427e-29,1.0569101971706524e-12,3.1081001112096072e-11,1.3948387876778647e-11,1.2560373734806283e-16,2.0035320712100975e-18,9.5305633923018125e-17,1.0631092686555773e-18,8.9709451365860629e-15,7.116554689339602e-22,1.1967073287616478e-12,8.4626511012161562e-22,1.2858695786482306e-13,3.1526808279187264e-19,4.4612584422189455e-20,2.2852160473710857e-20,6.2395823035166695e-20,9.9460270080186737e-22,1.3404421355042383e-18,2.1307686814541497e-20,3.0534344258738715e-25,8.6883043714787014e-22,5.4582917861763483e-20,1.0817302626373591e-21,4.5530881715675987e-20,9.7713441775778212e-19,1.5520702220774084e-20,2.3393837565631666e-21,9.8824464270274792e-23,5.1366142846386574e-20,2.420869527568412e-18,9.4830828987253591e-25
0.1648865604986459,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258053923,0.66999999993227277,1.2630342804348293e-11,4.8457063344658424e-12,2.7782065211480521e-16,5.4031743024933725e-30,3.4793599570921457e-15,3.5672916071242811e-15,8.0797562650229337e-32,1.4181024185498835e-26,1.7754373501897267e-29,1.050788973667944e-12,3.1262019213055831e-11,1.4032528142452713e-11,1.264599694960539e-16,2.0171900141970864e-18,9.6383260339320881e-17,1.0762010105293069e-18,9.104099522726244e-15,7.1650677644470716e-22,1.2097940147410091e-12,8.4626510815230184e-22,1.3217654060194398e-13,3.2595588210163889e-19,4.49167066578853e-20,2.3363167887581193e-20,6.3498720956201731e-20,1.0121820103895423e-21,1.368908913865097e-18,2.1760195250242704e-20,3.118279800321501e-25,8.8728183104211303e-22,5.5742103784247236e-20,1.0911485711231279e-21,4.5969925446351319e-20,9.9000393317152371e-19,1.5725120291203776e-20,2.4011678604286432e-21,1.0150270619631263e-22,5.2806757729103575e-20,2.5297726581537002e-18,9.8045653907454662e-25
0.16758413859204488,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580521916,0.66999999993129555,1.2893125849263594e-11,4.9714508028610035e-12,2.7782065160605245e-16,5.3735279229924093e-30,3.5610379354517155e-15,3.6806894176023602e-15,8.4316380540246196e-32,1.4578108378499782e-26,1.8446001449628747e-29,1.0448069055057147e-12,3.1441020037152737e-11,1.4115704436337675e-11,1.2730690379246449e-16,2.0306996451516801e-18,9.7454240091883522e-17,1.0892254578258642e-18,9.2368310422717077e-15,7.2130540345385768e-22,1.2228055568070982e-12,8.4626510620169978e-22,1.3580543993659332e-13,3.3682268510103264e-19,4.5217526415272346e-20,2.3876822052343653e-20,6.460162602834021e-20,1.0297614207288445e-21,1.3974647228042425e-18,2.2214118919172061e-20,3.1833279806046949e-25,9.0579093402708733e-22,5.6904915275286501e-20,1.1004893486468493e-21,4.6405758886246574e-20,1.0028156244719476e-18,1.5928619889452973e-20,2.4635433875313499e-21,1.0420784175080483e-22,5.4263226146320841e-20,2.6416905485203394e-18,1.0131432178927487e-24
0.17028171668544387,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580504785,0.66999999993031589,1.3157017045681502e-11,5.0982928331574966e-12,2.7782065110029942e-16,5.3445444796688394e-30,3.643258321328954e-15,3.7957247965873159e-15,8.7928201046883002e-32,1.4979567024057206e-26,1.9152708902461398e-29,1.0389572176650374e-12,3.1618054765781753e-11,1.4197943828187606e-11,1.2814476672082675e-16,2.0440645767606217e-18,9.8518696180515871e-17,1.1021838354429741e-18,9.369146915676267e-15,7.2605263318924005e-22,1.2357436376305203e-12,8.4626510426920634e-22,1.3947342626630262e-13,3.4786789948385731e-19,4.5515124137343888e-20,2.4393122718154081e-20,6.570458850602857e-20,1.0473417329753983e-21,1.4261108389411306e-18,2.2669478113984991e-20,3.2485818746855963e-25,9.2435857295735374e-22,5.8071404259290835e-20,1.1097542079708772e-21,4.6838442875640159e-20,1.0155700374231899e-18,1.613120968447533e-20,2.5265028488970237e-21,1.0693953339079451e-22,5.5735455153031119e-20,2.7566559428491961e-18,1.0463665435416011e-24
0.17297929477884286,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580487832,0.66999999992933379,1.3422002588383825e-11,5.2262222622084035e-12,2.7782065059752898e-16,5.3161958784371017e-30,3.7260153659223202e-15,3.9123925336227538e-15,9.1633927763221894e-32,1.5385373611137556e-26,1.9874571927203389e-29,1.0332343232567818e-12,3.1793172480654107e-11,1.4279271820391913e-11,1.2897377792118606e-16,2.0572883125437254e-18,9.957669676090182e-17,1.1150763678853674e-18,9.5010376928532435e-15,7.3074971010152792e-22,1.248609860040749e-12,8.4626510235438839e-22,1.4318027506033492e-13,3.5909115211557168e-19,4.5809577829249086e-20,2.4911988670104747e-20,6.6807448405060555e-20,1.064920397514488e-21,1.4548412182505022e-18,2.3126176759808042e-20,3.3140277148761298e-25,9.4298083159429837e-22,5.9241324750589774e-20,1.1189446200122712e-21,4.7268030556729576e-20,1.0282673626781701e-18,1.633289270414818e-20,2.5900401484776721e-21,1.0969751322471382e-22,5.7223353857456884e-20,2.8747013701995735e-18,1.0801253987922176e-24
0.17567687287224185,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580471051,0.66999999992834924,1.3688068959473753e-11,5.3552290987037865e-12,2.7782065009764873e-16,5.288465810419185e-30,3.8093034323530237e-15,4.0306874382028996e-15,9.5434460447640152e-32,1.5795502027777625e-26,2.0611665624370421e-29,1.0276349646787456e-12,3.196642299644672e-11,1.4359713173878234e-11,1.297941670984077e-16,2.070374516575249e-18,1.0062841064716444e-16,1.1279047952294511e-18,9.6325150292114238e-15,7.3539793567205911e-22,1.2614057841768e-12,8.4626510045674489e-22,1.4692576518282041e-13,3.7049298074491817e-19,4.6100969082698793e-20,2.5433404356294841e-20,6.7910227097167348e-20,1.0824977552628577e-21,1.4836544916821914e-18,2.3584193090837113e-20,3.3796623819791133e-25,9.6165681831630701e-22,6.0414620584274183e-20,1.1280625557920756e-21,4.769460473990683e-20,1.0409092178723201e-18,1.6533694642894954e-20,2.6541547839971477e-21,1.1248175432630796e-22,5.8726832757468748e-20,2.995859212885838e-18,1.1144213994468857e-24
0.17837445096564084,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580454437,0.66999999992736226,1.3955203032007008e-11,5.485303577524557e-12,2.778206496006244e-16,5.2613239566171002e-30,3.89311702688182e-15,4.1506043720903615e-15,9.9330690259428257e-32,1.620992664117101e-26,2.1364063929334183e-29,1.0221531183031775e-12,3.2137850784108431e-11,1.4439291424032483e-11,1.3060613059012143e-16,2.0833263206818684e-18,1.0167391854916338e-16,1.140669800151686e-18,9.7635800770611081e-15,7.3999842232767665e-22,1.2741329058038144e-12,8.4626509857576002e-22,1.5070967975010929e-13,3.820725093617809e-19,4.6389367638351494e-20,2.5957322724848266e-20,6.9012886885577713e-20,1.1000732056147876e-21,1.5125486398036532e-18,2.4043495008912965e-20,3.4454812763571581e-25,9.8038522768831323e-22,6.1591209871942236e-20,1.1371093307150921e-21,4.811821296237249e-20,1.0534958034088646e-18,1.6733618684140905e-20,2.7188380638202055e-21,1.1529187196508081e-22,6.0245804098298836e-20,3.1201616621912362e-18,1.1492519074318702e-24
0.18107202905903982,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580438,0.66999999992637282,1.4223392014646618e-11,5.6164361449461091e-12,2.7782064910637499e-16,5.2347573572555452e-30,3.9774507861607093e-15,4.2721382840175538e-15,1.0332350437147081e-31,1.6628622362495341e-26,2.21318405500852e-29,1.0167861910411878e-12,3.2307502032358344e-11,1.4518029306156489e-11,1.3140988261190223e-16,2.0961471418580614e-18,1.0271338731895078e-16,1.1533730879196758e-18,9.8942439246078601e-15,7.4455238378552226e-22,1.2867926734534889e-12,8.4626509671101192e-22,1.5453180592013127e-13,3.9383052823752437e-19,4.6674849576848313e-20,2.6483763155425719e-20,7.0115484500411639e-20,1.1176476529802949e-21,1.5415243220733577e-18,2.4504092994365786e-20,3.5114858997806676e-25,9.9916648408298109e-22,6.2771119165754856e-20,1.1460868174583323e-21,4.8538934626741174e-20,1.0660287307953985e-18,1.6932690424582457e-20,2.7840910636962011e-21,1.1812790410580791e-22,6.1780181735119386e-20,3.247640734000042e-18,1.1846193031662412e-24
0.1837696071524388,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580421718,0.66999999992538095,1.4492623482255093e-11,5.7486174631546997e-12,2.7782064861492835e-16,5.2087315400553841e-30,4.0622994778832644e-15,4.3952840863169725e-15,1.0741377953258992e-31,1.7051564391221154e-26,2.2915067085430409e-29,1.0115273417620442e-12,3.2475415947862849e-11,1.4595948244176938e-11,1.322055919383593e-16,2.1088396722715245e-18,1.0374679973402918e-16,1.1660139563834802e-18,1.0024489846218684e-14,7.4906077630630416e-22,1.2993864699886797e-12,8.4626509486211889e-22,1.5839193484590477e-13,4.0576552185137546e-19,4.6957474855382976e-20,2.7012582274051268e-20,7.1217769583060659e-20,1.1352171073473192e-21,1.5705724108607581e-18,2.4965841960565546e-20,3.5776554612565631e-25,1.0179946792404963e-21,6.3953977570203495e-20,1.1549958069982783e-21,4.8956789211387429e-20,1.0785070593879312e-18,1.7130894923687881e-20,2.8499013580167082e-21,1.2098931154976707e-22,6.3329881176980449e-20,3.3783282590828721e-18,1.2205190280495405e-24
0.1864671852458378,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580405592,0.66999999992438641,1.4762885324056103e-11,5.8818383859822199e-12,2.7782064812613392e-16,5.1832472494575506e-30,4.1476579977059897e-15,4.5200367990906238e-15,1.1160239087028696e-31,1.7478728548688937e-26,2.3713814987743673e-29,1.0063766873350507e-12,3.2641637537529503e-11,1.4673069146971865e-11,1.3299347464421893e-16,2.1214073585659094e-18,1.0477442095553641e-16,1.178595497294426e-18,1.0154346768393994e-14,7.5352482413725206e-22,1.3119156412328927e-12,8.4626509302863274e-22,1.6228986146358382e-13,4.1787932905688991e-19,4.7237320205761334e-20,2.7543875364211323e-20,7.2319974831004157e-20,1.1527852776866421e-21,1.599698599052742e-18,2.5428832390147664e-20,3.6440029267378365e-25,1.0368734884885887e-21,6.514001546545697e-20,1.1638386146550529e-21,4.9371883645883159e-20,1.0909337978172991e-18,1.7328279969331288e-20,2.9162764990435699e-21,1.2387641170856667e-22,6.4894819472538095e-20,3.5122558880500227e-18,1.2569566124697483e-24
0.1891647633392368,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580389633,0.66999999992338954,1.5034165728881279e-11,6.0160899766569248e-12,2.778206476399691e-16,5.158279215173651e-30,4.2335213578175989e-15,4.6463915453890322e-15,1.1589020883291482e-31,1.7910091129968819e-26,2.4528155494700937e-29,1.0013292062861212e-12,3.2806205178031525e-11,1.4749412208119127e-11,1.3377370074682248e-16,2.1338529127345381e-18,1.0579631331137629e-16,1.1911182179962352e-18,1.0283814992699729e-14,7.5794549058164664e-22,1.3243814914357937e-12,8.4626509121014222e-22,1.6622538422921245e-13,4.3017122236914185e-19,4.7514446030114631e-20,2.807759864116969e-20,7.342205490464133e-20,1.1703514416184048e-21,1.6289007516101268e-18,2.5893030354251437e-20,3.7105234344795774e-25,1.0558015402720081e-21,6.6329147120695242e-20,1.1726163666363904e-21,4.9784258284338883e-20,1.1033090778277618e-18,1.7524847654969503e-20,2.9832089334759824e-21,1.2678886907805948e-22,6.6474915073772373e-20,3.6494551089369572e-18,1.2939298671148222e-24
0.19186234143263578,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580373818,0.66999999992239023,1.5306453183736128e-11,6.1513634657780765e-12,2.7782064715643286e-16,5.1338015476329718e-30,4.3198846770579963e-15,4.774343454035102e-15,1.2027809527962458e-31,1.8345628732852576e-26,2.5358158654450679e-29,9.9637975625486464e-13,3.2969154991916339e-11,1.4824996605236285e-11,1.3454642900363171e-16,2.1461788671488117e-18,1.0681250781529679e-16,1.2035820806962925e-18,1.0412886074504818e-14,7.6232367513836813e-22,1.3367852733006044e-12,8.4626508940629376e-22,1.7019830510888877e-13,4.4264025979726856e-19,4.7788908712833216e-20,2.8613670245138612e-20,7.4523874612946403e-20,1.1879134445914639e-21,1.6581737996317001e-18,2.6358355275387095e-20,3.7772054374924888e-25,1.0747755463750544e-21,6.7521165862741286e-20,1.1813300010879594e-21,5.0193943668017086e-20,1.1156326368857589e-18,1.772059381026485e-20,3.0506899306542239e-21,1.2972630075685968e-22,6.8070087852633085e-20,3.7899572482450036e-18,1.3314359593484787e-24
0.19455991952603477,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580358147,0.66999999992138848,1.5579736457163879e-11,6.2876502663214205e-12,2.7782064667542768e-16,5.1098107318848077e-30,4.4067431880320805e-15,4.9038877079752296e-15,1.2476690875341704e-31,1.8785318428911821e-26,2.6203893836579933e-29,9.9152761592513717e-13,3.3130526273501272e-11,1.4899840943487573e-11,1.3531184576864793e-16,2.1583881943787957e-18,1.0782318547388404e-16,1.2159890456340046e-18,1.0541575309276246e-14,7.6666043366510202e-22,1.3491282027430312e-12,8.4626508761674345e-22,1.7420842949745942e-13,4.5528768478974225e-19,4.8060774440612463e-20,2.9152115956598228e-20,7.5625512195663991e-20,1.2054725338609231e-21,1.6875185064579781e-18,2.6824819284907446e-20,3.8440506741316731e-25,1.0937959981236625e-21,6.8716102436540639e-20,1.1899813348377078e-21,5.0601020686912667e-20,1.127906481846455e-18,1.7915550311675044e-20,3.1187236014827613e-21,1.3268887995906252e-22,6.9680259109704311e-20,3.9337934621005629e-18,1.3694786309757624e-24
0.19725749761943376,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580342632,0.66999999992038428,1.585400461645839e-11,6.4249419677105607e-12,2.7782064619697028e-16,5.0862766735822689e-30,4.4940922307247052e-15,5.0350194863554654e-15,1.2935749813948588e-31,1.9229137557854682e-26,2.7065428696728896e-29,9.8676681449884199e-13,3.3290350992524463e-11,1.4973962831600717e-11,1.3607008756697887e-16,2.1704830721726311e-18,1.0882833576869169e-16,1.2283386732491647e-18,1.0669872164157943e-14,7.7095653970033803e-22,1.3614114448144532e-12,8.4626508584113384e-22,1.7825556608376791e-13,4.6811179604485624e-19,4.8330091714915727e-20,2.9692828285399267e-20,7.6726805624792824e-20,1.2230261271679736e-21,1.7169289354116272e-18,2.7292328017896706e-20,3.9110456218699276e-25,1.1128590533633149e-21,6.9913715669903566e-20,1.1985709786462046e-21,5.1005503267348536e-20,1.1401297640578333e-18,1.8109703679808292e-20,3.1872971673775561e-21,1.3567604846724717e-22,7.130535147930714e-20,4.0809947396760471e-18,1.4080527615736182e-24
