Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),CH2X(27),HX(19),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25)
1.2662543435410707e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33751426447831301,0.11861912579987996,0.022820340310787338,0.0,6.4231658537855904e-16,2.9977883537289775e-15,5.445338555903049e-15,9.6374926893334514e-22,3.0372118277971668e-39,1.290399831924089e-11,1.8482523345567779e-44,1.2866380237663468e-11,2.6060549087401803e-31,8.1305148421772744e-21,4.7142820631124117e-30,2.5220316114612488e-31,1.1587969797097822e-14,9.4361481668669308e-34,5.0839261271707535e-05,2.454762092488682e-06,2.7049659835178693e-11,1.8729249821193497e-15,3.7400194455146424e-09,8.5999997139492841e-14,9.2874203290044832e-10,2.3990944477586457e-12,2.283686893400451e-17,2.4629274931760616e-14
1.3637561252569864e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33751017910230002,0.11861522969975594,0.022820245820949832,0.0,7.6824454105928036e-16,3.3934237308201206e-15,7.2736128957311989e-15,1.0430219217308452e-21,4.765791752221934e-39,1.3897344428098366e-11,2.5085703799588698e-44,1.385631952379369e-11,3.0439740920964427e-31,9.6945212759627729e-21,6.860228277041307e-30,3.6384185464506211e-31,1.3801206962693913e-14,1.1901546012194375e-33,5.4735286004168336e-05,2.6437415086627719e-06,2.7091252530566511e-11,1.8758048067593039e-15,4.0372385590125083e-09,8.6288013775042172e-14,1.0030907377068302e-09,2.6479481219250049e-12,2.5244562247736509e-17,3.0435950064458756e-14
1.461257906972902e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33750609638255669,0.11861133625098766,0.022820151333791592,0.0,9.072626155590886e-16,3.8169781851463371e-15,9.5141647907342243e-15,1.1225797499892762e-21,7.2454900845982709e-39,1.4890642781774299e-11,3.3321147351999044e-44,1.4846148932622542e-11,3.5163582118551963e-31,1.1417513436206198e-20,9.7234328379539846e-30,5.1129407349228062e-31,1.6235622429356191e-14,1.4764552629820817e-33,5.8628659267586339e-05,2.8327155581701027e-06,2.7132842095568926e-11,1.878684414470061e-15,4.3349041351213953e-09,8.6588347521171485e-14,1.0775515890271695e-09,2.9035064263892236e-12,2.7718048636923476e-17,3.7027490425705694e-14
1.5587596886888177e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337502016317274,0.11860744545176895,0.022820056849311175,0.0,1.0597735918988513e-15,4.26943047609905e-15,1.222034971340661e-14,1.202426126134013e-21,1.0716878400891773e-38,1.5883893408595388e-11,4.3439184370629643e-44,1.5835868608890463e-11,4.0233039987131505e-31,1.3304144024854424e-20,1.3469650374680027e-29,7.0229857503323388e-31,1.8897090951754378e-14,1.8055318380238155e-33,6.2519382868107826e-05,3.0216842438067082e-06,2.7174428548113638e-11,1.8815638064938093e-15,4.6330161114502569e-09,8.6901053272925685e-14,1.1521244880290713e-09,3.1657804630898647e-12,3.0257466879546474e-17,4.4438693641447212e-14
1.6562614704047333e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33749793890464452,0.11860355730029498,0.022819962367507111,0.0,1.2261833709597027e-15,4.7517636538342315e-15,1.5447760353580568e-14,1.2825644220156908e-21,1.5473969412635692e-38,1.6877096337046704e-11,5.5708350734629248e-44,1.6825478697282226e-11,4.5649095841473242e-31,1.5359092470883601e-20,1.8288170439684812e-29,9.4555466433586504e-31,2.1791497626791603e-14,2.1804078738855013e-33,6.6407458610644648e-05,3.2106475683643419e-06,2.7216011949207439e-11,1.8844429870557484e-15,4.9315744235906004e-09,8.72261861061529e-14,1.22680933565606e-09,3.4347832429005801e-12,3.2862978106689009e-17,5.2702312410385025e-14
1.753763252120649e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33749386414286198,0.11859967179476201,0.022819867888377973,0.0,1.4069010515980948e-15,5.2649650648789755e-15,1.925409479442567e-14,1.3629980091259555e-21,2.1871547298235263e-38,1.7870251595775897e-11,7.0415457925065985e-44,1.7814979342426736e-11,5.1412744990445255e-31,1.7587065644760427e-20,2.4393319292849939e-29,1.2507602538145546e-30,2.4924738847246386e-14,2.6041155519096176e-33,7.0292888298875087e-05,3.3996055346312297e-06,2.7257592292312853e-11,1.8873219557039934e-15,5.2305790062015671e-09,8.7563800931027719e-14,1.3016060327388408e-09,3.7105289318253929e-12,3.5534757332914307e-17,6.1849186086841624e-14
1.8512650338365646e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33748979203012108,0.11859578893336765,0.022819773411922296,0.0,1.6023390024919448e-15,5.8100263575003476e-15,2.3699032869788498e-14,1.4437302585066379e-21,3.033293505418502e-38,1.8863359213592084e-11,8.786566428228116e-44,1.880437068889684e-11,5.7524996723797661e-31,1.9992798491737938e-20,3.2025951324320457e-29,1.6286477527241067e-30,2.8302723132007109e-14,3.079695809429828e-33,7.4175673735244759e-05,3.5885581453927242e-06,2.7299169544078721e-11,1.8902007101299381e-15,5.530029793543427e-09,8.7913952617578146e-14,1.3765144799547163e-09,3.9930321943585931e-12,3.8272986094612474e-17,7.1908364081309254e-14
1.9487668155524803e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33748572256461812,0.1185919087143107,0.02281967893813865,0.0,1.812912913897667e-15,6.3879434870233213e-15,2.8844120226352185e-14,1.5247645406201429e-21,4.1358197098760641e-38,1.9856419219463813e-11,1.0838254743466665e-43,1.9793652881209202e-11,6.3986874299038337e-31,2.2581054463913099e-20,4.1454930224879875e-29,2.0910179129005207e-30,3.1931371654340149e-14,3.610198461847852e-33,7.8055816720967342e-05,3.7775054034317323e-06,2.73407437126161e-11,1.8930792508960361e-15,5.8299267196908539e-09,8.8276696212439666e-14,1.4515345777593536e-09,4.2823077745981111e-12,4.1077847756295022e-17,8.2907221554383196e-14
2.046268597268396e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374816557445503,0.11858803113579115,0.022819584467025575,0.0,2.0390418199613649e-15,6.9997167213032746e-15,3.4752659920140989e-14,1.6061042254067027e-21,5.5532787172953298e-38,2.0849431642520285e-11,1.3230817793221922e-43,2.0782826063824349e-11,7.0799414928039951e-31,2.5356625632137609e-20,5.2978599720066732e-29,2.6507716758438983e-30,3.5816618318718116e-14,4.1986823245977088e-33,8.1933319056025526e-05,3.9664473115287688e-06,2.7382314822134127e-11,1.8959575796794663e-15,6.1302697186723013e-09,8.8652086858569763e-14,1.5266662264124693e-09,4.5783704328908489e-12,4.3949526806241796e-17,9.4871567576292343e-14
2.1437703789843116e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747759156811641,0.1185841561960103,0.022819489998581629,0.0,2.2811481094420631e-15,7.6463506462355463e-15,4.1489611176414172e-14,1.6877526823570831e-21,7.3536643467737022e-38,2.1842396512053158e-11,1.6000319409569687e-43,2.1771890381146701e-11,7.7963669763620584e-31,2.8324332662828581e-20,6.692624399172287e-29,3.3219401192595192e-30,3.9964409658132506e-14,4.8482153349929005e-33,8.5808182539171782e-05,4.1553838724618938e-06,2.7423882872355094e-11,1.8988356964618223e-15,6.4310587245138336e-09,8.9040179666916531e-14,1.6019093260187679e-09,4.8812350238890204e-12,4.688820973757295e-17,1.0782574612360818e-13
2.338773942416143e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746947113895043,0.1185764142254758,0.022819301069695378,0.0,2.814999288155692e-15,9.0482405342368342e-15,5.7716319964710679e-14,1.8519893882326475e-21,1.2428310781177578e-37,2.3828183708524508e-11,2.2823723618501024e-43,2.3749692997250202e-11,9.3351596291342518e-31,3.4855580504366453e-20,1.0357396940368458e-28,5.0604594548174471e-30,4.9071475926590206e-14,6.3427468873188149e-33,9.3550000138592748e-05,4.5332409639365784e-06,2.7507009802239504e-11,1.904591294534433e-15,7.0339744927210683e-09,8.9854692463841747e-14,1.7527294776048104e-09,5.5074296486597322e-12,5.2967340500709182e-17,1.3679419591936818e-13
2.533777505847974e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746136126273379,0.11856868278834182,0.022819112151468347,0.0,3.4179133830683018e-15,1.0601736404791874e-14,7.8073599253413416e-14,2.01750160432267e-21,2.0130048208715008e-37,2.5813781046457815e-11,3.1634405704985871e-43,2.5727061883633677e-11,1.101593414207784e-30,4.2213938161444565e-20,1.5470607291045983e-28,7.4424583860708776e-30,5.9300396461343353e-14,8.1185236775489447e-33,0.00010128128388467889,4.9110767000321128e-06,2.7590124460007397e-11,1.9103460421941285e-15,7.6386734961456063e-09,9.0720676257661948e-14,1.9039942298127406e-09,6.1610113449072075e-12,5.9316760739015915e-17,1.6998145609222035e-13
2.7287810692798056e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374532619250995,0.11856096187026266,0.022818923243889028,0.0,4.093392240338391e-15,1.2315030947093792e-14,1.0313182264977554e-13,2.1843162685397237e-21,3.1445731079225934e-37,2.7799188766036973e-11,4.2788511241607462e-43,2.7703998193514697e-11,1.283958148985361e-30,5.0439008302939847e-20,2.2421745297862364e-28,1.062355230380269e-29,7.0699201351392073e-14,1.0200429993358602e-32,0.00010900204812325004,5.2888911028873327e-06,2.7673226926656947e-11,1.9160999450564348e-15,8.2451552068092882e-09,9.1638573800502863e-14,2.0557027769560897e-09,6.8420995361579308e-12,6.5938003601542252e-17,2.0753843234422588e-13
2.923784632711637e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744517311170025,0.11855325145691213,0.022818734346945924,0.0,4.8449931666170797e-15,1.4196386459532784e-14,1.3348014370674645e-13,2.3524603110594357e-21,4.7615504324508741e-37,2.9784407110066659e-11,5.6672653663028599e-43,2.9680503079215398e-11,1.4807014825628724e-30,5.9570857807775907e-20,3.1663503035270526e-28,1.4779782709227294e-29,8.331612465383004e-14,1.2613507729922017e-32,0.00011671230718052435,5.6666841946036401e-06,2.7756317251798399e-11,1.921853006563498e-15,8.8534190973815196e-09,9.2608828446249431e-14,2.207854310529355e-09,7.5508133763874543e-12,7.2832614877756046e-17,2.4960028402139844e-13
3.118788196143468e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743709480820838,0.11854555153398375,0.022818545460627542,0.0,5.676329449503542e-15,1.6254135023161585e-14,1.6972453916906494e-13,2.5219606542847524e-21,7.0172267397830521e-37,3.1769436323984811e-11,7.3704182626928303e-43,3.1656577692163448e-11,1.6919169438947949e-30,6.9650018986050009e-20,4.3716229942776065e-28,2.0108234888059523e-29,9.7199603745970923e-14,1.5382960260956504e-32,0.00012441207536314518,6.0444559972446424e-06,2.7839395423752544e-11,1.9276052259136361e-15,9.4634646408470515e-09,9.3631884052811135e-14,2.3604480192455401e-09,8.2872721697738641e-12,8.0002157974182662e-17,2.9628837294151648e-13
3.3137917595752995e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742902700031618,0.11853786208719043,0.022818356584922431,0.0,6.5910709146959255e-15,1.8496678674672496e-14,2.1248608253644033e-13,2.6928442126794906e-21,1.0098371872160266e-36,3.3754276655870783e-11,9.4331459745755983e-43,3.3632223182893099e-11,1.917700271372029e-30,8.0717491270233652e-20,5.9172341536460507e-28,2.6827594358242756e-29,1.1239827921148632e-13,1.853415630261477e-32,0.00013210136695820802,6.4222065328362168e-06,2.7922461462953587e-11,1.9333566045289054e-15,1.0075291310223758e-08,9.4708185264328419e-14,2.5134830889500727e-09,9.051595369648839e-12,8.7448214041059941e-17,3.4771198186605702e-13
3.508795323007131e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742096967373486,0.11853018310226475,0.022818167719819142,0.0,7.5929445070646445e-15,2.0932489579358188e-14,2.6239942308968736e-13,2.8651378928547219e-21,1.4229696074334194e-36,3.5738928356456979e-11,1.1903414168859111e-42,3.5607440701045911e-11,2.1581494086272263e-30,9.2814743166946335e-20,7.8700683159345283e-28,3.5178648671003293e-29,1.2896099508697364e-13,2.2092633770221888e-32,0.00013978019623328726,6.7999358233668406e-06,2.8005515415427666e-11,1.939107145603618e-15,1.0688898578864111e-08,9.58381774886451e-14,2.6669587026350186e-09,9.8439022935357457e-12,9.5172378959760141e-17,4.0396982747570083e-13
3.703798886438962e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741292281419571,0.11852251456495863,0.022817978865306246,0.0,8.6857348564013853e-15,2.3570110204030521e-14,3.2011145751231429e-13,3.0388685936494625e-21,1.9678571737842863e-36,3.7723391679141894e-11,1.4832347084802346e-42,3.758223139537174e-11,2.4133645003510105e-30,1.0598371392667373e-19,1.0305084935824201e-27,4.5424737963707108e-29,1.4693679882160089e-13,2.6084103627666999e-32,0.00014744857743646353,7.1776438907877206e-06,2.8088557304888461e-11,1.9448568507871783e-15,1.1304285920654958e-08,9.7022306737967576e-14,2.8208740404948093e-09,1.066431206441374e-11,1.0317626292151861e-16,4.6515138072493527e-13
3.8988024498707934e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33740488640744937,0.11851485646104361,0.022817790021372322,0.0,9.8732848304183062e-15,2.6418153489560909e-14,3.8628017342424249e-13,3.2140632060901571e-21,2.6760016773472551e-36,3.9707666880001085e-11,1.8274257363870639e-42,3.9556596413729605e-11,2.6834478881210196e-30,1.2026681504828929e-19,1.3305746195161405e-27,5.7852159734358255e-29,1.6637494095329485e-13,3.0534453729388065e-32,0.00015510652479634965,7.5553307570126843e-06,2.8171587147085644e-11,1.9506057211776127e-15,1.1921452809807338e-08,9.826101966541628e-14,2.9752282799195572e-09,1.1512943775241621e-11,1.1146149247591047e-16,5.313380152522789e-13
4.093806013302625e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739686043926592,0.11850720877631053,0.022817601188005979,0.0,1.1159496098409826e-14,2.9485303023144935e-14,4.6157363789375786e-13,3.3907486134051086e-21,3.5841934354986388e-36,4.1691754217797687e-11,2.2286676633532267e-42,4.1530536903088719e-11,2.968504106242138e-30,1.3570693193017597e-19,1.6964441099586876e-27,7.2770534967456439e-29,1.8732487490641274e-13,3.5469752655041978e-32,0.00016275405252211825,7.9329964439181541e-06,2.8254604971205967e-11,1.9563537588035091e-15,1.2540398720720777e-08,9.9554763626822031e-14,3.1300205954813151e-09,1.2389916557687648e-11,1.2002971146438052e-16,6.0260401077648162e-13
4.4838131401662874e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33738083976176536,0.11849194460765107,0.022817223552930543,0.0,1.4043806675071587e-14,3.6312009447857064e-14,6.4225252864011144e-13,3.7486993067645956e-21,6.1777075726552315e-36,4.5659366352764998e-11,3.2269454246189359e-42,4.5477148878243637e-11,3.5839641095369094e-30,1.702321343482607e-19,2.667263692449335e-27,1.1143714494783061e-28,2.3395894647143249e-13,4.6900397861488951e-32,0.00017801790581095024,8.6882643670902991e-06,2.842060466924897e-11,1.9678473429962482e-15,1.3783625507187694e-08,1.0230913729897037e-13,3.4409161393407585e-09,1.4229361464071913e-11,1.3802177410752783e-16,7.606406346467002e-13
4.834819554343584e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33736645670954368,0.11847824234731144,0.022816883717389803,0.0,1.7017473689306741e-14,4.3293954871894327e-14,8.4294945942805724e-13,4.0762229832200148e-21,9.6933738346504048e-36,4.9229577433913567e-11,4.3849283594665487e-42,4.9027659254915019e-11,4.1901786287708763e-30,2.0570179955542381e-19,3.878491876611485e-27,1.5835098065606177e-28,2.8160020818259547e-13,5.9111858931844567e-32,0.00019171988077154622,9.3679332833753646e-06,2.8569963570578623e-11,1.9781887398295099e-15,1.4908608603295473e-08,1.0498078083912273e-13,3.7222120113813786e-09,1.59829822166266e-11,1.5519928364276293e-16,9.2087378375430935e-13
5.185825968520881e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33735210725785009,0.11846457362502733,0.022816543915911591,0.0,2.0374230641770606e-14,5.1124098808685543e-14,1.0839778124189284e-12,4.408994569486508e-21,1.4731823967678165e-35,5.2799183987088921e-11,5.8322812600534347e-42,5.2576811954719586e-11,4.8466306183079273e-30,2.4560898782723302e-19,5.4918237365645431e-27,2.192491200322298e-28,3.3491804182932568e-13,7.3308636817622946e-32,0.00020538831621293255,1.0047533917189092e-05,2.8719283934949249e-11,1.9885274664377925e-15,1.60393475707134e-08,1.0783771149824524e-13,4.0049142857438855e-09,1.7830277922051508e-11,1.7332000406688636e-16,1.0984773963510077e-12
5.536832382698177e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33733779132439701,0.11845093835863081,0.022816204148430049,0.0,2.4139034465482349e-14,5.9855661048131182e-14,1.3695034248146234e-12,4.7471705695695353e-21,2.1777028098849476e-35,5.6368187620093441e-11,7.6146262152820059e-42,5.6124613634725039e-11,5.5540084635681126e-30,2.9022116296384993e-19,7.5988953791197676e-27,2.968185694253894e-28,3.94208185284678e-13,8.9649800993982659e-32,0.00021902329430357868,1.0727066394773899e-05,2.886856589594547e-11,1.9988635321193447e-15,1.7175839355761692e-08,1.1088256110762128e-13,4.2890180481924966e-09,1.9771941149151963e-11,1.9239413377837368e-16,1.2937218762459413e-12
5.887838796875473e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33732350882709922,0.11843733646615584,0.0228158644148795,0.0,2.833750579721871e-14,6.9542616682236202e-14,1.7037505372508559e-12,5.0909074070865826e-21,3.1418915853395535e-35,5.9936589969851591e-11,9.7812343388891378e-42,5.9671070942729844e-11,6.3130232403939616e-30,3.39810896014181e-19,1.0303996123310755e-26,3.9401147715939315e-28,4.5976849805109797e-13,1.0829662154652519e-31,0.00023262489700999806,1.1406530841984994e-05,2.9017809623548898e-11,2.0091969486938717e-15,1.8318080907585905e-08,1.1411796798139319e-13,4.5745183556422799e-09,2.1808664118448623e-11,2.1243206055980115e-16,1.5068499086674524e-12
6.23884521105277e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3373092596840731,0.11842376786583776,0.022815524715194463,0.0,3.2995940245053648e-14,8.0239699329064773e-14,2.0909957536916435e-12,5.4403614258186896e-21,4.4367434016133093e-35,6.3504392702625529e-11,1.2385096094135911e-41,6.321619051727993e-11,7.1244086383784177e-30,3.9465589669103153e-19,1.3724827185576953e-26,5.1404854367041569e-28,5.318989593186778e-13,1.2941264041519352e-31,0.00024619320609724709,1.2085927384291619e-05,2.9167015265572239e-11,2.0195277264472122e-15,1.9466069178453827e-08,1.1754657660687309e-13,4.8614102363694934e-09,2.394113852818904e-11,2.3344436339344148e-16,1.7380823423491512e-12
6.589851625230066e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33729504381363684,0.11841023247611303,0.022815185049309628,0.0,3.8141319753693042e-14,9.2002404350216132e-14,2.5355632515484102e-12,5.7956888899646571e-21,6.1467426680947843e-35,6.7071597514228181e-11,1.5482994141114369e-41,6.6759978987685496e-11,7.9889208846001177e-30,4.5503904445208852e-19,1.7993254284390947e-26,6.6042209066083509e-28,6.1090166598821489e-13,1.5316374239415094e-31,0.00025972830312942399,1.2765256146778303e-05,2.9316182947567647e-11,2.0298558741251025e-15,2.06198011238472e-08,1.2117103752116532e-13,5.149688690164307e-09,2.6170055409891702e-11,2.5544181445342469e-16,1.9876228203708125e-12
6.940858039407362e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33728086113430911,0.1183967302156184,0.022814845417159835,0.0,4.3801324056251357e-14,1.0488699206127082e-13,3.0418210064192934e-12,6.1570459844604528e-21,8.3714314286659745e-35,7.0638206130234197e-11,1.9135578639427109e-41,7.030244297403789e-11,8.9073386677700721e-30,5.2124841959926879e-19,2.3256055322843513e-26,8.3689885168002134e-28,6.970808303649151e-13,1.7971822589426912e-31,0.0002732302694701657,1.3444517254145791e-05,2.94653128289922e-11,2.0401814028221689e-15,2.1779273702124463e-08,1.2499400733308817e-13,5.4393486884281364e-09,2.8496105244160035e-11,2.7843538470299381e-16,2.2556613953656036e-12
7.291864453584659e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3372667115648092,0.11838326100319074,0.022814505818680136,0.0,5.0004342237813072e-14,1.1895049093556706e-13,3.6141778722178336e-12,6.524588815474479e-21,1.1227058493830026e-34,7.4204220306193718e-11,2.3407445054082178e-41,7.3843589087226025e-11,9.8804630627835112e-30,5.9357733435042977e-19,2.9675663353157274e-26,1.047522525982205e-27,7.90742777887747e-13,2.0924687346385277e-31,0.00028669918628314333,1.4123710830712055e-05,2.9614405066904266e-11,2.0505043234681636e-15,2.2944483874487656e-08,1.2901814848275995e-13,5.7303851743647565e-09,3.0919978049809309e-11,3.0243624887171002e-16,2.5423772883202142e-12
