Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),CH2X(27),HX(19),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25)
4.7202435682432507e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33112821994027852,0.11310938020116727,0.022382110602451252,0.0,9.3825276824004359e-07,1.2730712708720318e-07,1.3763665010783594e-06,2.1794394500583728e-16,2.2176689960363927e-24,1.331365135307963e-08,2.4486049954454187e-31,5.0180299030068059e-09,2.6446647260638946e-23,1.3275251062247485e-12,7.2786916200145817e-18,3.4123018995932806e-20,2.7328122776975387e-07,1.2307389106420622e-23,0.0055589642881983502,0.00087611134928613577,2.1735942839064095e-10,1.510703745308024e-14,3.8339511502992619e-06,2.3344322978095987e-10,2.1829017397400496e-07,2.0166355274065089e-07,1.4841505954418381e-10,1.3118127533511871e-08
4.7342838248103425e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33112363791006411,0.11310731157142632,0.022380840678173992,0.0,9.5011337527002419e-07,1.2838288694114125e-07,1.3848640003380484e-06,2.2195848203364874e-16,2.2483827941437334e-24,1.3433551878147525e-08,2.5386236667798535e-31,5.0338911016675264e-09,2.7150428249269333e-23,1.342293401037972e-12,7.3521675374570476e-18,3.4457502480617977e-20,2.7559867517698972e-07,1.2644488499006186e-23,0.0055610243438492966,0.00087862763988689693,2.1791301639175497e-10,1.5145483019975485e-14,3.8388440833900666e-06,2.3364690412722688e-10,2.1819806095813462e-07,2.0249650154527315e-07,1.4982037450117703e-10,1.3166158709149482e-08
4.7483240813774344e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3311190769240141,0.11310526337042717,0.022379570945756471,0.0,9.6205987625851509e-07,1.2946091967859721e-07,1.3933823402391017e-06,2.2604463987299509e-16,2.2794074266108684e-24,1.3554338689690883e-08,2.6318680955398949e-31,5.0497353614182164e-09,2.787212909263277e-23,1.3571630465745342e-12,7.4260876088422175e-18,3.4794041073003273e-20,2.7792463107767494e-07,1.2990553532385112e-23,0.0055630639484653055,0.00088114343510187535,2.1846646402273402e-10,1.5183916098899324e-14,3.8436423421288875e-06,2.3384512378161571e-10,2.1810646118682853e-07,2.0332581140639654e-07,1.5122929091126543e-10,1.3214248339826142e-08
4.762364337944526e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33111453678244013,0.11310323539905839,0.022378301405243346,0.0,9.7409212367074404e-07,1.3054117084762586e-07,1.4019215153704447e-06,2.3020359029238885e-16,2.3107447867437197e-24,1.3676014788309087e-08,2.7284496749421965e-31,5.0655624084826122e-09,2.8612176053038236e-23,1.3721341406199832e-12,7.5004522839135341e-18,3.5132639807523579e-20,2.802590421068942e-07,1.334581230516619e-23,0.0055650833011602003,0.00088365873506625933,2.1901977094914089e-10,1.5222336674169727e-14,3.8483463839440134e-06,2.3403792543818229e-10,2.1801537446380162e-07,2.0415146401603521e-07,1.5264173634516649e-10,1.3262396596143473e-08
4.776404594511618e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33111001728757844,0.11310122746014677,0.022377032056680742,0.0,9.8620996384174451e-07,1.3162358609693574e-07,1.4104815204971789e-06,2.3443652109813102e-16,2.3423967698257812e-24,1.3798583151506594e-08,2.8284834519595455e-31,5.081371971152931e-09,2.9371004534445615e-23,1.3872067782171732e-12,7.5752620015876998e-18,3.5473303717576337e-20,2.8260185471988208e-07,1.3710498335555128e-23,0.0055670825991096214,0.00088617353991761818,2.1957293685171077e-10,1.526074473169877e-14,3.8529566775376885e-06,2.3422534615348808e-10,2.179248004099978e-07,2.0497344195022827e-07,1.5405763892853963e-10,1.3310603641353176e-08
4.79044485107871e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33110551824356965,0.11309923935843846,0.022375762900116163,0.0,9.9841323708346736e-07,1.32708111188055e-07,1.4190623505531266e-06,2.3874463628920556e-16,2.3743652730701492e-24,1.3922046733634585e-08,2.932088239078246e-31,5.0971637798226207e-09,3.0149059249410373e-23,1.4023810517215958e-12,7.6505171899761614e-18,3.5816037835560259e-20,2.8495301520331125e-07,1.4084850677401971e-23,0.0055690620375698947,0.00088868784979582744,2.2012596142626259e-10,1.5299140258977935e-14,3.8574737026432991e-06,2.3440742333843499e-10,2.1783473847144164e-07,2.0579172866422337e-07,1.5547692736372985e-10,1.3358869631553488e-08
4.804485107645802e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33110103945644187,0.11309727090058032,0.022374493935598549,0.0,1.0107017777930794e-06,1.3379469200731364e-07,1.4276640006335848e-06,2.4312915621268414e-16,2.4066521955716743e-24,1.4046408465837234e-08,3.0393867291648788e-31,5.112937567018203e-09,3.0946794388353091e-23,1.4176570508571475e-12,7.7262182664085831e-18,3.6160847192912124e-20,2.8731246968651057e-07,1.446911403836325e-23,0.0055710218098967137,0.00089120166484299153,2.2067884438360412e-10,1.5337523245062715e-14,3.8618979497809198e-06,2.345841947499584e-10,2.1774518792687955e-07,2.0660630848735525e-07,1.5689953095079254e-10,1.3407194715883188e-08
4.8185253642128936e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33109658073409176,0.11309532189510128,0.022373225163178228,0.0,1.023075414562382e-06,1.3488327457763888e-07,1.4362864659882851e-06,2.4759131771963081e-16,2.4392594382592339e-24,1.417167125600248e-08,3.1505056135182859e-31,5.1286930674302669e-09,3.1764673791171636e-23,1.4330348627722993e-12,7.8023656374583826e-18,3.6507736820142126e-20,2.8968016415260537e-07,1.4863538900208221e-23,0.005572962107563654,0.00089371498520336452,2.2123158544943194e-10,1.5375893680556892e-14,3.8662299200113516e-06,2.3475569848259331e-10,2.1765614789521422e-07,2.0741716661762707e-07,1.5832537960793581e-10,1.345557903671317e-08
4.8325656207799855e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33109214188626668,0.11309339215239415,0.022371956582906902,0.0,1.0355339702882685e-06,1.3597380507015993e-07,1.4449297420145529e-06,2.521323743214982e-16,2.4721889038481325e-24,1.4297837988717334e-08,3.2655757031842026e-31,5.1444300179435643e-09,3.2603171121213633e-23,1.44851457209665e-12,7.8789596989702214e-18,3.6856711746867322e-20,2.920560444495787e-07,1.5268381641298777e-23,0.005574883120180482,0.00089622781102327131,2.2178418436422688e-10,1.5414251557596172e-14,3.8704701246888437e-06,2.3492197295991154e-10,2.1756761734273451e-07,2.0822428911600091e-07,1.5975440389131612e-10,1.3504022729835399e-08
4.8466058773470773e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33108772272454723,0.11309148148469746,0.022370688194837635,0.0,1.0480772622841481e-06,1.3706622981561782e-07,1.4535938242506743e-06,2.5675359634700748e-16,2.5054424967926439e-24,1.4424911525227617e-08,3.3847320536114567e-31,5.1601481576662243e-09,3.346277004162697e-23,1.4640962609978225e-12,7.9560008360895345e-18,3.7207777001843673e-20,2.9444005630124862e-07,1.5683904661272838e-23,0.0055767850355113065,0.0008987401424510273,2.2233664088314249e-10,1.5452596869831342e-14,3.8746190852126034e-06,2.3508305692583693e-10,2.1747959509014474e-07,2.0902766290040375e-07,1.6118653501417856e-10,1.3552525924649332e-08
4.860646133914169e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33108332306232874,0.11308958970607738,0.022369419999024844,0.0,1.0607051023922668e-06,1.3816049531557868e-07,1.4622787083694531e-06,2.6145627109950136e-16,2.5390221232387068e-24,1.4552894703402168e-08,3.5081140927302615e-31,5.1758472279580996e-09,3.4343964394105883e-23,1.4797800092386855e-12,8.0334894232940092e-18,3.7560937612996386e-20,2.9683214531815891e-07,1.6110376507961231e-23,0.0055786680394925422,0.00090125197963685584,2.2288895477588985e-10,1.5490929612410936e-14,3.8786773327772876e-06,2.3523898943584768e-10,2.1739207981939449e-07,2.0982727573945726e-07,1.626217048653632e-10,1.3601088744345573e-08
4.874686390481261e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310789427148047,0.11308771663241013,0.022368151995524277,0.0,1.0734172970968452e-06,1.3925654825344453e-07,1.4709843901719637e-06,2.66241703014763e-16,2.572929690976775e-24,1.4681790337701418e-08,3.6358657525347138e-31,5.1915269724582134e-09,3.5247258380049908e-23,1.4955658942348667e-12,8.1114258244270658e-18,3.7916198607448798e-20,2.9923225700837996e-07,1.6548072006568363e-23,0.0055805323162507071,0.00090376332273280568,2.2344112582661782e-10,1.5529249781963485e-14,3.8826454081225931e-06,2.3538980984806438e-10,2.1730507008031436e-07,2.1062311624593714e-07,1.6405984602716823e-10,1.3649711306086885e-08
4.888726647048353e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33107458149894925,0.11308586208136415,0.022366884184392991,0.0,1.086213647637968e-06,1.4035433550526207e-07,1.4797108655814933e-06,2.7111121381929133e-16,2.607167109394835e-24,1.4811601219150329e-08,3.7681356042532179e-31,5.2071871371113209e-09,3.6173166744153376e-23,1.5114539911125278e-12,8.1898103927332622e-18,3.8273565011549826e-20,3.0164033678821508e-07,1.6997272391147013e-23,0.0055823780481200399,0.00090627417189266893,2.2399315383378645e-10,1.5567557376579254e-14,3.886523861282101e-06,2.3553555781423563e-10,2.1721856429705852e-07,2.1141517386996974e-07,1.6550089179253927e-10,1.3698393721186355e-08
4.902766903615445e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33107023923349971,0.11308402587238281,0.022365616565689365,0.0,1.099093950126147e-06,1.4145380415032351e-07,1.4884581306376775e-06,2.7606614268902362e-16,2.6417362894316049e-24,1.4942330115315656e-08,3.9050769971922175e-31,5.2228274701935949e-09,3.7122214960442506e-23,1.527444372766381e-12,8.2686434708956706e-18,3.8633041850899922e-20,3.0405632999281146e-07,1.7458265438398106e-23,0.0055842054156599432,0.0009087845272718947,2.2454503861003803e-10,1.5605852395791558e-14,3.8903132513315318e-06,2.3567627327062482e-10,2.1713256077435888e-07,2.1220343889197383e-07,1.6694477618163078e-10,1.3747136095282815e-08
4.9168071601825366e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310659157389399,0.11308220782666699,0.022364349139473071,0.0,1.1120579956574857e-06,1.4255490148155878e-07,1.4972261814908076e-06,2.8110784640849753e-16,2.6766391435299098e-24,1.5073979770287464e-08,4.0468482013402566e-31,5.2384477223374077e-09,3.809493942077727e-23,1.5435371099179101e-12,8.3479253910751608e-18,3.8994634150375773e-20,3.0648018188666964e-07,1.7931345603826271e-23,0.0055860145976722687,0.00091129438902750573,2.2509677998206246e-10,1.5644134840557725e-14,3.894014146136533e-06,2.3581199642880187e-10,2.1704705770359268e-07,2.1298790241535387e-07,1.6839143395770306e-10,1.3795938528513351e-08
4.9308474167496285e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33106161083748348,0.11308040776715814,0.022363081905805039,0.0,1.1251055704293853e-06,1.4365757501571592e-07,1.5060150143963321e-06,2.8623769953044298e-16,2.7118775855902624e-24,1.5206552904664895e-08,4.193612553821083e-31,5.2540476465552516e-09,3.9091887625835431e-23,1.5597322711737793e-12,8.4276564749515792e-18,3.9358346934153532e-20,3.0891183767405206e-07,1.8416814160282209e-23,0.0055878057712184185,0.00091380375731801237,2.2564837779045842e-10,1.5682404713239584e-14,3.8976271221001655e-06,2.3594276776634982e-10,2.1696205316866754e-07,2.1376855635895278e-07,1.6984080064235315e-10,1.3844801115682939e-08
4.94488767331672e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33105732435305729,0.11307862551852117,0.022361814864747476,0.0,1.1382364558567058e-06,1.4476177250332816e-07,1.5148246257095258e-06,2.9145709453579607e-16,2.7474535309246365e-24,1.5340052215546079e-08,4.3455386092862581e-31,5.2696269982627516e-09,4.0113618378595369e-23,1.5760299230843883e-12,8.5078370337668374e-18,3.9724185225730862e-20,3.113512425092838e-07,1.8914979338923475e-23,0.0055895791116362973,0.0009163126323033262,2.2619983188959081e-10,1.5720662017583627e-14,3.9011527639102012e-06,2.3606862801748872e-10,2.168775451517268e-07,2.145453934492718e-07,1.7129281253011809e-10,1.3893723946431173e-08
4.958927929883812e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33105305611128449,0.11307686090712776,0.022360548016363849,0.0,1.1514504286883257e-06,1.4586744193846449e-07,1.5236550118803375e-06,2.967674419941254e-16,2.7833688962104549e-24,1.5474480376522243e-08,4.502800294339382e-31,5.2851855353008097e-09,4.1160701980334886e-23,1.5924301302025664e-12,8.5884673683698357e-18,4.0092154047947725e-20,3.1379834150694698e-07,1.9426156472624865e-23,0.0055913347925570858,0.00091882101414467307,2.2675114214744308e-10,1.575890675870076e-14,3.9045916642863862e-06,2.3618961816362471e-10,2.1679353153867835e-07,2.1531840721246386e-07,1.727474067023927e-10,1.3942707105396012e-08
4.972968186450904e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33104880593946906,0.11307511376103975,0.022359281360718838,0.0,1.1647472611240256e-06,1.469745315682626e-07,1.5325061694484063e-06,3.021701707244626e-16,2.8196255994447985e-24,1.5609840037675858e-08,4.665577066085914e-31,5.3007230179568569e-09,4.2233720429162651e-23,1.6089329551423591e-12,8.6695477692632647e-18,4.0462258423005913e-20,3.1625307975196217e-07,1.9950668141870429e-23,0.0055930729859218513,0.00092132890300450755,2.2730230844546708e-10,1.5797138943045786e-14,3.90794442372782e-06,2.3630577942383107e-10,2.1671001012455021e-07,2.1608759196611055e-07,1.7420452104072174e-10,1.39917506723746e-08
4.987008443017996e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33104457366657908,0.11307338390999261,0.022358014897878368,0.0,1.1781267209316273e-06,1.4808298990224322e-07,1.5413780950382476e-06,3.0766672795652907e-16,2.856225559898839e-24,1.574613382558289e-08,4.8340540749042348e-31,5.3162392089852473e-09,4.3333267621099152e-23,1.6255384586378946e-12,8.7510785166521682e-18,4.0834503372487491e-20,3.187154023095567e-07,2.0488844323159024e-23,0.0055947938619980006,0.00092383629904642384,2.278533306784283e-10,1.5835358578396496e-14,3.9112116502605359e-06,2.3641715324526433e-10,2.1662697861867596e-07,2.168529428107866e-07,1.7566409423943088e-10,1.4040854722481037e-08
5.001048699585088e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33104035912323099,0.11307167118537929,0.022356748627909557,0.0,1.1915885715643314e-06,1.4919276572140237e-07,1.5502707853546004e-06,3.1325857949234927e-16,2.8931706980725085e-24,1.5883364343318965e-08,5.0084223315355148e-31,5.3317338736267463e-09,4.4459949553723564e-23,1.6422466996023017e-12,8.8330598804943667e-18,4.1208893917372034e-20,3.2118525423511657e-07,2.1041022539955435e-23,0.0055964975893955911,0.00092634320243506832,2.2840420875424702e-10,1.5873565673832488e-14,3.9143939591854621e-06,2.3652378129352593e-10,2.1654443464971379e-07,2.1761445562142301e-07,1.771260658175882e-10,1.4090019326301212e-08
5.0150889561521796e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310361621416737,0.11306997542023391,0.02235548255088074,0.0,1.2051325722781672e-06,1.5030380808708257e-07,1.5591842371779351e-06,3.1894720986824257e-16,2.9304629356494147e-24,1.6021534170469576e-08,5.1888788785916659e-31,5.3472067796271706e-09,4.5614384532403165e-23,1.6590577351866465e-12,8.915492120552592e-18,4.1585435078052923e-20,3.2366258058391965e-07,2.160754801621965e-23,0.0055981843350834332,0.00092884961333605256,2.2895494259383686e-10,1.5911760239713653e-14,3.9174919728268662e-06,2.366257054429718e-10,2.1646237577050138e-07,2.1837212703847414e-07,1.785903761303758e-10,1.4139244550044565e-08
5.0291292127192715e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103198255577337,0.11306829644921595,0.02235421666686142,0.0,1.2187584782495165e-06,1.5141606634961998e-07,1.5681184473601215e-06,3.2473412251718603e-16,2.9681041954520038e-24,1.6160645863144104e-08,5.3756269665826139e-31,5.3626576972551515e-09,4.6797203379121801e-23,1.6759716208388729e-12,8.9983754864483883e-18,4.1964131874352429e-20,3.261473264207474e-07,2.2188773832546767e-23,0.0055998542644050955,0.00093135553191586479,2.295055321309407e-10,1.5949942287658462e-14,3.9205063202814259e-06,2.367229677669781e-10,2.1638079946275104e-07,2.1912595445889751e-07,1.8005696637974938e-10,1.418853045569284e-08
5.043169469286363e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102782020099702,0.11306663410859433,0.022352950975922287,0.0,1.2324660406926236e-06,1.5252949015676759e-07,1.5770734128202475e-06,3.3062083993153765e-16,3.0060964013969841e-24,1.6300701953993729e-08,5.5688762345659537e-31,5.3780863993190241e-09,4.8009049643923434e-23,1.6929884103627163e-12,9.0817102177177302e-18,4.2344989325535908e-20,3.2863943682937345e-07,2.2785061084950329e-23,0.0056015075410947085,0.00093386095834178094,2.3005597731196099e-10,1.5988111830521943e-14,3.9234376371680188e-06,2.3681561052817028e-10,2.1629970314158723e-07,2.1987593602695397e-07,1.8152577862451141e-10,1.4237877101145806e-08
5.057209725853455e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102367491439849,0.11306498823623169,0.02235168547813517,0.0,1.2462550069770445e-06,1.5364402946189333e-07,1.586049130540589e-06,3.3660890382611385e-16,3.0444414784510156e-24,1.6441704952233163e-08,5.7688428955239122e-31,5.393492661182877e-09,4.9250579818987266e-23,1.7101081559765667e-12,9.1654965438682981e-18,4.2728012450324994e-20,3.3113885692192725e-07,2.3396779046322134e-23,0.0056031443272926374,0.00093636589278177785,2.3060627809578878e-10,1.6026268882373394e-14,3.9262865653783962e-06,2.3690367616861731e-10,2.1621908415993075e-07,2.2062207062483462e-07,1.8299675578974188e-10,1.4287284540363939e-08
5.071249982420547e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101954653460197,0.113063358671569,0.022350420173573068,0.0,1.2601251207449653e-06,1.5475963453195216e-07,1.5950455975627277e-06,3.426998753016115e-16,3.083141352586674e-24,1.658365734366603e-08,5.9757499265745951e-31,5.4088762607817212e-09,5.0522463555350335e-23,1.7273309083722593e-12,9.2497346844384394e-18,4.3113206266909821e-20,3.3364553184812966e-07,2.4024305330601698e-23,0.0056047647835610051,0.00093887033540444344,2.3115643445363063e-10,1.6064413458473946e-14,3.9290537528288227e-06,2.3698720730000499e-10,2.1613893981273215e-07,2.2136435786312506e-07,1.8446984167555687e-10,1.4336752823508078e-08
5.085290238987639e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101543490178803,0.11306174525561016,0.02234915506231009,0.0,1.2740761220283328e-06,1.5587625595523258e-07,1.604062810983812e-06,3.4889533500836687e-16,3.1221979507386946e-24,1.6726561590714038e-08,6.1898272641262846e-31,5.4242369786358328e-09,5.1825383882293638e-23,1.7446567167737632e-12,9.3344248490577385e-18,4.3500575792960451e-20,3.36159406804399e-07,2.466802605968877e-23,0.0056063690688990409,0.00094137428637889079,2.3170644636883071e-10,1.610254557525393e-14,3.9317398532128014e-06,2.3706624669378368e-10,2.1605926734105727e-07,2.2210279807110923e-07,1.8594498096534137e-10,1.438628199707603e-08
5.099330495554731e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101133985767783,0.11306014783090676,0.022347890144421484,0.0,1.2881077473657398e-06,1.5699384464887607e-07,1.6131007679529584e-06,3.5519688331044311e-16,3.1616132007605018e-24,1.6870420132449678e-08,6.4113120040856806e-31,5.4395745978642307e-09,5.3160037429407661e-23,1.7620856289957552e-12,9.4195672375091561e-18,4.3890126045637328e-20,3.3868042704282686e-07,2.5328336033132549e-23,0.0056079573407583029,0.00094387774587466745,2.3225631383669124e-10,1.6140665250289912e-14,3.9343455257550414e-06,2.3714083727131096e-10,2.1598006393602969e-07,2.2283739228692859e-07,1.8742211923320982e-10,1.4435872104036185e-08
5.1133707521218226e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100726124551927,0.11305856624154295,0.022346625419983598,0.0,1.3022197299189978e-06,1.5811235186617029e-07,1.6221594656677897e-06,3.6160614045003763e-16,3.2013890313810445e-24,1.7015235384632612e-08,6.6404486072328684e-31,5.4548889041973295e-09,5.4527134651353013e-23,1.7796176915020459e-12,9.5051620397927843e-18,4.4281862041600922e-20,3.4120853788001991e-07,2.6005638900631327e-23,0.0056095297550577475,0.00094638071406167017,2.3280603686429128e-10,1.6178772502281768e-14,3.9368714349666974e-06,2.3721102209397783e-10,2.1590132674263104e-07,2.2356814224759458e-07,1.8890120295107112e-10,1.448552318395806e-08
5.1274110086889144e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100319891007191,0.11305700033312073,0.022345360889073893,0.0,1.3164117995893568e-06,1.592317292036155e-07,1.6312389013711069e-06,3.6812474671220212e-16,3.2415273721619151e-24,1.7161009739749505e-08,6.8774891098778835e-31,5.470179685988748e-09,5.5927400055331995e-23,1.7972529494638409e-12,9.5912094361910607e-18,4.4675788797020659e-20,3.4374368470580762e-07,2.670034733737664e-23,0.0056110864661986356,0.00094888319111005668,2.3335561547030193e-10,1.6216867351029435e-14,3.9393182504020633e-06,2.3727684435334141e-10,2.1582305286336421e-07,2.2429505037887038e-07,1.9038217949482341e-10,1.45352352731399e-08
5.141451265256006e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099915269759222,0.11305544995274487,0.02234409655177089,0.0,1.3306836831332957e-06,1.6035192860776486e-07,1.6403390723476937e-06,3.7475436258986682e-16,3.2820301534547916e-24,1.730774556705733e-08,7.1226933399157928e-31,5.4854467342263044e-09,5.7361572431286426e-23,1.8149914468178141e-12,9.6777095973355284e-18,4.5071911327582996e-20,3.4628581299181471e-07,2.7412883222276124e-23,0.0056126276270793262,0.00095138517719015839,2.3390504968479982e-10,1.6254949817409616e-14,3.9416866464167986e-06,2.373383473612613e-10,2.1574523936178161e-07,2.2501811978502505e-07,1.9186499715022311e-10,1.4585008404733259e-08
5.155491521823098e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099512245582025,0.11305391494900857,0.022342832408154205,0.0,1.3450351042778485e-06,1.6147290238183834e-07,1.6494599759212447e-06,3.8149666894916045e-16,3.3228993063591906e-24,1.7455445212630108e-08,7.3763291383992382e-31,5.5006898425421871e-09,5.8830405084837259e-23,1.8328332263239715e-12,9.7646626842750208e-18,4.547023464849881e-20,3.4883486829989388e-07,2.8143677819089381e-23,0.0056141533891098895,0.00095388667247239258,2.3445433954907914e-10,1.6293019923352342e-14,3.9439773019277649e-06,2.3739557454004034e-10,2.1566788326588231e-07,2.2573735423846618e-07,1.9334960511795922e-10,1.4634842608864568e-08
5.16953177839019e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099110803396437,0.11305239517197879,0.022341568458304508,0.0,1.359465783835401e-06,1.6259460319211075e-07,1.6586016094514187e-06,3.883533671950193e-16,3.364136762680539e-24,1.7604110999408972e-08,7.6386725867495718e-31,5.5159088072223003e-09,6.033466607298137e-23,1.8507783296232843e-12,9.8520688485452912e-18,4.5870763774510029e-20,3.5139079629042208e-07,2.8893171960511549e-23,0.0056156639022266006,0.00095638767712717882,2.3500348511546085e-10,1.6331077691817405e-14,3.9461909001746099e-06,2.3744856941259364e-10,2.1559098157138026e-07,2.2645275816926494e-07,1.9483595351821589e-10,1.4684737912753818e-08
5.183572034957282e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098710928268821,0.11305089047318198,0.022340304702303523,0.0,1.3739754398179097e-06,1.637169840740755e-07,1.6677639703310172e-06,3.9532617943707572e-16,3.4057444548885702e-24,1.7753745227255535e-08,7.9100082397297645e-31,5.5311034272148335e-09,6.1875138442560721e-23,1.8688267972950717e-12,9.9399282322400088e-18,4.6273503719895674e-20,3.5395354273045564e-07,2.9661816235239332e-23,0.0056171593149062851,0.00095888819132485036,2.3555248644710072e-10,1.6369123146770756e-14,3.9483281284831666e-06,2.3749737559262957e-10,2.1551453124484758e-07,2.2716433665457153e-07,1.9632399339474827e-10,1.4734694340830256e-08
5.197612291524374e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098312605409608,0.11304940070558987,0.022339041140233998,0.0,1.388563787550492e-06,1.6483999843838339e-07,1.6769470559832745e-06,4.0241684865581993e-16,3.4477243160760616e-24,1.7904350173008506e-08,8.1906293643044646e-31,5.5462735041380115e-09,6.3452620471518754e-23,1.8869786689141105e-12,1.0028240968083118e-17,4.6678459498477187e-20,3.5652305350174349e-07,3.0450071178054352e-23,0.0056186397741805382,0.0009613882152355711,2.3610134361779535e-10,1.6407156313160747e-14,3.9503896780307866e-06,2.3754203677486501e-10,2.1543852922673562e-07,2.2787209540793799e-07,1.9781367671817681e-10,1.4784711914845184e-08
5.2116525480914656e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33097915820171975,0.11304792572360532,0.022337777772179733,0.0,1.4032305397843435e-06,1.6596360007655827e-07,1.6861508638592643e-06,4.0962713886902682e-16,3.4900782799179018e-24,1.8055928090543454e-08,8.4808381845147632e-31,5.5614188422870616e-09,6.5067925912959393e-23,1.9052339831074595e-12,1.0117007179502517e-17,4.7085636123623178e-20,3.5909927460859947e-07,3.1258407462959207e-23,0.00562010542564977,0.00096388774902924853,2.3665005671178751e-10,1.6445177216894415e-14,3.9523762436136575e-06,2.3758259672527397e-10,2.1536297243427678e-07,2.2857604076854797e-07,1.9930495638900923e-10,1.4834790653981856e-08
5.2256928046585574e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33097520558050419,0.11304646538304849,0.022336514598225526,0.0,1.4179754068089249e-06,1.6708774316649032e-07,1.6953753914354201e-06,4.1695883529843977e-16,3.5328082806305116e-24,1.8208481210835673e-08,8.780946132497394e-31,5.576539248640405e-09,6.6721884242023198e-23,1.9235927776109632e-12,1.020622698070499e-17,4.7495038608253548e-20,3.6168215218563009e-07,3.20873060994013e-23,0.0056215564134971547,0.00096638679287545243,2.3719862582356872e-10,1.6483185884813648e-14,3.9542885234162383e-06,2.3761909927137318e-10,2.1528785776426991e-07,2.2927617969036463e-07,2.0079778623982589e-10,1.4884930574962523e-08
5.239733061225649e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33097126804679494,0.11304501954114306,0.022335251618457189,0.0,1.4327980965633823e-06,1.6821238227770799e-07,1.7046206362111628e-06,4.2441374453670391e-16,3.5759162529316019e-24,1.8362011742026183e-08,9.0912741057804091e-31,5.5916345328650751e-09,6.8415340905595517e-23,1.9420550893254401e-12,1.0295900476752418e-17,4.7906671964843061e-20,3.6427163250531869e-07,3.2937258631620234e-23,0.0056229928805024256,0.00096888534694332818,2.3774705105768237e-10,1.6521182344671329e-14,3.9561272187828672e-06,2.3765158829255648e-10,2.1521318209575309e-07,2.2997251973120365e-07,2.0229212103716818e-10,1.4935131692152622e-08
5.253773317792741e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33096734545832385,0.1130435880565024,0.022333988832961511,0.0,1.4476983147471497e-06,1.6933747237642991e-07,1.7138865957066307e-06,4.3199369471454257e-16,3.6194041320002974e-24,1.8516521869490612e-08,9.4121527309894804e-31,5.6067045073213742e-09,7.014915757486148e-23,1.9606209543725102e-12,1.0386027763639135e-17,4.8320541205424462e-20,3.6686766198546454e-07,3.3808767341154357e-23,0.0056244149680555302,0.00097138341140151781,2.3829533252852412e-10,1.655916662510753e-14,3.957893033991615e-06,2.3768010771047529e-10,2.1513894229256564e-07,2.3066506904173505e-07,2.0378791648274115e-10,1.4985394017662187e-08
