Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),O(29),CHOX(53),CO2X(24),acetyl(44),C2H6X(52),C2H4X(215),C2H4X(70),HOCO(73),CHO2(74),S(216)
8.599442000673083e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523030079184088,0.11866574578375455,0.02282150633129275,4.317165449060754e-27,1.7515136421249596e-18,2.7938616927949824e-12,5.073515005657045e-18,1.5193403288040254e-18,1.2407644940266725e-38,7.589677238244966e-08,8.26525331444694e-36,7.588747870089974e-08,7.384132964862556e-25,5.888481886366429e-24,3.286834016982718e-30,3.479758314416211e-31,9.94953280479798e-14,2.865640932341536e-26,4.143856526488124e-06,1.227229166426856e-07,1.8094369979760083e-09,1.3641676984361202e-15,2.0257055551397632e-13,5.467799000118556e-11,2.5057723930144106e-14,6.829012832424909e-13,4.3717639959754615e-10,2.711570303719623e-17,9.202328590598579e-17,1.8022593730897262e-25,1.469768376948134e-13,1.0322189538117624e-20,4.12039059090891e-24,1.0041443113551204e-13,7.031048543230491e-27,7.617203377097176e-26,6.579518784728785e-31,9.673290871066507e-24,2.082818846925461e-30,7.996278178156118e-33,1.1317537460493274e-38,1.2737442455968895e-39,1.887970463848817e-61
8.740431774489537e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230293794431203,0.11866567660986509,0.02282150532526023,4.7496377719022275e-27,1.838838337596147e-18,2.8857535465269912e-12,5.423380223925984e-18,1.595299300768932e-18,1.374386417209015e-38,7.714111479374517e-08,9.110732499511102e-36,7.713151419233937e-08,7.878779339742328e-25,6.284199986157538e-24,3.578507271060467e-30,3.784972074773491e-31,1.0278443045402781e-13,3.009251691769709e-26,4.211777965291206e-06,1.2473496424107657e-07,1.8419444153848767e-09,1.3877768335127162e-15,2.0798124259462955e-13,5.468412027427219e-11,2.5060533489245852e-14,6.829786731234067e-13,4.4526946389999573e-10,2.8478108805594816e-17,9.660320723720135e-17,1.8353305891571835e-25,1.505371848947026e-13,1.0540345812971549e-20,4.46418749046966e-24,1.0371848713054098e-13,7.523178910021794e-27,8.231738783900827e-26,7.189531137805733e-31,1.032311497159857e-23,2.1615689297154257e-30,8.39956295817844e-33,1.2780557252844068e-38,1.4264639528109475e-39,2.11521256241566e-61
9.022411322122446e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230279799784523,0.11866553826382704,0.022821503313195986,5.720325444733488e-27,2.0220892937529537e-18,3.0739907112454464e-12,6.175893754085803e-18,1.754728679577045e-18,1.6777154634790992e-38,7.962979953025163e-08,1.10188110063106e-35,7.961957001555479e-08,8.94202641529024e-25,7.135127881740424e-24,4.223698799013059e-30,4.458993107181664e-31,1.0952307608286784e-13,3.314036317353185e-26,4.347619099621056e-06,1.2875905730384474e-07,1.906975757785146e-09,1.4350996669521324e-15,2.1891750733002938e-13,5.4696028064219566e-11,2.506599087279976e-14,6.8312902665081e-13,4.6145827030845474e-10,3.133043351529216e-17,1.0621326860414196e-16,1.9013648238436995e-25,1.576997774260181e-13,1.0978175716160114e-20,5.21805116713703e-24,1.1048702323288551e-13,8.582344355060075e-27,9.573752393151162e-26,8.544313638210387e-31,1.1720385986859058e-23,2.3233600555526815e-30,9.255549485703205e-33,1.6193818945526978e-38,1.7785183283538635e-39,2.6391583692114964e-61
9.276192914992062e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230267204799357,0.11866541375437739,0.02282150150233907,6.726127577849064e-27,2.197071132830337e-18,3.2484810347014078e-12,6.9162852564875934e-18,1.9069979678316757e-18,1.99643307847514e-38,8.186961570259165e-08,1.3009976862572074e-35,8.185880297462237e-08,9.98759579488727e-25,7.972313284058881e-24,4.88062916937384e-30,5.143857342100152e-31,1.1577075849656423e-13,3.609565951545285e-26,4.4698741332101415e-06,1.3238073862758386e-07,1.9655225311415973e-09,1.4778094581581373e-15,2.288862728613951e-13,5.4706427037387416e-11,2.507075670135309e-14,6.83260363122627e-13,4.760311635932309e-10,3.404554177203045e-17,1.1538862953722623e-16,1.960696852434065e-25,1.6419105660504724e-13,1.1373931088524919e-20,5.977307337862227e-24,1.167615875556622e-13,9.62516144130781e-27,1.091858420849346e-25,9.930168210403184e-31,1.3095003137307231e-23,2.473856082083763e-30,1.0085663847831168e-32,1.9899627688363477e-38,2.1553030482721715e-39,3.2000358076311786e-61
9.520826845395093e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230255063982183,0.11866529373470201,0.022821499756756056,7.827019491930722e-27,2.3750222117811575e-18,3.4212344612193246e-12,7.689714165971186e-18,2.061882072001121e-18,2.3497917880274154e-38,8.40286967010738e-08,1.5204424965231594e-35,8.401730635816456e-08,1.1079571568728269e-24,8.847050666299775e-24,5.588528088178119e-30,5.880440838199765e-31,1.2195725826545063e-13,3.91478248927912e-26,4.587720651441995e-06,1.3587187276868528e-07,2.0219754037601003e-09,1.5190867295412299e-15,2.386039923373427e-13,5.4716234532333986e-11,2.5075251415367157e-14,6.833842624148807e-13,4.900813626292569e-10,3.6798204466830994e-17,1.2471873112243026e-16,2.0178285767201155e-25,1.7048592209623987e-13,1.1756935906889137e-20,6.787238921640358e-24,1.2297398227179154e-13,1.0715103806137461e-26,1.234661841485055e-25,1.1429490501239541e-30,1.4531192706142677e-23,2.6233011229498875e-30,1.0943108000263924e-32,2.4130132356773264e-38,2.579953236733354e-39,3.8323043710127854e-61
9.765460775798123e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230242923338326,0.11866517371677361,0.022821498011173856,9.069645200271653e-27,2.5623213768131463e-18,3.598456947657216e-12,8.524738644364921e-18,2.2249333315302112e-18,2.7536501781696086e-38,8.618777763393696e-08,1.7698752779904744e-35,8.61757945288435e-08,1.2258513355114234e-24,9.791871625079663e-24,6.375889831289407e-30,6.69816862140932e-31,1.2830476424641583e-13,4.2412551129268506e-26,4.705565420295303e-06,1.393630047682748e-07,2.0784442693856533e-09,1.5604690495948833e-15,2.484236874660789e-13,5.472587817564957e-11,2.5079671005304507e-14,6.835061259030294e-13,5.041340563730174e-10,3.968625864156783e-17,1.3453800870308745e-16,2.0749265658003065e-25,1.7681527700118582e-13,1.2141415349470217e-20,7.679219864710229e-24,1.2934736507979396e-13,1.1892385769523381e-26,1.3912405096489057e-25,1.3103120965111095e-30,1.608235736898187e-23,2.77703594873987e-30,1.1860398596113613e-32,2.910053099547982e-38,3.072860890019958e-39,4.566383301675722e-61
1e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230231283835276,0.11866505865296993,0.022821496337623058,1.0406529209092181e-26,2.7508903201987863e-18,3.772562618775412e-12,9.385903515571034e-18,2.3891192640838805e-18,3.1934217670669244e-38,8.825776503306e-08,2.0401220831233103e-35,8.824519939761977e-08,1.3474603298446073e-24,1.076688669048357e-23,7.211326504321689e-30,7.564236936619336e-31,1.345415197965572e-13,4.575455241322782e-26,4.818545736602792e-06,1.4271007480684464e-07,2.1325978863432535e-09,1.600242420289179e-15,2.579301358713572e-13,5.4735004425394556e-11,2.5083853455048323e-14,6.836214844628935e-13,5.176091797752286e-10,4.2584463247428233e-17,1.4442294946511614e-16,2.129662712478415e-25,1.8291379331415826e-13,1.2511405966975467e-20,8.616582914332349e-24,1.3560891222859342e-13,1.3106982477450764e-26,1.555091669636223e-25,1.4884715499555478e-30,1.768300022932887e-23,2.9284534472007984e-30,1.2799539247717062e-32,3.4655386564238457e-38,3.617470087296725e-39,5.377694073025459e-61
1.0010094706201153e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452302307828678,0.11866505370059216,0.022821496265592465,1.0467460892523877e-26,2.759207455455124e-18,3.78014843410597e-12,9.424341656648005e-18,2.396361586402701e-18,3.213586315633548e-38,8.834685850745552e-08,2.0524835211242075e-35,8.833426748683962e-08,1.3528892405495842e-24,1.0810423193426367e-23,7.249146283637733e-30,7.603407357194642e-31,1.3481327530982138e-13,4.590324355310789e-26,4.8234084397960425e-06,1.4285413462637488e-07,2.13492901629499e-09,1.6019564583278529e-15,2.583412650506116e-13,5.473539502311516e-11,2.5084032460812276e-14,6.836264224811779e-13,5.181892072916606e-10,4.2712077545856556e-17,1.4485892080032325e-16,2.1320188647978165e-25,1.8317691481172527e-13,1.2527360738547244e-20,8.658811981336109e-24,1.358817343975583e-13,1.316120527987151e-26,1.5624578196840202e-25,1.4965492132209498e-30,1.7754470241978902e-23,2.9350590223202183e-30,1.284132636360113e-32,3.4913336234573647e-38,3.642619544911425e-39,5.415165654032908e-61
1.0254728636604183e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230218642570597,0.11866493368615763,0.02282149452001189,1.203475206350632e-26,2.965919270053877e-18,3.966308861270926e-12,1.0391557437558791e-17,2.5763766760479558e-18,3.735621359310549e-38,9.050593932760202e-08,2.3717015749521786e-35,9.049272523233303e-08,1.4895289289868745e-24,1.1906444906260308e-23,8.215056568254475e-30,8.60282734792363e-31,1.4148279032604117e-13,4.9633978322880534e-26,4.941249709970196e-06,1.4634526234300793e-07,2.1914295580584684e-09,1.643548996353079e-15,2.6835279619038244e-13,5.474481373345973e-11,2.5088348921586328e-14,6.837455147948393e-13,5.322467863559723e-10,4.587798425190999e-17,1.5569392405132609e-16,2.1891351361722433e-25,1.8956877017486214e-13,1.2914766241804115e-20,9.731764333192806e-24,1.425770886429926e-13,1.4525826934622707e-26,1.7492012139819841e-25,1.7031760022011408e-30,1.9553655172065695e-23,3.0973709742923868e-30,1.3889873976419898e-32,4.1681629723513044e-38,4.298614211210777e-39,6.392770248047658e-61
1.0499362567007213e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230206502446735,0.11866481367347,0.022821492774432132,1.3786656116587344e-26,3.182695638183948e-18,4.156938170328212e-12,1.142947040655033e-17,2.7651884393415144e-18,4.3262415208456845e-38,9.266502010006184e-08,2.731222971383711e-35,9.265116776550367e-08,1.636239369839598e-24,1.308376879948368e-23,9.280714127569277e-30,9.70340765500408e-31,1.4831330816546123e-13,5.361951494417992e-26,5.059089230843743e-06,1.4983638791819644e-07,2.2479458275886383e-09,1.6852467047528037e-15,2.7845450967512613e-13,5.4754156544134135e-11,2.509263058324077e-14,6.838636842405841e-13,5.463067710395247e-10,4.918625277665231e-17,1.6705547321118404e-16,2.246306714167307e-25,1.9598890983343563e-13,1.3303628463255954e-20,1.0904011969844168e-23,1.4943342623402413e-13,1.5990580264854856e-26,1.9523817866164078e-25,1.931781645842545e-30,2.1486186697561008e-23,3.263974726576602e-30,1.5010219678292703e-32,4.952977756275846e-38,5.0510678936650684e-39,7.514626425850353e-61
1.0743996497410243e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523019436249621,0.11866469366252926,0.022821491028853197,1.573918457407888e-26,3.4097753729915906e-18,4.352036302822034e-12,1.2541214108353e-17,2.9630067146057607e-18,4.992420498125594e-38,9.48241008302475e-08,3.1350130551043144e-35,9.480959508653123e-08,1.7935004243408964e-24,1.4346319409071828e-23,1.0453553739939475e-29,1.0912441106697496e-30,1.5530482769847974e-13,5.78753086254065e-26,5.17692700244266e-06,1.5332751135196276e-07,2.3044777728853744e-09,1.7270496249951396e-15,2.886427856604422e-13,5.4763440683857104e-11,2.509688534494391e-14,6.839811488391152e-13,5.603691438882018e-10,5.263910916961216e-17,1.789560211542744e-16,2.303566665992119e-25,2.0243552418914064e-13,1.3693946099827987e-20,1.2181674560059374e-23,1.5645074558859908e-13,1.7559858067381464e-26,2.172933880244279e-25,2.184030104231692e-30,2.3558490008790507e-23,3.434875620199443e-30,1.6206740860246786e-32,5.859416898862226e-38,5.911089199036623e-39,8.797563896934138e-61
1.0988630427813273e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230182222719023,0.11866457365333535,0.022821489283275095,1.790924490071011e-26,3.647397283488734e-18,4.551603200586208e-12,1.3729970177235591e-17,3.1700413396106187e-18,5.74164235807633e-38,9.698318152331203e-08,3.587321906927017e-35,9.696800719559538e-08,1.9618028261772275e-24,1.5698113770165963e-23,1.1741358475492826e-29,1.2237539199089833e-30,1.6245734779550708e-13,6.241752248909522e-26,5.29476302479293e-06,1.5681863264432935e-07,2.361025353785321e-09,1.7689577988683807e-15,2.9891414960013204e-13,5.477267945174221e-11,2.5101119304185575e-14,6.840980768895493e-13,5.74433891427373e-10,5.623873257179637e-17,1.9140801887538887e-16,2.360949857343072e-25,2.0890691941261466e-13,1.4085719647829815e-20,1.3571054929685732e-23,1.6362904512468296e-13,1.923811477749317e-26,2.411814678182464e-25,2.4616612814289616e-30,2.5777140908717593e-23,3.6100815478445225e-30,1.748401759560693e-32,6.902397666801468e-38,6.890720930434741e-39,1.0259908147865135e-60
1.1233264358216303e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523017008311518,0.11866445364588828,0.022821487537697818,2.0314661945032645e-26,3.895800174808739e-18,4.75563880567937e-12,1.499896732347251e-17,3.386502151574241e-18,6.581924850231152e-38,9.914226218416185e-08,4.092697551412802e-35,9.912640409287561e-08,2.1416481617601107e-24,1.7143261416166873e-23,1.3152266594507942e-29,1.368663689624916e-30,1.6977086732696572e-13,6.72630396506777e-26,5.412597297920527e-06,1.6030975179531866e-07,2.4175885392776648e-09,1.8109712684123994e-15,3.0926526641485656e-13,5.478188310841888e-11,2.5105337165345678e-14,6.842145982448431e-13,5.885010032594631e-10,5.99872562488008e-17,2.0442391549070911e-16,2.418493020739647e-25,2.154015100393445e-13,1.447895114758048e-20,1.5078637519009453e-23,1.7096832326026047e-13,2.1029864882233383e-26,2.6700037932603096e-25,2.766492162803245e-30,2.8148865773584626e-23,3.7896030915210716e-30,1.8846836136303778e-32,8.098193739715929e-38,8.002989739827221e-39,1.1921581967054167e-60
1.1477898288619333e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230157943684673,0.118664333640188,0.022821485792121374,2.297419899401667e-26,4.1552228484278655e-18,4.964143060332714e-12,1.635148034171204e-17,3.612598987163685e-18,7.521843150429839e-38,1.0130134281746923e-07,4.6559994503479165e-35,1.0128478577855134e-07,2.3335488505333277e-24,1.8685964377829507e-23,1.469477838883847e-29,1.5267997330808365e-30,1.772453851632904e-13,7.242947516643771e-26,5.5304298218514325e-06,1.6380086880495306e-07,2.4741673053394375e-09,1.8530900758637537e-15,3.1969293489037295e-13,5.4791059594673025e-11,2.5109542569182783e-14,6.843308134048164e-13,6.025704713361888e-10,6.388676859863918e-17,2.1801615823864554e-16,2.476234826502346e-25,2.2191781202763103e-13,1.4873643962244205e-20,1.6711086765283766e-23,1.7846857841333513e-13,2.2939681378383942e-26,2.9485028543087884e-25,3.100417923320854e-30,3.0680541513564753e-23,3.973453665501536e-30,2.0300192371023507e-32,9.46451531059224e-38,9.261956862122115e-39,1.3804213668688502e-60
1.1722532219022363e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523014580442751,0.11866421363623449,0.022821484046545767,2.5907578433713136e-26,4.425904102354293e-18,5.1771159069109536e-12,1.779082914125329e-17,3.8485416824955954e-18,8.570554039018314e-38,1.034604234276836e-07,5.282412286680501e-35,1.0344315225280196e-07,2.538028125316188e-24,2.033051718235844e-23,1.6377762966166874e-29,1.6990216404891327e-30,1.8488090017492783e-13,7.793518784999402e-26,5.648260596611624e-06,1.67291983673255e-07,2.5307616333179104e-09,1.895314263620426e-15,3.3019408230243063e-13,5.480021506846554e-11,2.5113738339050718e-14,6.844468003110895e-13,6.166422894147247e-10,6.793931413436131e-17,2.32197192480532e-16,2.5342159564616673e-25,2.2845443626553057e-13,1.5269802589072035e-20,1.8475245414043142e-23,1.8612980900192978e-13,2.4972194273524175e-26,3.2483350909014692e-25,3.465413006529882e-30,3.3379195533424353e-23,4.1616496646572565e-30,2.1849295244997488e-32,1.102059122781012e-37,1.0682769848533171e-38,1.5931252651611213e-60
1.1967166149425393e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523013366534368,0.11866409363402772,0.022821482300971,2.9135502013553484e-26,4.708082731288792e-18,5.39455728788381e-12,1.9320377797796248e-17,4.0945400731368636e-18,9.737820511065516e-38,1.0561950401904284e-07,5.977460039364983e-35,1.056015035158068e-07,2.755620012682894e-24,2.2081306852504115e-23,1.8210464977921922e-29,1.8862227293114203e-30,1.926774112323371e-13,8.379929196037849e-26,5.766089622227077e-06,1.7078309640024692e-07,2.5873715087496766e-09,1.937643874211497e-15,3.407657592604605e-13,5.480935429697742e-11,2.511792666064687e-14,6.845626193076588e-13,6.307164526606803e-10,7.214689444251399e-17,2.4697946170120543e-16,2.5924791800082898e-25,2.3501008250114286e-13,1.5667432498924294e-20,2.037813276522528e-23,1.939520134440863e-13,2.713208912464905e-26,3.570544917150756e-25,3.8635321750637466e-30,3.625200569319621e-23,4.35421061838572e-30,2.3499570142359352e-32,1.2787253139285304e-37,1.228171524032713e-38,1.8328092995694966e-60
1.2211800079828423e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523012152643319,0.11866397363356766,0.022821480555397074,3.2679670715908037e-26,5.0019975267625204e-18,5.616467145803898e-12,2.0943533625912426e-17,4.3508039941052696e-18,1.1034036810824392e-37,1.077785845955837e-07,6.747020346304317e-35,1.0775983956774516e-07,2.986869313377705e-24,2.3942812905659486e-23,2.0202511292468274e-29,2.0893304850761405e-30,2.0063491720598932e-13,9.00416687671314e-26,5.883916898723769e-06,1.7427420698595122e-07,2.6439969204445913e-09,1.9800789502672142e-15,3.5140513475858666e-13,5.481848096072395e-11,2.5122109221444938e-14,6.84678316988873e-13,6.447929573401275e-10,7.651146911897194e-17,2.623754075095149e-16,2.651069431876523e-25,2.4158353366200367e-13,1.6066539998652392e-20,2.242694286173737e-23,2.0193519015786578e-13,2.9424105613465025e-26,3.916197515481777e-25,4.2969115339737574e-30,3.930630026886329e-23,4.5511593503260786e-30,2.5256662232700813e-32,1.4787021567245517e-37,1.4076272189526782e-38,2.1022205873072398e-60
1.2701067940634483e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230097249132223,0.11866373363788765,0.022821477064251753,4.0808659022568445e-26,5.62599076825999e-18,6.073692063014674e-12,2.448450687573874e-17,4.8949677643525635e-18,1.4058206329911747e-37,1.1209674571940973e-07,8.535046398211077e-35,1.1207646603913942e-07,3.492573111411568e-24,2.801635469836787e-23,2.4705094920148256e-29,2.5471493369657176e-30,2.170329093839678e-13,1.0374466885754697e-25,6.119566204464778e-06,1.8125642173358663e-07,2.7572943202500512e-09,2.065265669696105e-15,3.7287622144655277e-13,5.483670720380698e-11,2.513046192515685e-14,6.849094827510593e-13,6.729529802281649e-10,8.571923541877819e-17,2.950580859471599e-16,2.7694220657882756e-25,2.5477936765023827e-13,1.6869216520104222e-20,2.6991969840869505e-23,2.183844540726326e-13,3.442372460214402e-26,4.682193110419922e-25,5.278407862300414e-30,4.59894076157701e-23,4.958328930232179e-30,2.9114997347671105e-32,1.9584938052383302e-37,1.8328429200572753e-38,2.742338166319924e-60
1.3190335801440543e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523007297252458,0.11866349364919418,0.022821473573109836,5.0488865616200116e-26,6.2997940998227024e-18,6.548790200028286e-12,2.844183821556571e-17,5.482711662419722e-18,1.7739819648074808e-37,1.1641490682779941e-07,1.0701148953946294e-34,1.1639303166841851e-07,4.0597126668395636e-24,3.2588828558177306e-23,2.997042332084431e-29,3.0805976068478086e-30,2.340748676728752e-13,1.192190103928198e-25,6.355208514042457e-06,1.8823862791634062e-07,2.8706537840757254e-09,2.150874764292592e-15,3.945868863442728e-13,5.485490967621687e-11,2.5138803730296132e-14,6.851404987059431e-13,7.011223419452654e-10,9.557748419301841e-17,3.3034472316118707e-16,2.889679684710752e-25,2.6803367162942684e-13,1.7677895213992407e-20,3.2231301660250607e-23,2.3547758809110016e-13,4.000999945218944e-26,5.555242956512668e-25,6.428654930837518e-30,5.349015060767614e-23,5.383413332951764e-30,3.347398262372015e-32,2.563167069351141e-37,2.360502078709945e-38,3.5401761955478815e-60
1.3679603662246603e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230048696610253,0.11866325366748705,0.02282147008197133,6.193180726642542e-26,7.025317749818142e-18,7.041761098842805e-12,3.284425267896199e-17,6.115714348739111e-18,2.2187404606131037e-37,1.2073306794676134e-07,1.3306611634215142e-34,1.2070953645701608e-07,4.69303226625764e-24,3.769940033930966e-23,3.608993985441236e-29,3.698368115608463e-30,2.5176078303691765e-13,1.3665250870425122e-25,6.590843827664608e-06,1.9522082553439248e-07,2.9840752819431895e-09,2.2369065770854253e-15,4.1651828212888364e-13,5.4873098055010876e-11,2.5147139073681634e-14,6.853714874946585e-13,7.293010326380508e-10,1.0610047120075357e-16,3.6833478452955884e-16,3.0122879538514715e-25,2.8133920190430546e-13,1.849264641886368e-20,3.82085860991893e-23,2.5321457955844357e-13,4.622265956682142e-26,6.544574028634161e-25,7.767768384048478e-30,6.18725664188238e-23,5.826731413301318e-30,3.8387025236170437e-32,3.3177383164523246e-37,3.0094492390534165e-38,4.526784579721133e-60
1.4168871523052663e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523002442138922,0.11866301369276608,0.02282146659083626,7.536676204790733e-26,7.804471903891628e-18,7.552604301799792e-12,3.772108472235247e-17,6.795654475008455e-18,2.7522133648320954e-37,1.2505122909992652e-07,1.6419853334550587e-34,1.250259804063655e-07,5.39744671500639e-24,4.338871572366017e-23,4.3161826210531167e-29,4.4097396407839395e-30,2.700906464404958e-13,1.5624632208770763e-25,6.826472145539028e-06,2.0220301458792152e-07,3.097558795528296e-09,2.3233614515741626e-15,4.386530438970972e-13,5.489127814826457e-11,2.5155470618248822e-14,6.85602522804057e-13,7.574890463712632e-10,1.1730186318225647e-16,4.0912770545090966e-16,3.1377350776262424e-25,2.946896115508791e-13,1.931354586744235e-20,4.499007833965302e-23,2.715954158201435e-13,5.310217633039304e-26,7.659706238663176e-25,9.317254858338924e-30,7.12030951079112e-23,6.288672145361887e-30,4.39113587247919e-32,4.2508144131261074e-37,3.800982338309974e-38,5.738200770166942e-60
1.4658139383858724e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230000146861454,0.11866277372503105,0.022821463099704644,9.104131134999215e-26,8.63916670635018e-18,8.0813193514827e-12,4.310225308743268e-17,7.524210684204216e-18,3.387872352977932e-37,1.293693903087741e-07,2.0116956862993405e-34,1.2934236351790013e-07,6.1780407190406876e-24,4.9698900191951925e-23,5.129120372934221e-29,5.224588934027108e-30,2.890644488482043e-13,1.782152948415456e-25,7.062093467873506e-06,2.0918519507710707e-07,3.2111043139531993e-09,2.4102397315065002e-15,4.609751730033037e-13,5.490945329204595e-11,2.5163799893546323e-14,6.858336470425825e-13,7.85686379713055e-10,1.2919476306419666e-16,4.52822891354231e-16,3.2665545550370018e-25,3.080793401818286e-13,2.014067330491878e-20,5.264457436816844e-23,2.9062008422198575e-13,6.068972593389612e-26,8.910439724890366e-25,1.1100038823390981e-29,8.155057836251789e-23,6.769701232917391e-30,5.010814222183904e-32,5.394910305989683e-37,4.75904453077997e-38,7.21619153491634e-60
1.5147407244664784e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522997587302695,0.11866253376428178,0.022821459608576487,1.0922185876042852e-25,9.531312261230113e-18,8.627905790641219e-12,4.90182367031645e-17,8.303061610593331e-18,4.140635925072214e-37,1.3368755159283583e-07,2.4482215132420363e-34,1.3365868579305317e-07,7.040068268985844e-24,5.667355899489399e-23,6.059033187431692e-29,6.153402259198912e-30,3.0868218122483223e-13,2.0278829405233447e-25,7.2977077948758225e-06,2.1616736700212832e-07,3.3247118306503462e-09,2.4975417608075155e-15,4.834699296449023e-13,5.492762539151033e-11,2.5172127773065784e-14,6.860648845134008e-13,8.138930306806751e-10,1.4179173411374048e-16,4.99519717708271e-16,3.3993279792061866e-25,3.215035166019941e-13,2.0974111423383314e-20,6.124334346304276e-23,3.10288572110062e-13,6.902715416842449e-26,1.0306842426373691e-24,1.314048813218645e-29,9.298625824417695e-23,7.27036812780246e-30,5.704255786430213e-32,6.786775900916226e-37,5.910420561230477e-38,9.009118109278584e-60
1.5636675105470844e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522995159988567,0.11866229381051802,0.022821456117451813,1.3019412633040854e-25,1.0482818633107775e-17,9.192363162140325e-12,5.550005158891772e-17,9.133885879743553e-18,5.026964190323499e-37,1.3800571296988072e-07,2.960869487830552e-34,1.3797494723325774e-07,7.988952026378282e-24,6.435777712434355e-23,7.117880394153057e-29,7.207286468742791e-30,3.289438345353628e-13,2.3020854032465664e-25,7.533315126753757e-06,2.2314953036316458e-07,3.4383813412533383e-09,2.585267883499442e-15,5.061237335947459e-13,5.4945795621098855e-11,2.518045479527491e-14,6.862962502739892e-13,8.421089980313791e-10,1.5510482307948651e-16,5.493175300306631e-16,3.5366878789782864e-25,3.349578729830974e-13,2.1813945052950445e-20,7.086006010119423e-23,3.306008668307689e-13,7.815694317843733e-26,1.185923797329877e-24,1.5464438277821733e-29,1.0558377593409347e-22,7.791313462672889e-30,6.478390644741496e-32,8.46773198611196e-37,7.28493776306758e-38,1.1172948281389415e-59
1.6125942966276904e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522992732743761,0.11866205386373957,0.022821452626330632,1.5426362813071782e-25,1.1495595847678396e-17,9.774691008936897e-12,6.257922875341362e-17,1.0018362108532447e-17,6.0649560807162375e-37,1.4232387445608144e-07,3.5598818342056557e-34,1.4229114783994693e-07,9.03028271214712e-24,7.27981192844713e-23,8.318374000352213e-29,8.397979620793732e-30,3.4984939974497364e-13,2.607339324567836e-25,7.76891546371508e-06,2.30131685160395e-07,3.552112842626831e-09,2.6734184436540876e-15,5.289240728226619e-13,5.496396474658946e-11,2.5188781311274e-14,6.865277542110827e-13,8.70334280936288e-10,1.6914558232598168e-16,6.023156438967498e-16,3.679320602365597e-25,3.4843866985673077e-13,2.2660260584643577e-20,8.157073551455885e-23,3.515569557308083e-13,8.812218000434868e-26,1.3578193920294274e-24,1.8099215356491372e-29,1.1941917047952576e-22,8.333276914516743e-30,7.340570131995823e-32,1.0484015151340656e-36,8.915671253301449e-38,1.3772438749404849e-59
1.6615210827082964e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229903055682746,0.11866181392394623,0.02282144913521295,1.817561214837562e-25,1.257155389216036e-17,1.0374888874071911e-11,7.028779305979281e-17,1.0958168905155265e-17,7.274448983880346e-37,1.4664203606616349e-07,4.2564963046623595e-34,1.4660728761455387e-07,1.016981849735381e-23,8.204262986292837e-23,9.673997715459782e-29,9.737861150565914e-30,3.713988678190365e-13,2.946373662101236e-25,8.004508805967555e-06,2.3711383139399874e-07,3.66590633254362e-09,2.7619937853849364e-15,5.518594195061349e-13,5.498213323229583e-11,2.5197107533945523e-14,6.867594023970705e-13,8.985688788718243e-10,1.8392509099616604e-16,6.586133449482343e-16,3.8279692385844536e-25,3.619426307776733e-13,2.3513145567818507e-20,9.34536491918665e-23,3.731568261571878e-13,9.896652675556425e-26,1.5474510344271785e-24,2.1073657823887204e-29,1.34570877540835e-22,8.897105509475634e-30,8.298576056451622e-32,1.2887131225452515e-36,1.0839152879395008e-37,1.688251613859986e-59
