Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),O(29),CHOX(53),CO2X(24),acetyl(44),C2H6X(52),C2H4X(215),C2H4X(70),HOCO(73),CHO2(74),S(216)
7.688017323356565e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44076691351313463,0.1031275132194748,0.01807231824703436,4.909880016811482e-06,0.0001175292552815836,0.011947251099074359,0.005697586589739855,5.684838589828672e-05,2.377145284388384e-12,0.002317191158408661,5.0540667851928995e-11,0.0004214072685435078,2.583263401432584e-09,5.691418520253802e-06,4.3644167331016127e-10,2.8635906643531236e-11,2.1492677642623672e-05,2.6463220410096733e-06,0.007374404990063847,0.0036338918772108896,0.00027944292421050286,2.7635173699351375e-07,1.0418277157813607e-08,9.78378158842775e-09,6.4485309663127735e-12,8.448870210013986e-08,1.2572473011190106e-05,1.7174834003056972e-06,0.00023749312400436239,4.187549337993695e-06,7.147486085831323e-09,5.301503549436436e-09,1.756972428767091e-08,1.044829724430492e-05,7.395646038711222e-11,4.493324703198129e-10,3.3037844486252603e-11,1.5599030548164133e-07,2.832512435123026e-07,7.43274532369467e-13,1.5776282728415994e-13,8.809536610733827e-15,4.9889708711194926e-21
7.714806478365881e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.440765563064635,0.10310158564291917,0.018057676562751042,4.955027058069501e-06,0.00011822861373575576,0.011999357573020699,0.005724354451603156,5.693168114809341e-05,2.406010399975467e-12,0.002317893491365853,5.070175523627788e-11,0.00042158691829980864,2.5878177102491673e-09,5.711022529554466e-06,4.3868058215286113e-10,2.880135081288362e-11,2.1490483944684584e-05,2.6647393609641235e-06,0.00737252493949928,0.003635595575457298,0.00027992245632632806,2.769565020977947e-07,1.0412991878401905e-08,9.78668731935885e-09,6.456396884204824e-12,8.46241522832558e-08,1.2571041824269014e-05,1.725053547945719e-06,0.00023853109529198047,4.216694862418923e-06,7.149630613750412e-09,5.332932825249189e-09,1.7652215302850374e-08,1.0444757129486966e-05,7.441013679948832e-11,4.5153538791454503e-10,3.320312070886201e-11,1.56219494255995e-07,2.853186529409071e-07,7.484451272078096e-13,1.5928127288128817e-13,8.89433143678251e-15,5.069887903974306e-21
7.741595633375198e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44076424518728213,0.10307566383095071,0.018043046711557285,5.0003880488844035e-06,0.00011892937781237866,0.012051471504254807,0.0057511298582127645,5.7013964060971825e-05,2.435112522562889e-12,0.0023185832315877567,5.086151452895736e-11,0.0004217663807895474,2.592328876562605e-09,5.730537323032827e-06,4.4092162429731525e-10,2.896688528268928e-11,2.1488228163912258e-05,2.6831848088588282e-06,0.007370645877186671,0.0036372663944256953,0.0002804010992025823,2.775583059055411e-07,1.0407651780172517e-08,9.789538289251374e-09,6.46424233430626e-12,8.475961023308784e-08,1.256965745530743e-05,1.7326252770637664e-06,0.00023956922945991558,4.245884906607832e-06,7.1517368136524015e-09,5.364424619051669e-09,1.773473038950784e-08,1.044120454732651e-05,7.486476015424427e-11,4.5373656443379795e-10,3.33683535666918e-11,1.564459062311497e-07,2.8738963904969e-07,7.536236463118654e-13,1.6080776350842992e-13,8.979575545372696e-15,5.151717950865652e-21
7.768384788384514e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44076295971065893,0.10304974778730164,0.018028428681919565,5.045962738065949e-06,0.00011963154355445062,0.012103592676273341,0.005777912662466884,5.70952425192877e-05,2.4644525898956346e-12,0.0023192605118522733,5.1019950066121663e-11,0.0004219456557835116,2.596797224363973e-09,5.749962947488891e-06,4.431647861913573e-10,2.9132507933576066e-11,2.148591109688078e-05,2.701658056667211e-06,0.0073687677999222795,0.003638904507748391,0.00028087885708873243,2.7815715178573205e-07,1.0402257595611251e-08,9.792335054933491e-09,6.472067641187273e-12,8.489507890959976e-08,1.2568319899052708e-05,1.7401985535955862e-06,0.00024060752229799294,4.275118951399346e-06,7.153805093154109e-09,5.39597875471141e-09,1.781726910522173e-08,1.0437639680275004e-05,7.53203272906493e-11,4.5593595931605065e-10,3.353354163360104e-11,1.5666956309355936e-07,2.894641621352664e-07,7.58809998333608e-13,1.6234229783544035e-13,9.065268862242874e-15,5.234466131812875e-21
7.79517394339383e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407617064658366,0.10302383751571914,0.018013822462329736,5.091750870307712e-06,0.00012033510699651644,0.012155720874806479,0.005804702718777554,5.717552437255054e-05,2.4940315382665146e-12,0.002319925463429122,5.11770662851442e-11,0.0004221247430610594,2.6012230764476802e-09,5.769299453965481e-06,4.454100543831844e-10,2.929821666782429e-11,2.148353352177901e-05,2.720158778838298e-06,0.007366890704533685,0.003640510087528022,0.00028135573419925907,2.787530431021666e-07,1.0396810048299345e-08,9.795078166982882e-09,6.47987312659078e-12,8.503056125670944e-08,1.2567029150459993e-05,1.7477733438269868e-06,0.00024164596964022577,4.3043964815503e-06,7.155835855219373e-09,5.4275950557442365e-09,1.7899831012186955e-08,1.0434062706444326e-05,7.5776835062249e-11,4.581335322384225e-10,3.369868350353048e-11,1.5689048643877123e-07,2.9154218278349886e-07,7.64004092619422e-13,1.6388487436778333e-13,9.151411303950936e-15,5.318137551033273e-21
7.821963098403147e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44076048528535844,0.10299793301996495,0.017999228041304785,5.137752186213039e-06,0.00012104006416452435,0.012207855887792947,0.005831499883053586,5.7254817436823835e-05,2.5238503025103225e-12,0.0023205782160987446,5.133286772160403e-11,0.00042230364241000005,2.605606754383592e-09,5.7885468976601215e-06,4.4765741552041923e-10,2.94640094091712e-11,2.1481096198849694e-05,2.7386866522871298e-06,0.007365014587879443,0.0036420833043545706,0.0002818317347140801,2.7934598321331536e-07,1.0391309853029662e-08,9.79776816980468e-09,6.4876591094705695e-12,8.516606020257735e-08,1.2565785204706284e-05,1.7553496143899555e-06,0.0002426845673643173,4.333716985720265e-06,7.157829498217657e-09,5.459273345307694e-09,1.7982415677162516e-08,1.0430473799722202e-05,7.623428033679352e-11,4.603292431148473e-10,3.38637777902558e-11,1.5710869776980881e-07,2.9362366186867596e-07,7.692058392073622e-13,1.6543549144718875e-13,9.238002777910887e-15,5.40273729672699e-21
7.848752253412463e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407592960032227,0.10297203430381538,0.017984645407386743,5.183966422320814e-06,0.00012174641107568899,0.012259997505355353,0.005858304012683714,5.733312949415854e-05,2.55390981599809e-12,0.00232121889817094,5.148735900631964e-11,0.00042248235362647653,2.6099485784901923e-09,5.807705337838509e-06,4.499068563491833e-10,2.962988410261645e-11,2.147859987081893e-05,2.757241356384986e-06,0.007363139446848725,0.0036436243273221904,0.00028230686277896857,2.799359754721815e-07,1.0385757715921242e-08,9.800405601708368e-09,6.495425906028983e-12,8.530157865989164e-08,1.2564588057204127e-05,1.7629273322588142e-06,0.0002437233113911691,4.363079956456084e-06,7.159786415981779e-09,5.491013446194696e-09,1.806502267141975e-08,1.0426873129884608e-05,7.669265999616626e-11,4.625230520942694e-10,3.4028823127143945e-11,1.5732421849561902e-07,2.9570856055265947e-07,7.744151488243571e-13,1.6699414725230657e-13,9.325043182429383e-15,5.488270440864462e-21
7.875541408421779e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44075813845486717,0.10294614137106105,0.01797007454914244,5.230393311131028e-06,0.00012245414373835927,0.012312145519775834,0.0058851149665199495,5.7410468292049914e-05,2.5842110106314702e-12,0.0023218476365032452,5.1640544862429886e-11,0.00042266087651484887,2.614248867808759e-09,5.826774837749561e-06,4.5215836371317975e-10,2.9795838714228704e-11,2.1476045263316084e-05,2.7758225729494044e-06,0.007361265278360988,0.0036451333240458067,0.0002827811225059632,2.805230232261628e-07,1.0380154334532179e-08,9.80299099498359e-09,6.503173829754043e-12,8.543711952614811e-08,1.2563437703615057e-05,1.7705064647464285e-06,0.0002447621976843949,4.392484890176081e-06,7.161706997864885e-09,5.522815180827462e-09,1.8147651570691283e-08,1.0423260862705132e-05,7.715197093631036e-11,4.647149195588451e-10,3.419381816691177e-11,1.5753706992958309e-07,2.9779684028400004e-07,7.796319328833643e-13,1.6856083979935836e-13,9.412532406742105e-15,5.574742038976335e-21
7.902330563431096e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407570124771527,0.10292025422550667,0.01795551545516343,5.277032581130152e-06,0.00012316325815189174,0.012364299725471982,0.005911932604861149,5.748684154291678e-05,2.6147548168372063e-12,0.002322464556519056,5.1792430102521815e-11,0.0004228392108875787,2.6185079400785257e-09,5.8457554645420175e-06,4.544119245527872e-10,2.9961871230953396e-11,2.147343308528438e-05,2.794429986234035e-06,0.007359392079365626,0.0036466104606775246,0.00028325451797377247,2.811071298169226e-07,1.037450039797095e-08,9.805524875974926e-09,6.51090319145612e-12,8.557268568392735e-08,1.2562334139862634e-05,1.7780869795004597e-06,0.00024580122224984117,4.421931287154003e-06,7.163591628796587e-09,5.554678371251648e-09,1.8230301955120554e-08,1.041963716006149e-05,7.761221006715878e-11,4.669048061221701e-10,3.435876158138781e-11,1.577472732880904e-07,2.998884627970242e-07,7.848561034804718e-13,1.701355669427847e-13,9.500470331049915e-15,5.662157129945974e-21
7.929119718440412e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407559179083479,0.10289437287097083,0.01794096811406575,5.323883956816319e-06,0.00012387375030652905,0.012416459918973102,0.005938756789436787,5.7562256923602824e-05,2.645542163561732e-12,0.0023230697822254932,5.194301962580495e-11,0.00042301735656511503,2.622726111712812e-09,5.864647289182545e-06,4.566675259041621e-10,3.012797966042149e-11,2.147076402938239e-05,2.813063282918302e-06,0.007357519846841631,0.0036480559019228236,0.00028372705322817296,2.816882985802631e-07,1.0368796587006045e-08,9.808007765155583e-09,6.518614299304158e-12,8.570828000116761e-08,1.2561277362145279e-05,1.785668844499666e-06,0.0002468403811351137,4.451418651502671e-06,7.165440689338331e-09,5.586602839130719e-09,1.8312973409212037e-08,1.0416002180039208e-05,7.807337431256156e-11,4.690926726275133e-10,3.452365206127638e-11,1.5795484968917157e-07,3.019833901108921e-07,7.900875733919539e-13,1.717183263758899e-13,9.588856826554868e-15,5.75052073580424e-21
7.955908873449728e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44075485458811253,0.10286849731128579,0.01792643251448983,5.37094715872432e-06,0.00012458561618328333,0.012468625898896756,0.005965587383390937,5.763672207489945e-05,2.6765739782658614e-12,0.002323663436231031,5.209231841533193e-11,0.0004231953133757814,2.626903697776094e-09,5.883450386375351e-06,4.5892515489835327e-10,3.0294162030759523e-11,2.1468038772376502e-05,2.8317221520969076e-06,0.0073556485777972755,0.003649469811056559,0.0002841987322823999,2.8226653284600636e-07,1.0363043574174148e-08,9.810440177200142e-09,6.526307458861343e-12,8.584390533143404e-08,1.2560267366948729e-05,1.793252028050243e-06,0.00024787967042910964,4.480946491157368e-06,7.167254555737986e-09,5.618588405740555e-09,1.8395665521782037e-08,1.0412356077032517e-05,7.853546061021544e-11,4.712784801460717e-10,3.468848831592457e-11,1.5815982015119188e-07,3.040815845286268e-07,7.953262560712755e-13,1.7330911563148382e-13,9.677691755496046e-15,5.83983786152694e-21
7.982698028459045e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44075382235748367,0.10284262755029734,0.01791190864510028,5.418221903450411e-06,0.00012529885175382443,0.012520797465925588,0.00599242425126643,5.771024460108931e-05,2.707851186919589e-12,0.0023242456397628655,5.2240331535264964e-11,0.00042337308115566406,2.631041011961999e-09,5.902164834483257e-06,4.6118479876042377e-10,3.046041639040066e-11,2.146525797552468e-05,2.850406285269168e-06,0.007353778269269768,0.003650852349938767,0.0002846695591175332,2.828418359378769e-07,1.0357242023886684e-08,9.812822621056243e-09,6.533982973120366e-12,8.597956451418403e-08,1.2559304151058266e-05,1.8008364987822153e-06,0.00024891908626155574,4.510514317858963e-06,7.169033599983686e-09,5.650634891964266e-09,1.8478377885910115e-08,1.0408699001842635e-05,7.899846591159176e-11,4.734621899752357e-10,3.485326907309169e-11,1.5836220559160143e-07,3.0618300863611805e-07,8.005720656460597e-13,1.7490793208252018e-13,9.766974971185228e-15,5.930113494834496e-21
8.009487183468361e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44075282105885877,0.10281676359186456,0.01789739649458579,5.465707903676932e-06,0.000126013452980373,0.01257297442278444,0.006019267258989237,5.778283206951078e-05,2.7393747139969943e-12,0.0023248165126840605,5.2387064128188016e-11,0.00042355065974850146,2.6351383665721987e-09,5.920790715450217e-06,4.6344644480858417e-10,3.062674080789702e-11,2.1462422284951573e-05,2.8691153763281982e-06,0.0073519089183249385,0.0036522036790302683,0.0002851395376828761,2.834142111733932e-07,1.0351392592534934e-08,9.815155600015292e-09,6.541641142538225e-12,8.611526037502963e-08,1.2558387711570654e-05,1.8084222256458651e-06,0.00024995862480255236,4.540121647136807e-06,7.170778189856895e-09,5.682742118287219e-09,1.8561110098891112e-08,1.040503110177339e-05,7.946238718186759e-11,4.756437636368747e-10,3.5017993078721535e-11,1.5856202682574217e-07,3.082876253010999e-07,8.058249169150053e-13,1.7651477294273205e-13,9.856706318042345e-15,6.021352605994141e-21
8.036276338477677e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407518505359822,0.10279090543985953,0.017882896051658912,5.513404868196734e-06,0.0001267294158155981,0.012625156574217773,0.0060461162738530225,5.7854492010142e-05,2.7711454824712425e-12,0.002325376173510439,5.253252141246409e-11,0.0004237280490055753,2.639196072496182e-09,5.939328114725251e-06,4.65710080453335e-10,3.07931333717331e-11,2.1459532332015222e-05,2.8878491215499437e-06,0.007350040522056921,0.0036535239574080874,0.0002856086718963297,2.839836618637591e-07,1.0345495928593578e-08,9.81743961178221e-09,6.549282265070547e-12,8.62509957259962e-08,1.2557518045905822e-05,1.816009177908213e-06,0.000250998282262123,4.569767998291369e-06,7.172488688984783e-09,5.714909904792289e-09,1.864386176218783e-08,1.0401352520724313e-05,7.992722139985198e-11,4.778231628756314e-10,3.5182659096716935e-11,1.587593045657103e-07,3.103953976721029e-07,8.110847253447687e-13,1.7812963526726427e-13,9.946885631630827e-15,6.1135601476245056e-21
8.063065493486994e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44075091063392896,0.10276505309816719,0.01786840730505598,5.561312501937435e-06,0.00012744673620251952,0.012677343726967336,0.006072971164503912,5.792523191520453e-05,2.803164413809695e-12,0.0023259247394272556,5.2676708679637633e-11,0.0004239052487856021,2.6432144391918834e-09,5.9577771211877705e-06,4.679756931966178e-10,3.095959219014042e-11,2.1456588733665462e-05,2.906607219582077e-06,0.007348173077587827,0.0036548133427806804,0.00028607696564475883,2.845501913137647e-07,1.0339552672722826e-08,9.819675148544226e-09,6.556906636205481e-12,8.638677336577665e-08,1.2556695151818238e-05,1.8235973251495328e-06,0.00025203805488976987,4.599452894376676e-06,7.1741654568918e-09,5.747138071155287e-09,1.872663248138419e-08,1.0397663399281285e-05,8.039296555792016e-11,4.80000349657238e-10,3.534726590871723e-11,1.5895405941927131e-07,3.1250628917738233e-07,8.163514070668043e-13,1.7975251595330215e-13,1.0037512738692692e-14,6.2067410545024365e-21
8.08985464849631e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44075000119909136,0.10273920657068523,0.01785393024353691,5.609430505985489e-06,0.00012816541007441406,0.012729535689750118,0.006099831800925419,5.799505923878622e-05,2.8354324279691106e-12,0.002326462326305626,5.281963129188131e-11,0.0004240822589546264,2.6471937746671535e-09,5.976137827074274e-06,4.702432706309764e-10,3.11261153909133e-11,2.1453592092794356e-05,2.9253893714327496e-06,0.007346306582067442,0.003656071991502971,0.00028654442278435517,2.851138028216864e-07,1.0333563457869069e-08,9.821862697038671e-09,6.564514548997132e-12,8.652259607998457e-08,1.2555919027408078e-05,1.8311866372599102e-06,0.0002530779389740336,4.6291758621825055e-06,7.175808849050622e-09,5.779426436640609e-09,1.8809421866139064e-08,1.0393963874804753e-05,8.085961666193755e-11,4.821752861668384e-10,3.551181231387785e-11,1.591463118888282e-07,3.1462026352382465e-07,8.216248788741673e-13,1.8138341174069864e-13,1.0128587457183592e-14,6.3009002433723414e-21
8.116643803505626e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074912207916345,0.10271336586132375,0.017839464855885057,5.657758577610069e-06,0.0001288854333547268,0.012781732273236604,0.006126698054423581,5.8063981396482265e-05,2.8679504433909464e-12,0.002326989048718743,5.296129467948712e-11,0.00042425907938591556,2.6511343854620425e-09,5.994410327906382e-06,4.725128004387274e-10,3.1292701121225895e-11,2.1450542998578555e-05,2.944195280459221e-06,0.007344441032672913,0.003657300058591215,0.0002870110471409925,2.856744996791971e-07,1.0327528909364117e-08,9.824002738619935e-09,6.572106294098671e-12,8.665846664140133e-08,1.2555189671132157e-05,1.838777084435849e-06,0.0002541179308420606,4.658936432216401e-06,7.1774192169323185e-09,5.811774820097067e-09,1.889222953014064e-08,1.0390254081515612e-05,8.13271717311966e-11,4.84347934807336e-10,3.567629712865279e-11,1.5933608237044038e-07,3.1673728469583017e-07,8.269050582182839e-13,1.8302231921259655e-13,1.0220109596307549e-14,6.396042612757719e-21
8.143432958514943e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074827312312753,0.10268753097400501,0.01782501113090708,5.706296410286778e-06,0.0001296068019569859,0.012833933290029248,0.006153569797612276,5.813200576505461e-05,2.9007193769967637e-12,0.002327505019957857,5.31017043384012e-11,0.00042443570995985493,2.6550365766318802e-09,6.012594722420199e-06,4.747842703911385e-10,3.1459347547450436e-11,2.1447442026813986e-05,2.963024652356361e-06,0.007342576426608439,0.0036584976977376664,0.00028747684251057866,2.862322851712745e-07,1.0321449645023009e-08,9.8260957493254e-09,6.5796821597947374e-12,8.679438781022253e-08,1.255450708181456e-05,1.8463686371769137e-06,0.00025515802685917435,4.688734138685476e-06,7.178996908055864e-09,5.844183039953915e-09,1.897505509106137e-08,1.0386534150578788e-05,8.179562779834026e-11,4.865182581977457e-10,3.5840719186579244e-11,1.5952339115289258e-07,3.1885731695417525e-07,8.321918632056846e-13,1.8466923479604932e-13,1.031207895655162e-14,6.492173042775087e-21
8.170222113524259e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407474541812395,0.1026617019126634,0.01781056905743281,5.755043693721183e-06,0.00013032951178472204,0.012886138554641255,0.00618044690439871,5.819913968210899e-05,2.933740144183714e-12,0.0023280103520480497,5.324086582780223e-11,0.00042461215056384513,2.6589006517311407e-09,6.030691112496963e-06,4.770576683476177e-10,3.162605285497666e-11,2.1444289740242903e-05,2.981877195145031e-06,0.007340712761104977,0.0036596650613250803,0.0002879418126593991,2.8678716257611927e-07,1.0315326275240545e-08,9.828142199940575e-09,6.587242432033906e-12,8.693036233429924e-08,1.255387125865711e-05,1.853961266282408e-06,0.0002561982234284516,4.718568519478028e-06,7.180542266036962e-09,5.876650914217054e-09,1.9057898170513455e-08,1.038280421018463e-05,8.226498190929917e-11,4.886862191715665e-10,3.600507733806495e-11,1.597082584168117e-07,3.2098032483485395e-07,8.374852125947048e-13,1.863241547626381e-13,1.0404495329720362e-14,6.589296394950092e-21
8.197011268533576e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074666510501526,0.10263587868124507,0.01779613862431507,5.804000113872167e-06,0.00013105355873139146,0.012938347883475584,0.006207329249969082,5.826539044578903e-05,2.9670136588201327e-12,0.002328505155763779,5.3378784767722686e-11,0.00042478840109219944,2.6627269127980613e-09,6.0486996030949724e-06,4.793329822549097e-10,3.17928152480324e-11,2.1441086688873534e-05,3.0007526191603636e-06,0.007338850033419937,0.0036608023004410305,0.000288405961324459,2.873391351650718e-07,1.0309159403086275e-08,9.830142556063251e-09,6.5947873944601365e-12,8.706639294937771e-08,1.2553282201249568e-05,1.8615549428481027e-06,0.0002572385169903048,4.7484391161449936e-06,7.182055630636194e-09,5.909178260465423e-09,1.9140758394004884e-08,1.037906438562811e-05,8.273523112321586e-11,4.908517807751671e-10,3.6169370450177785e-11,1.59890704233832e-07,3.231062731478996e-07,8.427850257921592e-13,1.8798707522908545e-13,1.0497358498970112e-14,6.687417512036045e-21
8.223800423542892e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407459057472166,0.10261006128370778,0.017781719820429576,5.853165352975115e-06,0.00013177893868030299,0.012990561094804261,0.0062342167107744435,5.833076531448726e-05,3.000540833241221e-12,0.0023289895406442226,5.351546683671293e-11,0.0004249644614460439,2.6665156603400057e-09,6.066620302182773e-06,4.816102001463006e-10,3.19596329495055e-11,2.143783341029239e-05,3.0196506370399156e-06,0.007336988240836894,0.003661909564892051,0.00028886929221381584,2.878882062025384e-07,1.0302949624398359e-08,9.832097278166862e-09,6.6023173284444335e-12,8.720248237933468e-08,1.255273990957963e-05,1.8691496382629966e-06,0.0002582789040220698,4.7783454738812045e-06,7.183537337806502e-09,5.9417648958475424e-09,1.922363539089604e-08,1.0375314799385937e-05,8.320637251238311e-11,4.930149062661859e-10,3.6333597406437877e-11,1.6007074856580564e-07,3.2523512697618755e-07,8.480912228499799e-13,1.8965799215786745e-13,1.0590668238843155e-14,6.78654121783447e-21
8.250589578552208e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074517596183793,0.10258424972402078,0.017767312634674737,5.902539089564931e-06,0.00013250564750454916,0.013042778008747879,0.0062611091645167075,5.839527150657242e-05,3.0343225782448193e-12,0.002329463615008397,5.365091776954747e-11,0.0004251403315332173,2.670267193319548e-09,6.084453320673552e-06,4.838893101408346e-10,3.2126504200766985e-11,2.1434530429969423e-05,3.0385709637117464e-06,0.007335127380665285,0.0036629870032176153,0.00028933180900691163,2.8843437894591504e-07,1.0296697527875891e-08,9.834006821662884e-09,6.609832513115555e-12,8.733863333641151e-08,1.2552244384042726e-05,1.8767453242061196e-06,0.00025931938103759746,4.80828714150652e-06,7.184987719740005e-09,5.974410637078275e-09,1.9306528794356803e-08,1.0371555571191585e-05,8.367840316216692e-11,4.951755591119452e-10,3.6497757106611937e-11,1.6024841126405855e-07,3.273668516742208e-07,8.534037244618367e-13,1.9133690135782154e-13,1.0684424315301679e-14,6.886672317018243e-21
8.277378733561525e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407444756040926,0.10255844400616432,0.01775291705597158,5.952120998498853e-06,0.00013323368106694046,0.013094998447255412,0.006288006490134844,5.845891620013271e-05,3.0683598030872674e-12,0.002329927485970091,5.3785143354972996e-11,0.0004253160112681724,2.6739818091412603e-09,6.102198772360765e-06,4.861703004425348e-10,3.229342726149527e-11,2.143117826155626e-05,3.057513316382373e-06,0.0073332674502401395,0.0036640347627039356,0.00028979351535489493,2.889776566455216e-07,1.0290403695170158e-08,9.83587163696251e-09,6.617333225390817e-12,8.747484852144265e-08,1.255179562545157e-05,1.884341972643368e-06,0.0002603599445868515,4.838263671446767e-06,7.186407104914219e-09,6.007115300435696e-09,1.9389438241324196e-08,1.0367786818108379e-05,8.415132017094767e-11,4.973337029878784e-10,3.6661848466510226e-11,1.6042371206869e-07,3.2950141286689615e-07,8.587224519597187e-13,1.930237984847514e-13,1.0778626485761561e-14,6.987815594956386e-21
8.304167888570841e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407438045303997,0.10253264413412985,0.017738533073263597,6.001910750979149e-06,0.0001339630352199438,0.013147222234084217,0.006314908567791237,5.8521706532734564e-05,3.102653415479363e-12,0.0023303812594525747,5.3918149433498e-11,0.00042549150057188,2.677659803639196e-09,6.119856773854923e-06,4.884531593396345e-10,3.246040040950187e-11,2.1427777407177532e-05,3.076477414524653e-06,0.007331408446921775,0.0036650529893976014,0.00029025441488094393,2.8951804254453324e-07,1.028406870097444e-08,9.837692169537373e-09,6.624819740006032e-12,8.761113062408509e-08,1.255139363504555e-05,1.8919395558243857e-06,0.00026140059125550995,4.868274619714569e-06,7.1877958181375924e-09,6.03987870175817e-09,1.947236337246056e-08,1.0364008654600575e-05,8.462512065004045e-11,4.994893017759743e-10,3.682587041778559e-11,1.6059667060791506e-07,3.316387764482563e-07,8.640473273105031e-13,1.9471867904203035e-13,1.0873274499126049e-14,7.089975817541758e-21
8.330957043580157e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.440743162598371,0.10250685011191941,0.017724160675516548,6.051908014575601e-06,0.00013469370580562423,0.013199449194780348,0.006341815278858215,5.8583649601196623e-05,3.137204321582401e-12,0.002330825040203119,5.404994189522327e-11,0.00042566679937173173,2.681301471065034e-09,6.137427444521565e-06,4.907378752038183e-10,3.262742194055818e-11,2.1424328357715496e-05,3.0954629798655744e-06,0.007329550368095525,0.003666041828119053,0.0002907145111805774,2.900555398789213e-07,1.02776931131126e-08,9.83946885997951e-09,6.632292329545624e-12,8.774748232304046e-08,1.2551038414499921e-05,1.8995380462794795e-06,0.0002624413176645734,4.898319545890025e-06,7.189154180594436e-09,6.072700656441574e-09,1.955530383211223e-08,1.0360221192602594e-05,8.509980172364126e-11,5.01642319563233e-10,3.698982190773483e-11,1.607673063974485e-07,3.337789085802238e-07,8.693782731124932e-13,1.964215383812003e-13,1.0968368095819208e-14,7.193157731020172e-21
8.357746198589474e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4407425496667977,0.10248106194354573,0.01770979985171842,6.102112453247849e-06,0.00013542568865558966,0.013251679156659035,0.006368726505904733,5.8644752461378365e-05,3.172013426004302e-12,0.002331258931807318,5.418052667771307e-11,0.00042584190760144576,2.6849071040768774e-09,6.1549109064203576e-06,4.930244364894673e-10,3.279449016822351e-11,2.1420831593088124e-05,3.1144697363739616e-06,0.007327693211171467,0.0036670014224758837,0.0002911738078219701,2.905901518773911e-07,1.0271277492626503e-08,9.841202144060503e-09,6.6397512644716696e-12,8.788390628627954e-08,1.2550729965934795e-05,1.9071374168165647e-06,0.00026348212046997584,4.928398013101249e-06,7.190482509889254e-09,6.105580979436642e-09,1.9638259268268695e-08,1.0356424541586384e-05,8.557536052874248e-11,5.037927206401347e-10,3.7153701899102584e-11,1.6093563883992953e-07,3.359217756913208e-07,8.747152125919354e-13,1.981323717025684e-13,1.1063907007819279e-14,7.297366061822318e-21
8.38453535359879e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44074196559563844,0.1024552796330318,0.017695450590879215,6.152523727367556e-06,0.00013615897959094004,0.013303911948785455,0.0063956421326832385,5.8705022127983136e-05,3.2070816317958274e-12,0.002331683036703212,5.430990976390637e-11,0.00042601682520097345,2.6884769937287005e-09,6.172307284245325e-06,4.953128317329173e-10,3.2961603423674494e-11,2.1417287582520747e-05,3.1334974102481115e-06,0.007325836973584136,0.0036679319148759954,0.0002916323083462525,2.9112188176133076e-07,1.0264822393862116e-08,9.842892452789794e-09,6.647196813153436e-12,8.802040517125839e-08,1.255046829192395e-05,1.9147376405181637e-06,0.00026452299636220194,4.958509588004812e-06,7.1917811200904516e-09,6.138519485246532e-09,1.972122933252236e-08,1.0352618808626992e-05,8.60517942150842e-11,5.05940469499127e-10,3.731750936988723e-11,1.6110168722438574e-07,3.3806734447537475e-07,8.800580695995201e-13,1.998511740558014e-13,1.1159890958691807e-14,7.4026055163973e-21
