Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CO2X(24),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-2.4798369673807237e-120,1.3112018842938245e-65,2.97000724972737e-36,1.779476023278623e-88,1.7990161858721238e-54,6.051718030546597e-132,5.564692090377849e-20,-6.55094698043465e-106,5.564692090377849e-20,2.596904190839814e-72,9.847696514414848e-73,3.992410250858432e-112,4.6291905782895275e-113,2.2754779007740325e-53,1.2191918353190008e-85,3.0390311159895404e-18,8.998030998167262e-20,3.6022135345602607e-22,9.008783568162427e-38,3.335798334090026e-37,3.602213534512525e-22,2.3842608966413454e-33,3.4433192637542823e-41,2.504016328420978e-45,3.160887903243234e-76,2.145630714322877e-52,5.855865278005463e-77,3.3174158809203196e-54,7.031010199335397e-106,-1.0157080415538786e-107,-3.2685460827435042e-108
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,4.492617496468714e-118,2.9331326847913685e-64,1.793884380295663e-35,1.96638287534753e-86,2.718673283008069e-53,2.1836490722552827e-129,1.5581137853057977e-19,1.2646700272452602e-104,1.558113785305797e-19,7.323685382387229e-71,3.0962733509973593e-71,7.98107794933073e-110,9.254041675613928e-111,2.701447363576043e-52,6.311609777832234e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896846164e-21,5.4413052746798555e-37,2.0148221937883227e-36,1.0086197896557839e-21,1.4400935614792736e-32,4.087908575783428e-40,2.972787302116223e-44,1.9229345295705793e-74,2.547292785943096e-51,3.562408568275301e-75,3.9384361334898807e-53,1.4055429411655885e-103,1.0279294975701602e-105,3.30787469677291e-106
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,1.8965509167106923e-115,5.79539935530446e-63,8.636781104112161e-35,1.7790595184483104e-84,2.9246246592873783e-52,7.906579263650834e-127,3.5614029378418233e-19,1.3353579944211799e-102,3.561402937841821e-19,1.59306154124626e-69,6.907615519226987e-70,1.4449123608425274e-107,1.6753725862253883e-108,2.652297040451258e-51,2.7565313175507214e-82,1.944979914233304e-17,5.758739838827048e-19,2.30541666217277e-21,2.6197542608862563e-36,9.70050155550299e-36,2.3054166620339533e-21,6.933430386051553e-32,4.013532765980459e-39,2.9187406951518373e-43,8.681164317510533e-73,2.500947166501572e-50,1.6082414691032533e-73,3.866779949750679e-52,2.544626656038808e-101,2.1526715654646e-103,6.92729201590933e-104
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,6.100420238081324e-113,1.0312622661175563e-61,3.7719092297888903e-34,1.3464557585416247e-82,2.6882339304757684e-51,2.3974733283233427e-124,7.567981242913874e-19,1.0554892033736055e-100,7.567981242913862e-19,2.953267615215757e-68,1.2937199381769687e-68,2.1894909144198463e-105,2.538709720542724e-106,2.3459266951309914e-50,1.0266598095089311e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407272971e-21,1.144115512396737e-35,4.236463884262496e-35,4.8990104066667216e-21,3.0280110273069963e-31,3.549924075671915e-38,2.581665125705087e-42,3.277932495121648e-71,2.212059453600647e-49,6.072413438824396e-72,3.4201230743885133e-51,3.855899565220428e-99,3.459559009632722e-101,1.1132852724619479e-101
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,1.7451431844534327e-110,1.739376102289625e-60,1.574697864177067e-33,9.354665629789176e-81,2.299840724583623e-50,6.668664490599736e-122,1.558113785305798e-18,7.48093367870285e-99,1.5581137853057924e-18,5.0759124674649604e-67,2.234579465995608e-67,3.044168541952728e-103,3.5297064799426974e-104,1.9718927385318234e-49,3.5402541248254716e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197897968943e-20,4.776457041000689e-35,1.7686402767058784e-34,1.008619789543797e-20,1.2641348471145116e-30,2.9839247413470032e-37,2.1701662769666083e-41,1.1373295610499542e-69,1.859369269369578e-48,2.1068020753367034e-70,2.8748195197507663e-50,5.361067305613176e-97,4.94644894294228e-99,1.591766101504687e-99
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,4.7194583455620805e-108,2.8569317279274768e-59,6.433154675679105e-33,6.235524974751196e-79,1.901552785645223e-49,1.7788717880819636e-119,3.16074510733462e-18,5.034325416687343e-97,3.1607451073345965e-18,8.412952665017445e-66,3.7127871978048237e-66,4.059546190877685e-101,4.707034547533029e-102,1.6166768014725812e-48,1.1770422902705622e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572881343174e-20,1.9513385502078744e-34,7.225472623329761e-34,2.046057287100332e-20,5.1644020994841674e-30,2.4464012212341033e-36,1.7794321573081127e-40,3.788198650350834e-68,1.524423285129186e-47,7.016528946796874e-69,2.3569507280500656e-49,7.14924290790469e-95,6.687080273888339e-97,2.151900851519539e-97
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,1.2417444012529278e-105,4.631210446036856e-58,2.6003840493626437e-32,4.072924705688813e-77,1.5463111450963022e-48,4.6487869783057264e-117,6.366007751392267e-18,3.303205045608307e-95,6.36600775139217e-18,1.3698312499311573e-64,6.052780172257504e-65,5.304062242563625e-99,6.150048070354803e-100,1.3092267852562655e-47,3.849304276446622e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.1209322856020784e-20,7.88762238790692e-34,2.920651559616296e-33,4.120932281422544e-20,2.0875329074863156e-29,1.9811582245291581e-35,1.4413521728155497e-39,1.2368029495064309e-66,1.234517531613717e-46,2.2903108731735172e-67,1.90871980194598e-48,9.340952802590692e-93,8.796334465067317e-95,2.83065834864659e-95
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,3.2236226872637044e-103,7.458422422444363e-57,1.0456030473745189e-31,2.6341621766164096e-75,1.2471559574867472e-47,1.202779807502086e-114,1.2776533039507568e-17,2.1404277108449916e-93,1.2776533039507187e-17,2.2109131601237588e-63,9.77525608375376e-64,6.861330052590915e-97,7.955696543378397e-98,1.0537796108891155e-46,1.2520119659769655e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682283709266e-20,3.171578251672178e-33,1.1743811465478657e-32,8.270682266903535e-20,8.393870023811978e-29,1.5946070283967976e-34,1.1606437747366118e-38,3.9988903469488955e-65,9.936471615108769e-46,7.401882275173654e-66,1.5363037422950546e-47,1.2083447977631686e-90,1.1417245673812761e-92,3.67406694734377e-93
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,8.315712574865465e-101,1.1972420293601055e-55,4.193336342819861e-31,1.6958256497039665e-73,1.001783488301137e-46,3.0974793474029824e-112,2.5597583615738207e-17,1.3783755277715953e-91,2.5597583615736684e-17,3.5528780947253196e-62,1.5713438457217045e-62,8.834718857207817e-95,1.0243836360009085e-95,8.455917633212625e-46,4.082950347775656e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182292610336e-19,1.271944715598828e-32,4.7097936518078645e-32,1.6570182225211777e-19,3.366310900555495e-28,1.279569360176448e-33,9.321751007832013e-38,1.2871132096020432e-63,7.973393520031621e-45,2.3803300984252718e-64,1.2327869854273957e-46,1.5558771385353163e-88,1.4725699127611631e-90,4.7387264630331696e-91
