Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),CO2X(24),COX(50)
5.274134571672215e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756533428899843,0.1186678394771577,0.022821516561721995,4.7380312096525235e-32,2.0046401541404058e-29,3.1354121471119626e-17,6.5933670103122238e-21,1.1409664043820998e-23,1.4815252316421039e-45,5.3695536842652221e-13,7.6755802099033074e-51,5.3628289916355346e-13,8.1782158695077828e-35,9.1948819880896902e-33,2.9784707796935367e-37,1.0925071403968125e-38,2.1984064808552658e-26,8.7551635789903346e-39,2.1265128368538175e-06,1.0226266458397622e-07,2.0533909125525828e-11,9.6066757036777593e-11,1.4217446833798198e-15,6.4504376622823163e-14,1.883397024556555e-11,2.9354238139551466e-18,8.6473122401461534e-19,5.8219906106328064e-22,4.1897980409168416e-30,4.1695429023809125e-31,1.2756049509509354e-27
5.454283948766582e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756525816840588,0.11866776685401573,0.022821514815235637,5.7410819232273356e-32,2.2450910296841898e-29,3.3126546120332826e-17,7.726326254807617e-21,1.226182917050392e-23,1.9084748125782229e-45,5.5531005939635071e-13,9.19895598394026e-51,5.5460011264244656e-13,9.1375592727454427e-35,1.0021663863632748e-32,3.6346861530396024e-37,1.3256390240481736e-38,2.3515788712916128e-26,1.015169517507174e-38,2.1991346129408999e-06,1.0575563730619296e-07,2.0831533732355051e-11,1.0056301157707162e-10,1.4423537163693134e-15,6.5443259427613688e-14,1.9882904689889068e-11,3.0365880984339599e-18,9.7817889850035129e-19,6.3780624635028499e-22,4.9760558036834193e-30,4.8782141199771443e-31,1.5365533743076636e-27
5.63443332586095e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756518204868424,0.11866769423178722,0.022821513068750195,6.9113348761359193e-32,2.5050989014194057e-29,3.4926848015379484e-17,9.0050832625031308e-21,1.3138073983122454e-23,2.4371178885185505e-45,5.7366524621868126e-13,1.0954426789483568e-50,5.7291728427668142e-13,1.0166963055267979e-34,1.0888456550798016e-32,4.4057206414669997e-37,1.5980647013668874e-38,2.5099423535206024e-26,1.1708701357681376e-38,2.2717554755445833e-06,1.0924860818577548e-07,2.1114465783239474e-11,1.0510354556784614e-10,1.4619453623002538e-15,6.6335798694755451e-14,2.0946617271416856e-11,3.1378202687622914e-18,1.1017624283978851e-18,6.9649229803439469e-22,5.8741325150637673e-30,5.6766040043569293e-31,1.8389092554474889e-27
5.814582702955317e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756510592983585,0.11866762161047213,0.022821511322265679,8.2695572219395387e-32,2.7855298466047339e-29,3.6753908893923153e-17,1.0442414434738223e-20,1.4037521038829826e-23,3.0868633101741317e-45,5.9202090353894549e-13,1.296709970194048e-50,5.9123441424942128e-13,1.1268342847908341e-34,1.1795454347607419e-32,5.3067386585665389e-37,1.9147458629299054e-38,2.6735004159395847e-26,1.3437646056837715e-38,2.3443754246763598e-06,1.1274157722274209e-07,2.1383432474405609e-11,1.0968617510359273e-10,1.4805699759259292e-15,6.7184288379710834e-14,2.2024378474390643e-11,3.2391207339477008e-18,1.2359750252834304e-18,7.583040418731772e-22,6.8950391448006566e-30,6.572360156571693e-31,2.1874278765229673e-27
5.994732080049685e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375650298118627,0.11866754899007047,0.022821509575782079,9.8382524618580959e-32,3.0872557200569588e-29,3.8606666159189639e-17,1.2051704972351935e-20,1.4959306409820094e-23,3.8799445878274216e-45,6.1037700725748514e-13,1.5263706979366568e-50,6.0955150273481069e-13,1.24435436403155e-34,1.2742825381706688e-32,6.3542834844811694e-37,2.2810707967820175e-38,2.8422565669948294e-26,1.5350296687098133e-38,2.4169944603477207e-06,1.1623454441711109e-07,2.1639125009936744e-11,1.143088243698887e-10,1.4982754197211667e-15,6.7990908899493103e-14,2.3115494889967628e-11,3.340489869288888e-18,1.3813128861360898e-18,8.2328641577742146e-22,8.0503917363935036e-30,7.5734725489941419e-31,2.5872065525403586e-27
6.174881457144052e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756495369476675,0.11866747637058221,0.022821507829299405,1.1641736543266598e-31,3.4111537588296375e-29,4.0484110123962145e-17,1.3846952337412541e-20,1.5902581900334264e-23,4.8417060047795596e-45,6.2873353446744158e-13,1.787263660115948e-50,6.2786854989842026e-13,1.3694340970531981e-34,1.3730713784665093e-32,7.5663466268135681e-37,2.7028743003252763e-38,3.0162143335156969e-26,1.7458712838858182e-38,2.4896125825701603e-06,1.1972750976890087e-07,2.1882200383203784e-11,1.1896952029342972e-10,1.5151071872376324e-15,6.875773275221494e-14,2.4219307429109157e-11,3.4419280187180206e-18,1.5382748563714612e-18,8.914825637504781e-22,9.3524156633192214e-30,8.6882740873155706e-31,3.0436938884437123e-27
6.3550308342384195e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375648775785498,0.11866740375200735,0.022821506082817647,1.3706214060904657e-31,3.7581062141628965e-29,4.2385281391005259e-17,1.5842769315017578e-20,1.6866516875309066e-23,6.000904848949752e-45,6.4709046339571805e-13,2.0823960995093476e-50,6.4618555589767201e-13,1.5022442278316795e-34,1.4759241715070774e-32,8.9624376226668368e-37,3.1864576984457955e-38,3.1953772591650052e-26,1.9775235175319393e-38,2.5622297913551706e-06,1.2322047327812979e-07,2.2113283070098707e-11,1.2366638745693557e-10,1.5311085203519028e-15,6.9486729858403353e-14,2.5335189623948102e-11,3.5434354969936715e-18,1.7073621166269605e-18,9.6293392517521392e-22,1.0813949208067315e-29,9.9254409763949311e-31,3.5626986706689534e-27
6.535180211332787e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756480146321383,0.1186673311343459,0.022821504336336815,1.6059854519211295e-31,4.1290000089613046e-29,4.4309268363131736e-17,1.8054386703501018e-20,1.7850299746966883e-23,7.390029838798446e-45,6.6544777334686751e-13,2.4149464029117914e-50,6.6450252088224249e-13,1.6429488392468905e-34,1.5828511240158639e-32,1.0563654222835663e-36,3.7386089552917377e-38,3.3797489029981194e-26,2.2312474559238788e-38,2.6348460867142447e-06,1.2671343494481627e-07,2.2332966638462001e-11,1.2839764326574077e-10,1.5463205207103795e-15,7.0179772637990172e-14,2.6462546013229311e-11,3.6450125917535893e-18,1.8890778917707222e-18,1.0376803196801981e-21,1.2448446516212752e-29,1.1293992908604055e-30,4.1503983956637605e-27
6.715329588427154e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756472534876031,0.1186672585175978,0.0228215025898569,1.8732868618293881e-31,4.5247264191697029e-29,4.6255204876481484e-17,2.0497655659479721e-20,1.8853139160582973e-23,9.045635796185769e-45,6.8380544464975186e-13,2.7882666344917698e-50,6.8281944499444577e-13,1.7917055126124251e-34,1.6938606085071527e-32,1.2392752903719945e-36,4.3666228680257997e-38,3.569332838123794e-26,2.5083301428844715e-38,2.7074614686588755e-06,1.3020639476897878e-07,2.2541815277865191e-11,1.3316159335357392e-10,1.5607822556591839e-15,7.0838640836056872e-14,2.7600810607649088e-11,3.7466595654357764e-18,2.0839271807042363e-18,1.1157600278045865e-21,1.4269979974393641e-29,1.2803293091582693e-30,4.8133474390235195e-27
7.075628342615889e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756457312250709,0.11866711328684172,0.022821499096899841,2.5168524154562769e-31,5.3942622575309638e-29,5.0209675940235551e-17,2.6145665780947471e-20,2.0912927980908694e-23,1.3325005051013343e-44,7.2052179745255036e-13,3.6715072234082925e-50,7.1945317113631877e-13,2.113973892929703e-34,1.928152423305879e-32,1.68343416484766e-36,5.8820738198408592e-38,3.9641519378322387e-26,3.1378436102596993e-38,2.8526894923507845e-06,1.37192308889806e-07,2.2929126102816367e-11,1.4278121461798753e-10,1.5876016134454416e-15,7.2060535800241564e-14,2.9907939321366663e-11,3.9501640841776915e-18,2.5150537308012045e-18,1.2820652580200234e-21,1.8533546608549874e-29,1.628330819594255e-30,6.3931410057775317e-27
7.39989722138575e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756443612191284,0.11866698258228485,0.022821495953241636,3.2400434193509366e-31,6.2707924585914087e-29,5.383593110072561e-17,3.2192908672434443e-20,2.2824414184094577e-23,1.855055108092359e-44,7.5356757269190952e-13,4.6431213815733363e-50,7.5242338616995545e-13,2.4330072912693059e-34,2.1530292416230767e-32,2.1875890606050662e-36,7.589706294903852e-38,4.3373512549696398e-26,3.7976997478936948e-38,2.9833915899114146e-06,1.4347962529730438e-07,2.3245758665899797e-11,1.5153534708153344e-10,1.6095268507946248e-15,7.3059478331235247e-14,3.201653665189832e-11,4.1335593151837965e-18,2.9530782567953237e-18,1.4434950436759164e-21,2.3164309212983717e-29,1.9997639415084007e-30,8.14604623058475e-27
7.724166100155611e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756429912420044,0.11866685188068715,0.022821492809586414,4.1238304788513532e-31,7.2418112666598928e-29,5.7521682467713342e-17,3.9265757465122786e-20,2.478633563934894e-23,2.5432710677003908e-44,7.8661425450242813e-13,5.8071348254501279e-50,7.8539347069055262e-13,2.7803012421214488e-34,2.391195822434861e-32,2.8093006136746835e-36,9.6818961311346822e-38,4.7274944849239011e-26,4.5543342611433082e-38,3.1140907281880034e-06,1.4976693573531361e-07,2.3534863848188933e-11,1.6037265149793427e-10,1.6295459527453732e-15,7.3971599449298513e-14,3.4152874604021324e-11,4.3171840618777762e-18,3.4415655700418949e-18,1.6162574715403187e-21,2.8648327659630745e-29,2.4329286915158861e-30,1.0262707443836019e-26
8.048434978925472e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756416212937718,0.11866672118204855,0.022821489665934183,5.1942168143867929e-31,8.3126395081722964e-29,6.1263249483677906e-17,4.7479290173271597e-20,2.6794883457043716e-23,3.4381761411546081e-44,8.196617590720687e-13,7.1896564450071617e-50,8.1836342530592154e-13,3.1565629164400795e-34,2.6426535779853738e-32,3.5687754542947047e-36,1.2222195743522602e-37,5.1346028296170804e-26,5.4160618893245737e-38,3.2447869072475859e-06,1.5605424020394245e-07,2.3798845472779629e-11,1.6928590873867338e-10,1.6478253721951509e-15,7.4804482033730198e-14,3.6314541685616392e-11,4.5010391550055384e-18,3.9834958750413897e-18,1.8005294089207137e-21,3.5090166651795852e-29,2.9345235223970011e-30,1.2795927193699723e-26
8.372703857695333e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375640251374496,0.11866659048636896,0.022821486522284933,6.4799546050168298e-31,9.4886250477372676e-29,6.5057276292477732e-17,5.6955189035598047e-20,2.8846485807137587e-23,4.5883028210021711e-44,8.5271000991060007e-13,8.8187710597968003e-50,8.5133325057124791e-13,3.5624456270738927e-34,2.907394882306199e-32,4.4885304810992069e-36,1.5281106883186015e-37,5.5586975604094427e-26,6.3913949486065422e-38,3.3754801271572006e-06,1.6234153870329977e-07,2.4039897366276419e-11,1.7826853033367097e-10,1.6645170208197859e-15,7.556504652214429e-14,3.84993370707072e-11,4.685125275974294e-18,4.5818523144845119e-18,1.9964767547495836e-21,4.2600919046992858e-29,3.5116035574608067e-30,1.5802997597438221e-26
8.696972736465194e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756388814842347,0.11866645979364833,0.022821483378638666,8.0126873075414504e-31,1.0775139702948054e-28,6.8900703298948986e-17,6.7821744272893937e-20,3.0937803280812527e-23,6.0505952109208299e-44,8.8575893720860912e-13,1.0724565419496821e-49,8.8430294699369937e-13,3.9985522544848584e-34,3.1854047548161647e-32,5.59352817005193e-36,1.8936468398574912e-37,5.9998000052631321e-26,7.4890281678731335e-38,3.5061703879838836e-06,1.6862883123349481e-07,2.4260021743045143e-11,1.8731450325996068e-10,1.6797595420923123e-15,7.6259608904569195e-14,4.0705252156584211e-11,4.8694429779104227e-18,5.2396184089682546e-18,2.2042554087713255e-21,5.1298189464110817e-29,4.1715792293380275e-30,1.934579933151447e-26
9.021241615235055e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756375116230442,0.11866632910388658,0.022821480234995382,9.8270912844136589e-31,1.2177576570641207e-28,7.2790741240718026e-17,8.0213852538050965e-20,3.3065721911927128e-23,7.8913709385580033e-44,9.1880847725311693e-13,1.2939150895939634e-49,9.1727251503662531e-13,4.4654385803406123e-34,3.4766623175306141e-32,6.9113117839733189e-36,2.3273844041976913e-37,6.4579315376463563e-26,8.7178245239801408e-38,3.6368576897946732e-06,1.7491611779463684e-07,2.4461045965980887e-11,1.9641833960599294e-10,1.6936794718835007e-15,7.6893933596133975e-14,4.2930453749590034e-11,5.0539927024986361e-18,5.9597758514434968e-18,2.4240121550964072e-21,6.1306067499663115e-29,4.9222144575362978e-30,2.3490890845302832e-26
9.345510494004917e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756361417909736,0.11866619841708369,0.02282147709135509,1.1961016710409341e-30,1.370134770732989e-28,7.6724847514710081e-17,9.4273010828164679e-20,3.5227344670687165e-23,1.0187336246950473e-43,9.5185857189399429e-13,1.5496683322536632e-49,9.5024195512339285e-13,4.9636165135419832e-34,3.7811420571090846e-32,8.4721403755844536e-36,2.8386910063050012e-37,6.9331135669355498e-26,1.0086802018040538e-37,3.767542032656608e-06,1.8120339838683553e-07,2.4644637850245322e-11,2.0557503061167136e-10,1.7063922981702374e-15,7.7473281713425955e-14,4.5173268712581502e-11,5.2387747944603368e-18,6.74530260696405e-18,2.6558854689049006e-21,7.2755097015456681e-29,5.7716245445158321e-30,2.8309588566598612e-26
9.669779372774778e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756347719880653,0.11866606773323954,0.022821473947717778,1.4455627698441294e-30,1.5351882138771925e-28,8.0700704639335154e-17,1.1014730630313538e-19,3.7419981677949552e-23,1.3026655190588646e-43,9.8490916805850025e-13,1.8433380148588191e-49,9.8321126764087412e-13,5.4935571891768566e-34,4.0988149061778655e-32,1.0309123498667182e-35,3.4377842373855265e-37,7.4253675302047021e-26,1.1605121382244643e-37,3.8982234166367278e-06,1.8749067301020053e-07,2.481231958687046e-11,2.1478000485318643e-10,1.7180034251764261e-15,7.8002454997303183e-14,4.7432169996926006e-11,5.4237895166330021e-18,7.5991712950513341e-18,2.9000062503571989e-21,8.578224217723853e-29,6.7282744328095002e-30,3.3878038372717317e-26
9.994048251544639e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756334022143636,0.11866593705235408,0.022821470804083449,1.7355541622677039e-30,1.7134624150925693e-28,8.4716200604463762e-17,1.2799140276529409e-19,3.9641139721612732e-23,1.651007141835892e-43,1.0179602173083494e-12,2.1787535287407609e-49,1.0161804529426325e-12,6.0556939212637216e-34,4.4296491705293712e-32,1.2458355547407588e-35,4.1357703023382035e-37,7.9347148851968973e-26,1.3282074666415548e-37,4.0289018418020698e-06,1.9377794166484175e-07,2.496548044645595e-11,2.2402909009145415e-10,1.7286090530413707e-15,7.8485835887426451e-14,4.9705763898294402e-11,5.6090370615308806e-18,8.5243478125882978e-18,3.1564984941654135e-21,1.0053084938794994e-28,7.8009766685032365e-30,4.0277279053598577e-26
1e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756333770733143,0.11866593465381742,0.022821470746384073,1.7412852949523172e-30,1.7168615103942895e-28,8.4790260548499421e-17,1.2833833239539325e-19,3.9682159423201498e-23,1.658072438671738e-43,1.0185668521880532e-12,2.185325075075563e-49,1.0167855801246963e-12,6.0663150303542441e-34,4.4358442153495045e-32,1.2500963110569584e-35,4.1495798008619072e-37,7.9442235144201973e-26,1.3314395614461778e-37,4.0313003332994406e-06,1.9389334041527904e-07,2.4968164058470815e-11,2.2419923892454235e-10,1.7287948798225031e-15,7.8494305782090778e-14,4.9747623401173899e-11,5.6124393388532571e-18,8.542013865550107e-18,3.1613226139253264e-21,1.0081857022830312e-28,7.8218070649811385e-30,4.0403030259898808e-26
1.03183171303145e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756320324699052,0.11866580637442724,0.022821467660452104,2.0708967606731334e-30,1.9055031823811039e-28,8.8769410928048614e-17,1.4796652436182979e-19,4.1888511423330302e-23,2.0752081952364811e-43,1.0510116754352371e-12,2.5599531925859284e-49,1.0491495113518282e-12,6.6504249961939317e-34,4.7736113225778495e-32,1.4959049650340582e-35,4.944682577675447e-37,8.461177104320709e-26,1.512707466124952e-37,4.1595773082196748e-06,2.000652043508693e-07,2.5105388380008742e-11,2.3331847843264197e-10,1.7382969811207582e-15,7.8927424117626628e-14,5.1992778418828221e-11,5.7945175603049389e-18,9.5237901650524739e-18,3.4254799010011946e-21,1.1715060599970195e-28,8.9988889774460658e-30,4.7593298328146146e-26
1.064258600908436e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756306627547233,0.11866567569945895,0.022821464516823743,2.4567844160628177e-30,2.1118575778511493e-28,9.2858582262959417e-17,1.7024043695908911e-19,4.4159964334215709e-23,2.5882162283734615e-43,1.0840635020912864e-12,2.9911853545180432e-49,1.082118443163874e-12,7.2781163047897462e-34,5.1306666783423621e-32,1.7853671068544125e-35,5.8775200649032405e-37,9.0047756695378798e-26,1.7149645107695485e-37,4.2902498159565814e-06,2.0635246106839328e-07,2.5233200618006487e-11,2.4264469449721401e-10,1.7471473419195288e-15,7.9330870151264958e-14,5.4292052634277637e-11,5.9802310938778684e-18,1.0600447478924157e-17,3.7070624360733569e-21,1.3579749837237157e-28,1.0331512405489901e-29,5.5917081969412029e-26
1.0966854887854222e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756292930688497,0.11866554502744914,0.022821461373198366,2.8987975959994446e-30,2.3330738114521265e-28,9.6982117435632415e-17,1.9498742751335063e-19,4.6453530103550842e-23,3.2046042493248918e-43,1.1171156604517628e-12,3.4769093341168027e-49,1.1150872486488607e-12,7.9391038154089764e-34,5.5007799711306739e-32,2.1188070068287204e-35,6.9482857282929736e-37,9.5655320680417829e-26,1.9359411647198722e-37,4.4209193650798288e-06,2.12639711817524e-07,2.5349973344167712e-11,2.5200456636780345e-10,1.7552332709527384e-15,7.9699505697720774e-14,5.6602526989382997e-11,6.166177700919599e-18,1.1757259174614981e-17,4.0013528389108647e-21,1.5663376918088047e-28,1.1808689285467231e-29,6.5344656499264251e-26
1.1291123766624083e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756279234123132,0.11866541435839778,0.022821458229575979,3.4029169767862502e-30,2.5697011512423248e-28,1.0113856179885836e-16,2.2238828174623329e-19,4.8767393843168727e-23,3.9407033834033496e-43,1.1501681169073937e-12,4.0217962224344237e-49,1.1480559280537672e-12,8.6336958917344236e-34,5.8839158338463227e-32,2.5011614248216284e-35,8.172024707061769e-37,1.0143467788633798e-25,2.1766093467697132e-37,4.5515859556564554e-06,2.1892695659837191e-07,2.545667051995619e-11,2.6139519908758832e-10,1.7626215177990135e-15,8.0036371549622701e-14,5.892323444523058e-11,6.3523573825454322e-18,1.2997154280946258e-17,4.3084530883624745e-21,1.7982787341298772e-28,1.3440600644299377e-29,7.5977125917080942e-26
1.1615392645393944e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756265537851365,0.11866528369230474,0.022821455085956573,3.9755369493920684e-30,2.8222898482979424e-28,1.053265907823718e-16,2.5263026042340044e-19,5.1099883791297641e-23,4.8147405259196508e-43,1.1832208407836828e-12,4.630729557089055e-49,1.1810244816044801e-12,9.3621754581814531e-34,6.2800392015443759e-32,2.9377320298269344e-35,9.5648623925780049e-37,1.0738604318707831e-25,2.4379495601490284e-37,4.6822495877534996e-06,2.252141954110475e-07,2.5554171934982246e-11,2.7081395048344223e-10,1.7693730035511493e-15,8.0344242978261683e-14,6.125329240317973e-11,6.5387701107748168e-18,1.4323050873015065e-17,4.628460826778542e-21,2.0555443413208209e-28,1.5237764330546038e-29,8.7920702921890031e-26
1.1939661524163805e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756251841873458,0.11866515302917,0.02282145194234015,4.6234790399415663e-30,3.0913910745716676e-28,1.0954499853037531e-16,2.8590707451150485e-19,5.3449461365748207e-23,5.8469809395907473e-43,1.2162738040847132e-12,5.3088058885183754e-49,1.2139929095076324e-12,1.0124802016912716e-33,6.689115644951268e-32,3.4341985173939045e-35,1.1144042362553561e-36,1.1350963141761918e-25,2.7209501831009281e-37,4.8129102614379965e-06,2.3150142825566143e-07,2.5643280554932252e-11,2.8025840909873789e-10,1.7755433296239526e-15,8.0625652913105078e-14,6.3591895333501567e-11,6.725415834398324e-18,1.5737855616712587e-17,4.9614697471540626e-21,2.3399419899171964e-28,1.721103315058968e-29,1.012867350799399e-25
1.2263930402933666e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756238146189638,0.11866502236899347,0.022821448798726711,5.3540052459164825e-30,3.3775568714829469e-28,1.1379268752873306e-16,3.2241885944120955e-19,5.5814711664796645e-23,7.0598757471117038e-43,1.2493269812592559e-12,6.0613352514695824e-49,1.2469612119522869e-12,1.0921813522195815e-33,7.1111116439842939e-32,3.9966316679963137e-35,1.2927964166100255e-36,1.1980565735366204e-25,3.0266068159749638e-37,4.9435679767769853e-06,2.3778865513232442e-07,2.5724729229866386e-11,2.897263740470847e-10,1.7811832422708293e-15,8.0882913103308332e-14,6.5938308045689721e-11,6.9122944802241794e-18,1.7244463405420674e-17,5.307569946548179e-21,2.6533399717246012e-28,1.9371592189357888e-29,1.1619172635855113e-25
1.2588199281703527e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756224450800065,0.11866489171177512,0.022821445655116256,6.1748312883724263e-30,3.6813401080569216e-28,1.1806865913690172e-16,3.6237214866157641e-19,5.8194334446616147e-23,8.4782142698858389e-43,1.2823803489872618e-12,6.8938415538210882e-49,1.2799293891114688e-12,1.1753428119296037e-33,7.5459948091684588e-32,4.6315063462780765e-35,1.4936220955183297e-36,1.2627433569526011e-25,3.3559216807649936e-37,5.0742227338375011e-06,2.4407587604114713e-07,2.5799186817753687e-11,2.9921583662221568e-10,1.7863390566084147e-15,8.1118133434651694e-14,6.8291859545397916e-11,7.0994059597367238e-18,1.8845757076636176e-17,5.6668482486747519e-21,2.9976669662398265e-28,2.1730956959037966e-29,1.3275735441456886e-25
1.2912468160473388e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756210755704946,0.11866476105751483,0.022821442511508784,7.0941397816069924e-30,4.0032944478746579e-28,1.2237200494782327e-16,4.0597984664320771e-19,6.0587135599965108e-23,1.0129281174181653e-42,1.3154338859850159e-12,7.812062893308185e-49,1.3128974411435684e-12,1.2619845755425616e-33,7.9937340579339728e-32,5.3457144412085991e-35,1.7189636959036428e-36,1.3291588105388442e-25,3.7099030692724547e-37,5.2048745326865815e-06,2.5036309098224054e-07,2.5867263772843845e-11,3.0872496351507027e-10,1.7910530435836886e-15,8.1333239558450509e-14,7.0651937428247478e-11,7.2867501740774323e-18,2.0544607197832888e-17,6.0393884982804813e-21,3.374911622232739e-28,2.4300971821432366e-29,1.5111048399838e-25
1.3236737039243249e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756197060904408,0.11866463040621257,0.022821439367904296,8.1205933222134332e-30,4.3439743228498927e-28,1.2670189890395175e-16,4.5346120147092232e-19,6.299201911059834e-23,1.2043018388452176e-42,1.3484875728273349e-12,8.8219518116784275e-49,1.3458653681936158e-12,1.3521249670031033e-33,8.4542997516664811e-32,6.1465777475003671e-35,1.9710304798760273e-36,1.3973050794245993e-25,4.0895648363046574e-37,5.335523373391258e-06,2.5665029995571552e-07,2.592951724528073e-11,3.1825208149870819e-10,1.7953637830971264e-15,8.1529988978374182e-14,7.3017982763951827e-11,7.4743270122850937e-18,2.2343871911971783e-17,6.425271829758436e-21,3.7871221506376325e-28,2.709380726336635e-29,1.7138317681412413e-25
1.356100591801311e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756183366398618,0.11866449975786826,0.022821436224302792,9.2633474980105207e-30,4.7039349130321884e-28,1.3105759010251905e-16,5.0504177715112917e-19,6.540797952228523e-23,1.4252191750896045e-42,1.3815413917852932e-12,9.9296754949107538e-49,1.3788331703944517e-12,1.4457807771457728e-33,8.9276637990910345e-32,7.0418607889612795e-35,2.2521622639957736e-36,1.4671843076793383e-25,4.4959259345163422e-37,5.466169256018565e-06,2.6293750296168319e-07,2.5986455735177563e-11,3.2779566345125859e-10,1.7993064862744934e-15,8.1709985731810948e-14,7.5389485427400078e-11,7.6621363566148994e-18,2.4246396834053803e-17,6.824576912276747e-21,4.2364059261336961e-28,3.0121958032552131e-29,1.9371269815715378e-25
1.3885274796782971e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756169672187714,0.11866436911248184,0.022821433080704272,1.0532063818399727e-29,5.083732132518307e-28,1.3543839622904429e-16,5.6095342574104304e-19,6.7834094885244488e-23,1.6792562348258496e-42,1.4145953266781136e-12,1.1141615927185198e-48,1.4118008478677875e-12,1.5429673907018385e-33,9.4137997311033163e-32,8.0397835845472502e-35,2.5648331181970175e-36,1.5387986382601157e-25,4.9300099876912143e-37,5.5968121806355374e-06,2.6922470000025445e-07,2.6038543340562447e-11,3.3735431559854998e-10,1.8029132896160241e-15,8.1874693790348675e-14,7.7765979837165127e-11,7.8501780877742248e-18,2.6255014991152686e-17,7.2373801735010565e-21,4.7249290980607142e-28,3.3398241937724192e-29,2.1824152062831862e-25
1.4209543675552832e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756155978271818,0.11866423847005322,0.022821429937108735,1.1936922568630786e-29,5.4839226194137095e-28,1.3984369756417272e-16,6.214342593887613e-19,7.0269520178513582e-23,1.9703062513961846e-42,1.4476493627379805e-12,1.2464370005320009e-48,1.4447684007251801e-12,1.6436989033499794e-33,9.9126827509114632e-32,9.1490343579782521e-35,2.9116550482947106e-36,1.6121502129775232e-25,5.39284489945923e-37,5.7274521473092026e-06,2.755118910715405e-07,2.6086203634675295e-11,3.4692676586986936e-10,1.8062135234801766e-15,8.2025449290750739e-14,8.0147041065842407e-11,8.0384520803950007e-18,2.8372546799366355e-17,7.6637560037821008e-21,5.2549162132657537e-28,3.6935797114628426e-29,2.4511732520192646e-25
1.4533812554322693e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756142284651014,0.11866410783058236,0.022821426793516182,1.3488635588443879e-29,5.9050637291917529e-28,1.4427293151413651e-16,6.867286223582501e-19,7.2713481188141916e-23,2.3025976454784271e-42,1.4807034864866544e-12,1.3904749619517152e-48,1.4777358290689169e-12,1.7479882294988504e-33,1.0424289763182969e-31,1.0378782191973427e-34,3.2953816620502028e-36,1.6872411724771833e-25,5.8854624946532025e-37,5.8580891561065948e-06,2.8179907617565248e-07,2.6129823204732561e-11,3.5651185327039458e-10,1.8092339571257144e-15,8.2163471697928682e-14,8.2532281290000556e-11,8.2269582071047347e-18,3.0601800071981804e-17,8.1037769425022536e-21,5.8286498502046247e-28,4.0748080064998631e-29,2.7449299990261735e-25
