Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),CO2X(24),COX(50)
6.649310165217264e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999972,0.11866996602996265,0.022821567693054223,5.8176254495808571e-101,2.9535492479527182e-61,4.578309036374466e-36,5.7927167728225644e-75,1.0381000749372482e-49,6.0087505808779367e-119,6.761396686841548e-22,6.7796308532508353e-103,6.761396686819554e-22,1.658094990151512e-69,4.7826153006384354e-64,5.8168060129508739e-100,3.514782018761384e-101,3.9511867738245817e-49,5.1025227884585289e-82,2.6814725642086117e-15,1.2892758379774161e-16,4.9695656764809118e-20,4.9695656888970746e-20,6.2096523743898542e-29,9.6075176858087976e-34,1.7894437757509138e-39,3.6495981732168756e-32,2.5119137220588617e-64,1.6686924479457152e-49,2.4755459274217874e-92,1.4131961878239355e-91,5.1489050011763438e-90
1.3304397315808305e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999437,0.11866996602995997,0.022821567693054157,1.7419626823127354e-98,4.7311156266070034e-60,1.8331108147745243e-35,4.333337926489699e-73,8.3132199421811939e-49,1.7967436353720041e-116,1.3528667740960554e-21,4.3456699717378053e-101,1.3528667740872525e-21,2.6558335847002314e-68,7.6610266591282484e-63,8.6987239691642268e-98,5.2561695169301059e-99,3.1633267873773134e-48,1.6346399266563074e-80,5.3652748178718675e-15,2.5796718113483488e-16,9.9434489475550779e-20,9.9434489972524723e-20,2.4854407667954248e-28,7.6917423815946133e-33,1.6772661513774227e-38,1.4607779522082448e-31,9.404101562664809e-63,1.3363728207934945e-48,3.7070922482513348e-90,2.1162378517168263e-89,7.6999134909329371e-88
2.6614571616990387e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998876,0.1186699660299546,0.022821567693054028,5.7449009899952769e-96,7.5740438265468197e-59,7.339584805906452e-35,3.5708658014153191e-71,6.6539453134027356e-48,5.9169011533684699e-114,2.7063209849327675e-21,2.7833767002000239e-99,2.7063209848975455e-21,4.2516403160456628e-67,1.2264569472374131e-61,1.4327402555348062e-95,8.6572761862207127e-97,2.5315826193158885e-47,5.2337817544167476e-79,1.0732879325193391e-14,5.1604637580901121e-16,1.9891215452416213e-19,1.9891215651273594e-19,9.9446926962382325e-28,6.1555498428336193e-32,1.7338515112873733e-37,5.8449150917217533e-31,3.8795422282548435e-61,1.0701513877877491e-47,6.1147941693059431e-88,3.4906970497174786e-87,1.2682292179593417e-85
5.323492021935455e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,2.1277694043395532e-93,1.2121579129677006e-57,2.9401151844544717e-34,3.3049154949135679e-69,5.3245042865101911e-47,2.188296624824404e-111,5.4132294066578355e-21,1.7820487198098306e-97,5.4132294065169229e-21,6.804470249859468e-66,1.9628369401908575e-60,2.6502914922361311e-93,1.6014280960534453e-94,2.0255863858338487e-46,1.6752797318431561e-77,2.1468088339816482e-14,1.0322047651573227e-15,3.9786748312989691e-19,3.9786749108573324e-19,3.9782783732761163e-27,4.9250843027192547e-31,2.0138560515458526e-36,2.3382670507337827e-30,1.7977192636152641e-59,8.5731898169029421e-47,1.1327657089395992e-85,6.4664939120534934e-85,2.3459779375746698e-83
1.0647561742408289e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,8.8093861724890175e-91,1.9396056942233876e-56,1.1791841793566438e-33,3.4195825227500346e-67,4.2601426497401948e-46,9.0491255324872356e-109,1.0827046250314547e-20,1.1407312570775716e-95,1.0827046249750847e-20,1.0888629057978832e-64,3.1407886311668811e-59,5.4813456071182785e-91,3.3120811648163099e-92,1.6205200214499173e-45,5.361646497785911e-76,4.2938506368982849e-14,2.0645215438537819e-15,7.9577813437541486e-19,7.9577816620332031e-19,1.5912438687492111e-26,3.9399762875784288e-30,2.6135794224902678e-35,9.3531927643688963e-30,9.311182460925521e-58,6.8757663264283641e-46,2.3456228583137152e-83,1.3390102207734313e-82,4.8519626283403507e-81
2.1295701183353955e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,3.9759083277732249e-88,3.1031852774247152e-55,4.7412603263260738e-33,3.8575242639536709e-65,3.4083297257772246e-45,4.0807725899422274e-106,2.1654679938454277e-20,7.301384173056275e-94,2.165467993619938e-20,1.742298743148469e-63,5.0249649056474497e-58,1.2361689790401058e-88,7.4695010688838126e-90,1.2963128604508615e-44,1.7158470596634615e-74,8.5879342426996336e-14,4.1291551012460408e-15,1.5915994130026447e-18,1.5915995403352047e-18,6.3636590109799027e-26,3.1513864492342906e-29,3.6942358301094951e-34,3.7409200916895726e-29,5.2560693834509482e-56,5.5273677560601406e-45,5.2943415729249665e-81,3.0222578855572019e-80,1.0942286018564122e-78
4.2591980065245286e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,1.898176244519836e-85,4.9639697221605022e-54,1.915994967785775e-32,4.6036390857622505e-63,2.7267498730162766e-44,1.9473356301958852e-103,4.330994731803894e-20,4.6731109533889226e-92,4.330994730901919e-20,2.7877723164652913e-62,8.0381180547854281e-57,2.9498118000254777e-86,1.7824115865238842e-87,1.036811471181918e-43,5.4909025940941951e-73,1.7176101454174625e-13,8.2584222160279254e-15,3.1832418748018868e-18,3.1832423842684582e-18,2.544255866677301e-25,2.5199790242056458e-28,5.5189989042540663e-33,1.4959912248176157e-28,3.1378800806590891e-54,4.464361448657652e-44,1.2640001536975319e-78,7.2153001313494725e-78,2.6111056868749662e-76
8.518453782902795e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,9.3601620890314597e-83,7.9383180023623829e-53,7.8194620133272138e-32,5.6751933756408293e-61,2.1814340916845693e-43,9.6006932135321754e-101,8.66204820904291e-20,2.9908627174341891e-90,8.6620482054349739e-20,4.4605106863196633e-61,1.2854450196732522e-55,7.2718566401878505e-84,4.3939880061489512e-85,8.2903783378782485e-43,1.7571193638360898e-71,3.4352435876613784e-13,1.651695644558117e-14,6.3665264165795464e-18,6.3665284554729773e-18,1.0167064626847552e-24,2.0141057107263135e-27,8.5113484562274441e-32,5.9807701705687308e-28,1.9346519764611211e-52,3.6392212044326526e-43,3.1168618447250747e-76,1.7790995585206262e-75,6.4368782031561835e-74
1.7036965335659327e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,4.6939865825765309e-80,1.2688076501118028e-51,3.2517810932393834e-31,7.1156299577407145e-59,1.7451605600209964e-42,4.8147184019159602e-98,1.7324155168809276e-19,1.9141746746612473e-88,1.7324155154377457e-19,7.1368755360281903e-60,2.0545667965542641e-54,1.8233852687819768e-81,1.1017720266559614e-82,6.6256129179403582e-42,5.6228296195481682e-70,6.870510471944883e-13,3.3034024904645561e-14,1.2733093972851938e-17,1.2733102136496642e-17,4.0588188474153304e-24,1.608259957019153e-26,1.3344997407435242e-30,2.3897197056158525e-27,1.2130122110418778e-50,3.019408666882331e-42,7.8164563930367958e-74,4.4611154613956334e-73,1.6140170087658518e-71
3.4073988441172392e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,2.3713716414252626e-77,2.0258430741254138e-50,1.3993539634539789e-30,8.9888802305282108e-57,1.3961331375226381e-41,2.4330116027705705e-95,3.4648369109495346e-19,1.2250784769291132e-86,3.4648369051767936e-19,1.1419042659071044e-58,3.2804179454106573e-53,4.6066808446104812e-79,2.7835620531115289e-80,5.289771109582983e-41,1.7993123356756582e-68,1.3741044239694581e-12,6.6068161822605925e-14,2.5466222976267931e-17,2.5466255694820252e-17,1.6171448734727867e-23,1.281782981401332e-25,2.1076486291657192e-29,9.5381620379395144e-27,7.662200697045827e-49,2.5874364243004372e-41,1.9748873726347219e-71,1.1268798544944042e-70,4.0777176832827854e-69
6.814803465219852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,1.1991307892708775e-74,3.2278106653196951e-49,6.3778962916921425e-30,1.1368804173905142e-54,1.1169073855307616e-40,1.231094874534642e-92,6.9296797075480754e-19,7.8405169086860692e-85,6.9296796844570892e-19,1.8270485858569336e-57,5.2267198358706563e-52,1.1652691556715387e-76,7.0410592423497658e-78,4.2147478303454699e-40,5.7578055343211229e-67,2.7482111771924732e-12,1.3213643565785312e-13,5.093245654660837e-17,5.0932587926640813e-17,6.4180522721388084e-23,1.0177836518152481e-24,3.3321852331064316e-28,3.7987772048700194e-26,4.8454804103934947e-47,2.3420840988415143e-40,4.9954722936684028e-69,2.8491503176273561e-68,1.031463844048694e-66
1.3629612707425078e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,6.0328368306038762e-72,5.1216693946508389e-48,3.1620623461868871e-29,1.431267470894647e-52,8.9352465816470546e-40,6.2020028799546442e-90,1.3859365334590365e-18,5.0179268892752256e-83,1.3859365242226485e-18,2.9232740778180098e-56,8.2933175171292682e-51,2.9340820903311045e-74,1.7728906037047432e-75,3.3447978702140111e-39,1.8424955971033117e-65,5.4964246823308038e-12,2.6427298332565414e-13,1.0186482594150885e-16,1.0186535542195861e-16,2.5276667183319578e-22,8.0225231422757295e-24,5.2431998162410973e-27,1.5064763859925652e-25,3.0499790751954511e-45,2.2999843632685229e-39,1.2577370527786644e-66,7.1669767877837559e-66,2.5971526493029424e-64
2.725923119183553e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,2.9948421501812086e-69,8.0608007600207919e-47,1.7330076681764814e-28,1.7796606969532592e-50,7.1481666569696641e-39,3.0872053929305431e-87,2.7718736724055089e-18,3.2114609142905885e-81,2.7718736354600497e-18,4.6772193797376098e-55,1.3052272341029268e-49,7.2970004395057367e-72,4.4090996243311843e-73,2.6336244179585856e-38,5.8959623141882897e-64,1.099285168737667e-11,5.2854607865048917e-13,2.0372917374969408e-16,2.0373132205090163e-16,9.8075217985040956e-22,6.2342147666701925e-23,8.1468804184441114e-26,5.9240921907985988e-25,1.8960066148687947e-43,2.4943469276884431e-38,3.127409760358535e-64,1.778880299379032e-63,6.4589883970156791e-62
5.451846816065644e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,1.4471181956918484e-66,1.2488263880297669e-45,1.0378491120459088e-27,2.1580013976551919e-48,5.7184801109986279e-38,1.4998757180463672e-84,5.5437480044501513e-18,2.0553169242087763e-79,5.5437478566689375e-18,7.4834837975180939e-54,2.0220528039315296e-48,1.7698710725390936e-69,1.0693968428549106e-70,2.0423615701612782e-37,1.8866912894983638e-62,2.1985705676545212e-11,1.0570922692571475e-12,4.0745630545161655e-16,4.0746512274796002e-16,3.6998494686224318e-21,4.7160199107156969e-22,1.2340849826949354e-24,2.2919295074826228e-24,1.1493038172651276e-41,2.9615427727772363e-37,7.5827160616277013e-62,4.2975685534989212e-61,1.5665764688234624e-59
1.0903694209829825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,6.6546709845087589e-64,1.8784359972149986e-44,6.5085956861492602e-27,2.4996718299347323e-46,4.5746972506854796e-37,6.9721309560919406e-82,1.1087496885143118e-17,1.3153789911703626e-77,1.1087496294023082e-17,1.1973354250618883e-52,3.0412339094707465e-47,4.1011296651608474e-67,2.4779026211922486e-68,1.539316111066202e-36,6.0373030829962102e-61,4.3971413571189583e-11,2.1141846502987419e-12,8.1490431329376841e-16,8.1494112183135142e-16,1.3273080357211785e-20,3.3996693393868074e-21,1.784737920850384e-23,8.6000861171760981e-24,6.653756681889743e-40,3.6978076437672984e-36,1.755860484160826e-59,9.8802895855437597e-59,3.6298873992628377e-57
2.180738899735819e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202085,0.022821567690940101,2.8171708777377001e-61,2.6815457078498211e-43,4.0267763989072159e-26,2.685135949455838e-44,3.6596181864490622e-36,3.0150817565217499e-79,2.2174995512916435e-17,8.4181178891699366e-76,2.2174993148476925e-17,1.9156659581082386e-51,4.3407922072443305e-46,8.8144852104820301e-65,5.3253073328096874e-66,1.1030917818583411e-35,1.9318668048696807e-59,8.794282902570741e-11,4.2283694116973559e-12,1.6297753075000283e-15,1.6299319262965904e-15,4.3875726984387883e-20,2.2646342217823487e-20,2.3915034866971992e-22,3.0570675492712729e-23,3.5712799443905366e-38,4.5788905796765275e-35,3.7689635650606553e-57,2.0909547026784978e-56,7.8009236442791768e-55
4.3614778572414917e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407637,0.022821567688825917,1.0556545993207623e-58,3.5207682118359158e-42,2.3232992691272477e-25,2.5895493610709445e-42,2.9274709131721285e-35,1.1777177243125451e-76,4.4349996233798186e-17,5.3872009199545355e-74,4.4349986776367752e-17,3.0648389360836467e-50,5.6975891273288454e-45,1.7013021956771068e-62,1.0276928848320367e-63,7.2915093342742969e-35,6.1815240135565731e-58,1.7588565859565942e-10,8.4567389317685746e-12,3.2594172161500118e-15,3.260091748786129e-15,1.2935687091444544e-19,1.3480500837294159e-19,2.8736334412218206e-21,9.9658682808210749e-23,1.7202317629546524e-36,5.3148863514180816e-34,7.2578489083233105e-55,3.9164253294357509e-54,1.5053918457958932e-52
6.542216814747164e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613188,0.022821567686711734,8.4468961234321982e-58,1.2327672413273154e-41,5.6656039654319536e-25,1.5705631778673814e-41,8.6905518282033806e-35,9.4685031043307246e-76,6.6525000419803048e-17,3.0586175987485908e-73,6.6524980323241719e-17,1.159449569183408e-49,1.9958540447719315e-44,1.196676971760531e-61,7.2283581249453043e-63,1.8819471888336038e-34,2.8835814453447332e-57,2.6382848682652773e-10,1.2685108449121874e-11,4.8889590511876473e-15,4.8904428281491281e-15,2.276967181178318e-19,3.3040931417218725e-19,9.3306727713882514e-21,1.8564706628219968e-22,8.8042764252864366e-36,1.7159172699692997e-33,5.1339070308759155e-54,2.7494506501261409e-53,1.0588188031911582e-51
1.0903694729758509e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756273912775,0.11866996559024293,0.022821567682483362,9.393663077592753e-56,7.6228560773503993e-41,1.8544584188285749e-24,4.9015677308480256e-40,4.0702338568832597e-34,9.5354547633814844e-74,1.1087502265057582e-16,8.2211937255146834e-72,1.1087496709293638e-16,9.1492062141477252e-49,1.2342219022809276e-43,6.5296970633284325e-60,3.9426125204239129e-61,6.7482591967110178e-34,3.8636542225818151e-56,4.3971413793193004e-10,2.1141847472991081e-11,8.1476424759960706e-15,8.1519566590644503e-15,4.4289489819203064e-19,1.0744767226014434e-18,5.1325879310111917e-20,3.9183704129065605e-22,1.5923958399544778e-34,9.4696302847485266e-33,3.3859419224367601e-52,1.7314526749246198e-51,5.7748347199346574e-50
1.481318642017447e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756257388315,0.1186699654325816,0.022821567678693186,5.5233286444708832e-55,1.9346883477828775e-40,3.5191184436746297e-24,2.0812038568156112e-39,9.3583324404271488e-34,5.0172192593653095e-73,1.5062899943899119e-16,3.5418573790379808e-71,1.5062890073484224e-16,2.5543654308300748e-48,3.1331818633065876e-43,3.0680745161920792e-59,1.8521377252059667e-60,1.3323789078598943e-33,1.2735559771603801e-55,5.9737250194173416e-10,2.8722202469225763e-11,1.1068303261657595e-14,1.1076144134869435e-14,6.4151969377488404e-19,2.0234237779229273e-18,1.2201596959829949e-19,5.9132225054543786e-22,5.975164579770306e-34,2.2619894844696029e-32,1.865996961665713e-51,9.4671747883012381e-51,2.7128365283372058e-49
1.872267811059043e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756240863867,0.11866996527492027,0.022821567674903009,2.2261266637610441e-54,3.9759608227860943e-40,5.73109064507246e-24,6.6737415496085565e-39,1.7990031871915444e-33,2.138934285435629e-72,1.9038298800340718e-16,1.070615322617509e-70,1.9038283410133447e-16,5.839053730071868e-48,6.4392621268137167e-43,1.1403916702908002e-58,6.8836666043489453e-60,2.2346165690268843e-33,3.4172808456822613e-55,7.5503086139910966e-10,3.630255745626952e-11,1.398862395240247e-14,1.4001056857226844e-14,8.4230905954290833e-19,3.2638210485887374e-18,2.3936734651725487e-19,7.9863400014154955e-22,1.6271741186061917e-33,4.4679215753005029e-32,6.5352960496977673e-51,3.253754085288386e-50,1.008232045864122e-48
2.2632169801006392e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756224339413,0.11866996511725897,0.022821567671112833,7.1408081373257167e-54,7.0885493692143855e-40,8.4605821625213367e-24,1.7246790540192755e-38,3.0551935087508257e-33,6.8818737997154481e-72,2.3013698766403083e-16,2.7747394972854563e-70,2.3013676720829853e-16,1.1371240280827234e-47,1.1480730540453342e-42,3.27082888443518e-58,1.9740811636617756e-59,3.3715222131829692e-33,7.5489106189319906e-55,9.1268921656638932e-10,4.3882912434656699e-11,1.6908624180669152e-14,1.6926663226436529e-14,1.0439733481067573e-18,4.7708963627646593e-18,4.0979895584665947e-19,1.0101128213053005e-21,3.7780438319245785e-33,7.7033546868388094e-32,1.9522941523159779e-50,9.6150120270776638e-50,2.8913306598238543e-48
3.0451153181838313e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756191290499,0.11866996480193635,0.022821567663532476,4.5757952699874569e-53,1.6626122754865659e-39,1.5100713686629018e-23,7.056565013990641e-38,6.7439782580906161e-33,3.9950334953098991e-71,3.0964501226388725e-16,1.2226709924503265e-69,3.0964463283093242e-16,3.0124557267914382e-47,2.6931965993897508e-42,1.5208398581616018e-57,9.1746908255964553e-59,6.1863791631293938e-33,2.3686535193229097e-54,1.2280059171262073e-09,5.9043622371711904e-11,2.2747894581193472e-14,2.2779482916573075e-14,1.4478943980596583e-18,8.3686386931586162e-18,8.9692299141561078e-19,1.4375613130175469e-21,1.3616801554524283e-32,1.7068200756054129e-31,1.1871050050602646e-49,5.7950510909853284e-49,1.3437330605350203e-47
3.827013656267023e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756158241596,0.11866996448661372,0.02282156765595212,1.8077038445304042e-52,3.2409844511882186e-39,2.3658520360866016e-23,2.1086657866181292e-37,1.2622534754196837e-32,1.5266947272392456e-70,3.8915307788504253e-16,3.6736239168634298e-69,3.8915249749393437e-16,6.5270697389284773e-47,5.2503612360271784e-42,5.0362247906945123e-57,3.0371446478855791e-58,9.8834436565230407e-33,5.8516149453487454e-54,1.5433226018221412e-09,7.4204332276766884e-11,2.8585980269780603e-14,2.8634942825966979e-14,1.8521716560043127e-18,1.2882144705934596e-17,1.6532703716411527e-18,1.8690616473405173e-21,3.6041670648855065e-32,3.1846503400392994e-31,4.2334254913084977e-49,2.0289819781724286e-48,4.4481346312597562e-47
