Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C2H6(343),C4H6(54),C4H5X(380),C4H7X(140),C4H7X(142),C4H7X(143),C4H5X(381),C4H7(69),C6H9X(441),C6H9X(640),C6H9(670),C6H9X(739),SX(1079),SX(1110),SX(1077),C3H6(75),SX(1111),SX(1342),S(1381),S(1211),SX(1814),SX(1809),SX(1811),C4H6a(379),SX(1076),SX(1233),SX(1190),SX(2663),SX(1189),SX(1188),SX(2665),SX(2909),S(2972),SX(3081),SX(3784),SX(3848),SX(3782),SX(3849),SX(4061),S(4128),S(4012),SX(4830),SX(4823),SX(4826),SX(4825),C6H10(384),SX(5968),SX(5969),S(1757),SX(6385),SX(6382),SX(1383),SX(1194),C4H7X(146),SX(3993),SX(3992),SX(3781),SX(1380),SX(8214),SX(8211),S(4762),SX(9385),SX(9382),C4H7(68),C4H7X(145),SX(4130),SX(3996),SX(1813),SX(1812),SX(11572),SX(11569),SX(4127),SX(4829),SX(4828),SX(4827),C3H5X(138),C3H5X(144),S(1760),SX(1816)
3.938894051061216e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548427117,0.66999999982327529,1.3621460716862662e-19,3.5149176692739734e-31,2.643602337995191e-18,2.8389512398093779e-27,9.4817277678562416e-39,1.7267909423036769e-50,3.3231415296766719e-49,4.4530000141785471e-41,7.6224527560619826e-57,1.76719235348017e-10,1.767244427553633e-10,2.6037396437397841e-15,2.5165397956206796e-18,1.2657958172147211e-20,1.1038810487692473e-19,5.7100716139705368e-25,3.5363657149445851e-21,6.1124817935247872e-29,3.7343406348109241e-30,3.4180637586221062e-30,6.503492820172234e-24,2.9921669923324138e-33,2.3940093756426741e-36,2.0671483372798449e-42,9.8966049139056149e-44,2.2568286274619607e-52,9.2728965944047509e-56,2.0365488440570773e-60,2.0365488558955739e-60,3.295888771486727e-69,9.9881120181486568e-73,7.2858802323928293e-79,1.5484812250248276e-82,6.3152146805964801e-88,1.5056773173511282e-88,1.4050598100059411e-89,9.1451042386052755e-32,2.1990504676302569e-52,1.0298130447122239e-69,3.2112821174497405e-69,9.2355258300979206e-78,3.2111295447328534e-69,3.2083945158077587e-69,4.7465260437184767e-78,1.3243849642770578e-81,4.4901281821971072e-88,8.821589005334073e-90,9.7406379353625471e-99,2.0737865401334696e-102,7.8825880745105803e-107,7.3208325152986686e-116,1.324228434901565e-119,5.662741885782025e-126,1.1993989886461258e-129,3.0862083387740031e-135,7.0744030282791932e-136,6.5608942718930109e-137,6.5608942718372965e-137,5.2752319812399356e-32,2.713909600765744e-41,3.0960365236186195e-41,4.1771869126300277e-95,6.8091716496568054e-97,6.8091733772130332e-97,1.3593875370635158e-81,3.5158336135493881e-85,1.4045344314836992e-37,7.1320752867480552e-116,6.6827892408766007e-116,9.4892953990916581e-99,1.3243844755499141e-81,6.9671251381218448e-106,6.8779480748741552e-106,1.2353721317968689e-142,1.2724078825587652e-144,1.2724080909785164e-144,6.0216825835169939e-27,5.6114501180244871e-28,1.1130187808299687e-128,1.8308647114228512e-132,1.1710026790457039e-92,1.1714973514802465e-92,8.9147717016316963e-154,8.7646691927006642e-154,1.08425746790687e-128,5.6192983543319757e-140,5.6192098345669738e-140,5.6225500058675653e-140,3.5029764879615233e-71,2.4353955052017325e-71,3.3496408140185293e-98,1.5492957763610057e-93
3.995448273758703e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548424708,0.66999999982326319,1.4089492514049179e-19,3.7951894999823757e-31,2.6891700760543163e-18,2.8516682547246294e-27,9.9702687335335053e-39,1.8966811288628791e-50,3.5856138513381866e-49,4.7490402655441698e-41,8.4813527107169067e-57,1.7673121351218681e-10,1.7673652016011278e-10,2.6533594770593552e-15,2.5577603786427508e-18,1.3099532993735994e-20,1.1249184138465663e-19,5.8917002999535466e-25,3.6459407194649058e-21,6.392467774899976e-29,3.8915757291495628e-30,3.5026546115562395e-30,6.7082254949541247e-24,3.1429791585290999e-33,2.5576729483137764e-36,2.2417713885335099e-42,1.0908198911613221e-43,2.5273430636194734e-52,1.054809491132189e-55,2.3526753761704742e-60,2.3526753900601059e-60,3.866146326548819e-69,1.1895281698795049e-72,8.803332972328412e-79,1.8723695089786125e-82,7.7381641562764027e-88,1.8477472415201381e-88,1.7246989318565576e-89,9.4834129855556012e-32,2.4626552518432093e-52,1.2053226801165531e-69,3.7669204882915779e-69,1.0998800822308127e-77,3.7667387819914149e-69,3.7634815434121976e-69,5.652846591572495e-78,1.6011978869498563e-81,5.5073552634799183e-88,1.0982837973744476e-89,1.2308535009851637e-98,2.6595530228257434e-102,1.0259256024796749e-106,9.6691332253580782e-116,1.7748150935860501e-119,7.6985278611128339e-126,1.6313348271982527e-129,4.2547301362727904e-135,9.762262752678305e-136,9.055016251941082e-137,9.0550162518620928e-137,5.4703810210273354e-32,2.8407590831449625e-41,3.2514314366277576e-41,5.2000177588780783e-95,8.6045488846142844e-97,8.6045511005584653e-97,1.6435100160244266e-81,4.3147706909514866e-85,1.511771678471019e-37,9.4198594264936248e-116,8.818230398534354e-116,1.1990967985080396e-98,1.601197287631478e-81,8.9348483221822133e-106,8.8222566699242304e-106,1.7290443245177004e-142,1.807054181905877e-144,1.8070544822441364e-144,6.294528573320704e-27,5.9621617576935807e-28,1.513693747009224e-128,2.5265183608576615e-132,1.4358386951101934e-92,1.4364538293144743e-92,1.2844545670302141e-153,1.2629999943753489e-153,1.4745822273254536e-128,7.750275196815684e-140,7.7501515201995919e-140,7.7548232456785825e-140,4.1090215192362367e-71,2.8431664911354907e-71,4.1717695124190533e-98,1.8971411274404513e-93
4.052002496456189e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548422565,0.66999999982325231,1.4565189180636255e-19,4.0928498408379382e-31,2.7347331831656701e-18,2.8638687554464355e-27,1.0475223393970412e-38,2.0801826679924882e-50,3.8637028206721302e-49,5.0593855587605087e-41,9.421059326148691e-57,1.7674187545612748e-10,1.7674728135741633e-10,2.7029856601650815e-15,2.5989058765106067e-18,1.3548682546826447e-20,1.1459584925950106e-19,6.0753886674124142e-25,3.7569190300718152e-21,6.6799204109988742e-29,4.052309601977115e-30,3.5874769098605172e-30,6.9157176771866385e-24,3.2985365314098616e-33,2.7295101629365938e-36,2.4279045399534625e-42,1.2004502606919482e-43,2.825269498251519e-52,1.1974848737700423e-55,2.7119089582417525e-60,2.7119089744987354e-60,4.5241751678649329e-69,1.412965802845993e-72,1.0606899846088531e-78,2.2576064749729912e-82,9.4529774345268597e-88,2.2606485760092677e-88,2.1106276148717488e-89,9.8281086508814527e-32,2.7529740318142189e-52,1.4073585629093392e-69,4.4080837044012487e-69,1.3064555295557168e-77,4.4078678660145221e-69,4.4039988297114954e-69,6.7146615014062372e-78,1.930421620915194e-81,6.7346494956412162e-88,1.3629552315143493e-89,1.550017560960408e-98,3.3984184311494641e-102,1.3301451698190845e-106,1.2719308482122122e-115,2.3686731090390337e-119,1.041989769771139e-125,2.2089864000156632e-129,5.8385057487926978e-135,1.340891441624566e-135,1.243935467315204e-136,1.2439354673040607e-136,5.6692142795542142e-32,2.9710464870932099e-41,3.4116709972469272e-41,6.452297660466817e-95,1.0835762538805035e-96,1.0835765370796556e-96,1.981425840268949e-81,5.2792813936195729e-85,1.6252709101512299e-37,1.2391440877292664e-115,1.1589215344746493e-115,1.5100308168943739e-98,1.9304208881983911e-81,1.1416348615730409e-105,1.1274751770792725e-105,2.4082899926401314e-142,2.5534197923831392e-144,2.5534202229103019e-144,6.5747565728544208e-27,6.3286190469048705e-28,2.0495024669889417e-128,3.4703782474785673e-132,1.7552282275395482e-92,1.7559906775740745e-92,1.8409642838470372e-153,1.8104614331104901e-153,1.9965512985073034e-128,1.0639831693523839e-139,1.0639659732457737e-139,1.0646162235768142e-139,4.8083380286080478e-71,3.3112936192211665e-71,5.1788218099791145e-98,2.3160440332566447e-93
4.165110941851161e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548418957,0.66999999982323433,1.5539516464463356e-19,4.7434488318108e-31,2.8258442590447625e-18,2.8868010864076143e-27,1.1535393515653434e-38,2.4914328363779364e-50,4.4692333132593987e-49,5.7247125780625605e-41,1.1567690519883165e-56,1.7675981022417161e-10,1.7676541466511295e-10,2.8022543644934126e-15,2.6809710216881518e-18,1.4469693837126236e-20,1.1880456418107167e-19,6.4487971282039e-25,3.9830298330394205e-21,7.2773847616496957e-29,4.3842713860817904e-30,3.7577614125687437e-30,7.3388892964266258e-24,3.6240972183391702e-33,3.0987267756452856e-36,2.8368872804856097e-42,1.4473632257283679e-43,3.5126074065710933e-52,1.5345192931996116e-55,3.5805302528144841e-60,3.5805302749312983e-60,6.1524308061843096e-69,1.9786669581277416e-72,1.5273653609226907e-78,3.2555183027383399e-82,1.3984030631583334e-87,3.3543955762768615e-88,3.1333481692990415e-89,1.0536663758948914e-31,3.4227681835173051e-52,1.9054415670136198e-69,5.9946202796510997e-69,1.8294493879187989e-77,5.9943180247818433e-69,5.988900056352737e-69,9.4029728831838624e-78,2.7831651614332697e-81,9.9834178198321511e-88,2.07964194466551e-89,2.4340368062986648e-98,5.4916874480427056e-102,2.2117045381006724e-106,2.1759765250487829e-115,4.1690252046365304e-119,1.8853692128547494e-125,4.0004140139808154e-129,1.0853653430854689e-134,2.497459931910498e-135,2.3175790669748e-136,2.3175790669529266e-136,6.0779351973025108e-32,3.2420051069036627e-41,3.7468889744688922e-41,9.8418758327942032e-95,1.7014335310880416e-96,1.701433988812646e-96,2.8566775831250529e-81,7.8348400318681741e-85,1.8720625428199138e-37,2.1199000678623611e-115,1.9789535745410459e-115,2.3712588669825314e-98,2.7831640757248867e-81,1.844390507618287e-105,1.8222485022711226e-105,4.6105442779518571e-142,5.0292348862035625e-144,5.0292357586075721e-144,7.1575525181406256e-27,7.1104589878327476e-28,3.7110128449842642e-128,6.4642731674556311e-132,2.6001009709175167e-92,2.6012614568231578e-92,3.7293608000221838e-153,3.6685829392395199e-153,3.6151522940676062e-128,1.9796404154871617e-139,1.9796076101770392e-139,1.9808507547067078e-139,6.5387270948968284e-71,4.4606105934779821e-71,7.9067294378578963e-98,3.4217334326616791e-93
4.266908542706636e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548416348,0.66999999982322123,1.6442474107132105e-19,5.3964266678340374e-31,2.9078255261669044e-18,2.9058707282304024e-27,1.2548232034246629e-38,2.9169662406291432e-50,5.0739928940241642e-49,6.3767834194131316e-41,1.384103931359717e-56,1.7677273710113164e-10,1.7677852025900509e-10,2.8916116782461569e-15,2.7545716158057951e-18,1.5324480579171124e-20,1.2259307132719203e-19,6.7915440217344563e-25,4.1911897651940084e-21,7.8410242813654998e-29,4.6949938533947194e-30,3.9116784783624663e-30,7.7289533065881149e-24,3.933850391333655e-33,3.4615588277307997e-36,3.2499383747227521e-42,1.7043800321390428e-43,4.2493555114687868e-52,1.9063033886193922e-55,4.5661569768973528e-60,4.5661570058540126e-60,8.0522263875997745e-69,2.6571696922584643e-72,2.1018924849107763e-78,4.4857029240201373e-82,1.9703487405964607e-87,4.7392310446772754e-88,4.4289074468620957e-89,1.1196213570620435e-31,4.1407216069471404e-52,2.4839534281800022e-69,7.8457595619807258e-69,2.4567060834035999e-77,7.8453536581831072e-69,7.8380779311608877e-69,1.2627337276549704e-77,3.8343014716286577e-81,1.4093455534095945e-87,3.0111984004726347e-89,3.6144268889459338e-98,8.3625987665398945e-102,3.453445324733456e-106,3.4836876684646064e-115,6.8432100763044683e-119,3.1707517733048567e-125,6.7328894957834907e-129,1.8691116836022583e-134,4.3082935643967765e-135,3.9990804940162031e-136,3.9990804939766913e-136,6.4583880652189182e-32,3.4977952574258244e-41,4.0656596760046025e-41,1.4245291031801178e-94,2.5261472354203719e-96,2.5261479324768158e-96,3.9355500045668326e-81,1.1071613242242568e-84,2.118156963260668e-37,3.393930835608271e-115,3.162945504343207e-115,3.5212239577659034e-98,3.8342999395450884e-81,2.8076845165638316e-105,2.7749856581084381e-105,8.1478166349801891e-142,9.1124162791124311e-144,9.1124178997810144e-144,7.707786929847632e-27,7.8722206708948138e-28,6.2450923124857444e-128,1.1152579292940375e-131,3.6680266685639712e-92,3.669703129685393e-92,6.9262054500379932e-153,6.8150281087177768e-153,6.0837997163618704e-128,3.4118097771975577e-139,3.4117519866889445e-139,3.4139461476583712e-139,8.557644585952411e-71,5.788784478215511e-71,1.1453877319572432e-97,4.8156188926851249e-93
4.36448116461403e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548414322,0.66999999982321101,1.733104896207607e-19,6.086985711057163e-31,2.9863864126259558e-18,2.92285423298381e-27,1.3572630361345907e-38,3.3795467494992672e-50,5.7105252805680955e-49,7.0516527620220417e-41,1.6364654987842353e-56,1.7678282046330095e-10,1.7678877494312931e-10,2.9772714248160973e-15,2.8248877234517453e-18,1.6166785569419062e-20,1.262248182941962e-19,7.125808675689047e-25,4.3947776418058583e-21,8.4045145614735208e-29,5.0034425043890408e-30,4.0597314673132198e-30,8.1108916613300449e-24,4.2459188758865345e-33,3.8379627774117311e-36,3.6891523750033049e-42,1.9852679410877849e-43,5.0762338596352757e-52,2.3345849583852602e-55,5.7310511821262315e-60,5.7310512193770692e-60,1.0355102420962046e-68,3.5004968100899058e-72,2.8330900760181208e-78,6.053284662046188e-82,2.7149350786779349e-87,6.5471908207138072e-88,6.1211075890764124e-89,1.1847821922553018e-31,4.9465167335294305e-52,3.1822552857362198e-69,1.0089678635680439e-68,3.2363118109982398e-77,1.0089143903153099e-68,1.0079559161871491e-68,1.6634976227552121e-77,5.1736411109496841e-81,1.9455347360533508e-87,4.2567378583276981e-89,5.2317105719467014e-98,1.2392948163767871e-101,5.2394046444474498e-106,5.4104500306766642e-115,1.0879225671371077e-118,5.1564890335351347e-125,1.0957257107472443e-128,3.1076489431635193e-134,7.1748957440878413e-135,6.6616850814166936e-136,6.6616850813480072e-136,6.8342600278584458e-32,3.7536605677559577e-41,4.3866525418944533e-41,2.0129679442364702e-94,3.6556865944562076e-96,3.6556876274375816e-96,5.3102202096195536e-81,1.5298780773223496e-84,2.3768590017444031e-37,5.2710805496487108e-115,4.9044258560621222e-115,5.0968305391074261e-98,5.1736389967711848e-81,4.1592167715978826e-105,4.1122089547800733e-105,1.3878379174004171e-141,1.5887562362414871e-143,1.5887565254693168e-143,8.2582930427975008e-27,8.6564429289093468e-28,1.0162470722671038e-127,1.8575606238386738e-131,5.0600672416445374e-92,5.0624318322984219e-92,1.2357505489273022e-152,1.2162044504311497e-152,9.9000452406460041e-128,5.6768192824611089e-139,5.6767211438223653e-139,5.6804540624892241e-139,1.1004866931890432e-70,7.384533427020376e-71,1.619813492337207e-97,6.6280774953884244e-93
4.462053786521423e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548412656,0.66999999982320257,1.8242152657115212e-19,6.8454400044761372e-31,3.0649289041653722e-18,2.9386580427325309e-27,1.4650795573259743e-38,3.9011171037361173e-50,6.4062934787821662e-49,7.7776826290801548e-41,1.926755548560021e-56,1.767910607999002e-10,1.7679718661962491e-10,3.0629400185991546e-15,2.8949788013885464e-18,1.7031585873746279e-20,1.2985694685599526e-19,7.4655175700559799e-25,4.6022763498618807e-21,8.9909222561716683e-29,5.3222762653789399e-30,4.2082441706394544e-30,8.5006068051557562e-24,4.5730874315898957e-33,4.2437892501331502e-36,4.1739881365340317e-42,2.3035780909575601e-43,6.0374620732575642e-52,2.8450415579428748e-55,7.1540007470835116e-60,7.154000794718506e-60,1.3237203400216217e-68,4.5816012750992716e-72,3.7919450247104119e-78,8.1113969670546878e-82,3.712731567624477e-87,8.9767062527188283e-88,8.3961143495901529e-89,1.251845302909217e-31,5.883248398992726e-52,4.0525931288752628e-69,1.2898021658245723e-68,4.2356951977427684e-77,1.2897321772247723e-68,1.2884777034401008e-68,2.1772575100306543e-77,6.9319978946197477e-81,2.665556163478446e-87,5.96921984467665e-89,7.5080421535543203e-98,1.8199596986521419e-101,7.8729806787660783e-106,8.3181801377852331e-115,1.7112289418843067e-118,8.2925393920259341e-125,1.7633438633043985e-128,5.1065874235220566e-134,1.1809341859085165e-134,1.0967500684094956e-135,1.0967500683977072e-135,7.2211050481105929e-32,4.0200640071080292e-41,4.7230119444727764e-41,2.8215499907506673e-94,5.244862245202714e-96,5.2448637620439351e-96,7.114947558080277e-81,2.0981199320045085e-84,2.6593372429382635e-37,8.103955926400127e-115,7.5281143183235909e-115,7.314513901703956e-98,6.9319949990910333e-81,6.1051714501986985e-105,6.0382722267814936e-105,2.3350627686937427e-141,2.7346514842395055e-143,2.7346519935258819e-143,8.8316243122657261e-27,9.4958580725365013e-28,1.6353138269698327e-127,3.0578706804744984e-131,6.9278090990695229e-92,6.9311174042297075e-92,2.175417413488239e-152,2.1415176229900087e-152,1.5930918133583303e-127,9.3352536741667384e-139,9.3350890512808384e-139,9.3413623015154649e-139,1.4067559417574782e-70,9.3644493048265329e-71,2.2722842446134703e-97,9.0540658128175234e-93
4.5596264084288166e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548411285,0.66999999982319569,1.9175712257179393e-19,7.6764974712566838e-31,3.1434522624074783e-18,2.9533628088723749e-27,1.5784007921528719e-38,4.4874179257386044e-50,7.1649226198960618e-49,8.5572326229502865e-41,2.2594921135805961e-56,1.7679779192495881e-10,1.7680408909928564e-10,3.1486158421105739e-15,2.9648448977924349e-18,1.7918870064793499e-20,1.3348938845534733e-19,7.8105012122810759e-25,4.8136173787665737e-21,9.6003979420378361e-29,5.6514807246611286e-30,4.357169311389533e-30,8.8979857241901457e-24,4.9155950108544519e-33,4.6804394297943543e-36,4.7077705459866248e-42,2.6631416542151287e-43,7.1506863596765268e-52,3.450840252298658e-55,8.8838390484372694e-60,8.8838391090040145e-60,1.6825075882446256e-68,5.9594683927647842e-72,5.0413975711866929e-78,1.0796451277069242e-81,5.0407246766279967e-87,1.2219170709958843e-87,1.14337697716742e-88,1.3208108699562793e-31,6.9681167950140665e-52,5.1316002147364156e-69,1.6394109206975574e-68,5.5093662511037111e-77,1.6393198831315079e-68,1.6376881640242779e-68,2.8320442508038735e-77,9.2258874588382374e-81,3.6258509371067591e-87,8.3065008405599445e-89,1.0687017239209009e-97,2.649614850752283e-101,1.1722416056728731e-105,1.2665735527816616e-114,2.6644725925679846e-118,1.319468598948812e-124,2.8076618098602538e-128,8.2982393509031136e-134,1.9221641471111333e-134,1.7856068633404641e-135,1.7856068633204769e-135,7.6189241710863883e-32,4.2970723570198447e-41,5.0749677867835424e-41,3.9244895231386535e-94,7.4632026445965629e-96,7.4632048525743312e-96,9.4693131304067817e-81,2.8567834687186518e-84,2.9670529033566227e-37,1.2339616230692112e-114,1.1444370209051075e-114,1.0411602123188581e-97,9.2258835216423375e-81,8.8836418194032542e-105,8.7893576696750683e-105,3.8832360326882123e-141,4.6500839302685057e-143,4.6500848157403644e-143,9.4279688139513985e-27,1.0392715526129741e-27,2.6036399583797806e-127,4.9780265689891751e-131,9.4167065160942825e-92,9.421299566270041e-92,3.7813354886239004e-152,3.7232949921463424e-152,2.5364274875789345e-127,1.5181074524431726e-138,1.51808015771297e-138,1.5191221710873997e-138,1.7880170566845071e-70,1.1808099825268255e-70,3.1630402462371961e-97,1.2279135071802057e-92
4.65719903033621e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548410169,0.66999999982319014,2.0131655769741512e-19,8.5850549577186236e-31,3.2219558841665187e-18,2.9670439039086443e-27,1.6973540356869226e-38,5.1445774081201225e-50,7.9901435588679306e-49,9.3926986958229019e-41,2.6395924689834666e-56,1.7680328716491023e-10,1.7680975570589557e-10,3.2342975709568802e-15,3.0344861865133384e-18,1.8828627443152275e-20,1.3712208696022919e-19,8.1605950504401378e-25,5.0287330362461299e-21,1.0233079817535129e-28,5.9910393418302978e-30,4.5064642863702364e-30,9.3029165291220861e-24,5.2736730370571348e-33,5.1493361501748791e-36,5.2939612789392484e-42,3.0680648031538091e-43,8.4353334302905794e-52,4.1668535834958924e-55,1.0977117168961941e-59,1.0977117245551288e-59,2.126888575036217e-68,7.7057947827419464e-72,6.6596799348098974e-78,1.4278235793474055e-81,6.7966464939378238e-87,1.6518334243301876e-87,1.5463237498410612e-88,1.3916790417791243e-31,8.220057980835722e-52,6.4625265874711592e-69,2.0724280927756625e-68,7.1235791303963018e-77,2.0723103772720417e-68,2.0702005403655439e-68,3.6619293487290722e-77,1.2200334050040129e-80,4.8982485530750713e-87,1.1474227608405533e-88,1.5093421172907212e-97,3.8256212194182667e-101,1.7301759420648217e-105,1.9108408996649054e-114,4.1086857458020452e-118,2.0782370742471864e-124,4.4251973942930152e-128,1.3341856571537237e-133,3.0954865185525196e-134,2.8763229960988816e-135,2.8763229960653836e-135,8.0277182541377381e-32,4.5847473842286983e-41,5.44274201377537e-41,5.4183889771530596e-94,1.0536579672887918e-95,1.0536582860195114e-95,1.2522155330324097e-80,3.8630771523039027e-84,3.3015093834697841e-37,1.8616509522487084e-114,1.7238123952541167e-114,1.4704526126579038e-97,1.2200328733187815e-80,1.2819136514227808e-104,1.2687505142017342e-104,6.3863878857240893e-141,7.815862628915164e-143,7.8158641499326986e-143,1.0047499846113029e-26,1.1349282291637232e-27,4.1034133198018968e-127,8.0181670220184683e-131,1.2711672036965928e-91,1.2718001833323644e-91,6.493736053174398e-152,6.395580875381123e-152,3.9975013011386459e-127,2.442604192099467e-138,2.4425594376553601e-138,2.4442711123043151e-138,2.2602239053466335e-70,1.4808941118781545e-70,4.3705720211936338e-97,1.6538527757125096e-92
4.7547716522436036e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548409259,0.66999999982318548,2.1109912034497742e-19,9.5761996575271304e-31,3.3004392763538136e-18,2.9797717223718102e-27,1.822065860691572e-38,5.879125682823376e-50,8.885792309747751e-49,1.0286512130462806e-40,3.0723959306192636e-56,1.7680777056084412e-10,1.7681441047837262e-10,3.319984119555499e-15,3.1039029429784889e-18,1.9760847937032874e-20,1.4075499636261903e-19,8.5156393831156098e-25,5.2475564529881916e-21,1.0889094300836101e-28,6.3409337256558879e-30,4.6560907356379868e-30,9.7152884632895543e-24,5.6475456252870654e-33,5.6519232112163549e-36,5.9361594757895969e-42,3.5227398196734917e-43,9.9127361750527527e-52,5.0098289083542872e-55,1.3499087694110827e-59,1.3499087790455897e-59,2.6746091554108516e-68,9.9073233526504003e-72,8.7435312066626573e-78,1.8766994377892734e-81,9.1038651337747248e-87,2.2182872322371962e-87,2.0774879658491565e-88,1.4644499402455759e-31,9.6598664547656243e-52,8.0962241168069823e-69,2.6061475913966959e-68,9.158488808464836e-77,2.6059962437480952e-68,2.6032836713377691e-68,4.7081345710119388e-77,1.6034917017851395e-80,6.5736463352272739e-87,1.5738660619205153e-88,2.115741940441655e-97,5.4798693796516504e-101,2.5323152046705509e-105,2.8574476500384737e-114,6.2771035807524846e-118,3.2416077850191974e-124,6.9069479064566444e-128,2.1233240411013663e-133,4.9344150699220812e-134,4.5862502896692216e-135,4.5862502896137018e-135,8.4474880016697155e-32,4.8831462074827141e-41,5.8265488777315657e-41,7.4282197950906811e-94,1.4763935958214896e-95,1.4763940522591664e-95,1.6457774821129192e-80,5.189486038723613e-84,3.6642515760161786e-37,2.7839055957981509e-114,2.5736419633572764e-114,2.0612388986345944e-97,1.6034909885109982e-80,1.8350789110393044e-104,1.8168691549718775e-104,1.0391707790110521e-140,1.2991630811699462e-142,1.2991633394336901e-142,1.0690376351478608e-26,1.2367841513055931e-27,6.4044075212994623e-127,1.2783990281878401e-130,1.7046453041659649e-91,1.7055114820754736e-91,1.1023356833674481e-151,1.0859311988938818e-151,6.2391314665989268e-127,3.8902050389198257e-138,3.8901324340148056e-138,3.8929143253408405e-138,2.8422294939739784e-70,1.847629678179701e-70,5.9965207536201812e-97,2.2128805125770189e-92
4.852344274150997e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228254840851,0.66999999982318148,2.2110410628761052e-19,1.0655210406968764e-30,3.3789020363195848e-18,2.9916119748525543e-27,1.9526621246346296e-38,6.6980092222018207e-50,9.8558094847892265e-49,1.1241138539958162e-40,3.5636872095440438e-56,1.7681142565283045e-10,1.7681823695500732e-10,3.4056745985704404e-15,3.1730955253924553e-18,2.071552201598483e-20,1.4438807897398251e-19,8.8754792598899792e-25,5.4700215844125682e-21,1.1568556597085819e-28,6.7011438752720879e-30,4.8060141476982846e-30,1.0134991906361302e-23,6.03742979889553e-33,6.1896647165651108e-36,6.6381023090431026e-42,4.0318562616755253e-43,1.1606264576536348e-51,5.9985699960960725e-55,1.6524788126374132e-59,1.6524788246964421e-59,3.3465593025729807e-68,1.2668545358662014e-71,1.1412000599883431e-77,2.4521815446743375e-81,1.211729038934007e-86,2.9601622011952854e-87,2.7734663965785547e-88,1.5391236654380272e-31,1.1310322840934405e-51,1.0092251478947832e-68,3.2609276303597949e-68,1.1710646651880512e-76,3.2607340999524829e-68,3.2572655712008058e-68,6.0203160158687674e-77,2.0950936254374315e-80,8.766465960041624e-87,2.1442569952122571e-88,2.9445237859903468e-97,7.7898446951184074e-101,3.6766204069580628e-105,4.2369056015306188e-114,9.5048553313668782e-118,5.009201439873164e-124,1.068019869200543e-127,3.3463269523090948e-133,7.7892064954645578e-134,7.2415013297810039e-135,7.2415013296899582e-135,8.878233992421285e-32,5.1923216385379945e-41,6.2265951971318357e-41,1.0114728617721696e-93,2.0538480452901358e-95,2.0538486939413775e-95,2.1503287646340605e-80,6.9273680689965995e-84,4.0568651385260856e-37,4.127884189530822e-114,3.8099861360428478e-114,2.8686858844197014e-97,2.0950926745902283e-80,2.6068907002965966e-104,2.5819228909559594e-104,1.6737086196568411e-140,2.1365898824766458e-142,2.1365903161590131e-142,1.1356743331311117e-26,1.3450691084503828e-27,9.9027387627688423e-127,2.0184260377641772e-130,2.2714973800458602e-91,2.2726746622475926e-91,1.8505986255996943e-151,1.82349143382861e-151,9.6472232672169582e-127,6.1354032928936504e-138,6.1352867034673585e-138,6.139761993654487e-138,3.5562265413518259e-70,2.293756437755576e-70,8.1717536888347679e-97,2.9421867412518618e-92
