Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C2H6(343),C4H6(54),C4H5X(380),C4H7X(140),C4H7X(142),C4H7X(143),C4H5X(381),C4H7(69),C6H9X(441),C6H9X(640),C6H9(670),C6H9X(739),SX(1079),SX(1110),SX(1077),C3H6(75),SX(1111),SX(1342),S(1381),S(1211),SX(1814),SX(1809),SX(1811),C4H6a(379),SX(1076),SX(1233),SX(1190),SX(2663),SX(1189),SX(1188),SX(2665),SX(2909),S(2972),SX(3081),SX(3784),SX(3848),SX(3782),SX(3849),SX(4061),S(4128),S(4012),SX(4830),SX(4823),SX(4826),SX(4825),C6H10(384),SX(5968),SX(5969),S(1757),SX(6385),SX(6382),SX(1383),SX(1194),C4H7X(146),SX(3993),SX(3992),SX(3781),SX(1380),SX(8214),SX(8211),S(4762),SX(9385),SX(9382),C4H7(68),C4H7X(145),SX(4130),SX(3996),SX(1813),SX(1812),SX(11572),SX(11569),SX(4127),SX(4829),SX(4828),SX(4827),C3H5X(138),C3H5X(144),S(1760),SX(1816)
0.0056179534489929775,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282485777354,0.66999999900831775,1.8196376886741072e-11,5.9238221501681501e-17,2.7782067138614908e-16,5.8806153660431886e-28,7.5008368750173844e-28,1.7095181447174725e-33,1.1725189929367684e-31,1.0676594698403535e-28,2.1956452454913091e-35,3.302250430080709e-11,9.4691786221502802e-10,4.5921097292077649e-10,6.222731681932605e-16,1.281326616446856e-12,3.5440324969234589e-12,2.647162868813398e-16,2.5099011746546509e-17,9.7541711946733901e-20,4.429274096385611e-21,7.9625418858181357e-22,1.0429135116187282e-20,1.0276506413980432e-21,8.5502923815608305e-19,7.1976571016428346e-24,9.2838352171740656e-19,5.9119291546180549e-24,7.4771164766640404e-23,5.081085491668943e-21,5.12434056723856e-21,2.2126031870019448e-26,2.0469259869924368e-23,3.4304281772090859e-28,4.5786306336630636e-26,8.097044810915267e-30,1.3465450330351929e-29,1.0622424705970408e-28,1.1354154869414438e-18,1.813781865166039e-21,8.9852945821373801e-29,2.2408993509965994e-23,4.0388507906259706e-29,1.5304984988572181e-25,8.12852445305657e-27,9.7506773705719482e-29,5.189019569625403e-26,4.3572412838224027e-31,2.511585545853805e-26,1.3386496595198395e-31,6.4045105467837604e-31,7.5526554780981219e-29,2.6668231541390221e-34,1.4740082889463944e-31,2.4706556735432504e-36,1.9996847773478959e-34,3.5450778337023236e-38,5.8892310398691575e-38,9.1056419571504771e-37,9.1056419536322484e-37,2.2867476640650757e-18,1.273805412649097e-26,2.4515384032644534e-26,8.833992243273522e-35,2.3290706517626792e-30,3.9490657187745104e-30,1.1784102680258088e-28,6.9267292325799434e-28,1.2098033847996614e-24,2.2645070355707539e-33,9.6819169366271205e-37,2.3183619673372686e-30,6.9659051195118235e-26,2.6878927942956214e-37,4.5160029893728048e-36,3.7099087902446916e-43,7.4136306077386025e-39,1.0831145008588012e-38,2.1031647956939463e-22,1.3228415528664902e-19,7.5910842086617961e-37,1.5812288849787398e-36,2.4518594356790007e-34,2.4526116670744169e-34,7.3793189502460638e-46,1.2391978188881778e-44,3.2893093999056006e-34,1.0722730669454849e-42,1.0722675926973667e-42,1.074350595760507e-42,4.2316428345420178e-28,1.0079231943844458e-30,7.5373332967594443e-36,1.4595932563295115e-35
0.005659719936903258,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282485546427,0.6699999990054647,1.8378666196642659e-11,6.0125490566284357e-17,2.778206712849547e-16,5.8657945933188153e-28,7.5932548040622433e-28,1.7395527840780851e-33,1.1961289518511168e-31,1.0836386872970305e-28,2.2509766398009154e-35,3.293927782595203e-11,9.4931040282791279e-10,4.6048723428748489e-10,6.2521644189383305e-16,1.2876678115660661e-12,3.5887437813635252e-12,2.6874665767076525e-16,2.5281774271746451e-17,9.8771965853213265e-20,4.4851360496220835e-21,8.0837634658178069e-22,1.0478463650839916e-20,1.0432973901241792e-21,8.7085235029523327e-19,7.3311246119324998e-24,9.5311868121874664e-19,6.0696120857217555e-24,7.6770717271965734e-23,5.2579399423875996e-21,5.3030475717409057e-21,2.2896411246068843e-26,2.134569668976864e-23,3.5773097605461662e-28,4.8237822335479941e-26,8.5526727712977883e-30,1.42231580074398e-29,1.1219981669940491e-28,1.1516861085537379e-18,1.8668946799989228e-21,9.3227685607794133e-29,2.3368807703058063e-23,4.2118480622864356e-29,1.5838387543570858e-25,8.4114688239184948e-27,1.0168391835931032e-28,5.4391081653999299e-26,4.5673157018265323e-31,2.6534113134001877e-26,1.414265624293804e-31,6.7666381076056909e-31,8.0422277017437174e-29,2.839722133176179e-34,1.5817077198585303e-31,2.6511760746493863e-36,2.1678005764627462e-34,3.8535628089890311e-38,6.4016348865060698e-38,9.8976284838465529e-37,9.8976284805761797e-37,2.332870362059163e-18,1.3028631823569492e-26,2.5074634444160622e-26,9.3382092609581449e-35,2.4727312201010145e-30,4.2061084642126338e-30,1.2288894526017167e-28,7.2238006622321673e-28,1.2310921257767545e-24,2.4114852319344556e-33,1.0309510823313144e-36,2.4498048854555177e-30,7.3150156697105408e-26,2.8628468984292691e-37,4.8099614368869142e-36,4.0352748329265691e-43,8.1043743799885724e-39,1.1869332920145136e-38,2.1184794610620646e-22,1.3358661250815969e-19,8.1458649876284912e-37,1.6968392990481207e-36,2.5898382803865634e-34,2.5906221893609338e-34,8.0866440732813003e-46,1.3579832049393045e-44,3.555176357117377e-34,1.1655814715338111e-42,1.1655765552332006e-42,1.1678369932234329e-42,4.3904497049546598e-28,1.045779166792213e-30,7.9613414046366132e-36,1.5417258777857592e-35
0.005701486424813538,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282485316656,0.66999999900262286,1.8561414320781291e-11,6.1019249830573105e-17,2.7782067115990062e-16,5.8511248059824847e-28,7.686107240791396e-28,1.7698827583964578e-33,1.2200347495625573e-31,1.0997346593104987e-28,2.3072758377824066e-35,3.2856899213260491e-11,9.5169050873012395e-10,4.6175709566016013e-10,6.2814226661373151e-16,1.2939930872719475e-12,3.6336804139919618e-12,2.727974113639364e-16,2.5467196764133094e-17,1.0000354866957771e-19,4.5410510521629045e-21,8.2055839153549788e-22,1.0527499941005239e-20,1.0590299996195839e-21,8.8683360312178898e-19,7.4659333493047148e-24,9.7830714754962212e-19,6.230188023014397e-24,7.8807055947525236e-23,5.4394895418514288e-21,5.4865138255197711e-21,2.3687251279325501e-26,2.2252434730665738e-23,3.7292695158708796e-28,5.0800279845299767e-26,9.0302154381002342e-30,1.5017335612596771e-29,1.1846233132729718e-28,1.1680528452057157e-18,1.921094182749888e-21,9.6703747185253926e-29,2.4361825367090248e-23,4.3908301711956355e-29,1.6385969636936132e-25,8.7019253544998964e-27,1.0600559266774546e-28,5.6991098745878997e-26,4.785721320993408e-31,2.8020356573198581e-26,1.4935074992104521e-31,7.1461476077404722e-31,8.5593462933065284e-29,3.0223514122478525e-34,1.6963499441379704e-31,2.8433336544976478e-36,2.3485871692883276e-34,4.1859574448864438e-38,6.9537936805544099e-38,1.0751577280748917e-36,1.075157727720929e-36,2.3795727565921642e-18,1.3323705610400233e-26,2.5642566181563616e-26,9.8671024006615624e-35,2.6240250494790463e-30,4.4777425445051716e-30,1.2811146654639429e-28,7.5311598787569481e-28,1.2525596593289704e-24,2.566744094972132e-33,1.0972417053160727e-36,2.5875744079101739e-30,7.678702730985101e-26,3.0477325057776685e-37,5.1206075606934103e-36,4.3861476503822478e-43,8.853364851011603e-39,1.2997950897257047e-38,2.1340169347343695e-22,1.348912963487527e-19,8.7364180292552477e-37,1.8199074439480954e-36,2.7344081671624447e-34,2.7352716226121023e-34,8.8555800543207663e-46,1.4871157715841801e-44,3.8402174606653624e-34,1.2659674750842293e-42,1.2659604397010625e-42,1.2685696791012673e-42,4.5542029897547783e-28,1.0847713019077166e-30,8.4057102989232976e-36,1.6278088437751202e-35
0.005743252912723818,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282485088033,0.66999999899979201,1.8744618896758708e-11,6.1919513732546013e-17,2.7782067100411652e-16,5.8366033907378023e-28,7.7793918403863947e-28,1.8005104539535414e-33,1.2442369004528479e-31,1.1159480818404595e-28,2.3645493742547536e-35,3.2775353786167073e-11,9.5405832802582399e-10,4.6302063764501134e-10,6.3104089324343152e-16,1.3003026047852398e-12,3.678841816954889e-12,2.7684190326417141e-16,2.5654771370821199e-17,1.0123112662057543e-19,4.5967985295962111e-21,8.3272583251561456e-22,1.05760804500868e-20,1.0747428477835955e-21,9.0297126584358806e-19,7.6020689718353045e-24,1.003953327358708e-18,6.3936851466481294e-24,8.0880540729435986e-23,5.6258198971339388e-21,5.6748266307355763e-21,2.4498925270521481e-26,2.3190273713377154e-23,3.8864414683029909e-28,5.3477808594339419e-26,9.528682540130694e-30,1.5846331950148887e-29,1.2502249258281219e-28,1.1845153982846268e-18,1.976392603121858e-21,1.0025856402947711e-28,2.5388923784506319e-23,4.5759552514244452e-29,1.694799016315236e-25,9.0000310247162886e-27,1.1047561604502431e-28,5.9693331926216082e-26,5.0127176124461172e-31,2.9577277468077059e-26,1.5765188888765098e-31,7.543728163828901e-31,9.1053349099491154e-29,3.2151786537628793e-34,1.8183263049556968e-31,3.0477843647182947e-36,2.5428988395776664e-34,4.5419681523945501e-38,7.5453760047479445e-38,1.1671800698071177e-36,1.1671800692763651e-36,2.426857757100074e-18,1.362043950201452e-26,2.6213640482985613e-26,1.0419935042255599e-34,2.7832817664587898e-30,4.7646675761062922e-30,1.3351320101116422e-28,7.8490788636915781e-28,1.2740304490087035e-24,2.730682053697676e-33,1.1672332454741672e-36,2.7319220680125185e-30,8.0574547966164443e-26,3.2430258191482889e-37,5.4487418711402492e-36,4.7625834115893663e-43,9.6648913534106235e-39,1.4224016461157781e-38,2.1497347980371242e-22,1.3622247146989151e-19,9.3647601921270595e-37,1.9508539716115545e-36,2.8853176104364299e-34,2.8862594629646412e-34,9.6909081216599126e-46,1.6273988388849893e-44,4.1456612753166547e-34,1.3736123699561271e-42,1.3736015182130687e-42,1.3764633273907183e-42,4.7220653144141449e-28,1.1246472983955227e-30,8.8711993136878869e-36,1.7176636013535361e-35
0.0057850194006340986,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282484860532,0.66999999899697205,1.8928277551838133e-11,6.2826253006269826e-17,2.7782067088798771e-16,5.8222277522630816e-28,7.8731074226050689e-28,1.8314371185167312e-33,1.2687370741650105e-31,1.1322781284212701e-28,2.4228055755165402e-35,3.2694626966111336e-11,9.5641400638260154e-10,4.6427793963993598e-10,6.3394290992891207e-16,1.3065965231652002e-12,3.7242273442639761e-12,2.80925739018365e-16,2.5836813064297463e-17,1.024716779559606e-19,4.6531554551313e-21,8.4501600311962821e-22,1.0624717321007717e-20,1.0905945041197914e-21,9.1926503597336242e-19,7.7395290943319833e-24,1.0300616478735106e-18,6.5601317581683643e-24,8.2991532926678608e-23,5.8170172716658836e-21,5.8680739700016908e-21,2.5331809386391693e-26,2.4160024727581299e-23,4.048961548280379e-28,5.6274625472513574e-26,1.0049875021366277e-29,1.6713080148900072e-29,1.318912884115466e-28,1.2010734714045966e-18,2.032802183823623e-21,1.0390275829052026e-28,2.6450992739321095e-23,4.7673836905992085e-29,1.7524710003344551e-25,9.3059238647655777e-27,1.1509786234408757e-28,6.2500920215358593e-26,5.2485686010941934e-31,3.1207632620844403e-26,1.6634468727661427e-31,7.9600855846315227e-31,9.6815578044543846e-29,3.4186858664929142e-34,1.9480425906626156e-31,3.265208369327603e-36,2.7516284830861692e-34,4.9250460173209289e-38,8.1819154369450984e-38,1.2662887691977511e-36,1.2662887685316544e-36,2.4747282666314405e-18,1.3920444665960445e-26,2.6790934294611299e-26,1.0998536382933377e-34,2.9508412657674898e-30,5.0676061256007296e-30,1.3909882457755919e-28,8.1778334719244664e-28,1.2957065050440095e-24,2.9037097727132587e-33,1.2411005897179979e-36,2.8831055094252436e-30,8.4517699553635052e-26,3.4492186449590783e-37,5.7951906382042739e-36,5.1679326284811688e-43,1.0543536639655937e-38,1.5554998372415714e-38,2.1649892726584736e-22,1.3756347577621762e-19,1.0032982798404442e-36,2.0901150712434078e-36,3.0432176304770133e-34,3.0441292106951575e-34,1.059771673201804e-45,1.7796867767516486e-44,4.4727886597512805e-34,1.4898314075383118e-42,1.4898221804643637e-42,1.4925604987604697e-42,4.893964624447391e-28,1.1655268463477556e-30,9.3585881213013187e-36,1.8116149431663628e-35
0.005826785888544379,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282484634157,0.66999999899416252,1.9112387938303081e-11,6.3739449663222376e-17,2.7782067086652759e-16,5.8079954773506669e-28,7.9672544833815374e-28,1.8626597846029675e-33,1.2935386061811706e-31,1.1487232260374206e-28,2.4820595270706668e-35,3.2614705200990135e-11,9.5875768605229144e-10,4.6552907885876396e-10,6.3688553202253838e-16,1.3128749977489252e-12,3.7698363154146847e-12,2.8513591074532267e-16,2.6010549846891709e-17,1.0374738801026197e-19,4.7110852206079292e-21,8.5767825951885381e-22,1.0674034337398111e-20,1.1069172177751743e-21,9.3571848505917492e-19,7.8783437855383261e-24,1.056636521810371e-18,6.729556028067912e-24,8.5140391368624476e-23,6.0131690066560216e-21,6.0663449444160146e-21,2.6186284501314603e-26,2.5162518101031995e-23,4.2169689103524467e-28,5.9195094566753301e-26,1.059938533387686e-29,1.7626832200566358e-29,1.3908163591083413e-28,1.2177267715860866e-18,2.0903351691046883e-21,1.0769828653428525e-28,2.7548943168114291e-23,4.9652796893506301e-29,1.8116393306300248e-25,9.6197436296255336e-27,1.1987629752879121e-28,6.5417094656395361e-26,5.4935460631817039e-31,3.2914291318439486e-26,1.7544445336263491e-31,8.3959545178183675e-31,1.0289450356016573e-28,3.6333801954428893e-34,2.0859302433815146e-31,3.4963288320891833e-36,2.9757355901022635e-34,5.3424792712923186e-38,8.8750276028001625e-38,1.3729756890609886e-36,1.3729756886735035e-36,2.5231871776496709e-18,1.4231083500135597e-26,2.7388777267406109e-26,1.1608293890559608e-34,3.1270924756499369e-30,5.3873523843351756e-30,1.4487312413089468e-28,8.5177061129919892e-28,1.3181018736723391e-24,3.0862593557154899e-33,1.3190277428347659e-36,3.0413929338360062e-30,8.8621627176774582e-26,3.666851517072873e-37,6.1608613628544833e-36,5.6089896669616741e-43,1.1494640147539113e-38,1.6999411580889982e-38,2.1795478519297593e-22,1.3884483641344517e-19,1.0743309415242538e-36,2.2381545265170793e-36,3.2097432176684865e-34,3.2105743944908029e-34,1.1581806916361356e-45,1.9449530644886332e-44,4.8229744387313761e-34,1.6163528030062701e-42,1.6163526121185964e-42,1.6190591873400702e-42,5.0718494992251119e-28,1.2081035700496197e-30,9.868793341722533e-36,1.9106712583424975e-35
0.005868552376454659,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282484408893,0.66999999899136364,1.9296947793775756e-11,6.4659121813916451e-17,2.7782067081249456e-16,5.7939040702896138e-28,8.0618328431063465e-28,1.8941737701767349e-33,1.3186442393759876e-31,1.1652838104732523e-28,2.5423285246778795e-35,3.2535574482961242e-11,9.6108950726817536e-10,4.6677413163100146e-10,6.3981650642919434e-16,1.3191381823225482e-12,3.8156681975080092e-12,2.8941456786974627e-16,2.6193037207706896e-17,1.0503076182808393e-19,4.7692991818638851e-21,8.7053111108350834e-22,1.072315709043405e-20,1.1235295679780601e-21,9.5233587237468838e-19,8.0185489053273169e-24,1.0836824706644126e-18,6.9019867741954336e-24,8.7327481525954405e-23,6.2143629436071123e-21,6.2697291737611673e-21,2.7062733672887803e-26,2.6198592750140036e-23,4.3906041484426867e-28,6.2243665461396839e-26,1.1178706981413241e-29,1.8590186612032403e-29,1.4660768659933155e-28,1.2344750075374499e-18,2.1490038335211811e-21,1.116617265085989e-28,2.8683695456012157e-23,5.1698091515205677e-29,1.8723305729427729e-25,9.9416308746495335e-27,1.248149287072802e-28,6.8445127550470764e-26,5.7479252504227576e-31,3.4700173809264726e-26,1.8496676740251396e-31,8.852082677075464e-31,1.0930480479647196e-28,3.859780283965225e-34,2.2324325417129219e-31,3.7418887565624046e-36,3.2162167461765988e-34,5.7954046254512259e-38,9.6267907532569338e-38,1.4877548361161793e-36,1.4877548361816543e-36,2.5722373781307483e-18,1.4552892149596981e-26,2.8008350281125385e-26,1.2250899077275226e-34,3.3124566404424408e-30,5.7247442188874678e-30,1.5084093609404374e-28,8.8689821225845528e-28,1.3410355994981723e-24,3.2787727138819076e-33,1.4012028804605758e-36,3.207057326821038e-30,9.2891549840090518e-26,3.8964947223479429e-37,6.5467122103340762e-36,6.0872422678330759e-43,1.2523933118182296e-38,1.8566314359600524e-38,2.1948390498283435e-22,1.4007260828430703e-19,1.1498024627594018e-36,2.3954488534875976e-36,3.3850382151554826e-34,3.3860518364265741e-34,1.2649350230342838e-45,2.1242343395387851e-44,5.1976371457364389e-34,1.7525704074543384e-42,1.7525698483201581e-42,1.7563053674564828e-42,5.2572067247390449e-28,1.2525614065895935e-30,1.0402819152577812e-35,2.0151015873374757e-35
0.005910318864364939,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282484184711,0.66999999898857521,1.94819549585518e-11,6.5585344120316081e-17,2.7782067052314087e-16,5.7799512240565713e-28,8.1568367530315098e-28,1.9259867833256223e-33,1.3440509774200047e-31,1.1819645895388797e-28,2.6036121119470318e-35,3.2457221865884169e-11,9.6340960764433913e-10,4.6801317232837971e-10,6.4261900649230677e-16,1.3253862271731589e-12,3.8617226552264657e-12,2.935134128330793e-16,2.6400336718634129e-17,1.0625026445427388e-19,4.8246294046435516e-21,8.8285251107343481e-22,1.0770128132864937e-20,1.1395060676953109e-21,9.6911045434756881e-19,8.1600881458319235e-24,1.1112038998276534e-18,7.0774521865145961e-24,8.9553163390195692e-23,6.420688041324651e-21,6.4783174397568905e-21,2.7961544840108862e-26,2.7269108254882133e-23,4.5700113194842453e-28,6.5424993140456323e-26,1.1777827955599366e-29,1.9586727082062936e-29,1.5448168003773788e-28,1.2513178937217899e-18,2.2088204328603881e-21,1.1565916014438237e-28,2.9856192708743473e-23,5.3811420766194262e-29,1.9345716320173897e-25,1.0271727943313842e-26,1.2991786192757412e-28,7.1588390762501298e-26,6.0119898018534176e-31,3.6568324256400222e-26,1.949278709918619e-31,9.3292495474311803e-31,1.1606195786221625e-28,4.0984329406298958e-34,2.3880219788177063e-31,4.0026801144976451e-36,3.4741483947662325e-34,6.2723036568074072e-38,1.0419439864599995e-37,1.6111720927985498e-36,1.6111720923522813e-36,2.6218817464960281e-18,1.4868422532279431e-26,2.861578876232248e-26,1.2917390677569399e-34,3.507300997028972e-30,6.0805905716318986e-30,1.5700721607562268e-28,9.2319538771122401e-28,1.3631457657849364e-24,3.4817157824743032e-33,1.4878243946465348e-36,3.3803833071203257e-30,9.7332865402640389e-26,4.1386989330557768e-37,6.9536703551049998e-36,6.5930610003375937e-43,1.3636736991222253e-38,2.0264692221996416e-38,2.2122089815618437e-22,1.4143385681754579e-19,1.2299563623422763e-36,2.5625059941762435e-36,3.5660370514509e-34,3.567533695538194e-34,1.380646937761529e-45,2.3185609928542993e-44,5.5983038598467714e-34,1.8956313404585876e-42,1.8956053389290702e-42,1.9008367096306246e-42,5.4467297975073882e-28,1.2973998420220309e-30,1.0961533894319922e-35,2.123100148422894e-35
0.00595208535227522,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282483961617,0.6699999989857971,1.9667407160071414e-11,6.651804730548189e-17,2.7782067016271925e-16,5.7661345645621862e-28,8.2522603547497346e-28,1.9581162033773368e-33,1.3697549807933797e-31,1.1987660567034793e-28,2.6658956189537737e-35,3.2379634012395655e-11,9.6571812229013447e-10,4.6924627444493685e-10,6.4534988542065342e-16,1.33161928117536e-12,3.9079991293075667e-12,2.9741015873736448e-16,2.6599995604461761e-17,1.0742557457845103e-19,4.8781190732407738e-21,8.9460943024948448e-22,1.0815897250333846e-20,1.154677309280882e-21,9.8602868040685524e-19,8.302848122791402e-24,1.1392051926994284e-18,7.2559804604965616e-24,9.1817801270583593e-23,6.6322337053810799e-21,6.6922009863378127e-21,2.8883107891549966e-26,2.8374931358261722e-23,4.7553356808625785e-28,6.8743797196031244e-26,1.2389264830215256e-29,2.0603917085847149e-29,1.6271323228964042e-28,1.26825514684929e-18,2.2697972768134628e-21,1.1956914276418826e-28,3.1067385917206804e-23,5.5994498855470624e-29,1.9983895472459486e-25,1.0610177893884383e-26,1.351892375736285e-28,7.4850290763372211e-26,6.2860262718980115e-31,3.8521830335577317e-26,2.0534423795749998e-31,9.8282457708207265e-31,1.2318172145271268e-28,4.3498949609647244e-34,2.5531814947361556e-31,4.2795123882570568e-36,3.7506405837819369e-34,6.7685753871138613e-38,1.1245792983500064e-37,1.7438036355128624e-36,1.7438036334172692e-36,2.672123158071193e-18,1.5165087941106101e-26,2.9186329660042596e-26,1.3600916330143998e-34,3.7119005077891302e-30,6.4556160465229017e-30,1.6337696099718801e-28,9.6069161930857746e-28,1.3839826315054011e-24,3.6955630156370645e-33,1.5790942999926429e-36,3.5616595789150572e-30,1.0195103410503422e-25,4.3939574017817705e-37,7.3825661406225936e-36,7.1226876406822342e-43,1.4837714248944814e-38,2.2102995935037568e-38,2.2289401131111269e-22,1.4302542571870963e-19,1.3150415445768047e-36,2.7398451286948199e-36,3.751264236811723e-34,3.7527463766971693e-34,1.5058922344996504e-45,2.5289011795030649e-44,6.0265408184095213e-34,2.0469627896302823e-42,2.046919101404456e-42,2.0512748816353188e-42,5.6352473870445317e-28,1.3412622858805039e-30,1.1545619739415109e-35,2.233317621828032e-35
0.0059938518401855,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282483739595,0.66999999898302887,1.9853301941154123e-11,6.7457072105867934e-17,2.7782067029554385e-16,5.7524519022297569e-28,8.3481093166498974e-28,1.9905567288264737e-33,1.395764118057913e-31,1.2156776734660299e-28,2.7291949335266378e-35,3.2302798595727426e-11,9.6801518272314348e-10,4.7047350960229916e-10,6.4831717149873679e-16,1.3378374896577392e-12,3.954496459699684e-12,3.0169121254786148e-16,2.6734608424833961e-17,1.0874279264172533e-19,4.9381247249384426e-21,9.0752857975473212e-22,1.0865624061371092e-20,1.1711779985099052e-21,1.0030968918134966e-18,8.446882021445544e-24,1.1676905718015595e-18,7.4375986443825474e-24,9.4121743425164307e-23,6.8490905501510853e-21,6.9114723152900791e-21,2.9827818000234094e-26,2.9516952471027438e-23,4.9467264564442297e-28,7.2204914184412019e-26,1.3035085994531632e-29,2.1677747617150865e-29,1.7131535375946853e-28,1.2852864849114479e-18,2.3319465993809479e-21,1.2364204615549147e-28,3.2318252095608688e-23,5.8249086902367521e-29,2.0638117259637574e-25,1.0957125719514883e-26,1.4063330935268384e-28,7.8234348783542595e-26,6.5703308831636632e-31,4.0563924678703538e-26,2.1623311577430237e-31,1.0349899157402685e-30,1.3068079974205677e-28,4.6147565550606161e-34,2.7284291615631868e-31,4.5732539470514042e-36,4.0468847510644494e-34,7.315142484907165e-38,1.2154094351412281e-37,1.8862706393830981e-36,1.8862706373445637e-36,2.722964474427181e-18,1.5476948801302909e-26,2.9785840859924235e-26,1.4321797376859265e-34,3.9266513791333037e-30,6.8506948919824592e-30,1.6995530429875596e-28,9.9941719522282585e-28,1.4065478913373563e-24,3.9208173705942049e-33,1.6752267314316666e-36,3.7511884571118308e-30,1.067517234713505e-25,4.6628650517408264e-37,7.8343957922086815e-36,7.7034567710616819e-43,1.6133475784025657e-38,2.4092034959932576e-38,2.240222520692212e-22,1.4442078036813887e-19,1.4053250249496409e-36,2.9280232305389784e-36,3.9479945157392695e-34,3.9483565157773647e-34,1.6414072147258771e-45,2.756487287557338e-44,6.4840463593530695e-34,2.2161126436518212e-42,2.2161203905049391e-42,2.216930383655497e-42,5.8273775342829841e-28,1.3869575107124327e-30,1.2156000152061855e-35,2.3497346807834009e-35
0.00603561832809578,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282483518633,0.66999999898027074,2.003963701179439e-11,6.8402444886438065e-17,2.7782067090259209e-16,5.7389009709651464e-28,8.4443982380216569e-28,2.023260160048082e-33,1.4220981510424356e-31,1.2326907542704332e-28,2.7935850826752936e-35,3.2226702877130861e-11,9.7030091850847488e-10,4.7169494850350783e-10,6.5156562367080374e-16,1.3440409966621869e-12,4.0012136289591749e-12,3.0680142426525783e-16,2.6850341035161891e-17,1.1027824040670243e-19,5.0076874333611539e-21,9.2284175909398926e-22,1.0920064635270599e-20,1.1908475787054909e-21,1.0203541556640442e-18,8.5925172873958985e-24,1.1966647730048216e-18,7.6223365544242369e-24,9.6465359697111404e-23,7.0713495837564311e-21,7.1362243318398032e-21,3.0796072052727928e-26,3.0696067133031663e-23,5.144333729682568e-28,7.581319218936333e-26,1.3750938992493455e-29,2.2867116010140329e-29,1.8030852542860918e-28,1.3024116220850057e-18,2.3952807582563228e-21,1.2834523030857352e-28,3.3609773912339696e-23,6.0576956218393405e-29,2.1308656928243246e-25,1.1312717042762388e-26,1.4625435559176176e-28,8.1744110891311473e-26,6.8652019509475604e-31,4.2697871768941229e-26,2.2761192191316488e-31,1.0895045684740974e-30,1.385761077827534e-28,4.8936153858648866e-34,2.9142909865968678e-31,4.8847864607420658e-36,4.3641045025147756e-34,7.950072924902934e-38,1.320424452477439e-37,2.0392184157090183e-36,2.0392184178497779e-36,2.7744085517987885e-18,1.5857319285661893e-26,3.0518419528326434e-26,1.5113349069244749e-34,4.1522774221518564e-30,7.2670404267824572e-30,1.7674740899937055e-28,1.0394025782750726e-27,1.4339298971605766e-24,4.1579881623054053e-33,1.7764385272003781e-36,3.9492752477917436e-30,1.1174064610616636e-25,4.9462475071226174e-37,8.3105407378172882e-36,8.3694324946189918e-43,1.7534101425026858e-38,2.6246258432306862e-38,2.2499201603500695e-22,1.4511039225490966e-19,1.5010779097873537e-36,3.1276058100933234e-36,4.1653295845871675e-34,4.1651635461163105e-34,1.7881761170550293e-45,3.0029669362316348e-44,6.9725490825141046e-34,2.4075376089284501e-42,2.4076221213098431e-42,2.4092561440759814e-42,6.038175686636006e-28,1.4397155221407936e-30,1.2794129020209767e-35,2.4787803375239706e-35
