Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),O(29),CHOX(53),CO2X(24),acetyl(44),C2H6X(52),C2H4X(215),HOCO(73),C2H4X(70),CHO2(74),S(216)
2.5075541136452322e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433241821300838,0.08766776933609831,0.0106458211605285,5.546025313651596e-05,0.0006369351906324477,0.04399020248741851,0.022310550733895127,5.04483332981256e-05,1.0205107625461921e-10,0.00208954957656538,5.6902684740424653e-11,0.0005060977748545579,2.8717319905123705e-09,7.174542096611695e-06,2.053436093461056e-09,1.2359856977062215e-10,1.512062204244587e-05,1.4846807753487209e-05,0.006304291119550925,0.0012498200786329283,0.0004915580451527067,1.6621847088877963e-07,5.5341710385512546e-09,5.936398993183875e-09,1.2029520843463498e-11,3.2881760711375955e-07,4.025211263046043e-05,1.3261084615320105e-05,0.0008814803048217684,2.349528923297144e-05,6.482714497218886e-09,2.865665839421329e-08,6.919898367854115e-08,7.43080540763298e-06,6.949262475675376e-10,6.31904944948479e-10,1.1666011554646993e-10,1.3932904659185797e-07,1.6859415767224114e-06,2.1399988697285507e-12,4.194229273544466e-12,1.1950737957285742e-13,3.161861155032014e-19
2.5099224666072115e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433298675529767,0.08764870868792697,0.010638080003062626,5.5502311865286333e-05,0.0006373991195202385,0.04403018504903806,0.022331106720433147,5.0425837518652547e-05,1.023257806131384e-10,0.0020890818774058025,5.688397164009236e-11,0.000506182816961421,2.87142619120648e-09,7.169650354034533e-06,2.055673423800027e-09,1.2370017983763522e-10,1.510923377567836e-05,1.4861390201085588e-05,0.0063030005159389725,0.0012442072890493348,0.000491769649559529,1.6554113370409356e-07,5.5289090410902236e-09,5.934631371006281e-09,1.2077768274132138e-11,3.3041237268432854e-07,4.0430516886873476e-05,1.3273213824243242e-05,0.0008822934965806604,2.3518366621727223e-05,6.481346605211913e-09,2.8677703872465275e-08,6.926362909605202e-08,7.426630810107533e-06,6.958523588834869e-10,6.296924119530808e-10,1.167414654038406e-10,1.3926870674642033e-07,1.6876438383634774e-06,2.1419815932198294e-12,4.198402663039197e-12,1.1961810555443079e-13,3.1673669555363137e-19
2.512290819569191e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433355528269863,0.08762965355197645,0.010630344251965587,5.554415526408571e-05,0.0006378615634154097,0.044070157536169406,0.022351655363194885,5.040334879603856e-05,1.0260090624109759e-10,0.002088614244672928,5.6865262629232083e-11,0.0005062678055075773,2.8711204510607583e-09,7.164753945381135e-06,2.0579104957169574e-09,1.2380170978084071e-10,1.509784466181436e-05,1.487596589893616e-05,0.0063017102761676975,0.001238592955748466,0.0004919811226538879,1.64862921915546e-07,5.523651829967764e-09,5.9328639892205e-09,1.2126461017632814e-11,3.3202161152943016e-07,4.0610554344286416e-05,1.3285338841431908e-05,0.0008831065066103231,2.3541433328735155e-05,6.4799788799015045e-09,2.8698683079439735e-08,6.932825334746578e-08,7.422457290377804e-06,6.967785880800091e-10,6.274738384235106e-10,1.1682273247729173e-10,1.3920838472963553e-07,1.6893453683560686e-06,2.143956323840949e-12,4.202574249929598e-12,1.1972838517230117e-13,3.1728637263677557e-19
2.51465917253117e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433412379002379,0.08761060392772545,0.010622613903651417,5.558578284069858e-05,0.0006383225198921493,0.04411011995277635,0.022372196641840873,5.03808671521516e-05,1.0287645318563551e-10,0.0020881466787527267,5.684655774751466e-11,0.000506352740578317,2.8708147711991636e-09,7.1598528999381154e-06,2.0601473067518156e-09,1.239031595643431e-10,1.508645472193423e-05,1.4890534848558578e-05,0.006300420399540701,0.0012329771096117324,0.0004921924645700265,1.6418384006537645e-07,5.518399402070565e-09,5.9310968510500245e-09,1.2175604958945935e-11,3.336455143096654e-07,4.0792246411682886e-05,1.3297459649811927e-05,0.0008839193348793145,2.3564489356399993e-05,6.478611321736511e-09,2.871959590225932e-08,6.939285636063701e-08,7.4182848510125894e-06,6.977049337368924e-10,6.252492396019344e-10,1.169039167181787e-10,1.391480805866252e-07,1.691046166660885e-06,2.1459230382531346e-12,4.20674403407525e-12,1.198382171230973e-13,3.178351400295619e-19
2.5170275254931494e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44334692272016507,0.08759155981465166,0.01061488895453811,5.5627194104461645e-05,0.0006387819865352678,0.04415007230283187,0.022392730535674015,5.035839260874507e-05,1.0315242149302182e-10,0.0020876791800306504,5.6827857034386974e-11,0.0005064376222589048,2.8705091527411318e-09,7.154947246903586e-06,2.0623838544121e-09,1.2400452915124892e-10,1.5075063977191274e-05,1.4905097051481976e-05,0.006299130885353569,0.0012273597818568116,0.0004924036754409713,1.635038927464871e-07,5.51315175428525e-09,5.929329959736744e-09,1.2225206083347004e-11,3.3528427492636236e-07,4.09756148610427e-05,1.3309576232001192e-05,0.0008847319813546502,2.358753470714148e-05,6.477243931154814e-09,2.8740442228472867e-08,6.945743806216973e-08,7.4141134945734785e-06,6.986313944171409e-10,6.230186309546581e-10,1.1698501807612665e-10,1.390877943620098e-07,1.6927462332368546e-06,2.1478817131710443e-12,4.210912015329953e-12,1.19947600106432e-13,3.183829910104408e-19
2.5193958784551286e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44335260723349573,0.08757252121223184,0.01060716940104765,5.5668388566284186e-05,0.0006392399609403087,0.04419001459031816,0.02241325702363208,5.033592518745918e-05,1.0342881120865064e-10,0.002087211748891662,5.68091605290744e-11,0.0005065224506345813,2.8702035968016472e-09,7.150037015387623e-06,2.064620136172145e-09,1.2410581850364644e-10,1.506367244881401e-05,1.491965250924494e-05,0.006297841732893697,0.0012217410040449165,0.0004926147553985192,1.6282308460349614e-07,5.507908883498459e-09,5.9275633185414635e-09,1.2275270478469462e-11,3.369380905880121e-07,4.1160681834758805e-05,1.3321688570303072e-05,0.0008855444460017703,2.3610569383394318e-05,6.475876708583211e-09,2.8761221946059542e-08,6.95219983773912e-08,7.409943223614892e-06,6.995579686665985e-10,6.207820281764677e-10,1.1706603649899485e-10,1.390275260999085e-07,1.6944455680410758e-06,2.1498323253636207e-12,4.215078193541539e-12,1.2005653282494955e-13,3.18929918859556e-19
2.521764231417108e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433582913862367,0.0875534881199419,0.010599455239606032,5.5709365738668787e-05,0.0006396964407136635,0.04422994681922655,0.022433776084280113,5.03134649098225e-05,1.0370562237703408e-10,0.0020867443857202684,5.679046827058345e-11,0.0005066072257905665,2.8698981044913157e-09,7.1451222344127485e-06,2.066856149472399e-09,1.24207027582585e-10,1.5052280158108471e-05,1.4934201223395497e-05,0.006296552941440132,0.0012161208080882255,0.0004928257045732202,1.6214142033381554e-07,5.502670786596963e-09,5.925796930744473e-09,1.2325804336415995e-11,3.386071618782683e-07,4.134746985322837e-05,1.3333796646699692e-05,0.0008863567287845034,2.3633593387608143e-05,6.4745096544373195e-09,2.878193494343314e-08,6.958653723032568e-08,7.4057740406841334e-06,7.004846550135636e-10,6.18539447195082e-10,1.1714697193284075e-10,1.389672758439391e-07,1.6961441710287582e-06,2.1517748516549616e-12,4.219242568551699e-12,1.2016501398437466e-13,3.194759168589201e-19
2.524132584379087e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433639751236589,0.08753446053725698,0.010591746466643265,5.5750125135732464e-05,0.0006401514234726874,0.04426986899355762,0.022454287695802655,5.0291011797253295e-05,1.0398285504179564e-10,0.0020862770909005454,5.6771780297704236e-11,0.0005066919478120634,2.8695926769164437e-09,7.1402029329144024e-06,2.0690918917186976e-09,1.2430815634805444e-10,1.5040887126460531e-05,1.4948743195491095e-05,0.006295264510263398,0.001210499226257495,0.000493036523094362,1.6145890468875355e-07,5.497437460467744e-09,5.924030799646096e-09,1.237681395592045e-11,3.4029169282556144e-07,4.153600182262306e-05,1.3345900442845056e-05,0.0008871688296650313,2.3656606722247538e-05,6.4731427691214415e-09,2.880258110944647e-08,6.965105454366729e-08,7.401605948321437e-06,7.014114519683937e-10,6.16290904175706e-10,1.1722782432188291e-10,1.3890704363721742e-07,1.697842042153163e-06,2.1537092689252075e-12,4.2234051401958076e-12,1.2027304229356165e-13,3.2002097829259206e-19
2.5265009373410665e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433696583902814,0.08751543846365155,0.010584043078593404,5.579066627322831e-05,0.0006406049068458189,0.04430978111732121,0.02247479183599572,5.0268565871061076e-05,1.0426050924566314e-10,0.002085809864816177,5.675309664901302e-11,0.00050677661678426,2.8692873151791146e-09,7.135279139741425e-06,2.0713273602815205e-09,1.2440920475896287e-10,1.5029493375338334e-05,1.4963278427098618e-05,0.0062939764386253285,0.0012048762911898475,0.0004932472110899542,1.6077554247464462e-07,5.492208901998108e-09,5.922264928567262e-09,1.2428305744561024e-11,3.4199189097436236e-07,4.1726301042842774e-05,1.3357999940057941e-05,0.0008879807486038522,2.367960938979198e-05,6.471776053028462e-09,2.8823160333395795e-08,6.971555023875194e-08,7.39743894906002e-06,7.023383580231031e-10,6.140364155256935e-10,1.1730859360846306e-10,1.3884682952235737e-07,1.6995391813655395e-06,2.1556355541114477e-12,4.2275659083027365e-12,1.2038061646454527e-13,3.2056509644685847e-19
2.5288692903030458e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433753411298555,0.08749642189859944,0.010576345071894557,5.583098866856738e-05,0.0006410568884726996,0.04434968319453633,0.022495288482258652,5.024612715244793e-05,1.0453858503046186e-10,0.0020853427078504827,5.6734417362874724e-11,0.0005068612327923336,2.868982020377262e-09,7.130350883656528e-06,2.0735625524952172e-09,1.2451017277311514e-10,1.5018098926294703e-05,1.4977806919794349e-05,0.006292688725778878,0.0011992520358967466,0.0004934577686867099,1.6009133855400636e-07,5.486985108075772e-09,5.920499320850108e-09,1.2480286221026163e-11,3.437079674581375e-07,4.191839121565771e-05,1.337009511931469e-05,0.0008887924855597434,2.3702601392735837e-05,6.470409506539714e-09,2.8843672505025357e-08,6.978002423552912e-08,7.3932730454261325e-06,7.032653716509458e-10,6.117759978993347e-10,1.1738927973300737e-10,1.3878663354147013e-07,1.7012355886150665e-06,2.15755368420864e-12,4.231724872694668e-12,1.2048773521259197e-13,3.2110826461041703e-19
2.531237643265025e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433810232853492,0.08747741084157402,0.01056865244298891,5.587109184084125e-05,0.0006415073660042985,0.04438957522923132,0.02251577761158574,5.022369566251007e-05,1.0481708243710744e-10,0.0020848756203864483,5.6715742477445486e-11,0.0005069457959214534,2.8686767936047435e-09,7.125418193336795e-06,2.0757974656572235e-09,1.2461106034719026e-10,1.5006703800969667e-05,1.4992328675163983e-05,0.006291401370967959,0.0011936264937721615,0.0004936681960100305,1.594062978467231e-07,5.481766075588969e-09,5.918733979858563e-09,1.253276201743492e-11,3.454401370740471e-07,4.2112296453043895e-05,1.3382185961241807e-05,0.0008896040404897225,2.3725582733588374e-05,6.469043130024864e-09,2.886411751453206e-08,6.984447645253285e-08,7.389108239939094e-06,7.041924913059956e-10,6.095096682027377e-10,1.1746988263398661e-10,1.3872645573616383e-07,1.7029312638487842e-06,2.1594636362705477e-12,4.235882033186908e-12,1.205943972562524e-13,3.216504760745635e-19
2.5336059962270043e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433867047989291,0.08745840529204822,0.010560965188322752,5.591097531084478e-05,0.0006419563371030378,0.04442945722544375,0.02253625920055766,5.020127142223926e-05,1.0509600150559841e-10,0.002084408602806765,5.669707203067512e-11,0.0005070303062567834,2.868371635951426e-09,7.120481097374155e-06,2.078032097027262e-09,1.2471186743671828e-10,1.4995308021093025e-05,1.5006843694802615e-05,0.006290114373427231,0.0011879996986009227,0.0004938784931839858,1.5872042533125943e-07,5.47655180142656e-09,5.916968908978981e-09,1.2585739881712807e-11,3.47188618359426e-07,4.2308041285717014e-05,1.3394272446108335e-05,0.0008904154133490084,2.374855341487373e-05,6.467676923841785e-09,2.8884495252570142e-08,6.990890680685158e-08,7.384944535111365e-06,7.051197154227068e-10,6.072374435988564e-10,1.1755040224787567e-10,1.3866629614754263e-07,1.704626207011532e-06,2.1613653874107007e-12,4.240037389587685e-12,1.2070060131741478e-13,3.2219172413338327e-19
2.5359743491889836e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433923856119443,0.0874394052494946,0.010553283304346467,5.595063860109956e-05,0.0006424037994429221,0.044469329187220574,0.02255673322533272,5.01788544525242e-05,1.0537534227500876e-10,0.0020839416554938577,5.667840606030972e-11,0.0005071147638834865,2.8680665485032565e-09,7.115539624275875e-06,2.080266443826521e-09,1.248125939960569e-10,1.4983911608486935e-05,1.5021351980314728e-05,0.006288827732381929,0.001182371684567282,0.0004940886603312976,1.5803372604590178e-07,5.471342282478116e-09,5.9152041116207495e-09,1.2639226680024933e-11,3.489536336700993e-07,4.25056506718699e-05,1.3406354553818093e-05,0.0008912266040909811,2.3771513439130902e-05,6.466310888336408e-09,2.890480561025598e-08,6.997331521409788e-08,7.380781933448579e-06,7.060470424154731e-10,6.04959341512618e-10,1.1763083850911203e-10,1.3860615481620594e-07,1.70632041804588e-06,2.163258914803372e-12,4.244190941697956e-12,1.2080634612135968e-13,3.2273200208394364e-19
2.538342702150963e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433980656649088,0.08742041071338556,0.010545606787514586,5.599008123587764e-05,0.0006428497507096685,0.044509191118617994,0.022577199661637862,5.0156444774152044e-05,1.0565510478348016e-10,0.0020834747788299204,5.6659744603894104e-11,0.0005071991688867283,2.86776153234234e-09,7.110593802465052e-06,2.082500503236809e-09,1.2491323997836752e-10,1.497251458506858e-05,1.5035853533314186e-05,0.006287541447047663,0.001176742486263676,0.0004942986975733202,1.573462050900316e-07,5.466137515634037e-09,5.9134395912169426e-09,1.2693229399267556e-11,3.507354092605727e-07,4.2705150006118934e-05,1.3418432263901728e-05,0.00089203761266714,2.3794462808913737e-05,6.464945023842605e-09,2.8925048479173078e-08,7.003770158837717e-08,7.3766204374496095e-06,7.069744706781689e-10,6.026753796361852e-10,1.177111913500528e-10,1.3854603178224796e-07,1.7080138968920614e-06,2.1651441956845735e-12,4.248342689311197e-12,1.209116303968156e-13,3.232713032264923e-19
2.540711055112942e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434037448974828,0.08740142168319325,0.010537935634285801,5.602930274122592e-05,0.0006432941886008415,0.04454904302370161,0.02259765848475948,5.013404240780992e-05,1.0593528906821419e-10,0.0020830079731969497,5.6641087698774366e-11,0.0005072835213516786,2.8674565885470215e-09,7.1056436602811105e-06,2.0847342723996943e-09,1.2501380533559044e-10,1.4961116972852912e-05,1.505034835542426e-05,0.006286255516630217,0.0011711121386996947,0.0004945086050300208,1.5665786762542686e-07,5.460937497785659e-09,5.911675351224974e-09,1.2747755149620141e-11,3.525341753661607e-07,4.290656512866489e-05,1.3430505555508508e-05,0.0008928484390270629,2.381740152679096e-05,6.463579330682019e-09,2.894522375137693e-08,7.010206584225556e-08,7.372460049606603e-06,7.079019985836837e-10,6.003855759343533e-10,1.1779146070093137e-10,1.3848592708525608e-07,1.7097066434879034e-06,2.1670212073530674e-12,4.252492632213193e-12,1.2101645287601548e-13,3.238096208646577e-19
2.5430794080749214e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44340942324845556,0.08738243815838982,0.010530269841122968,5.6068302644990814e-05,0.0006437371108259894,0.044588884906546396,0.022618109669534005,5.011164737408627e-05,1.0621589516546427e-10,0.002082541238976778,5.662243538210043e-11,0.0005073678213635175,2.867151718191962e-09,7.100689225980299e-06,2.086967748415624e-09,1.2511429001842e-10,1.4949718793955431e-05,1.5064836448277581e-05,0.006284969940325344,0.0011654806773112756,0.0004947183828199608,1.5596871887759773e-07,5.455742225825336e-09,5.909911395127258e-09,1.2802811167159044e-11,3.5435016628708997e-07,4.3109922334673985e-05,1.3442574407397973e-05,0.0008936590831183611,2.384032959534612e-05,6.4622138091639375e-09,2.896533131940028e-08,7.016640788672736e-08,7.3683007724050495e-06,7.088296244834407e-10,5.980899486500683e-10,1.1787164648981255e-10,1.3842584076431017e-07,1.7113986577687558e-06,2.1688899271714117e-12,4.2566407701818324e-12,1.2112081229475476e-13,3.2434694830565277e-19
2.5454477610369007e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434151006557252,0.08736346013844756,0.01052260940449314,5.6107080476843664e-05,0.0006441785151067837,0.04462871677123674,0.022638553190338282,5.0089259693472375e-05,1.0649692311052734e-10,0.0020820745765511134,5.6603787690828515e-11,0.000507452069007437,2.8668469223482175e-09,7.09573052773619e-06,2.0892009283430195e-09,1.2521469397627872e-10,1.493832007059503e-05,1.5079317813516173e-05,0.006283684717318559,0.001159848137970112,0.0004949280310602751,1.5527876413715363e-07,5.4505516966465756e-09,5.908147726431921e-09,1.2858404816534742e-11,3.561836204746405e-07,4.33152483838848e-05,1.3454638797931374e-05,0.0008944695448866371,2.386324701717764e-05,6.460848459585144e-09,2.898537107625823e-08,7.023072763118126e-08,7.364142608323824e-06,7.097573467069095e-10,5.957885163100843e-10,1.1795174864254704e-10,1.3836577285798143e-07,1.713089939667417e-06,2.1707503325670062e-12,4.26078710298688e-12,1.2122470739245025e-13,3.2488327886048415e-19
2.54781611399888e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434207770562805,0.08734448762283878,0.010514954320867593,5.614563576830647e-05,0.0006446183991771617,0.044668538621866455,0.022658989021079642,5.006687938636383e-05,1.0677837293773552e-10,0.0020816079863015717,5.658514466172372e-11,0.0005075362643686456,2.866542202083318e-09,7.090767593640186e-06,2.0914338091973497e-09,1.2531501715729124e-10,1.4926920825096892e-05,1.5093792452791448e-05,0.006282399846784925,0.0011542145569932863,0.0004951375498666511,1.5458800876120295e-07,5.4453659071441324e-09,5.906384348673471e-09,1.2914543593714217e-11,3.580347806193733e-07,4.352257051044711e-05,1.3466698705062858e-05,0.0008952798242754373,2.3886153794898767e-05,6.459483282229751e-09,2.9005342915453556e-08,7.029502498336597e-08,7.359985559835244e-06,7.106851635610994e-10,5.934812977307716e-10,1.1803176708272424e-10,1.383057234043306e-07,1.714780489114062e-06,2.172602401033175e-12,4.264931630389763e-12,1.2132813691220044e-13,3.2541860584416293e-19
2.5501844669608593e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44342645238618067,0.0873255206110361,0.010507304586721848,5.618396805277827e-05,0.0006450567607834718,0.04470835046253883,0.02267941713518587,5.004450647306201e-05,1.0706024468044734e-10,0.0020811414686097113,5.656650633136248e-11,0.0005076204075323725,2.8662375584613503e-09,7.085800451702024e-06,2.093666387950184e-09,1.2541525950825715e-10,1.4915521079895496e-05,1.5108260367764189e-05,0.006281115327888836,0.0011485799711531501,0.0004953469393533085,1.538964581747887e-07,5.440184854214115e-09,5.904621265413538e-09,1.2971235128790322e-11,3.59903893741504e-07,4.3731916432998903e-05,1.347875410633049e-05,0.0008960899212262074,2.3909049931137625e-05,6.458118277369035e-09,2.9025246730982167e-08,7.03592998493552e-08,7.355829629405121e-06,7.116130733300472e-10,5.911683120240474e-10,1.1811170173162444e-10,1.3824569244090693e-07,1.716470306036164e-06,2.174446110130269e-12,4.269074352143325e-12,1.2143109960084693e-13,3.2595292257592114e-19
2.5525528199228386e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434321265805351,0.08730655910251257,0.010499660198535678,5.622207686556207e-05,0.000645493597684622,0.04474815229736665,0.022699837505594803,5.0022140973775564e-05,1.0734253837103906e-10,0.0020806750238570727,5.654787273613516e-11,0.0005077044985838706,2.8659329925430375e-09,7.080829129850293e-06,2.0958986615282273e-09,1.2551542097462392e-10,1.4904120857537623e-05,1.5122721560104578e-05,0.0062798311597837865,0.0011429444176874269,0.0004955561996329758,1.5320411787235786e-07,5.435008534754099e-09,5.9028584802415995e-09,1.3028487188859632e-11,3.617912112834723e-07,4.394331436498749e-05,1.349080497884702e-05,0.000896899835678244,2.3931935428537173e-05,6.4567534452612844e-09,2.904508241733859e-08,7.042355213351149e-08,7.351674819492818e-06,7.12541074274286e-10,5.888495786034761e-10,1.1819155250816975e-10,1.3818568000474656e-07,1.7181593903584199e-06,2.176281437486786e-12,4.2732152679916145e-12,1.2153359420903702e-13,3.2648622237943105e-19
2.554921172884818e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434377995734829,0.08728760309674162,0.010492021152793152,5.625996174389221e-05,0.0006459289076522313,0.04478794413047225,0.022720250104743732,4.9999782908621864e-05,1.0762525404089543e-10,0.0020802086524252168,5.652924391224853e-11,0.0005077885376084207,2.8656285053858194e-09,7.075853655932942e-06,2.0981306268123158e-09,1.2561550150045852e-10,1.4892720180685489e-05,1.513717603149218e-05,0.006278547341612149,0.0011373079343095739,0.0004957653308168697,1.5251099341926673e-07,5.429836945663244e-09,5.901095996775734e-09,1.3086307680971283e-11,3.636969892047802e-07,4.4156793025241824e-05,1.3502851299290406e-05,0.0008977095675686461,2.3954810289755243e-05,6.455388786151625e-09,2.9064849869521607e-08,7.048778173844925e-08,7.347521132551299e-06,7.134691646303067e-10,5.865251171905007e-10,1.182713193288735e-10,1.3812568613237076e-07,1.719847742002667e-06,2.178108360800511e-12,4.277354377669628e-12,1.2163561949128751e-13,3.270184985830289e-19
2.557289525846797e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44344347129817124,0.08726865259319733,0.01048438744598265,5.629762222696247e-05,0.0006463626884707855,0.044827725965987504,0.022740654904558524,4.997743229762858e-05,1.0790839172040054e-10,0.0020797423546957566,5.651061989572841e-11,0.0005078725246913358,2.865324098043936e-09,7.0708740577178e-06,2.1003622806364044e-09,1.2571550102841894e-10,1.4881319072119913e-05,1.5151623783615955e-05,0.006277263872504927,0.0011316705592193893,0.0004959743330146712,1.5181709045332586e-07,5.424670083842399e-09,5.899333818663374e-09,1.3144704655147779e-11,3.6562148807914005e-07,4.437238164880207e-05,1.351489304389414e-05,0.0008985191168322652,2.3977674517464538e-05,6.454024300271832e-09,2.9084548983040085e-08,7.055198856499693e-08,7.343368571027192e-06,7.1439734261e-10,5.841949478208504e-10,1.1835100210778872e-10,1.3806571085978412e-07,1.721535360887806e-06,2.179926857839694e-12,4.2814916809030665e-12,1.2173717420605043e-13,3.2754974451994374e-19
2.5596578788087764e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44344914168673455,0.0872497075913545,0.01047675907459688,5.63350578559546e-05,0.0006467949379377935,0.04486749780805394,0.022761051876442534,4.995508916073506e-05,1.081919514389283e-10,0.002079276131050404,5.6492000722422067e-11,0.0005079564599179647,2.86501977156851e-09,7.0658903628931e-06,2.1025936197865227e-09,1.258154194997244e-10,1.4869917554743564e-05,1.5166064818174284e-05,0.0062759807515815344,0.0011260323311138825,0.0004961832063345022,1.5112241468637916e-07,5.419507946194216e-09,5.897571949582131e-09,1.3203686307480423e-11,3.6756497319401293e-07,4.459010999801375e-05,1.3526930188437319e-05,0.0008993284834016544,2.400052811435264e-05,6.452659987840174e-09,2.9104179653918757e-08,7.06161725121584e-08,7.339217137360835e-06,7.153256064000897e-10,5.818590908510788e-10,1.184306007564556e-10,1.3800575422247265e-07,1.723222246929714e-06,2.1817369064442303e-12,4.285627177408105e-12,1.21838257115779e-13,3.2807995352852797e-19
2.5620262317707557e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434548106702707,0.08723076809068869,0.010469136035132928,5.63722681740676e-05,0.0006472256538639503,0.0449072596608227,0.022781440991265164,4.9932753517793906e-05,1.0847593322483267e-10,0.0020788099818710016,5.6473386428000816e-11,0.0005080403433736971,2.864715527007627e-09,7.060902599068002e-06,2.104824640999709e-09,1.2591525685412583e-10,1.4858515651584299e-05,1.518049913687493e-05,0.0062746979779495305,0.0011203932891984075,0.0004963919508829005,1.504269719059244e-07,5.41435052962328e-09,5.895810393240551e-09,1.3263260983301435e-11,3.695277146525911e-07,4.4810008373893206e-05,1.3538962708234417e-05,0.0009001376672070163,2.4023371083122025e-05,6.45129584906119e-09,2.9123741778704192e-08,7.068033347707298e-08,7.335066833986343e-06,7.162539541615475e-10,5.795175669653054e-10,1.185101151838468e-10,1.379458162554017e-07,1.7249084000411622e-06,2.183538484526892e-12,4.289760866891098e-12,1.219388669869962e-13,3.2860911895249596e-19
2.564394584732735e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44346047817881995,0.08721183409067654,0.010461518324092253,5.6409252726547495e-05,0.0006476548340733009,0.0449470115284546,0.022801822219350183,4.99104253885725e-05,1.0876033710543782e-10,0.002078343907539566,5.6454777047962654e-11,0.0005081241751439669,2.8644113654064247e-09,7.055910793773122e-06,2.1070553409629093e-09,1.260150130298748e-10,1.4847113385798543e-05,1.5194926741435103e-05,0.006273415550704373,0.0011147534731980747,0.0004966005667647969,1.4973076797677492e-07,5.409197831036197e-09,5.894049153378972e-09,1.3323437180433874e-11,3.7150998747828835e-07,4.503210762777179e-05,1.3550990578124888e-05,0.000900946668176149,2.4046203426490083e-05,6.449931884125531e-09,2.914323525447104e-08,7.0744471354975e-08,7.330917663331656e-06,7.171823840289963e-10,5.771703971820846e-10,1.1858954529631227e-10,1.3788589699301356e-07,1.7265938201317292e-06,2.185331570074559e-12,4.293892749048353e-12,1.2203900259036368e-13,3.2913723414116374e-19
2.5667629376947142e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434661441413402,0.08719290559079561,0.01045390593798073,5.644601106071779e-05,0.000648082476403409,0.04498675341512022,0.022822195530463798,4.988810479275447e-05,1.090451631070278e-10,0.0020778779084383286,5.64361726176347e-11,0.000508207955314257,2.864107287807174e-09,7.050914974461072e-06,2.109285716311858e-09,1.2611468796369203e-10,1.483571078067477e-05,1.520934763358142e-05,0.006272133468929165,0.0011091129233694373,0.0004968090540834881,1.490338088427597e-07,5.404049847341751e-09,5.892288233770351e-09,1.3384223552522851e-11,3.735120717218172e-07,4.525643917322618e-05,1.3563013772462444e-05,0.0009017554862343908,2.406902514718912e-05,6.448568093209746e-09,2.916265997882813e-08,7.080858603915194e-08,7.326769627818608e-06,7.181108941100967e-10,5.748176028614738e-10,1.1866889099752278e-10,1.3782599646922565e-07,1.728278507107711e-06,2.1871161411494892e-12,4.298022823565844e-12,1.2213866270075276e-13,3.296642924496948e-19
2.5691312906566935e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434718084856837,0.08717398259052471,0.01044629887330869,5.648254272601066e-05,0.0006485085787055295,0.04502648532499991,0.022842560893802363,4.9865791749941235e-05,1.0933041125483616e-10,0.002077411984949774,5.6417573172175814e-11,0.0005082916839701041,2.8638032952493675e-09,7.04591516850699e-06,2.111515763629934e-09,1.2621428159073533e-10,1.4824307859637067e-05,1.5223761815049964e-05,0.006270851731694383,0.0011034716805124693,0.0004970174129406105,1.4833610052846765e-07,5.3989065754509975e-09,5.890527638221136e-09,1.3445628912449089e-11,3.755342525709064e-07,4.54830349983024e-05,1.3575032265104081e-05,0.0009025641213045653,2.40918362479664e-05,6.4472044764760815e-09,2.918201584992493e-08,7.0872677420902e-08,7.3226227298629705e-06,7.190394824849186e-10,5.724592057122763e-10,1.1874815218841096e-10,1.3776611471742762e-07,1.7299624608720297e-06,2.1888921758906195e-12,4.302151090118938e-12,1.2223784609731703e-13,3.301902872393524e-19
