Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),O(29),CHOX(53),CO2X(24),acetyl(44),C2H6X(52),C2H4X(215),HOCO(73),C2H4X(70),CHO2(74),S(216)
1.9252415947361287e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235791555681164,0.10883259076033586,0.021519825406597835,8.296262530189255e-08,8.003147572443e-06,0.001663766962682928,0.0006237261379269268,8.848840181425221e-06,1.5722340993867363e-14,0.0013683358598302524,1.7079482301357905e-12,0.00037628504499422603,3.7299979837547765e-10,4.084455885829181e-07,4.249667589568608e-11,1.3134580631374913e-12,1.3394316390011852e-05,5.806257293314234e-08,0.007812293263422296,0.0019488455066990506,0.00014085135572493537,7.44473680839215e-08,7.3255943868027695e-09,4.026852513993316e-09,2.1112605003167693e-12,3.2718676882209e-08,1.3921170894483168e-05,5.016578813126277e-07,3.280191170072934e-05,9.183418346226282e-08,4.2358792512077575e-09,3.648117020708143e-10,1.9302598330289164e-09,8.347915281186191e-06,7.549203941779303e-12,3.6589315595004384e-11,2.13570856044457e-12,2.4120752169522072e-08,4.485999042336945e-09,2.3811329513200344e-15,1.636692270409464e-14,1.3291959146517862e-16,1.8487024097885154e-24
1.9354826816999033e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235101573790814,0.1088222578349252,0.021513124732779644,8.441185978432681e-08,8.099478191406258e-06,0.0016778352746272722,0.0006298172352118039,8.95156912986458e-06,1.60328838236358e-14,0.001373220790815269,1.7426676130473701e-12,0.0003764509048310886,3.7743239943237057e-10,4.1448572950442116e-07,4.293195205653929e-11,1.3326398137563126e-12,1.3456250924114718e-05,5.912910936450428e-08,0.007811427463924616,0.001955957969002079,0.00014122037887220662,7.491593602242352e-08,7.349458739264848e-09,4.0411032916000605e-09,2.1191808847089985e-12,3.280330741520717e-08,1.392046162969383e-05,5.056944000349837e-07,3.308173719856418e-05,9.352139841586357e-08,4.250935397664838e-09,3.6918240439983675e-10,1.949080270325343e-09,8.373922136652337e-06,7.630004249930216e-12,3.7018987458135244e-11,2.1642641962598567e-12,2.4402378049455306e-08,4.578357035784204e-09,2.423792127035584e-15,1.6667302689817153e-14,1.3530109706879596e-16,1.91555494191798e-24
1.945723768663678e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423441419390943,0.1088119252115986,0.02150642630213733,8.587800250372937e-08,8.196336234458691e-06,0.0016919360271817634,0.0006359297280055007,9.054701134075203e-06,1.634784295899741e-14,0.0013780828798834863,1.7778295449425604e-12,0.0003766145295445685,3.8188349200236465e-10,4.2057001790748343e-07,4.336880654169144e-11,1.3519750453324238e-12,1.3517830846430961e-05,6.020816527084362e-08,0.007810561894687597,0.001963044534716943,0.00014158841956967666,7.538441994165717e-08,7.373185356830858e-09,4.055287950239593e-09,2.127070179692485e-12,3.288762521433145e-08,1.391972019521468e-05,5.097410498911173e-07,3.3362211487062275e-05,9.522842332857899e-08,4.265920613122394e-09,3.735768492971619e-10,1.9679664511471935e-09,8.399683075148536e-06,7.71122468109134e-12,3.745107174976359e-11,2.193006183815291e-12,2.4685119313040432e-08,4.671976693973717e-09,2.4669589240424124e-15,1.6971203232045616e-14,1.377109454272e-16,1.984397540597062e-24
1.9559648556274525e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44233729403870464,0.1088015928909635,0.021499730113747534,8.7361146945994e-08,8.293720180383707e-06,0.0017060690364672534,0.0006420635157215322,9.158231410356058e-06,1.6667257577671363e-14,0.0013829222209128542,1.8134353500665728e-12,0.00037677597359096824,3.863528740269925e-10,4.2669829589881174e-07,4.3807233242495526e-11,1.3714637630682483e-12,1.3579056559909224e-05,6.12997909053254e-08,0.007809696570719805,0.001970105305603454,0.00014195548597217337,7.585281463404496e-08,7.396774863653802e-09,4.069406761282704e-09,2.1349285116545306e-12,3.29716328352953e-08,1.3918947114089643e-05,5.137977816564439e-07,3.364333084326471e-05,9.695533775646779e-08,4.2808351929598435e-09,3.7799496719831323e-10,1.9869180639052438e-09,8.425199912828721e-06,7.792864864546539e-12,3.788556315984497e-11,2.2219340586406107e-12,2.496896276846939e-08,4.76686512562654e-09,2.510636273242625e-15,1.727863838014533e-14,1.4014930024412935e-16,2.0552762450391366e-24
1.966205942591227e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423304719165452,0.10879126087417879,0.021493036166675184,8.886138637425082e-08,8.391628507516524e-06,0.001720234120093359,0.0006482184981975001,9.262155176809508e-06,1.6991166997978973e-14,0.0013877389077650438,1.8494863084948395e-12,0.00037693529011974524,3.9084034345200076e-10,4.328704031079683e-07,4.424722610581677e-11,1.3911059665245996e-12,1.3639928500783469e-05,6.240403594226247e-08,0.00780883150607997,0.0019771403829928215,0.00014232158611770146,7.632111495715785e-08,7.4202278830889106e-09,4.083459996009187e-09,2.1427560069699213e-12,3.305533280501963e-08,1.3918142901989498e-05,5.178645463525043e-07,3.392509157504625e-05,9.870222033953863e-08,4.295679432459216e-09,3.824366885297627e-10,2.005934798350503e-09,8.450474463604265e-06,7.874924426914992e-12,3.8322456338779096e-11,2.251047351304095e-12,2.5253895228285817e-08,4.863029379732232e-09,2.5548271024892666e-15,1.758962202040194e-14,1.4261632505354513e-16,2.1282378313288604e-24
1.9764470295550017e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423236754538351,0.1087809291629086,0.021486344459973803,9.037881382733435e-08,8.490059693942872e-06,0.0017344310971371864,0.0006543945756947625,9.36646765395056e-06,1.731961067828599e-14,0.001392533034274567,1.8859836561353704e-12,0.00037709253100446895,3.953456982533773e-10,4.390861767384297e-07,4.4688779132904604e-11,1.4109016496800587e-12,1.3700447137779964e-05,6.352094947732225e-08,0.007807966713932948,0.00198414986778819,0.0001426867279297906,7.678931583193886e-08,7.443545037634835e-09,4.0974479255784965e-09,2.150552791967386e-12,3.313872762198156e-08,1.3917308067323827e-05,5.219412952455677e-07,3.420749002066754e-05,1.0046914880207886e-07,4.310453626773376e-09,3.869019437161262e-10,2.02501634557336e-09,8.475508538773825e-06,7.95740299205782e-12,3.8761745897896286e-11,2.280345587537647e-12,2.5539903511084915e-08,4.960476445279133e-09,2.5995343364807778e-15,1.7904167876103528e-14,1.4511218321322616e-16,2.2033298180884822e-24
1.9866881165187763e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44231690453315126,0.10877059775927916,0.02147965499268589,9.191352211828304e-08,8.589012217693149e-06,0.0017486597881224886,0.0006605916488980616,9.471164065304231e-06,1.765262821644081e-14,0.001397304694238205,1.922928584740956e-12,0.0003772477468730537,3.998687364628783e-10,4.453454516182148e-07,4.513188637828721e-11,1.4308508009900435e-12,1.3760612971338206e-05,6.465058002781513e-08,0.007807102206602375,0.001991133860465218,0.00014305091921978187,7.725741224261203e-08,7.466726948883142e-09,4.111370821004871e-09,2.1583189929294373e-12,3.322181975679655e-08,1.3916443111351033e-05,5.260279798454884e-07,3.449052254833618e-05,1.0225619995308466e-07,4.325158070896447e-09,3.9139066318914323e-10,2.0441623980023977e-09,8.500303946666436e-06,8.040300181160303e-12,3.92034264103197e-11,2.309828288335965e-12,2.5826974443180107e-08,5.059213250997267e-09,2.644760896685867e-15,1.8222289507641605e-14,1.4763703790075286e-16,2.2806004720485172e-24
1.996929203482551e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423101590383766,0.10876026666583882,0.021472967763843262,9.346560383286878e-08,8.688484556932307e-06,0.0017629200149992474,0.0006668096189151076,9.576239637991142e-06,1.7990259349209804e-14,0.0014020539814047432,1.9603222419310583e-12,0.000377400987137286,4.04409256193063e-10,4.516480602500817e-07,4.5576541948688235e-11,1.4509534034455677e-12,1.3820426532845552e-05,6.579297553303856e-08,0.007806237995620183,0.001998092461072685,0.00014341416768905803,7.772539923621827e-08,7.489774237461152e-09,4.1252289531233e-09,2.1660547360906655e-12,3.330461165267978e-08,1.3915548528286801e-05,5.301245519045048e-07,3.4774185555777045e-05,1.040634496868166e-07,4.339793059626869e-09,3.9590277739802266e-10,2.063372649401633e-09,8.524862492297465e-06,8.123615612911192e-12,3.9647492411993996e-11,2.3394949700614844e-12,2.611509486023686e-08,5.159246665113669e-09,2.6905097013998286e-15,1.8544000312603582e-14,1.5019105211709714e-16,2.3600988135382737e-24
2.0071702904463256e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44230343885465073,0.10874993588552034,0.021466282772467368,9.503515132815634e-08,8.788475190145113e-06,0.0017772116011236674,0.0006730483872761226,9.681689603301437e-06,1.8332543951708872e-14,0.0014067809894650004,1.998165731223205e-12,0.00037755230002166156,4.089670556618352e-10,4.579938328612869e-07,4.6022740001965444e-11,1.471209434631682e-12,1.3879888383885358e-05,6.694818335468958e-08,0.007805374091773185,0.0020050257692331382,0.00014377648093121922,7.819327192048797e-08,7.512687522976641e-09,4.139022592561701e-09,2.17376014759484e-12,3.338710572570795e-08,1.391462480541095e-05,5.342309634158187e-07,3.505847546981127e-05,1.0589097298346273e-07,4.354358887537959e-09,4.0043821681528474e-10,2.0826467948693017e-09,8.549185977037138e-06,8.20734890336385e-12,4.0093938402024815e-11,2.3693451445705014e-12,2.6404251608873984e-08,5.260583495119947e-09,2.7367836656347597e-15,1.886931352591319e-14,1.5277438867978898e-16,2.4418746220509278e-24
2.0174113774101002e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422967438683237,0.10873960542160623,0.021459600017569632,9.66222567310919e-08,8.888982596317082e-06,0.0017915343712385774,0.0006793078559333459,9.787509197257253e-06,1.86795220368306e-14,0.001411485812042149,2.036460112073744e-12,0.0003777017325915475,4.135419332165027e-10,4.643825974529046e-07,4.6470474746071254e-11,1.4916188667855949e-12,1.3938999115498388e-05,6.811625027736182e-08,0.007804510505146891,0.002011933884143575,0.00014413786643420218,7.866102546385213e-08,7.535467423974145e-09,4.152752009720983e-09,2.181435353496562e-12,3.346930436539499e-08,1.3913672423172352e-05,5.383471666124564e-07,3.5343388745943846e-05,1.0773884390989072e-07,4.368855848953133e-09,4.049969119447386e-10,2.1019845308366584e-09,8.573276198291249e-06,8.2914996659894e-12,4.054275884345957e-11,2.399378319306682e-12,2.6694431548232906e-08,5.363230487551897e-09,2.783585701011813e-15,1.9198242219995245e-14,1.5538721021701562e-16,2.5259784417056353e-24
2.0276524643738748e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44229007396691206,0.10872927527769595,0.02145291949815173,9.822701193712137e-08,8.990005255111417e-06,0.0018058881514542231,0.0006855879272604984,9.8936936611638e-06,1.9031233754669497e-14,0.0014161685426823162,2.0752063999277808e-12,0.00037784933078068657,4.1813368735736513e-10,4.7081417984870307e-07,4.6919740438034815e-11,1.512181666854472e-12,1.3997759347457263e-05,6.929722250909102e-08,0.007803647245166754,0.0020188169045761506,0.0001444983315823471,7.912865509544264e-08,7.558114557883053e-09,4.166417474742302e-09,2.1890804797738646e-12,3.355120993517492e-08,1.3912691855292301e-05,5.424731139661424e-07,3.562892186795958e-05,1.0960713562052122e-07,4.383284237910395e-09,4.095787933326613e-10,2.121385555064536e-09,8.59713494919371e-06,8.376067511936912e-12,4.099394816448887e-11,2.4295939973959892e-12,2.698562155151524e-08,5.467194327780962e-09,2.830918715853936e-15,1.9530799304918303e-14,1.580296791735526e-16,2.6124615865919747e-24
2.0378935513376494e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44228342903905815,0.10871894545767581,0.021446241213205968,9.984950860883695e-08,9.091541647041626e-06,0.0018202727692294514,0.0006918885040522145,1.0000238242149235e-05,1.9387719391943828e-14,0.0014208292748454571,2.1144055662781474e-12,0.0003779951394180566,4.227421167608289e-10,4.772884037435755e-07,4.7370531382965414e-11,1.5328977965529031e-12,1.405616972755381e-05,7.04911456819609e-08,0.007802784320636932,0.0020256749288789268,0.00014485788365841594,7.959615610251177e-08,7.580629540964693e-09,4.180019257479734e-09,2.196695652272408e-12,3.363282477256092e-08,1.391168356886653e-05,5.466087581858605e-07,3.591507134752725e-05,1.1149592035830703e-07,4.397644348134411e-09,4.1418379157217705e-10,2.1408495666416898e-09,8.620764018310645e-06,8.461052049846568e-12,4.144750075862738e-11,2.4599916777753817e-12,2.7277808507489046e-08,5.572481639817386e-09,2.8787856150797136e-15,1.986699752858813e-14,1.6070195780390624e-16,2.7013761462297632e-24
2.048134638301424e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44227680897449073,0.10870861596569052,0.021439565161715513,1.0148983817465189e-07,9.193590253639842e-06,0.0018346880533532672,0.0006982094895234333,1.0107138193693442e-05,1.9749019371412796e-14,0.001425468101896507,2.154058538733226e-12,0.0003781392022541017,4.273670203020581e-10,4.838050907515205e-07,4.7822841933077084e-11,1.5537672124200458e-12,1.411423093089899e-05,7.169806485279585e-08,0.007801921739776788,0.002032508054976644,0.0001452165298455589,8.006352383044273e-08,7.603012988275265e-09,4.193557627485887e-09,2.204280996704968e-12,3.371415118970868e-08,1.3910648024465207e-05,5.507540522166972e-07,3.6201833723811866e-05,1.1340526945578814e-07,4.411936473017026e-09,4.188118373097058e-10,2.160376265983778e-09,8.644165189355686e-06,8.546452885844154e-12,4.190341098533568e-11,2.4905708552820253e-12,2.757097932196417e-08,5.679098986124834e-09,2.927189300047338e-15,2.0206849476975838e-14,1.6340420816355536e-16,2.7927749909251736e-24
2.0583757252651986e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422702136639882,0.10869828680611707,0.02143289134265474,1.0314809182750365e-07,9.296149557621587e-06,0.0018491338339267649,0.000704550787308758,1.0214388776145894e-05,2.0115174251292608e-14,0.0014300851170967837,2.194166201093466e-12,0.00037828156198634906,4.320081970771725e-10,4.903640604531735e-07,4.8276666486734005e-11,1.5747898658764272e-12,1.4171943659235328e-05,7.291802450389801e-08,0.007801059510255218,0.0020393163803715253,0.0001455742772292316,8.053075368343328e-08,7.625265513619582e-09,4.207032853980583e-09,2.211836638686677e-12,3.379519147395317e-08,1.3909585676231456e-05,5.549089492388047e-07,3.648920556309456e-05,1.1533525333626235e-07,4.4261609055830765e-09,4.234628612577565e-10,2.1799653548292343e-09,8.667340240916203e-06,8.632269623914368e-12,4.236167317148745e-11,2.521331020735393e-12,2.7865120919237027e-08,5.787052867446331e-09,2.976132668690067e-15,2.0550367574306398e-14,1.661365921177166e-16,2.886711776952897e-24
2.0686168122289733e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44226364299934445,0.10868795798354015,0.021426219754989494,1.0482436052358468e-07,9.399218043046349e-06,0.001863609942345415,0.000710912301461781,1.0321985257232674e-05,2.0486224724669824e-14,0.0014346804135956515,2.234729393436459e-12,0.0003784222602844243,4.3666544642499415e-10,4.96965130442883e-07,4.8731999487516626e-11,1.5959657032804196e-12,1.422930864026154e-05,7.415106854383262e-08,0.0078001976392229454,0.002046100002144113,0.00014593113279907024,8.099784112136529e-08,7.64738772949922e-09,4.220445205822556e-09,2.2193627036629035e-12,3.387594788784776e-08,1.3908496971978726e-05,5.590734026659543e-07,3.6777183458400303e-05,1.1728594151506359e-07,4.440317938462847e-09,4.281367941978503e-10,2.1996165362370567e-09,8.69029094619007e-06,8.718501865671484e-12,4.2822281611402716e-11,2.5522716610700735e-12,2.8160220243505312e-08,5.896349722641309e-09,3.0256186154271985e-15,2.0897564083299358e-14,1.6889927133519981e-16,2.9832409519057404e-24
2.078857899192748e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422570968733348,0.10867762950272966,0.021419550397677362,1.065187349810997e-07,9.502794195473978e-06,0.001878116211281706,0.0007172939364543756,1.0429922912552826e-05,2.0862211618909483e-14,0.0014392540844224385,2.2757489122103624e-12,0.00037856133781448084,4.4133856794834603e-10,5.036081163753341e-07,4.918883542330796e-11,1.6172946659843698e-12,1.4286326626969214e-05,7.539724030830522e-08,0.007799336133342913,0.0020528590169541306,0.00014628710345071736,8.146478165963243e-08,7.669380247081777e-09,4.2337949515013684e-09,2.2268593168988694e-12,3.3956422669698777e-08,1.3907382353286076e-05,5.63247366144338e-07,3.706576402913302e-05,1.1925740260090153e-07,4.4544078638784966e-09,4.328335669845082e-10,2.2193295145861752e-09,8.713019072732808e-06,8.805149210249738e-12,4.328523056718667e-11,2.583392259423013e-12,2.8456264260252837e-08,6.0069959285336126e-09,3.0756500309393907e-15,2.124845110546043e-14,1.7169240727549363e-16,3.0824177599521912e-24
2.0890989861565225e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44225057517968663,0.10866730136861918,0.021412883269667997,1.0823130567905062e-07,9.606876502117872e-06,0.0018926524746681328,0.0007236955971759561,1.0538197026064219e-05,2.1243175895062796e-14,0.0014438062224785898,2.317225510335553e-12,0.00037869883426305747,4.460273615349163e-10,5.102928320117118e-07,4.9647168825400234e-11,1.6387766903903911e-12,1.434299839699134e-05,7.66565825610801e-08,0.007798474998818877,0.002059593521041366,0.00014664219598760258,8.193157087079803e-08,7.691243676161034e-09,4.247082359108032e-09,2.2343266035494044e-12,3.403661803420032e-08,1.3906242255592038e-05,5.674307935516258e-07,3.7354943920718e-05,1.2124970429730953e-07,4.468430973611352e-09,4.37553110560687e-10,2.2391039955706777e-09,8.735526382214692e-06,8.89221125482746e-12,4.375051427057104e-11,2.6146922951990604e-12,2.8753239957604998e-08,6.118997799770253e-09,3.1262298023508386e-15,2.1603040581312604e-14,1.7451616120077054e-16,3.1842982468375533e-24
2.099340073120297e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422440778130487,0.10865697358628676,0.02140621836990333,1.0996216285604826e-07,9.711463451994269e-06,0.0019072185676805168,0.0007301171889327097,1.0646802890558926e-05,2.162915864727341e-14,0.0014483369205300625,2.3591598973143354e-12,0.000378834788360373,4.5073162737769123e-10,5.170190892654083e-07,5.01069942676212e-11,1.6604117080058106e-12,1.4399324751962496e-05,7.792913749493311e-08,0.007797614241422307,0.002066303610226595,0.00014699641712268577,8.239820438084653e-08,7.712978625104777e-09,4.260307696303795e-09,2.2417646885684316e-12,3.411653617233636e-08,1.3905077108287562e-05,5.716236389955376e-07,3.764471980425143e-05,1.2326291340420585e-07,4.4823875589732755e-09,4.4229535595952894e-10,2.258939686196839e-09,8.75781463018762e-06,8.979687594375123e-12,4.4218126922854714e-11,2.646171244209104e-12,2.9051134347655236e-08,6.232361588690758e-09,3.177360813178843e-15,2.1961344290676642e-14,1.7737069417167597e-16,3.28893926511579e-24
2.1095811600840717e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44223760466896406,0.10864664616093642,0.021399555697317867,1.1171139650914892e-07,9.816553536067225e-06,0.0019218143267216614,0.0007365586174467955,1.0755735808128399e-05,2.2020201102177154e-14,0.0014528462711999542,2.401552739348537e-12,0.0003789692379030773,4.5545116599495717e-10,5.237866982472704e-07,5.05683063654801e-11,1.682199645498273e-12,1.4455306516890489e-05,7.921494673270032e-08,0.007796753866517707,0.0020729893799125198,0.00014734977348015554,8.286467786852853e-08,7.734585700829736e-09,4.273471230319113e-09,2.24917369667513e-12,3.419617925185542e-08,1.3903887334806818e-05,5.758258568125711e-07,3.7935088376156946e-05,1.2529709581950063e-07,4.496277910799655e-09,4.470602343043548e-10,2.278836294783123e-09,8.779885565861422e-06,9.067577821375384e-12,4.4688062694773665e-11,2.6778285787591297e-12,2.934993446776285e-08,6.347093485206916e-09,3.2290459430150854e-15,2.2323373853027433e-14,1.8025616702858788e-16,3.396398479323021e-24
2.1198222470478463e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422311556438441,0.10863631909788136,0.02139289525083892,1.1347909639271801e-07,9.922145247390891e-06,0.001936439589405322,0.0007430197888555161,1.0864991090618513e-05,2.2416344618302244e-14,0.0014573343669613556,2.4444046594648395e-12,0.00037910221977646523,4.6018577824988663e-10,5.305954673103837e-07,5.103109977533282e-11,1.7041404247504973e-12,1.4510944539539297e-05,8.051405132837068e-08,0.007795893879086438,0.0020796509250847264,0.00014770227159708316,8.333098706836514e-08,7.756065508769452e-09,4.286573227927372e-09,2.2565537524741993e-12,3.42755494180606e-08,1.390267335271652e-05,5.800374015671545e-07,3.8226046357848966e-05,1.2735231654080192e-07,4.510102319418793e-09,4.51847676828011e-10,2.298793530954863e-09,8.801740931889401e-06,9.155881526538096e-12,4.5160315728829125e-11,2.7096637676944197e-12,2.964962738182257e-08,6.463199616692785e-09,3.2812880677537143e-15,2.268914072776531e-14,1.8317274040703948e-16,3.5067343707760254e-24
2.130063334011621e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44222473063494294,0.1086259924025284,0.021386237029386884,1.1526535201731923e-07,1.002823708124813e-05,0.0019510941945404979,0.0007495006097104625,1.0974564060074534e-05,2.281763068546966e-14,0.0014618013001304216,2.4877162376476954e-12,0.00037923376997617015,4.6493526536970874e-10,5.37445203094398e-07,5.1495369193566123e-11,1.7262339629146843e-12,1.4566239689823083e-05,8.182649176819287e-08,0.007795034283749134,0.0020862883403126873,0.00014805391792504577,8.379712776627852e-08,7.777418652820321e-09,4.299613955408209e-09,2.2639049803484163e-12,3.4354648793562906e-08,1.39014355738047e-05,5.842582280502668e-07,3.851759049540268e-05,1.2942863966724287e-07,4.5238610746202195e-09,4.566576148742605e-10,2.318811105640219e-09,8.823382464162768e-06,9.244598298569125e-12,4.5634880139263005e-11,2.7416762765435198e-12,2.995020018150614e-08,6.5806860478847275e-09,3.334090059611752e-15,2.3058656214527262e-14,1.8612057473733612e-16,3.6200062426739644e-24
2.1403044209753956e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422183295403351,0.10861566608036317,0.021379581031875462,1.170702526486279e-07,1.0134827535284684e-05,0.0019657779821160262,0.0007560009869766314,1.1084450049176314e-05,2.322410092418546e-14,0.001466247162859664,2.5314880109796616e-12,0.00037936392362934696,4.696994289644704e-10,5.443357105693878e-07,5.196110935580065e-11,1.7484801724665737e-12,1.462119285921116e-05,8.315230797188409e-08,0.007794175084786801,0.0020929017197507662,0.0001484047188317079,8.426309579799043e-08,7.798645735321086e-09,4.3125936785541364e-09,2.2712275043788688e-12,3.4433479478642376e-08,1.3900174404167282e-05,5.884882912780694e-07,3.880971755923058e-05,1.3152612840134266e-07,4.537554465654906e-09,4.614899798914026e-10,2.3388887310710743e-09,8.844811891613813e-06,9.333727723628005e-12,4.611175001119878e-11,2.7738655676148718e-12,3.025163998747644e-08,6.699558780791376e-09,3.3874547866862243e-15,2.343193145361013e-14,1.8909983021793575e-16,3.73627422521184e-24
2.1505455079391702e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422119522588922,0.108605340136937,0.021372927257211915,1.1889388730636947e-07,1.024191510964104e-05,0.0019804907932854782,0.0007625208280315161,1.1194644401663682e-05,2.363579708503389e-14,0.0014706720471314475,2.5757204737889936e-12,0.0003794927150153563,4.744780710453938e-10,5.512667930792508e-07,5.2428315036112234e-11,1.770878961259152e-12,1.4675804960143649e-05,8.449153929388882e-08,0.00779331628616067,0.0020994911571392528,0.0001487546806023589,8.472888705382684e-08,7.819747357030345e-09,4.325512662649475e-09,2.2785214485360627e-12,3.451204355226634e-08,1.3898890244292958e-05,5.927275464911355e-07,3.91024243437653e-05,1.3364484505094898e-07,4.551182781207944e-09,4.663447034569457e-10,2.3590261207773785e-09,8.866030936027438e-06,9.423269386269899e-12,4.6590919403550445e-11,2.8062311000138327e-12,3.05539339505744e-08,6.819823754613288e-09,3.4413851132187507e-15,2.380897742628145e-14,1.9211066683401523e-16,3.855599280152338e-24
2.1607865949029448e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44220559869026255,0.10859501457785434,0.021366275704297274,1.2073634476328392e-07,1.0349498307081088e-05,0.0019952324703523465,0.0007690600406641732,1.1305142472752245e-05,2.40527610480734e-14,0.0014750760447516957,2.620414077804352e-12,0.0003796201775859633,4.792709940428399e-10,5.582382523846428e-07,5.2896981046271386e-11,1.7934302325760072e-12,1.473007692545777e-05,8.584422452462896e-08,0.007792457891530891,0.0021060567458054172,0.00014910380944142552,8.519449747384726e-08,7.840724117069352e-09,4.338371172424948e-09,2.285786936564171e-12,3.459034307169333e-08,1.3897583489148035e-05,5.969759491531618e-07,3.93957076671487e-05,1.3578485103131704e-07,4.564746309361363e-09,4.712217172804051e-10,2.379222989581595e-09,8.887041311860969e-06,9.513222869314332e-12,4.7072382349269114e-11,2.8387723297915525e-12,3.085706925297916e-08,6.941486845672194e-09,3.4958838997331627e-15,2.4189804955110056e-14,1.9515324436372415e-16,3.9780432057765726e-24
2.1710276818667194e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4421992687348511,0.10858468940876125,0.021359626372026586,1.2259771354411227e-07,1.0457575633115975e-05,0.002010002856755528,0.000775618533074265,1.1415939629539712e-05,2.4475034822222304e-14,0.0014794592473437933,2.6655692323164714e-12,0.00037974634398505933,4.840780008238756e-10,5.65249888705447e-07,5.3367102235000706e-11,1.8161338851843263e-12,1.4784009707824477e-05,8.721040189185919e-08,0.007791599904274111,0.0021125985786645983,0.00014945211147394718,8.565992304461268e-08,7.861576612904274e-09,4.351169472072102e-09,2.2930240918201828e-12,3.466838007263658e-08,1.3896254528258986e-05,6.01233454949488e-07,3.9689564370927005e-05,1.3794620686721035e-07,4.578245337601964e-09,4.761209531870192e-10,2.3994790536007563e-09,8.90784472607188e-06,9.60358775291867e-12,4.7556132853414566e-11,2.8714887100576446e-12,3.1161033109341714e-08,7.064553867349595e-09,3.550954002434997e-15,2.4574424704458662e-14,1.9822772234128083e-16,4.103668641974189e-24
2.181268768830494e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4421929622938006,0.1085743646353349,0.02135297925928913,1.2447808192460763e-07,1.0566145596126025e-05,0.002024801797055073,0.0007821962138710775,1.152703125140286e-05,2.4902660544645066e-14,0.001483821746342686,2.7111863043466166e-12,0.00037987124606792076,4.888988947094584e-10,5.723015007627827e-07,5.383867348724977e-11,1.838989813387546e-12,1.4837604279195327e-05,8.859010906208578e-08,0.007790742327500034,0.002119116748221288,0.00014979959274700555,8.612515980630905e-08,7.882305440335911e-09,4.3639078252309275e-09,2.30023303755954e-12,3.474615657059858e-08,1.3894903745793065e-05,6.055000197863654e-07,3.998399131975192e-05,1.4012897219506004e-07,4.591680152799405e-09,4.810423431490851e-10,2.419794030240797e-09,8.928442877953259e-06,9.694363615767715e-12,4.804216489668001e-11,2.904379690963228e-12,3.146581276789252e-08,7.1890305700346235e-09,3.606598273489223e-15,2.4962847180836338e-14,2.0133426007763526e-16,4.232539074563612e-24
