Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),H2OX(23),CHOX(53),acetyl(44),CO2X(24),C2H4X(215),C2H4X(70)
5.676837944756971e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44990601257602825,0.11630419607882048,0.022781280658590426,2.4311750623816207e-15,4.707915185981703e-10,1.1366599668321153e-06,2.5948658657671208e-08,4.3238826067829715e-10,4.301998347898244e-22,5.011714112272684e-05,7.300516141852236e-20,4.6350619910248224e-05,1.2887867358029419e-14,1.0698135860642634e-12,1.568432392247437e-16,1.3153315452242658e-18,4.1140622503605275e-08,5.2388309652165737e-14,0.002314716762230677,8.046562751683949e-05,5.159834927956738e-06,2.614929289164281e-11,2.8374478600627546e-10,1.5995216072020963e-09,7.348478212986295e-13,6.778067080295826e-10,9.065083742588744e-07,5.035071089399389e-12,1.3023879541617315e-08,1.5769170807203092e-10,8.116102255656839e-14,8.142107998580737e-14,4.028148614274617e-08,2.1713229679235037e-14,2.40407952601272e-17,3.252414508371153e-18,5.0835459988890486e-17,2.6375429828978576e-16,1.501842640097299e-20
5.734261055942511e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498855225507236,0.11628409527073212,0.022780875170654465,2.5462908345420363e-15,4.849701574327355e-10,1.1596978117896694e-06,2.6892787898767592e-08,4.455915046495861e-10,4.566824450846385e-22,5.062402150161044e-05,7.684723832100806e-20,4.678444657772193e-05,1.3295466196451049e-14,1.1132734946228365e-12,1.645399027432434e-16,1.3760959279206518e-18,4.195553513499529e-08,5.4597440225130555e-14,0.0023342949371714977,8.127403419879108e-05,5.248171285644925e-06,2.6861910377557513e-11,2.8661247860410246e-10,1.6123846107912039e-09,7.408334754758561e-13,7.005704974173536e-10,9.212503241185261e-07,5.170327110088982e-12,1.3351180945629514e-08,1.5928037337892282e-10,8.460184414412409e-14,8.43822464224853e-14,4.107082502540466e-08,2.2366336864744368e-14,2.5110394338438632e-17,3.4048628066813936e-18,5.2729442735046306e-17,2.7764761851189567e-16,1.5651027152511587e-20
5.791684167128051e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498651000109087,0.11626406245039121,0.022780469719157443,2.6656741530521476e-15,4.994258441707221e-10,1.1829793063671736e-06,2.7861789710888227e-08,4.590597519778913e-10,4.8451432757280365e-22,5.113089727525944e-05,8.084957820566873e-20,4.7217633364175e-05,1.371163458489004e-14,1.15803449471554e-12,1.7253025931417174e-16,1.4390445108478442e-18,4.277802284200847e-08,5.687606215628822e-14,0.0023538050033270704,8.208232817496248e-05,5.337138870575037e-06,2.7586715998302832e-11,2.8948004334885166e-10,1.6252473978397454e-09,7.468227282970374e-13,7.238738441494693e-10,9.360919712760191e-07,5.3078890674430615e-12,1.3683005297331013e-08,1.6086890294642483e-10,8.815148030078022e-14,8.742132713580039e-14,4.186725148111538e-08,2.303218814617659e-14,2.6216691252909268e-17,3.5628864994076334e-18,5.467478240039042e-17,2.9211958490215825e-16,1.63034929661536e-20
5.849107278313591e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44984474472393055,0.11624409738120776,0.02278006430398599,2.7894401553326735e-15,5.141610806696349e-10,1.2065052709318689e-06,2.8856073103297584e-08,4.727955921162681e-10,5.1375031863697025e-22,5.163776835751228e-05,8.501715187700292e-20,4.765018194191541e-05,1.413646393269075e-14,1.2041218210379302e-12,1.8082232812530733e-16,1.5042338884896227e-18,4.360807410949194e-08,5.922563414550362e-14,0.002373247197379278,8.289050928753955e-05,5.426734218694193e-06,2.832378689959977e-11,2.923474797657839e-10,1.6381099663688092e-09,7.528156915486541e-13,7.47723893868054e-10,9.510328886167399e-07,5.4477734108307365e-12,1.4019365377863347e-08,1.624572971394811e-10,9.181222726883145e-14,9.05395993478668e-14,4.267074994929341e-08,2.371089849922608e-14,2.736056639654019e-17,3.726633014211998e-18,5.667235347672955e-17,3.0718803219229704e-16,1.6976239551129674e-20
5.906530389499131e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4498244564579965,0.11622419982741669,0.02277965892502714,2.917705928756399e-15,5.291783641712481e-10,1.2302765436244387e-06,2.987604964509995e-08,4.868016131972618e-10,5.444469348087e-22,5.2144634662479676e-05,8.935503218669181e-20,4.8082093976939815e-05,1.4570045704828062e-14,1.2515609324669631e-12,1.8942425883190206e-16,1.5717215602686843e-18,4.444567744863288e-08,6.164763065754345e-14,0.0023926217551848167,8.36985773752604e-05,5.516953836863523e-06,2.907319934807244e-11,2.952147873816871e-10,1.6509723144014683e-09,7.588124791574935e-13,7.721277891741797e-10,9.660726464998655e-07,5.5899964979137316e-12,1.4360274082882605e-08,1.6404555632094126e-10,9.558640623525001e-14,9.373834817461592e-14,4.348130490996144e-08,2.4402582692111067e-14,2.854291142649086e-17,3.896252185168222e-18,5.872303607271137e-17,3.2287115478306867e-16,1.7669687076652413e-20
5.963953500684671e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44980423498217076,0.1162043695540749,0.02277925358216835,3.05059052306067e-15,5.44480187321717e-10,1.2542939803135356e-06,3.092213344382197e-08,5.010804020317847e-10,5.766624078199501e-22,5.2651496104542024e-05,9.386839507723877e-20,4.851337112893148e-05,1.501247142147904e-14,1.300377511569692e-12,1.983443320828553e-16,1.6415659357190916e-18,4.529082139686202e-08,6.414354193832413e-14,0.002411928911778089,8.450653227344053e-05,5.607794202933521e-06,2.9835028724138494e-11,2.980819657248624e-10,1.6638344399627634e-09,7.648132071975634e-13,7.970926682842906e-10,9.812108127809043e-07,5.7345745939373e-12,1.4705744430380095e-08,1.6563368085156606e-10,9.947636335742889e-14,9.701886655814959e-14,4.429890088359506e-08,2.5107355286418614e-14,2.9764629224781446e-17,4.071896266076229e-18,6.082771585669425e-17,3.391875102031267e-16,1.8384260176082348e-20
6.021376611870211e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4497840800663719,0.11618460632705835,0.022778848275297497,3.188214962632355e-15,5.600690381915631e-10,1.278558454546735e-06,3.199474112389103e-08,5.156345441079993e-10,6.104567200289093e-22,5.315835259834683e-05,9.856252062557941e-20,4.8944015051258245e-05,1.5463832657596602e-14,1.3505974641131967e-12,2.0759096003333345e-16,1.7138263396080855e-18,4.614349451775706e-08,6.671487403103193e-14,0.0024311689013740935,8.531437381399747e-05,5.699251765827107e-06,3.06093495149665e-11,3.009490143251088e-10,1.6766963410796879e-09,7.708179938962558e-13,8.226256636850374e-10,9.96446952834347e-07,5.881523871028408e-12,1.5055789568222578e-08,1.672216710900327e-10,1.0348446978872065e-13,1.0038245519879006e-13,4.512352243096815e-08,2.5825330637934923e-14,3.10266338559457e-17,4.25371994359786e-18,6.298728399924385e-17,3.5615602256366737e-16,1.9120387951062346e-20
6.078799723055751e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44976399148136925,0.11616490991305929,0.022778443004302838,3.330702258664447e-15,5.759474002955391e-10,1.3030708574978996e-06,3.309429180501103e-08,5.304666235902068e-10,6.458916402180312e-22,5.366520405880621e-05,1.0344279408665494e-19,4.937402739097039e-05,1.5924221042485146e-14,1.4022469185757452e-12,2.1717268684384734e-16,1.788563017007116e-18,4.700368540094582e-08,6.936314879211296e-14,0.0024503419573713046,8.612210182547606e-05,5.791322945630389e-06,3.139623530750352e-11,3.03815932713709e-10,1.6895580157811698e-09,7.768269596397474e-13,8.487339007868135e-10,1.0117806295764166e-06,6.030860407501288e-12,1.5410422781418757e-08,1.688095273929403e-10,1.0761312170376923e-13,1.0383042248683134e-13,4.5955154152998515e-08,2.6556622897461075e-14,3.23298505216428e-17,4.441880350213029e-18,6.520263711526285e-17,3.7379598600883143e-16,1.9878503975619664e-20
6.136222834241291e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4497439689987804,0.11614528007958336,0.02277803776907306,3.478177421183516e-15,5.921177526123664e-10,1.3278320979109542e-06,3.422120708043717e-08,5.455792233177438e-10,6.830307597619776e-22,5.417205040109432e-05,1.0851470693694016e-19,4.980340978879867e-05,1.63937282593782e-14,1.4553522256591665e-12,2.270981891657999e-16,1.86583713831196e-18,4.7871382662009414e-08,7.208990390713117e-14,0.002469448312354541,8.692971613307337e-05,5.884004133691138e-06,3.219575878157517e-11,3.0668272042341586e-10,1.7024194620980566e-09,7.828402269776262e-13,8.754244965763153e-10,1.0272114034879266e-06,6.182600187170399e-12,1.5769657499118318e-08,1.7039725011481557e-10,1.118647403236306e-13,1.0736408443399679e-13,4.67937806905937e-08,2.7301346011614215e-14,3.3675215512233336e-17,4.6365370769956304e-18,6.747467720577113e-17,3.9212706816184183e-16,2.0659046300235272e-20
6.1936459454268314e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44972401239106785,0.11612571659494661,0.022777632569497244,3.6307674709472185e-15,6.085825696043518e-10,1.3528431020400486e-06,3.537591099515128e-08,5.60974924803885e-10,7.219395291630176e-22,5.467889154064476e-05,1.1378385791791958e-19,5.0232163879152344e-05,1.6872446045017988e-14,1.5099399578024446e-12,2.3737627661351766e-16,1.945710804211776e-18,4.8746574942385156e-08,7.48966929064917e-14,0.002488488198097821,8.773721655866421e-05,5.977291692724999e-06,3.3007991703061355e-11,3.0954937698843687e-10,1.7152806780630962e-09,7.888579206267372e-13,9.027045582684248e-10,1.0427388326372382e-06,6.336759098670821e-12,1.6133507301349794e-08,1.7198483960811785e-10,1.1624177194067966e-13,1.1098476460460815e-13,4.763938672449715e-08,2.805961372361433e-14,3.5063676155309624e-17,4.837852186208449e-18,6.980431159932569e-17,4.1116931356685767e-16,2.1462457455879458e-20
6.2510690566123715e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44970412143153626,0.11610621922827288,0.022777227405464878,3.788601451211093e-15,6.253443212368756e-10,1.378104813586108e-06,3.655883002393918e-08,5.766563082347502e-10,7.62685294951281e-22,5.518572739314813e-05,1.1925595407950265e-19,5.066029129011713e-05,1.736046618923696e-14,1.5660369086965213e-12,2.4801589222277937e-16,2.028247050606977e-18,4.962925090926951e-08,7.778508518102805e-14,0.0025074618455672095,8.854460292082602e-05,6.071181956929395e-06,3.383300491715043e-11,3.124159019444208e-10,1.7281416617109246e-09,7.948801674742333e-13,9.305811819577294e-10,1.0583624727033132e-06,6.493352934786108e-12,1.6501985925503098e-08,1.7357229622324479e-10,1.2074668794329928e-13,1.1469379404646974e-13,4.8491956975134327e-08,2.8831539574056443e-14,3.6496190761202656e-17,5.045990223716446e-18,7.219245289309813e-17,4.30943147126516e-16,2.228918445801332e-20
6.3084921677979116e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.449684295894329,0.11608678774949074,0.022776822276865855,3.951810439363868e-15,6.424054729977592e-10,1.4036181936297665e-06,3.7770393049371846e-08,5.926259524682205e-10,8.0533733694712495e-22,5.569255787454949e-05,1.2493681182337181e-19,5.1087793643453345e-05,1.785788053454123e-14,1.6236700928002982e-12,2.5902611289585873e-16,2.1135098534757803e-18,5.0519399255520745e-08,8.07566659974505e-14,0.0025263694849236573,8.935187503486465e-05,6.165671232105157e-06,3.467086834167437e-11,3.1528229482844337e-10,1.7410024110780453e-09,8.009070965798239e-13,9.590614512700015e-10,1.0740818769988728e-06,6.6523973917837276e-12,1.687510727256264e-08,1.7515962030853737e-10,1.2538198484034854e-13,1.1849251122147349e-13,4.935147620245932e-08,2.961723690166861e-14,3.797372856545657e-17,5.261118231217774e-18,7.464001889361233e-17,4.514693775351442e-16,2.3139678810555388e-20
6.365915278983452e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4496645355544258,0.11606742192933087,0.022776417183590466,4.12052755843056e-15,6.59768485916505e-10,1.4293842205606623e-06,3.901103133969174e-08,6.08886435032858e-10,8.499669058826975e-22,5.619938290104577e-05,1.3083235794625463e-19,5.1514672554594016e-05,1.836478097569589e-14,1.6828667448578424e-12,2.704161498330959e-16,2.2015641336892985e-18,5.141700869956156e-08,8.381303651365375e-14,0.0025452113455258292,9.015903271283956e-05,6.260755795785859e-06,3.5521650960527833e-11,3.1814855517899264e-10,1.7538629242028161e-09,8.069388391772138e-13,9.88152436013937e-10,1.0898965964936403e-06,6.8139080687580015e-12,1.7252885413096597e-08,1.767468122102857e-10,1.3015018428540692e-13,1.2238226193592961e-13,5.021792920580146e-08,3.041681884405556e-14,3.9497269668288173e-17,5.48340575829184e-18,7.714793255715114e-17,4.727692007076146e-16,2.4014396509812897e-20
6.423338390168992e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44964484018763917,0.11604812153932301,0.022776012125529398,4.2948879884425916e-15,6.774358165834126e-10,1.4554038900031141e-06,4.0281178526606087e-08,6.254403321268321e-10,8.966472613796472e-22,5.6706202389083366e-05,1.3694863068311357e-19,5.1940929632643e-05,1.8881259459312266e-14,1.7436543194167797e-12,2.821953489510136e-16,2.292475761775071e-18,5.23220679852816e-08,8.695581379388171e-14,0.0025639876559329184,9.09660757635895e-05,6.356431897374845e-06,3.638542081717393e-11,3.2101468253595535e-10,1.7667231991254325e-09,8.129755286747197e-13,1.0178611908334918e-09,1.1058061798376867e-06,6.9779004669806975e-12,1.7635334593007594e-08,1.783338722727337e-10,1.3505383310079025e-13,1.2636439927062705e-13,5.109130082371226e-08,3.1230398338428145e-14,4.1067804971027064e-17,5.713024874263807e-18,7.971712192982791e-17,4.948642032038181e-16,2.4913798048376753e-20
6.480761501354532e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44962520957061164,0.11602888635179347,0.022775607102573737,4.4750289776742486e-15,6.954099171685673e-10,1.4816782147381546e-06,4.158127058298858e-08,6.422902186168533e-10,9.454537102797533e-22,5.7213016255355524e-05,1.4329178075024432e-19,5.2366566480373284e-05,1.9407407983436968e-14,1.8060604903478738e-12,2.943731912869982e-16,2.386311562628885e-18,5.323456588193981e-08,9.018663082374753e-14,0.0025826986439074565,9.177300399275805e-05,6.4526957582899615e-06,3.7262245008239384e-11,3.238806764406024e-10,1.7795832338879099e-09,8.190173006550594e-13,1.0481947538611283e-09,1.1218101733848627e-06,7.144389989259257e-12,1.8022469239050368e-08,1.7992080083808482e-10,1.400955033013367e-13,1.3044028351062896e-13,5.197157593381245e-08,3.205808812231844e-14,4.2686336109561814e-17,5.950150179884978e-18,8.234852008734564e-17,5.17776365648734e-16,2.583834841897994e-20
6.538184612540072e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44960564348081244,0.11600971613986195,0.02277520211461497,4.6610898537447316e-15,7.136932354407073e-10,1.5082082246219295e-06,4.2911745800491023e-08,6.594386680371108e-10,9.964636453251181e-22,5.771982441679995e-05,1.4986807238827766e-19,5.279158469422525e-05,1.994331859714283e-14,1.8701131503657897e-12,3.0695929339056104e-16,2.483139320174783e-18,5.4154491184066676e-08,9.350713652510622e-14,0.0026013445364181102,9.257981720281933e-05,6.549543572115949e-06,3.815218967720169e-11,3.267465364355752e-10,1.7924430265340685e-09,8.250642928743033e-13,1.079160145372289e-09,1.1379081212163223e-06,7.313391939302705e-12,1.8414303964121084e-08,1.8150759824650664e-10,1.4527779211795763e-13,1.3461128207480835e-13,5.285873945263938e-08,3.290000073428109e-14,4.435387538478349e-17,6.194958818828401e-18,8.50430650744367e-17,5.415280661480658e-16,2.678851711831847e-20
6.595607723725612e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4495861416965352,0.11599061067743918,0.02277479716154496,4.8532120345851486e-15,7.322882147859611e-10,1.5349949665004593e-06,4.4273044767066925e-08,6.768882525882156e-10,1.0497565841843764e-21,5.82266267905962e-05,1.566838844050745e-19,5.321598586430497e-05,2.048908340012166e-14,1.9358404105510298e-12,3.199634077012019e-16,2.583027781973137e-18,5.508183271136641e-08,9.691899577077847e-14,0.002619925559642464,9.338651519310387e-05,6.646971504764519e-06,3.905532000817115e-11,3.2961226206487137e-10,1.8053025751095187e-09,8.311166452599842e-13,1.110764366441431e-09,1.1540995651641312e-06,7.484921521095276e-12,1.881085357232356e-08,1.8309426483613672e-10,1.5060332202095147e-13,1.3887876944512816e-13,5.375277633549452e-08,3.3756248514580424e-14,4.607144569005089e-17,6.447630488999178e-18,8.780169984399284e-17,5.661420836994213e-16,2.7764778150834436e-20
6.653030834911152e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4495667039968945,0.1159715697392237,0.022774392243256,5.051539039269732e-15,7.511972942264602e-10,1.5620395041207676e-06,4.566561034440802e-08,6.946415431361527e-10,1.1054142088212482e-21,5.873342329416331e-05,1.6374571121850927e-19,5.36397715743827e-05,2.1044794542278785e-14,2.003270599873034e-12,3.3339542291289196e-16,2.686046663776673e-18,5.60165793086189e-08,1.004238893991231e-13,0.002638441938969805,9.419309775982435e-05,6.744975694642049e-06,3.9971700219770254e-11,3.324778528738308e-10,1.8181618776616418e-09,8.371744999083528e-13,1.1430143975999498e-09,1.170384044834966e-06,7.658993838277849e-12,1.9212133063816994e-08,1.8468080094308725e-10,1.5607474074307682e-13,1.432441270956715e-13,5.4653671576291107e-08,3.462694360586376e-14,4.784008043568336e-17,6.708347453658917e-18,9.062537219589468e-17,5.916416015990086e-16,2.876761003246039e-20
6.710453946096692e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4495473301618225,0.11595259310069951,0.022773987359640722,5.256216498710636e-15,7.704229084388274e-10,1.5893429180383731e-06,4.70898876452959e-08,7.127011092112343e-10,1.1635204052015786e-21,5.924021384515725e-05,1.710601638991326e-19,5.4062943401891334e-05,2.1610544223329415e-14,2.072432264714449e-12,3.4726536432520007e-16,2.7922666540343385e-18,5.695871984558171e-08,1.0402351422845641e-13,0.002656893899003886,9.49995646961015e-05,6.84355225282493e-06,4.0901393559113314e-11,3.3534330840912195e-10,1.831020932239576e-09,8.432380010807765e-13,1.175917197496308e-09,1.1867610976338907e-06,7.835623893537097e-12,1.9618157639449826e-08,1.8626720690145016e-10,1.6169472130238136e-13,1.477087434214255e-13,5.5561410207402246e-08,3.551219795382071e-14,4.966082347049614e-17,6.977294552363762e-18,9.351503471554682e-17,6.180502108438204e-16,2.97974957943245e-20
6.767877057282232e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4495280199720668,0.11593368053813304,0.022773582510592204,5.467392166215678e-15,7.899674877725349e-10,1.6169063055211538e-06,4.854632401087011e-08,7.310695190070609e-10,1.2241613033348687e-21,5.974699836146843e-05,1.78633971212707e-19,5.448550291792503e-05,2.218642469239677e-14,2.143354168396557e-12,3.615833941810815e-16,2.9017594183428972e-18,5.790824321689183e-08,1.0771958307131598e-13,0.0026752816635656823,9.580591579199022e-05,6.942697263242498e-06,4.1844462295888636e-11,3.3820862821872736e-10,1.8438797368941996e-09,8.493072951992742e-13,1.20947970155871e-09,1.2032302587882207e-06,8.014826588002549e-12,2.0028942705184156e-08,1.8785348304330216e-10,1.6746596202478376e-13,1.5227401366682548e-13,5.6475977299508876e-08,3.641212330782902e-14,5.153472900038657e-17,7.254659211715524e-18,9.647164471211635e-17,6.45391913529278e-16,3.085492298641604e-20
6.825300168467772e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4495087732091866,0.11591483182857044,0.022773177696003868,5.685215927908343e-15,8.098334582681398e-10,1.6447307804495856e-06,5.003536898781431e-08,7.497493393794892e-10,1.2874253176461247e-21,6.025377676121931e-05,1.8647398066260738e-19,5.490745168723778e-05,2.27725282476119e-14,2.2160652907058414e-12,3.7635981199135294e-16,3.0145976038461632e-18,5.886513834196738e-08,1.1151382474856762e-13,0.002693605455696144,9.661215083450557e-05,7.042406782867568e-06,4.280096771654626e-11,3.410738118519303e-10,1.8567382896781181e-09,8.553825308411812e-13,1.2437088206606495e-09,1.2197910613714623e-06,8.196616720651478e-12,2.044450387631523e-08,1.8943962969871006e-10,1.7339118656640514e-13,1.5694133985406308e-13,5.73973579614483e-08,3.732683122158652e-14,5.346286150399959e-17,7.5406314559254e-18,9.949616415649663e-17,6.736911262423095e-16,3.1940383681210203e-20
6.882723279653312e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44948958965555047,0.11589604674983504,0.02277277291576955,5.909839813009474e-15,8.300232416753904e-10,1.6728174732133632e-06,5.1557474305462304e-08,7.687431358456018e-10,1.3534031876737099e-21,6.076054896276188e-05,1.9458715953208037e-19,5.532879126824227e-05,2.3368947235715377e-14,2.290594827421717e-12,3.9160505484587686e-16,3.1308548435817454e-18,5.982939416490923e-08,1.1540798410335259e-13,0.0027118654976589275,9.741826960764882e-05,7.142676841914501e-06,4.377097011859333e-11,3.4393885885930087e-10,1.8695965886456445e-09,8.614638587329346e-13,1.2786114397896606e-09,1.2364430363273323e-06,8.381008987721687e-12,2.0864856981489907e-08,1.9102564719573532e-10,1.7947314393564728e-13,1.6171213071116372e-13,5.8325537340062616e-08,3.8256433053729636e-14,5.544629564546856e-17,7.83540391718977e-18,1.0258955961898657e-16,7.029726834498332e-16,3.305437447725216e-20
6.940146390838852e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44947046909433275,0.11587732508052438,0.022772368169783456,6.141418003980017e-15,8.505392554712061e-10,1.7011675306044095e-06,5.311309385282528e-08,7.880534725826849e-10,1.4221880190887082e-21,6.126731488467519e-05,2.0298059592635388e-19,5.574952321300869e-05,2.3975774051660515e-14,2.3669721898453826e-12,4.0732969771147897e-16,3.250605760775236e-18,6.08009996544025e-08,1.1940382201487394e-13,0.00273006201094313,9.822427189243377e-05,7.243503444044799e-06,4.475452880500019e-11,3.4680376879268153e-10,1.882454631852783e-09,8.675514317429825e-13,1.3141944167196062e-09,1.2531857124938547e-06,8.568017982132263e-12,2.129001806652848e-08,1.9261153586043902e-10,1.8571460851501356e-13,1.6658780159983816e-13,5.926050062004762e-08,3.9201039968438415e-14,5.748611618426904e-17,8.13917184587763e-18,1.0575280220670328e-16,7.332618408826112e-16,3.419739650269931e-20
6.997569502024392e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4494514113095107,0.1158586666000076,0.02277196345794018,6.380106846524233e-15,8.713839128775298e-10,1.729782115706288e-06,5.4702683655542275e-08,8.076829124272107e-10,1.4938753250311652e-21,6.177407444576297e-05,2.1166149981459048e-19,5.616964906726366e-05,2.459310113821847e-14,2.445227004329818e-12,4.2354445371662484e-16,3.373925973081716e-18,6.177994380361782e-08,1.2350311541201933e-13,0.0027481952162660053,9.903015746691287e-05,7.3448825665802085e-06,4.5751702078719254e-11,3.4966854120517445e-10,1.8953124173572135e-09,8.736454048738037e-13,1.350464580686833e-09,1.2700186166275255e-06,8.757658192912233e-12,2.172000339805352e-08,1.9419729601688695e-10,1.9211838008267106e-13,1.7156977444311375e-13,6.02022330238017e-08,4.0160762936028156e-14,5.958341788218837e-17,8.452133120529245e-18,1.0898686750072954e-16,7.645842789144535e-16,3.536995541882142e-20
7.054992613209932e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4494324160858621,0.1158400710884227,0.022771558780134708,6.626064859452786e-15,8.925596228790551e-10,1.7586624077800198e-06,5.6326701852755203e-08,8.276340168738246e-10,1.5685630677583942e-21,6.228082756505113e-05,2.2063720407167764e-19,5.6589170370389335e-05,2.5221020985584915e-14,2.525389111810903e-12,4.4026017442287907e-16,3.50089209677451e-18,6.276621563011289e-08,1.2770765728681865e-13,0.002766265333575673,9.983592610620374e-05,7.44681016072326e-06,4.67625472373194e-11,3.525331756511269e-10,1.9081699432182837e-09,8.79745935253041e-13,1.387428731070541e-09,1.286941273427558e-06,8.949944004637306e-12,2.2154829466929742e-08,1.9578292798715456e-10,1.986872838337492e-13,1.766594776527497e-13,6.11507198112751e-08,4.1135712733528e-14,6.173930540743447e-17,8.774488257665504e-18,1.12292735492999e-16,7.969661059367325e-16,3.6572561423457995e-20
7.1124157243954724e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44941348320896135,0.11582153832667397,0.02277115413626238,6.879452744405176e-15,9.140687902408216e-10,1.7878096021463238e-06,5.798560867391016e-08,8.479093460743368e-10,1.6463517006003896e-21,6.278757416178534e-05,2.299151655198471e-19,5.700808865542251e-05,2.5859626130988363e-14,2.6074885673396603e-12,4.574878500831767e-16,3.631581750881083e-18,6.375980417573338e-08,1.3201925670773512e-13,0.002784272582053818,0.00010064157758251532,7.549282151785248e-06,4.7787120567738414e-11,3.5539767168611756e-10,1.921027207496981e-09,8.858531821237387e-13,1.425093636077681e-09,1.3039532055601892e-06,9.144889696874532e-12,2.2594512991518598e-08,1.9736843209133122e-10,2.0542417040137305e-13,1.818583460564409e-13,6.210594627981932e-08,4.212599994524604e-14,6.39548932359178e-17,9.106440421407647e-18,1.1567139052294345e-16,8.304338617281835e-16,3.7805729254432234e-20
7.1698388355810125e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4493946124651773,0.11580306809642912,0.022770749526218954,7.140433395430898e-15,9.359138155256874e-10,1.817224910064294e-06,5.967986641548678e-08,8.685114588367195e-10,1.727344210217239e-21,6.329431415542863e-05,2.395029659701168e-19,5.742640544905398e-05,2.6509009158300226e-14,2.6915556396156128e-12,4.752386098869313e-16,3.766073561266e-18,6.476069850651421e-08,1.364397388327865e-13,0.002802217180118379,0.00010144711166517441,7.65229443942158e-06,4.882547734115547e-11,3.5826202886694346e-10,1.9338842082559214e-09,8.919673068336815e-13,1.4634660314327347e-09,1.3210539336830624e-06,9.342509443635113e-12,2.303907092075108e-08,1.9895380864752567e-10,2.123319158774272e-13,1.8716782082481674e-13,6.30678977640367e-08,4.313173496332173e-14,6.623130554968827e-17,9.448195432906946e-18,1.1912382121387052e-16,8.65014520819958e-16,3.9069978192921164e-20
7.2272619467665526e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44937580364166946,0.11578466018011672,0.022770344949900524,7.409171908428882e-15,9.580970951116706e-10,1.8469095586065243e-06,6.140993941765715e-08,8.894429126241103e-10,1.8116461591532167e-21,6.380104746565892e-05,2.4940831326354834e-19,5.784412227162787e-05,2.7169262697646392e-14,2.777620810521252e-12,4.935237221920108e-16,3.904447164660865e-18,6.576888771258061e-08,1.4097094492249633e-13,0.0028200993454262314,0.00010225252812065231,7.755842897874471e-06,4.9877671807986836e-11,3.611262467516062e-10,1.9467409435593386e-09,8.980884728238393e-13,1.5025526190727055e-09,1.3382429764696675e-06,9.542817312835225e-12,2.3488520437022413e-08,2.0053905797187022e-10,2.1941342183304896e-13,1.9258934939823887e-13,6.403655963563035e-08,4.415302798826523e-14,6.856967613261416e-17,9.799961779583928e-18,1.2265102040913126e-16,9.007354958558967e-16,4.036583206678112e-20
7.284685057952093e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4493570565263861,0.1157663143609235,0.0227699404072036,7.685835590444604e-15,9.806210212091648e-10,1.8768647905306987e-06,6.317629404087582e-08,9.107062635538173e-10,1.89936572868218e-21,6.430777401236654e-05,2.5963904231231214e-19,5.826124063714124e-05,2.7840479425020522e-14,2.865714774657607e-12,5.123545947436054e-16,4.0467832126411615e-18,6.678436090804883e-08,1.4561473235267167e-13,0.0028379192948758554,0.00010305782671259106,7.85992337622295e-06,5.0943757193006167e-11,3.639903248992973e-10,1.9595974114730593e-09,9.042168456159023e-13,1.5423600658476471e-09,1.3555198506338542e-06,9.745827265765016e-12,2.394287895891182e-08,2.0212418037852548e-10,2.2667161533884572e-13,1.9812438541340278e-13,6.50119173032542e-08,4.518998902948405e-14,7.097114826325076e-17,1.0161950624176782e-17,1.2625398510803561e-16,9.376246409479935e-16,4.1693819253828457e-20
