Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),H2OX(23),CHOX(53),acetyl(44),CO2X(24),C2H4X(215),C2H4X(70)
2.2549879333863522e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44234353968893747,0.0897368505412955,0.01150905146179247,2.4258062744687766e-06,0.000243819381889907,0.03994484932389038,0.020110324724754988,5.455049616950075e-05,7.55083034388404e-11,0.0021716481207858175,6.166732830536032e-11,0.0004971109268438427,2.9959018684352177e-09,7.2782646994321e-06,1.8180522570743222e-09,1.1317465238276117e-10,1.5309027930865495e-05,1.365404183712085e-05,0.0064389607463677875,0.0022352608164837935,0.00046957349520399834,6.672610860448686e-08,6.217985613990234e-09,5.4275238158640256e-08,3.2446036435855324e-10,1.2548831980273226e-06,1.8217616084995914e-05,1.5404879213594796e-07,0.0007985699465044888,6.72251745134939e-09,2.1607669409449884e-05,6.223671232861247e-08,7.879979657608013e-06,1.0931057377116365e-08,6.808741586131182e-11,1.0928686030644094e-10,4.59034176657649e-11,1.5442244942047225e-06,3.8487400183493334e-12
2.2592978482373064e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235304437070433,0.0897010150735267,0.011493897963910617,2.4322043169772674e-06,0.0002442289861552934,0.040020463640030826,0.0201493290979075,5.4507167283074015e-05,7.593130800613348e-11,0.0021707751501032807,6.16317272674124e-11,0.0004972788983222391,2.995344949010279e-09,7.271096792416178e-06,1.822194063349879e-09,1.1337814425780184e-10,1.5291890236355207e-05,1.3682894813612908e-05,0.006436525587665917,0.0022261728853095737,0.0004699874777410628,6.651197615231293e-08,6.2073024002539074e-09,5.424804380521096e-08,3.2603372484909114e-10,1.2604419790614647e-06,1.8282597934212494e-05,1.5434420991213512e-07,0.0008001002876560378,6.719959487982287e-09,2.165333055286842e-05,6.235876188987715e-08,7.87223323369809e-06,1.094960431341443e-08,6.827666099313708e-11,1.0945480751678236e-10,4.581319883620093e-11,1.5475744743518805e-06,3.856955839381527e-12
2.2636077630882605e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44236256560452547,0.08966519765247537,0.011478763670409049,2.4385838834610243e-06,0.0002446378567146645,0.04009604081580873,0.020188313384150596,5.44638495994146e-05,7.635569846492191e-11,0.0021699022075696494,6.159611681043485e-11,0.000497446651066954,2.994787622736925e-09,7.263908163152687e-06,1.8263356297692827e-09,1.1358137310196426e-10,1.5274757595628748e-05,1.3711724921937035e-05,0.006434091857020106,0.002217067417415486,0.00047040094473301344,6.629677510981883e-08,6.196636216158707e-09,5.42208505062977e-08,3.276215780710293e-10,1.2660532980960413e-06,1.8348251136679e-05,1.5463949386451004e-07,0.0008016299807644619,6.717401746963929e-09,2.1698955506614658e-05,6.24807568094031e-08,7.864489261406394e-06,1.0968119347641018e-08,6.846599135918435e-11,1.0962247666438042e-10,4.572189791906887e-11,1.55092203531973e-06,3.865165708291296e-12
2.2679176779392147e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423721033164498,0.08962939827877266,0.011463648556998308,2.444944802702438e-06,0.00024504599195793604,0.04017158084605177,0.02022727756979906,5.442054339473707e-05,7.678147556573503e-11,0.0021690292967763754,6.156049745324833e-11,0.0004976141856223509,2.994229902524472e-09,7.256699043752986e-06,1.8304769506104367e-09,1.1378433898115164e-10,1.5257630086429214e-05,1.3740532167089091e-05,0.0064316595532123,0.0022079444766854783,0.0004708138975388697,6.608050719636678e-08,6.185987046010504e-09,5.419365850515578e-08,3.292241318707059e-10,1.2717179038698409e-06,1.8414584984080867e-05,1.5493464388109247e-07,0.000803159025713025,6.714844237992526e-09,2.1744544278593133e-05,6.260269704389948e-08,7.856747762107426e-06,1.0986602406197712e-08,6.865540650666081e-11,1.0978986799661885e-10,4.562951455521657e-11,1.5542671774828602e-06,3.873369626335451e-12
2.272227592790169e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44238165743232083,0.08959361695300687,0.011448552599425536,2.4512869035139243e-06,0.0002454533902793798,0.04024708372574024,0.020266221641068255,5.437724894165532e-05,7.720864005209914e-11,0.002168156421278003,6.152486970780149e-11,0.0004977815025307692,2.993671801126672e-09,7.249469664774577e-06,1.8346180201533869e-09,1.139870419615898e-10,1.524050778595392e-05,1.3769316554298948e-05,0.006429228675020869,0.002198804127027585,0.00047122633751088035,6.586317413805898e-08,6.1753548739977475e-09,5.4166468046008084e-08,3.308415980057669e-10,1.277436559207144e-06,1.8481608944318396e-05,1.5522965984849032e-07,0.0008046874223865037,6.712286970651698e-09,2.179009687707874e-05,6.272458254964044e-08,7.849008757049358e-06,1.1005053415653682e-08,6.884490598306218e-11,1.0995698175998112e-10,4.553604839768721e-11,1.5576099012400669e-06,3.8815675948282106e-12
2.276537507641123e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44239122787776713,0.08955785367572361,0.011433475773474392,2.457610014739967e-06,0.0002458600500776297,0.04032254945000589,0.02030514558406887,5.433396650923509e-05,7.76371926605458e-11,0.002167283584592703,6.148923407927332e-11,0.0004979486023325351,2.993113331144055e-09,7.2422202552301645e-06,1.8387588326797913e-09,1.1418948210980496e-10,1.5223390770857492e-05,1.3798078089029645e-05,0.006426799221220479,0.0021896464323791936,0.0004716382659945535,6.564477766788449e-08,6.164739684193748e-09,5.4139279374107e-08,3.3247419223713917e-10,1.2832100413486004e-06,1.854933266562994e-05,1.555245416518493e-07,0.0008062151706711436,6.709729954411993e-09,2.1835613310715426e-05,6.284641328244738e-08,7.84127226735469e-06,1.1023472302745772e-08,6.903448933614345e-11,1.101238182000308e-10,4.54414991118134e-11,1.5609502070141949e-06,3.889759615140896e-12
2.280847422492077e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424008145781916,0.08952210844742599,0.011418418054965023,2.463913965259169e-06,0.00024626596975568793,0.04039797801413069,0.02034404938480168,5.429069636304596e-05,7.806713412062017e-11,0.0021664107902028117,6.145359106617395e-11,0.0004981154855659719,2.9925545050262527e-09,7.234951042596687e-06,1.8428993824723757e-09,1.1439165949260147e-10,1.5206279117255011e-05,1.3826816776976678e-05,0.006424371190581993,0.002180471456712422,0.0004720496843286853,6.542531952587008e-08,6.15414146055901e-09,5.411209273579782e-08,3.341221344235872e-10,1.289039142291374e-06,1.8617765980830384e-05,1.558192891748003e-07,0.0008077422704546141,6.707173198632356e-09,2.1881093588515e-05,6.296818919767072e-08,7.833538314020937e-06,1.10418589943785e-08,6.922415611388889e-11,1.1029037756139186e-10,4.53458663753162e-11,1.5642880952519892e-06,3.897945688701613e-12
2.2851573373430313e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44241041745876275,0.08948638126857478,0.011403379419753985,2.470198583986326e-06,0.0002466711477209324,0.04047336941354549,0.020382933029152155,5.424743876521241e-05,7.849846515488873e-11,0.0021655380415553475,6.141794116044415e-11,0.000498282152767409,2.991995335074283e-09,7.227662252824283e-06,1.847039663814381e-09,1.1459357417703889e-10,1.5189172900725072e-05,1.3855532624067264e-05,0.006421944581872342,0.0021712792640396134,0.0004724605938453885,6.52048014592357e-08,6.14356018694345e-09,5.408490837858303e-08,3.3578564861893195e-10,1.2949246691388733e-06,1.8686918911669264e-05,1.561139022994072e-07,0.0008092687216259633,6.704616712561642e-09,2.1926537719856035e-05,6.308991025017193e-08,7.82580691792129e-06,1.1060213417624219e-08,6.941390586448183e-11,1.1045666008772798e-10,4.524914987840604e-11,1.5676235664239455e-06,3.906125816994982e-12
2.2894672521939854e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424200364444033,0.08945067213958852,0.01138835984373419,2.47646369987451e-06,0.00024707558238512263,0.040548723643828916,0.020421796502884906,5.4204193974464154e-05,7.893118647894734e-11,0.0021646653420625303,6.138228484755317e-11,0.0004984486044711932,2.991435833442804e-09,7.220354110345235e-06,1.8511796709890024e-09,1.1479522623040906e-10,1.517207219631293e-05,1.3884225636459715e-05,0.006419519393854414,0.0021620699184189567,0.0004728709958701207,6.498322522255374e-08,6.132995847088623e-09,5.4057726551188114e-08,3.3746496317203955e-10,1.3008674444604172e-06,1.875680167331234e-05,1.564083809061116e-07,0.0008107945240755728,6.702060505340007e-09,2.1971945714482854e-05,6.321157639430433e-08,7.818078099805286e-06,1.1078535499723078e-08,6.960373813627356e-11,1.1062266602172126e-10,4.515134932388794e-11,1.5709566210241715e-06,3.914300001561852e-12
2.2937771670449396e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424296714597802,0.08941498106084382,0.011373359302834856,2.4827091419171745e-06,0.0002474792721644081,0.0406240407007061,0.020460639791638043,5.41609622461857e-05,7.936529880142886e-11,0.0021637926951022925,6.134662260659516e-11,0.0004986148412096981,2.990876012142335e-09,7.213026838082869e-06,1.8553193982788088e-09,1.1499661572021279e-10,1.515497707853358e-05,1.3912895820542859e-05,0.006417095625286921,0.002152843483960221,0.0004732808917217114,6.47605925779142e-08,6.1224484246299066e-09,5.403054750362848e-08,3.391603108296314e-10,1.3068683066610562e-06,1.882742467895023e-05,1.5670272487367756e-07,0.0008123196776951106,6.699504586000367e-09,2.201731758250461e-05,6.333318758389391e-08,7.810351880299473e-06,1.1096825168083215e-08,6.979365247775091e-11,1.1078839560505038e-10,4.5052464427271805e-11,1.5742872595702494e-06,3.922468243999052e-12
2.2980870818958937e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44243932242929357,0.08937930803267549,0.011358377773021445,2.4889347391502763e-06,0.0002478822154793341,0.04069932058004747,0.020499462880917405,5.411774383246534e-05,7.980080282401023e-11,0.002162920104018778,6.131095491038437e-11,0.0004987808635133344,2.9903158830414558e-09,7.205680657460399e-06,1.8594588399651566e-09,1.1519774271413617e-10,1.5137887621374853e-05,1.3941543182935513e-05,0.006414673274924281,0.0021436000248306335,0.0004736902827123882,6.453690529509303e-08,6.111917903098647e-09,5.400337148727792e-08,3.4087192884204227e-10,1.3129281103619739e-06,1.8898798544538187e-05,1.5699693407913385e-07,0.0008138441823774852,6.696948963469772e-09,2.2062653334394438e-05,6.345474377221966e-08,7.802628279908062e-06,1.111508235028071e-08,6.998364843750456e-11,1.1095384907836822e-10,4.4952494916883674e-11,1.5776154826031082e-06,3.9306305459591194e-12
2.302396996746848e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44244898927706566,0.08934365305537668,0.011343415230295606,2.4951403206544145e-06,0.0002482844107548508,0.04077456327786763,0.020538265756090607,5.407453898214311e-05,8.023769924142005e-11,0.0021620475721228485,6.127528222554859e-11,0.0004989466719105601,2.9897554578689655e-09,7.198315788409757e-06,1.863597990327588e-09,1.1539860728002659e-10,1.5120803898300508e-05,1.3970167730486017e-05,0.006412252341516485,0.002134339605260886,0.00047409917014780325,6.431216515172716e-08,6.1014042659242866e-09,5.397619875493851e-08,3.426000590720122e-10,1.319047726791779e-06,1.8970934093672003e-05,1.5729100839771533e-07,0.0008153680380167989,6.694393646570786e-09,2.2107952980988756e-05,6.357624491199321e-08,7.794907319013599e-06,1.1133306974059771e-08,7.01737255641948e-11,1.1111902668127868e-10,4.485144053398449e-11,1.5809412906868955e-06,3.93878690915009e-12
2.306706911597802e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442458671926929,0.08930801612919914,0.011328471650695122,2.501325715556986e-06,0.0002486858564203201,0.04084976879032411,0.020577048402381,5.403134794085833e-05,8.06759887414455e-11,0.002161175102692565,6.123960501262162e-11,0.00049911226692789,2.989194748216014e-09,7.190932449380356e-06,1.8677368436432153e-09,1.1559920948586843e-10,1.5103725982253317e-05,1.399876947027183e-05,0.0064098328238089645,0.0021250622895512827,0.0004745075553270572,6.408637393349315e-08,6.090907496436443e-09,5.3949029560911804e-08,3.4434494810661883e-10,1.3252280441891064e-06,1.9043842362604488e-05,1.5758494770280196e-07,0.0008168912445082997,6.691838644022825e-09,2.2153216533486582e-05,6.369769095533799e-08,7.787189017877613e-06,1.1151498967332729e-08,7.036388340651767e-11,1.112839286523127e-10,4.4749301032890515e-11,1.5842646844088586e-06,3.946937335335257e-12
2.311016826448756e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424683703024154,0.08927239725435338,0.011313547010293861,2.507490753034365e-06,0.00024908655090952376,0.040924937113716295,0.02061581080486147,5.3988170951096316e-05,8.111567200493886e-11,0.002160302698973678,6.120392372613407e-11,0.0004992776490899072,2.9886337655382154e-09,7.183530857347825e-06,1.871875394186094e-09,1.1579954939975815e-10,1.5086653945658142e-05,1.4027348409599187e-05,0.006407414720542456,0.0021157681420780317,0.0004749154395427253,6.385953343429225e-08,6.080427577866981e-09,5.392186416107184e-08,3.461068473724444e-10,1.3314699682168118e-06,1.9117534605406666e-05,1.5787875186585783e-07,0.0008184138017483327,6.689283964443499e-09,2.2198444003449018e-05,6.38190818537683e-08,7.77947339664128e-06,1.1169658258180169e-08,7.05541215131703e-11,1.1144855522890387e-10,4.464607618109886e-11,1.5875856643792316e-06,3.9550818263329664e-12
2.3153267412997103e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44247808432674357,0.08923679643100878,0.011298641285201716,2.513635262314103e-06,0.0002494864926606721,0.04100006824448416,0.020654552948448063,5.3945008252234405e-05,8.155674970582445e-11,0.0021594303641801083,6.116823881470298e-11,0.000499442818919271,2.9880725211577183e-09,7.176111227822707e-06,1.8760136362265812e-09,1.1599962708987938e-10,1.506958786042502e-05,1.4055904556002807e-05,0.006404998030452863,0.002106457227299687,0.0004753228240808795,6.363164545644023e-08,6.069964493352029e-09,5.389470281293949e-08,3.4788601325408964e-10,1.3377744223882122e-06,1.9192022299278616e-05,1.5817242075636647e-07,0.0008199357096342933,6.6867296163499035e-09,2.2243635402798794e-05,6.394041755816718e-08,7.771760475326053e-06,1.1187784774850986e-08,7.074443943281458e-11,1.1161290664736309e-10,4.454176575941818e-11,1.5909042312311236e-06,3.963220384016428e-12
2.3196366561506645e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424878139228068,0.08920121365929383,0.011283754451564562,2.5197590726771403e-06,0.0002498856801164123,0.04107516217920718,0.02069327481789344,5.390186008058729e-05,8.199922251110458e-11,0.002158558101494416,6.113255072112016e-11,0.0004996077769367303,2.9875110262652597e-09,7.168673774859104e-06,1.880151564030674e-09,1.1619944262447731e-10,1.5052527797952225e-05,1.4084437917245668e-05,0.006402582752271106,0.002097129609763749,0.00047572971022111286,6.340271181086337e-08,6.0595182259339945e-09,5.386754577575873e-08,3.496827072161594e-10,1.344142348505772e-06,1.9267317150015594e-05,1.584659542417657e-07,0.0008214569680645761,6.684175608159919e-09,2.2288790743819884e-05,6.406169801876427e-08,7.764050273834334e-06,1.1205878445762519e-08,7.093483671404056e-11,1.1177698314285224e-10,4.443636956210265e-11,1.5942203856204161e-06,3.9713530103135215e-12
2.3239465710016186e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44249755901316007,0.08916564893929643,0.011268886485564187,2.525862013460058e-06,0.00025028411172383724,0.04115021891460327,0.020731976397780245,5.385872666945178e-05,8.244309108086605e-11,0.0021576859140682706,6.109685988243915e-11,0.0004997725236611304,2.986949291922187e-09,7.16121871106329e-06,1.88428917185934e-09,1.1639899607183271e-10,1.5035473829129342e-05,1.4112948501318864e-05,0.006400168884722986,0.002087785354113428,0.00047613609923656037,6.317273431730011e-08,6.049088758563515e-09,5.3840393310574504e-08,3.5149719592882957e-10,1.3505747071126794e-06,1.9343431097634486e-05,1.5875935218738034e-07,0.0008229775769385259,6.68162194819344e-09,2.2333910039157293e-05,6.418292318511266e-08,7.756342811950107e-06,1.1223939199500564e-08,7.112531290532889e-11,1.1194078494935767e-10,4.4329887396991935e-11,1.5975341282256632e-06,3.979479707206631e-12
2.3282564858525728e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4425073195200077,0.08913010227106383,0.011254037363418262,2.5319439140573286e-06,0.0002506817859344945,0.0412252384475275,0.020770657672514205,5.3815608249150854e-05,8.288835606828564e-11,0.002156813805022912,6.106116673006105e-11,0.0004999370596094251,2.9863873290624528e-09,7.153746247602283e-06,1.8884264539678294e-09,1.1659828750023555e-10,1.5018426024340335e-05,1.4141436316441485e-05,0.006397756426529029,0.0020784245250945643,0.0004765419923939217,6.294171480450875e-08,6.038676074101415e-09,5.381324568031227e-08,3.533297513971069e-10,1.3570724779576746e-06,1.9420376322165572e-05,1.5905261445635323e-07,0.0008244975361563867,6.679068644673637e-09,2.2378993301816895e-05,6.430409300606563e-08,7.748638109339583e-06,1.1241966964819527e-08,7.131586755501219e-11,1.1210431229966213e-10,4.422231908565497e-11,1.6008454597480002e-06,3.98760047673249e-12
2.332566400703527e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44251709536518935,0.08909457365460301,0.011239207061380284,2.5380046039236144e-06,0.0002510787012043956,0.04130022077497116,0.02080931862631714,5.377250504707696e-05,8.333501811963601e-11,0.002155941777449612,6.102547168981887e-11,0.0005001013852966867,2.9858251484945866e-09,7.14625659421238e-06,1.892563404604966e-09,1.1679731697795817e-10,1.5001384453466605e-05,1.4169901371060593e-05,0.006395345376404329,0.002069047187562737,0.00047694739095348126,6.270965511048128e-08,6.028280155320629e-09,5.378610314985982e-08,3.5518065109392217e-10,1.363636660473646e-06,1.949816524961532e-05,1.5934574090957377e-07,0.000826016845619251,6.6765157057281756e-09,2.2424040545165326e-05,6.442520742975234e-08,7.740936185551846e-06,1.1259961670642476e-08,7.15065002112354e-11,1.1226756542531661e-10,4.411366446354025e-11,1.6041543809110527e-06,3.995715320982038e-12
2.336876315554481e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4425268864701663,0.08905906308988082,0.011224395555739517,2.5440439125760673e-06,0.00025147485599402643,0.041375165894060525,0.020847959243219714,5.372941728773495e-05,8.378307787429082e-11,0.002155069834410117,6.098977518206104e-11,0.0005002655012361156,2.9852627609036423e-09,7.138749959207637e-06,1.8967000180124293e-09,1.1699608457322807e-10,1.4984349185890027e-05,1.4198343673851246e-05,0.006392935733058387,0.0020596534064905446,0.0004773522961691283,6.247655708266477e-08,6.017900984908071e-09,5.375896598615054e-08,3.5705017809718556e-10,1.3702682742704559e-06,1.9576810558106783e-05,1.5963873140560516e-07,0.0008275355052290066,6.6739631393903835e-09,2.246905178293011e-05,6.454626640355294e-08,7.733237060019481e-06,1.1277923246061278e-08,7.169721042191508e-11,1.1243054455661054e-10,4.400392338012952e-11,1.607460892460857e-06,4.00382424210028e-12
2.3411862304054352e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442536692756008,0.08902357057682414,0.01120960282282096,2.5500616695966713e-06,0.00025187024876835635,0.04145007380205585,0.020886579507054085,5.368634519278416e-05,8.423253596473e-11,0.002154197978937104,6.095407762173338e-11,0.0005004294079390512,2.984700176853114e-09,7.131226549488323e-06,1.9008362884240134e-09,1.1719459035419984e-10,1.496732029049604e-05,1.4226763233716593e-05,0.006390527495194961,0.002050243246975071,0.00047775670928837605,6.224242257818731e-08,6.0075385454665226e-09,5.373183445824916e-08,3.589386212309478e-10,1.3769683596425249e-06,1.965632518420331e-05,1.5993158580060912e-07,0.0008290535148882852,6.671410953600468e-09,2.2514027029199745e-05,6.466726987407346e-08,7.725540752059231e-06,1.1295851620336675e-08,7.1887997734698e-11,1.1259324992254186e-10,4.389309569909893e-11,1.6107649951657788e-06,4.011927242286194e-12
2.3454961452563894e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44254651414337687,0.0889880961153201,0.01119482883898529,2.5560577046346067e-06,0.00025226487799684876,0.0415249444963502,0.020925179401446236,5.364328898107995e-05,8.468339301654448e-11,0.0021533262140346152,6.091837941846003e-11,0.000500593105914982,2.984137406786836e-09,7.123686570549337e-06,1.9049722100648646e-09,1.17392834388927e-10,1.495029783567667e-05,1.4255160059788047e-05,0.006388120661511881,0.002040816774245548,0.00047816063155238026,6.200725346409368e-08,5.997192819516449e-09,5.3704708837439104e-08,3.608462752107859e-10,1.3837379780915718e-06,1.973672232942156e-05,1.6022430394826824e-07,0.0008305708745004082,6.668859156206625e-09,2.2558966298423977e-05,6.478821778711927e-08,7.717847280872604e-06,1.1313746722898368e-08,7.207886169691804e-11,1.1275568175078506e-10,4.378118129848365e-11,1.6140666898164467e-06,4.020024323792601e-12
2.3498060601073435e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4425563505525136,0.08895263970521625,0.011180073580628813,2.56203184740863e-06,0.0002526587421534714,0.04159977797446843,0.02096375890980827,5.3600248868714775e-05,8.513564964844077e-11,0.0021524545426784975,6.088268097662334e-11,0.0005007565956715551,2.983574461030857e-09,7.116130226488563e-06,1.909107777150712e-09,1.1759081674533301e-10,1.4933281889333569e-05,1.4283534161425497e-05,0.006385715230700888,0.002031374053671222,0.00047856406419595634,6.177105161758574e-08,5.986863789497818e-09,5.36775893973126e-08,3.627734407935789e-10,1.3905782128651358e-06,1.9818015466940312e-05,1.6051688569970706e-07,0.0008320875839693316,6.666307754966198e-09,2.260386960541419e-05,6.49091100876685e-08,7.710156665546524e-06,1.1331608483345126e-08,7.226980185555233e-11,1.1291784026765986e-10,4.3668180070851133e-11,1.6173659772256795e-06,4.028115488926097e-12
2.3541159749582977e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44256620190322227,0.08891720134632076,0.011165337024183436,2.567983927709501e-06,0.0002530518397167079,0.041674574234066154,0.021002318015330302,5.355722506905839e-05,8.558930647224524e-11,0.0021515829678168358,6.084698269544227e-11,0.0005009198777145874,2.983011349795279e-09,7.108557720015217e-06,1.9132429838870598e-09,1.1778853749118204e-10,1.4916272518881077e-05,1.4311885548217611e-05,0.006383311201447456,0.002021915150769419,0.0004789670084475969,6.153381892627226e-08,5.9765514377719086e-09,5.365047641386259e-08,3.647204249318353e-10,1.3974901695114211e-06,1.990021834851303e-05,1.608093309034094e-07,0.0008336036431995911,6.663756757546799e-09,2.2648736965343823e-05,6.502994671984437e-08,7.702468925053947e-06,1.1349436831444948e-08,7.246081775717637e-11,1.1307972569809712e-10,4.35540919234765e-11,1.620662858228431e-06,4.0362007400469724e-12
2.358425889809252e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44257606811485367,0.08888178103840268,0.011150619146116604,2.573913775402422e-06,0.00025344416916956884,0.04174933327292856,0.021040856700972336,5.351421779279785e-05,8.604436409290813e-11,0.002150711492370376,6.081128496905028e-11,0.000501082952548076,2.9824480831760997e-09,7.1009692524581255e-06,1.9173778244683813e-09,1.1798599669404862e-10,1.4899269791249255e-05,1.4340214229982214e-05,0.006380908572430603,0.0020124401312138366,0.0004793694655294864,6.129555728842461e-08,5.966255746623039e-09,5.362337016557711e-08,3.6668754093272566e-10,1.4044749764510583e-06,1.998334501159054e-05,1.6110163940513456e-07,0.0008351190520962462,6.661206171527369e-09,2.269356839374901e-05,6.51507276268868e-08,7.694784078254502e-06,1.1367231697135088e-08,7.265190894791737e-11,1.1324133826560508e-10,4.3438916778528914e-11,1.6239573336817306e-06,4.044280079569145e-12
2.362735804660206e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44258594910629023,0.088846378781192,0.01113591992293126,2.5798212204295145e-06,0.00025383572899960244,0.041824055088969504,0.02107937494945571,5.3471227247976584e-05,8.65008231085071e-11,0.0021498401192329513,6.077558818657145e-11,0.0005012458206742071,2.981884671157001e-09,7.093365023773977e-06,1.92151229307727e-09,1.181831944212873e-10,1.4882273772886906e-05,1.43685202167667e-05,0.006378507342322716,0.0020029490608430497,0.0004797714366575175,6.105626861324315e-08,5.955976698260334e-09,5.3596270933536246e-08,3.6867510862195116e-10,1.411533785566242e-06,2.0067409786660825e-05,1.613938110478302e-07,0.0008366338105648225,6.658656004399281e-09,2.2738363906529227e-05,6.52714527511232e-08,7.687102143895097e-06,1.1384993010522202e-08,7.28430749734066e-11,1.134026781922336e-10,4.3322654573259396e-11,1.627249404464635e-06,4.0523535099601236e-12
2.36704571951116e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44259584479592845,0.08881099457437998,0.011121239331165812,2.5857060928123297e-06,0.00025422651769890797,0.041898739680230355,0.021117872743254492,5.3428253640033155e-05,8.695868411025067e-11,0.0021489688512719,6.073989273219595e-11,0.0005014084825933683,2.9813211236111432e-09,7.0857452325555405e-06,1.9256463838835822e-09,1.1838013074000135e-10,1.4865284529764622e-05,1.439680351884857e-05,0.006376107509789343,0.0019934420056692565,0.0004801729230413037,6.081595482112758e-08,5.945714274819438e-09,5.3569179001511526e-08,3.7068345451268907e-10,1.4186677728080479e-06,2.0152427304813802e-05,1.6168584567154331e-07,0.0008381479185112535,6.656106263567377e-09,2.27831235199481e-05,6.53921220339387e-08,7.679423140610557e-06,1.1402720701882498e-08,7.303431537873101e-11,1.1356374569853791e-10,4.320530526020013e-11,1.6305390714781843e-06,4.060421033740971e-12
2.3713556343621143e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426057551016618,0.08877562841761924,0.011106577347394094,2.5915682226543846e-06,0.00025461653376414664,0.04197338704487902,0.021156350064586504,5.3385297171839455e-05,8.741794768248133e-11,0.0021480976913284804,6.07041989852544e-11,0.0005015709388041576,2.9807574503029214e-09,7.078110076039828e-06,1.9297800910435575e-09,1.1857680571701068e-10,1.4848302127377814e-05,1.442506414673599e-05,0.006373709073489011,0.0019839190318872595,0.0004805739258841939,6.057461784396213e-08,5.935468458364214e-09,5.3542094656067974e-08,3.727129119797267e-10,1.4258781388224265e-06,2.02384125055401e-05,1.6197774311332741e-07,0.0008396613758418195,6.653556956351006e-09,2.2827847250634366e-05,6.551273541574507e-08,7.671747086924246e-06,1.1420414701661758e-08,7.322562970838187e-11,1.1372454100354102e-10,4.308686880736619e-11,1.6338263356453614e-06,4.0684826534862835e-12
2.3756655492130684e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426156799408637,0.0887402803105241,0.011091933948225295,2.5974074401437353e-06,0.0002550057756965555,0.04204799718120885,0.02119480689540415,5.334235804373818e-05,8.787861440267823e-11,0.0021472266422182776,6.066850732029118e-11,0.0005017331898033939,2.9801936608897026e-09,7.070459750116228e-06,1.933913408698902e-09,1.1877321941881933e-10,1.4831326630749733e-05,1.4453302111168461e-05,0.006371312032073012,0.0019743802058837007,0.00048097444638328337,6.033225962540216e-08,5.925239230888391e-09,5.3515018186668716e-08,3.7476382143904054e-10,1.4331661095957459e-06,2.0325380644771602e-05,1.6226950320714832e-07,0.0008411741824630894,6.6510080899850294e-09,2.2872535115582857e-05,6.563329283594915e-08,7.664074001248654e-06,1.1438074940475567e-08,7.341701750620409e-11,1.1388506432469441e-10,4.296734519846865e-11,1.6371111979110615e-06,4.076538371824198e-12
