Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CO2X(24)
5.8056748747750694e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,9.4554703559062976e-101,1.9185542483034007e-54,1.6795218822004786e-30,1.8098403287492329e-72,8.2239316171016853e-46,1.322183037682249e-110,5.1239699480187231e-17,9.062013649497271e-90,5.1239699480178227e-17,5.8341638003243676e-61,3.621558027165215e-61,1.88563592527411e-93,2.1863898992372715e-94,1.5883401637506768e-45,1.302627344534481e-71,2.7983398510642101e-15,8.2853869415185128e-17,3.316918224194414e-19,5.0944123462352649e-32,1.8863748499894078e-31,3.3169182197376739e-19,2.1994637976992415e-28,2.7282614460571053e-34,3.3075742881972304e-39,1.8279542408951483e-64,6.3884181089922002e-44,1.0122532332958506e-81,3.3207813358339408e-87,9.8772958704935944e-46,1.6494513506853673e-90,8.3722175634641187e-91
1.1616393776374444e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,2.4756767806566009e-98,3.0721859124852658e-53,6.7224645021027421e-30,1.1840903308548703e-70,6.5858151955033345e-45,3.4598024221296872e-108,1.0252391650988601e-16,5.8086526447495538e-88,1.0252391650984998e-16,9.344801284450327e-60,5.8012350357831226e-60,2.4671891668665783e-91,2.8606993538066991e-92,1.271637661015431e-44,4.1730860589231574e-70,5.5991109270194273e-15,1.6577972307833999e-16,6.6367182236845124e-19,2.0390921532063005e-31,7.5504154304962853e-31,6.6367182058459243e-19,8.8035762311824275e-28,2.1842649571395778e-33,2.7049608234202692e-38,5.980542966699486e-63,5.1146189280885943e-43,6.4858092174062377e-80,4.3449510169167135e-85,7.9078409525262021e-45,2.1594075144916191e-88,1.0960632469638989e-88
2.3237831579573192e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,6.6043554815901849e-96,4.9174963388236924e-52,2.6898614527606535e-29,7.8946680808394485e-69,5.2713214207634662e-44,9.2250130573357189e-106,2.050923505693034e-16,3.7204087302450803e-86,2.0509235056915924e-16,1.4959798042503141e-58,9.2873705117916937e-59,3.2894185703730928e-89,3.8140721844741907e-90,1.0176962072221433e-43,1.3361365650031795e-68,1.1200653078925914e-14,3.3163143040464459e-16,1.3276318236070602e-18,8.1590212325517555e-31,3.021149655993071e-30,1.327631816469293e-18,3.5225684664061703e-27,1.7480708474135276e-32,2.2558493521528593e-37,1.9942784446334878e-61,4.0932495942880364e-42,4.1532837186370294e-78,5.7929739367173631e-83,6.3286736151934853e-44,2.8805269910292678e-86,1.4620862085304682e-86
4.648070718597069e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,1.8252554497397036e-93,7.8695891287238259e-51,1.0761197426591595e-28,5.4533186080074189e-67,4.2181251027480762e-43,2.5479071307884394e-103,4.102292186882175e-16,2.3819807331083977e-84,4.102292186876407e-16,2.3942171504430351e-57,1.4864100723527957e-57,4.5432051055137001e-87,5.2678343718650761e-88,8.1431095211678318e-43,4.2768358141194235e-67,2.2403737382723085e-14,6.6333484505723323e-16,2.6555518314466826e-18,3.264137039494084e-30,1.2086565851605773e-29,2.655551802890895e-18,1.4092497653762815e-26,1.3987143319437757e-31,1.9507424550991135e-36,6.891484724236004e-60,3.2752216067010041e-41,2.6588588796249001e-76,8.0010093340416263e-81,5.0638964363876251e-43,3.9809973213850401e-84,2.0206587048183028e-84
9.296645839876569e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,5.3589674136623564e-91,1.2592604305033847e-49,4.3048293684770461e-28,4.0016513229414445e-65,3.3749273201819324e-42,7.4738523974558148e-101,8.2050295492636307e-16,1.5247618616223323e-82,8.2050295492405565e-16,3.8312670844321694e-56,2.3785979010810325e-56,6.6647745040988747e-85,7.727788498641554e-86,6.5150959793737818e-42,1.3687792977095617e-65,4.4809905990254221e-14,1.3267416743623283e-15,5.3113918685759105e-18,1.3057588901476183e-29,4.8350197980594838e-29,5.3113917543429041e-18,5.6374018633306008e-26,1.1190650099978056e-30,1.7939128103970733e-35,2.530668207692189e-58,2.6204261127018906e-40,1.7019120552764331e-74,1.1737291505191077e-78,4.051495403922053e-42,5.8453671519806966e-82,2.96696876168171e-82
1.8593796082435566e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,1.7229536609186715e-88,2.0149130071875394e-48,1.7220018692784489e-27,3.2153424006231628e-63,2.7001127607629128e-41,2.3999706549891082e-98,1.6410504274039233e-15,9.7594174301221028e-81,1.6410504273946938e-15,6.1304430758220426e-55,3.8060208009457224e-55,1.0703982584708887e-82,1.2411239601779511e-83,5.2123079033654084e-41,4.3804007088024055e-64,8.9622243205063667e-14,2.6535553329721894e-15,1.0623072028637235e-17,5.2232305768332506e-29,1.934086600605109e-28,1.0623071571682144e-17,2.2550077192746903e-25,8.9527418292381792e-30,1.8082768598370622e-34,1.0179194026719815e-56,2.0964404716219233e-39,1.0893012783202338e-72,1.8850714642066896e-76,3.2413399469663208e-41,9.3994599237336664e-80,4.7709435302603366e-80
3.7188096567553564e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,6.2076468539442546e-86,3.2239230723391804e-47,6.888148041961125e-27,2.895106313775223e-61,2.1601585709311348e-40,8.6350496159066039e-96,3.2821453723641214e-15,6.2463284494919598e-79,3.2821453723272027e-15,9.8090415134093424e-54,6.0898148848789391e-54,1.9262832026097237e-80,2.2335202843598976e-81,4.1699191921699726e-40,1.401777337322569e-62,1.7924691763367133e-13,5.3071826501905966e-15,2.1246432691994839e-17,2.0893207228341194e-28,7.7365036647516102e-28,2.124643086410152e-17,9.0198561281569247e-25,7.1620382616282833e-29,2.043556218091576e-33,4.5889074047622883e-55,1.6771922832740991e-38,6.9717763628413694e-71,3.3923648323313506e-74,2.5931171107758118e-40,1.6938375227834954e-77,8.5975264017271774e-78
7.437669753778956e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,2.5089891785400044e-83,5.1582793778770413e-46,2.7552875848321636e-26,2.9244091313470884e-59,1.7281541995104838e-39,3.4858061655466575e-93,6.5643352623048265e-15,3.9977466145669937e-77,6.5643352621571502e-15,1.5694732460402074e-52,9.7437539583632387e-53,3.8891983870469376e-78,4.5095152012300727e-79,3.3359331729409031e-39,4.4857660299069684e-61,3.5849626648684167e-13,1.0614437284622147e-14,4.2493155391837966e-17,8.3572557829019094e-28,3.0946328360602697e-27,4.249314807990396e-17,3.6076925696014245e-24,5.7291783308987891e-28,2.5897904502804765e-32,2.320504297666344e-53,1.3417699049349198e-37,4.4620162539906755e-69,6.8492416756381814e-72,2.0744920738920584e-39,3.4240806226759506e-75,1.7379870526798197e-75
1.4875389947826155e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679926153,0.11866996602923512,0.022821567693043672,1.11312450036098e-80,8.2530974688563662e-45,1.1021209113774636e-25,3.2428198957924011e-57,1.3825342926700421e-38,1.5451080242992286e-90,1.3128715042267478e-14,2.5585886711997278e-75,1.3128715041676764e-14,2.5111784643407446e-51,1.558974200197603e-51,8.6214833715964223e-76,9.9965868353751492e-77,2.6686955416828402e-38,1.4354576799526769e-59,7.1699496417700236e-13,2.1228946553464198e-14,8.4986606285536923e-17,3.3428296197835995e-27,1.2378593424146073e-26,8.4986577035364281e-17,1.4428551503697526e-23,4.5825375989250742e-27,3.5993326934446051e-31,1.2877265513044802e-51,1.0734225404100214e-36,2.8557157564560833e-67,1.5183236126133064e-69,1.6595615324818682e-38,7.5971938382477623e-73,3.8561803227791077e-73
2.9750830335920553e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679852312,0.11866996602850491,0.022821567693033059,5.2589388945387505e-78,1.3204351543448771e-43,4.4084970300590026e-25,3.8296127734116486e-55,1.1060318007725399e-37,7.2957568517396295e-88,2.6257474602517722e-14,1.6375066014212701e-73,2.6257474600154876e-14,4.0179025191498412e-50,2.4942401592558713e-50,2.0357462840651121e-73,2.360442241499264e-74,2.1348558423699784e-37,4.5934845425504771e-58,1.4339923594926035e-12,4.2457965091064106e-14,1.6997353006101734e-16,1.3370634965498912e-26,4.9514492571120046e-26,1.6997341304171215e-16,5.7696023502362813e-23,3.6647099273023199e-26,5.3221746870690727e-30,7.6079353566356432e-50,8.5874097492182094e-36,1.8276661353207378e-65,3.5851383293260033e-67,1.3275860103290275e-37,1.794875136020885e-70,9.1104853084231343e-71
5.950171111210935e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.022821567693011829,2.578574052111274e-75,2.1124927912677349e-42,1.7634027912929388e-24,4.6939822118314708e-53,8.8482717670822461e-37,3.576148178719834e-85,5.2514993724318009e-14,1.0480073566029319e-71,5.2514993714866603e-14,6.428657482314556e-49,3.99037773300993e-49,4.9896790241021439e-71,5.7855186134183096e-72,1.7077161515470724e-36,1.4699181753323498e-56,2.8679871498649258e-12,8.4916002165927116e-14,3.3994746566025123e-16,5.3476868573737938e-26,1.9805816574941595e-25,3.3994699743616299e-16,2.3063788324111638e-22,2.9296445482804212e-25,8.1619540783431e-29,4.6640027730415201e-48,6.8699443010200442e-35,1.1697088235042722e-63,8.7872848780655688e-65,1.0619629516468477e-36,4.4006114119966731e-68,2.2337089217613842e-68
1.1900347266448695e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679409272,0.11866996602412364,0.02282156769296937,1.2897213519534729e-72,3.379329537089667e-41,7.0536295209801109e-24,5.8692107437345986e-51,7.0786241889495262e-36,1.7883851090664596e-82,1.0503003197311776e-13,6.7072568360358509e-70,1.0503003193531215e-13,1.0285862319234106e-47,6.3832821458351605e-48,1.2476872327525742e-68,1.4466895163885947e-69,1.3659003243803952e-35,4.7037426888476178e-55,5.7359767295740496e-12,1.6983207631430599e-13,6.7989568981986287e-16,2.138617096990991e-25,7.922327156528021e-25,6.7989381575244678e-16,9.2138216496876652e-22,2.3403190750764713e-24,1.27631557519768e-27,2.9163357704384082e-46,5.4959695962887118e-34,7.4861434430704961e-62,2.1972905552997128e-62,8.4939914983155471e-36,1.1005358747234719e-65,5.5863782321358898e-66
2.380069957692421e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,6.5117714644817064e-70,5.4048134498295928e-40,2.8214637629693526e-23,7.4082365342767779e-49,5.6629017907413088e-35,9.0288352110122018e-80,2.1006010849151393e-13,4.2926471536711247e-68,2.1006010834029149e-13,1.6457386664578706e-46,1.020900542100041e-46,3.1495940528876797e-66,3.6519432454539102e-67,1.0922831427219813e-34,1.5051980860180141e-53,1.1471955884850218e-11,3.3966422460567507e-13,1.3597935560923798e-15,8.5508012641456147e-25,3.1689282617266665e-24,1.3597860504974408e-15,3.6762033393588334e-21,1.8668380768492609e-23,2.014236537534575e-26,1.8406683234406752e-44,4.3967933784953333e-33,4.7911327324856121e-60,5.5467125721467313e-60,6.7924478496426539e-35,2.7781805742054171e-63,1.4103007946089818e-63
4.760140419787525e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677637123,0.11866996600659857,0.022821567692714623,3.296865516203164e-67,8.6409399121973643e-39,1.1285944682922063e-22,9.3768111207085978e-47,4.5303219755754818e-34,4.5711475809442297e-77,4.2012026161149279e-13,2.747294628973828e-66,4.2012026100660324e-13,2.6331819988864589e-45,1.6320823583799772e-45,7.972975013876427e-64,9.2446294942373629e-65,8.7312745399939882e-34,4.8166326435022552e-52,2.2943914178834233e-11,6.7932852116685994e-13,2.7195950090389706e-15,3.4173886983311657e-24,1.2675686195658097e-23,2.7195649124603379e-15,1.4630729877856248e-20,1.4848637460251886e-22,3.187182958589452e-25,1.1649183372824507e-42,3.5174608926337012e-32,3.0663235790702475e-58,1.4041067487255619e-57,5.4295678035962603e-34,7.0320936036308724e-61,3.5701479375980913e-61
9.520281343977733e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675274252,0.11866996598323182,0.022821567692374957,1.6646676736742485e-64,1.3803912002879252e-37,4.5144475188836376e-22,1.1836555576613543e-44,3.6242571051024658e-33,2.3081456687820648e-74,8.4024056818419219e-13,1.7582681459905991e-64,8.4024056576463912e-13,4.2130899482707162e-44,2.6069899187601544e-44,2.0129168853412438e-61,2.333964730044041e-62,6.9738586756108668e-33,1.5413210247212358e-50,4.5887830700528983e-11,1.3586571142030416e-12,5.4392211802435961e-15,1.3646153302465699e-23,5.0702517885582067e-23,5.4391002064636458e-15,5.7938522826669546e-20,1.1743139904512685e-21,5.0291425769980927e-24,7.3523526363443497e-41,2.814009281513436e-31,1.9624445185748688e-56,3.5448907446607322e-55,4.33664457206275e-33,1.7749278981318786e-58,9.0132247540750754e-59
1.9040563192358148e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.022821567691695629,8.3264069931831921e-62,2.2017476545264283e-36,1.8058329850691269e-21,1.4801536374577069e-42,2.8994043858844845e-32,1.1545982026405695e-71,1.6804811826605384e-12,1.1252907618502884e-62,1.6804811729823607e-12,6.7409385781676308e-43,4.1573600649415679e-43,5.0344833014035567e-59,5.8374346140084166e-60,5.5613112387954239e-32,4.9322171708984164e-49,9.1775663478825313e-11,2.7173142999307611e-12,1.0878569570141699e-14,5.4398289617021056e-23,2.0280823221242441e-22,1.0878081076265869e-14,2.2720734066889064e-19,9.1832974595550239e-21,7.8606156834570895e-23,4.5966875469144031e-39,2.2512703023981471e-30,1.255960937698433e-54,8.8659748059106456e-53,3.458151586883502e-32,4.4368457187627037e-56,2.2540945410044464e-56
3.8081126889118977e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661097042,0.11866996584303129,0.022821567690336973,4.0811088439757386e-59,3.5009847565242941e-35,7.2237404117882376e-21,1.8138093230590437e-40,2.3195212166317172e-31,5.6602114180918319e-69,3.360962416936845e-12,7.2018489580733506e-61,3.3609623782244033e-12,1.0785483569088032e-41,6.6079535647359826e-42,1.2339795648504577e-56,1.4307786530749202e-57,4.4208691080150833e-31,1.5783028635181439e-47,1.8355132797504538e-10,5.4346286700085861e-12,2.1757673209079331e-14,2.1611672086435931e-22,8.1121816623327389e-22,2.1755683954938546e-14,8.7438723166908989e-19,7.0268074034831023e-20,1.2038590952349201e-21,2.8159710231853709e-37,1.8011115484380649e-29,8.0381036698237301e-53,2.1730449590713422e-50,2.7488228466226306e-31,1.086302871401457e-53,5.5238877587352826e-54
5.712169058587981e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727651645569,0.11866996574956426,0.022821567688978316,3.4475011095880066e-58,1.2847603555334632e-34,1.535102195416137e-20,1.1703597568191881e-39,6.8860746837168892e-31,4.7608260476443101e-68,5.0414436565363845e-12,4.0889942787718526e-60,5.0414435742730448e-12,4.0803642225127762e-41,2.511752675338734e-41,9.1637579689458881e-56,1.0625206291512317e-56,1.2594962786799347e-30,7.3627357512858928e-47,2.7532699141089287e-10,8.1519430387087999e-12,3.2637205269169222e-14,4.570965061700327e-22,1.7238169075027093e-21,3.2632927984565878e-14,1.8096980273718455e-18,1.9588632396151144e-19,4.3401970433642322e-21,1.5480398336477302e-36,5.1502036442576654e-29,4.4949691742668802e-52,1.6137321618265815e-49,7.8310502050656427e-31,8.1046534685043083e-53,4.1223047680002655e-53
9.520281797940148e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727632742623,0.11866996556263021,0.022821567686261,5.4710912205069481e-56,9.7813045129429405e-34,4.2444784271954115e-20,4.8857986549643386e-38,3.2255760035032075e-30,6.193090721941879e-66,8.4024061570282412e-12,1.0992298702432081e-58,8.402405929596738e-12,3.2202546810584069e-40,2.039908379648692e-40,6.7124962856420003e-54,7.7828868351923885e-55,5.7253577197552351e-30,9.8664703439758986e-46,4.5887831404109756e-10,1.3586571770611926e-11,5.4398138756946169e-14,1.2486579355673047e-21,4.7656920390770687e-21,5.4385980742710144e-14,4.6891930008868253e-18,8.3635375478954152e-19,3.1116806915274339e-20,3.7322511028263288e-35,2.3670335585316927e-28,1.0342180671598654e-50,1.1820079077448678e-47,3.5594060910989892e-30,7.2372232632944739e-51,3.6868232214075429e-51
1.2947583263357096e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727615729971,0.11866996539438958,0.022821567683815418,3.5199487249837559e-55,2.6808618267127996e-33,7.5585687955131744e-20,2.2696622775380455e-37,7.4433349645190067e-30,3.3832611916558996e-65,1.1427272424668938e-11,4.7729979290646924e-58,1.1427272019683971e-11,9.0370719970017858e-40,5.9110840646428484e-40,3.4131363105693629e-53,3.957368922954406e-54,1.2810086140067467e-29,3.2746034684990466e-45,6.2407450098219166e-10,1.8477737624888601e-11,7.3984591720654897e-14,2.2059117818216418e-21,8.4861029118887999e-21,7.3962568919885198e-14,8.0039628289114658e-18,1.8076053523695287e-18,8.2982943814687113e-20,1.5522973770502871e-34,5.3283941262344883e-28,3.9526909079620116e-50,6.0101284108589689e-47,7.9634277382020566e-30,4.3731556307487411e-50,2.228232127150244e-50
1.6374884728774045e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727598717319,0.11866996522614896,0.022821567681369836,1.5202665575236486e-54,6.0059260731743159e-33,1.1799633315459121e-19,7.7925414787581096e-37,1.4331675358293658e-29,1.5337448805610471e-64,1.4452138710512352e-11,1.4452652483103813e-57,1.4452138078330037e-11,2.0690885770156785e-39,1.3453000333071809e-39,1.3539894749605769e-52,1.5698820160417218e-53,2.4059728144373584e-29,8.7988700197668431e-45,7.8927068429683957e-10,2.3368903474468466e-11,9.3572864776326979e-14,3.4161470898498379e-21,1.3246638772972233e-20,9.3537930078968238e-14,1.1987469652067796e-17,3.2772334689126904e-18,1.8048378663466087e-19,4.5395795092292821e-34,1.0071431265895018e-27,1.2327770624192815e-49,2.3841806827585774e-46,1.4955827540852009e-29,1.616854481618861e-49,8.2438484226182174e-50
