Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CO2X(24),CH3X(55),C2H4X(215),C2H4X(70)
6.03645329594467e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999969,0.11866996602996237,0.022821567693054243,1.2926449417767062e-100,2.2422837665183544e-54,1.8156988112718885e-30,2.28863626005297e-72,9.244142843325235e-46,1.8075243483551744e-110,5.3276487335964655e-17,1.1449835514352806e-89,5.3276487335955115e-17,6.818596815895481e-61,4.2326391877262455e-61,2.479259432514381e-93,2.8746956557006473e-94,1.7853780473052634e-45,5.143415996595232e-71,2.9095752313867156e-15,8.614735132449873e-17,3.4487673490549144e-19,5.507472762977712e-32,2.0393233248449655e-31,3.448767344236817e-19,2.37779815028514e-28,3.066713575969458e-34,3.7210680380157757e-39,2.2231862507865112e-64,7.180928598778275e-44,3.486863519887157e-61,4.366209193870068e-87,1.1102619615906968e-45,2.1687357603781546e-90,1.1007986930326836e-90,1.834702116645038e-31,3.2865302262235463e-75,4.821554501282979e-85
1.2078151121251586e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999939,0.1186699660299594,0.022821567693054202,3.387175439373754e-98,3.5905748054931855e-53,7.267527107314899e-30,1.4985399522333434e-70,7.402811604160053e-45,4.733571511670725e-108,1.0659926180254944e-16,7.339220609753165e-88,1.0659926180251121e-16,1.0921604957278249e-59,6.780102477147669e-60,3.2464766464001357e-91,3.764282264111132e-92,1.4293877333465447e-44,2.788667678432292e-69,5.8216783300451495e-15,1.723695483060977e-16,6.9005310255703335e-19,2.2044239135268393e-31,8.16260792462672e-31,6.900531006285375e-19,9.517377038636661e-28,2.455231931463878e-33,3.045606661720232e-38,7.279485741600347e-63,5.749109201774147e-43,1.1171722567706164e-59,5.71735090892932e-85,8.88884473448461e-45,2.841515376167801e-88,1.442285667784807e-88,7.343589831436368e-31,2.1060149846839213e-73,5.2231785833368565e-83
2.4161546771865417e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999879,0.11866996602995347,0.022821567693054115,9.04955953394115e-96,5.74725576343178e-52,2.9079574938238885e-29,1.0006206553571084e-68,5.925249680469644e-44,1.2640183173370925e-105,2.1324481073573934e-16,4.700728740302272e-86,2.1324481073558645e-16,1.7484053377579317e-58,1.0854468472046823e-58,4.3348974162999395e-89,5.02630366145737e-90,1.1439441413591927e-43,1.6234740683532064e-67,1.1645884527357749e-14,3.4481394226929004e-16,1.3804058393094031e-18,8.820563204064799e-31,3.2661063949935874e-30,1.3804058315928987e-18,3.808180681400594e-27,1.9649259421700383e-32,2.543834372975843e-37,2.4310982745802654e-61,4.6010346502659435e-42,3.5771465329574106e-58,7.634162306812876e-83,7.113774365809911e-44,3.796135676452409e-86,1.9268283562312757e-86,2.9383924739642044e-30,1.34869071958756e-71,6.077630808546313e-81
4.832833807309308e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999759,0.1186699660299416,0.02282156769305394,2.5077314302190996e-93,9.19747306035992e-51,1.1633723616749118e-28,6.930347751154718e-67,4.74140019591044e-43,3.5004452478499585e-103,4.2653590860220047e-16,3.0096277325256236e-84,4.265359086015887e-16,2.7982075918792205e-57,1.737218378932424e-57,6.003120902254633e-87,6.960604980978673e-88,9.153283733690399e-43,9.873683447565573e-66,2.3294296921965867e-14,6.897027301956526e-16,2.761111318611339e-18,3.528796565582981e-30,1.3066552310522506e-29,2.761111287740217e-18,1.5235123813130387e-26,1.5722300160204686e-31,2.2057623509395855e-36,8.423550013509052e-60,3.681526805759794e-41,1.1450332787813051e-56,1.0572060828375231e-80,5.692095645764958e-43,5.260460715027989e-84,2.670085299847678e-84,1.1755483218262452e-29,8.634275905163783e-70,7.389858556308634e-79
9.66619206755484e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999519,0.11866996602991788,0.022821567693053598,7.394476678415392e-91,1.4717430594909016e-49,4.65386825791945e-28,5.1074030169680326e-65,3.793600395234824e-42,1.031203631436556e-100,8.531181043354483e-16,1.9265334603153576e-82,8.531181043330008e-16,4.4777394732186895e-56,2.7799486826718256e-56,8.84428223538051e-85,1.0254925044525612e-85,7.323310362727464e-42,6.153739687293618e-64,4.6591121711113766e-14,1.3794803060482889e-15,5.5225223004044116e-18,1.4116310449356766e-29,5.227046282479934e-29,5.522522176909243e-18,6.094482580818778e-26,1.2578885941894444e-30,2.037292006063287e-35,3.106655079818233e-58,2.945501141724259e-40,3.6646288730018755e-55,1.5575613202724712e-78,4.554101409480672e-42,7.757375433971315e-82,3.9374610152812245e-82,4.702575952715067e-29,5.526738642998363e-68,9.209547471820751e-77
1.9332908588045906e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990396,0.11866996602987043,0.022821567693052908,2.391566178073582e-88,2.354901179554815e-48,1.861623112873888e-27,4.128277459833503e-63,3.035072422138248e-41,3.331053415395511e-98,1.7062824958032455e-15,1.2331003748799357e-80,1.7062824957934556e-15,7.164869048037074e-55,4.448226048688826e-55,1.4288937870574992e-82,1.6567990762450874e-83,5.85890735202501e-41,3.885382284333825e-62,9.318477128913627e-14,2.7590354577532062e-15,1.1045344356750646e-17,5.646734255253738e-29,2.0909035731703416e-28,1.104534386274485e-17,2.437841890438173e-25,1.0063348929799417e-29,2.0659400540451944e-34,1.2570677342750832e-56,2.3565128510375422e-39,1.1727443850673941e-53,2.5164163761806814e-76,3.6434421107131226e-41,1.2548448908321394e-79,6.369300036645447e-80,1.8811068958340031e-28,3.537308240516402e-66,1.1628322782175166e-74
3.8666341629028036e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799808,0.11866996602977552,0.022821567693051527,8.674400713255933e-86,3.767913737289532e-47,7.446644431701195e-27,3.742051952921669e-61,2.4281347805509797e-40,1.2065464208952527e-95,3.4126112787440457e-15,7.892223083324164e-79,3.4126112787048866e-15,1.1464179188421293e-53,7.11737208232221e-54,2.588679398481582e-80,3.0015678201149905e-81,4.687206624265686e-40,2.4695944807681674e-60,1.8637207044408803e-13,5.518145761161618e-15,2.2090988840509922e-17,2.258723902096503e-28,8.363784300026702e-28,2.2090986864406288e-17,9.75116324959285e-25,8.05049015926732e-29,2.3504065414576126e-33,5.7050348435343665e-55,1.8852551416217119e-38,3.75275224212178e-52,4.558907824200207e-74,2.914803710617513e-40,2.2764733654608934e-77,1.1554858805496396e-77,7.524580447082429e-28,2.263861538826201e-64,1.4781390351253028e-72
7.733320771099229e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799616,0.11866996602958571,0.02282156769304877,3.527015365818232e-83,6.028661924574659e-46,2.978688455429743e-26,3.802604814239185e-59,1.9425385590300292e-39,4.899875918531651e-93,6.825268844646475e-15,5.051144582565961e-77,6.825268844489835e-15,1.8342997628296826e-52,1.1387848041923926e-52,5.2579839448082995e-78,6.096620238674299e-79,3.7497609817724244e-39,1.5749755454899813e-58,3.727466687496185e-13,1.1036366367972751e-14,4.418227929250661e-17,9.034861483945572e-28,3.345547628950148e-27,4.418227138769017e-17,3.9001828448063706e-24,6.439860500277869e-28,2.996392246120097e-32,2.902167976265337e-53,1.5082221930889367e-37,1.2007922317663662e-50,9.25980364483273e-72,2.3318399813063438e-39,4.629448162012907e-75,2.349806562260346e-75,3.0098626170749185e-27,1.4487661369405377e-62,1.885302021142438e-70
1.5466693987492081e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679923216,0.1186699660292061,0.02282156769304325,1.571584795282714e-80,9.645674927608025e-45,1.19148174783764e-25,4.2350021920888036e-57,1.5540431363280153e-38,2.181398288238954e-90,1.3650583976534646e-14,3.2327714955777055e-75,1.365058397590808e-14,2.934904479546565e-51,1.822022907732741e-51,1.1706666727071755e-75,1.357385269312124e-76,2.999748476596093e-38,1.006064585186112e-56,7.454958653431877e-13,2.2072807581572263e-14,8.83648661361039e-17,3.613862152019023e-27,1.3382257591322336e-26,8.836483451410275e-17,1.5598234247013382e-23,5.150946292911339e-27,4.18232072999396e-31,1.6174944981245176e-51,1.2065852027564798e-36,3.841857902482322e-49,2.0616537700918993e-69,1.8654339976650842e-38,1.0316247002474527e-72,5.2363208935640326e-73,1.2039510266817378e-26,9.270484097795663e-61,2.4085494856401584e-68
3.0933440420277785e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767984644,0.11866996602844686,0.022821567693032212,7.444959936493275e-78,1.5432343468155373e-43,4.76594155443183e-25,5.014846743821165e-55,1.2432394170019513e-37,1.0328180172880676e-87,2.7301214240644216e-14,2.0689862038677388e-73,2.7301214238137954e-14,4.695867005464114e-50,2.915092052800398e-50,2.7717270835967865e-73,3.2138109124691006e-74,2.3996809350229154e-37,6.4308925107158515e-55,1.4909942584603586e-12,4.414569000868026e-14,1.7673006359522286e-16,1.445467884614547e-26,5.352915857535623e-26,1.7672993708631375e-16,6.237249327707833e-23,4.119213694879078e-26,6.2006180627536726e-30,9.58188206690508e-50,9.652714874614829e-36,1.2289435313864283e-47,4.8812702754404404e-67,1.492273140261001e-37,2.4438302332991517e-70,1.2404487431029758e-70,4.815815203867098e-26,5.930951112359897e-59,3.079108737609198e-66
6.186693328584919e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767969289,0.11866996602692838,0.02282156769301014,3.6559073880301625e-75,2.468927564005365e-42,1.9063809981900257e-24,6.155973859265357e-53,9.945934844278251e-37,5.0701984070651034e-85,5.4602474770196303e-14,1.3241551259573655e-71,5.460247476017122e-14,7.513402922164226e-49,4.6636528681090134e-49,6.8038426800692445e-71,7.889038504805838e-72,1.9195476795707755e-36,4.1109637486180844e-53,2.9819910444148298e-12,8.829145486253212e-14,3.5346055370914995e-16,5.781233771155391e-26,2.1411684319164845e-25,3.534600475083292e-16,2.493256232926101e-22,3.2928892524683936e-25,9.52310759153632e-29,5.882889632721173e-48,7.722190729877257e-35,3.929707176680802e-46,1.1982197580075242e-64,1.1936947249813495e-36,6.00067009931897e-68,3.0458890428495875e-68,1.9263276109056158e-25,3.793020244670814e-57,3.936588347381151e-64
1.2373391901699201e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767938579,0.11866996602389143,0.022821567692965995,1.8299564474182779e-72,3.949483270638777e-41,7.625544430770313e-24,7.703090795042979e-51,7.956755481082626e-36,2.5374793094137483e-82,1.0920499583463229e-13,8.474605112007263e-70,1.092049957945319e-13,1.2021456743285195e-47,7.460237532904521e-48,1.70262389685284e-68,1.9741877426878965e-69,1.5353195129584403e-35,2.6265754904333328e-51,5.963984615204292e-12,1.7658298456877942e-13,7.06921915581053e-16,2.3119790441138156e-25,8.56467410306007e-25,7.069198894631436e-16,9.959882205316008e-22,2.6303422038698872e-24,1.4902689439983218e-27,3.681261823666632e-46,6.177768944153955e-34,1.2556414365578985e-44,2.9984760577108016e-62,9.547556557027316e-36,1.5018240346678365e-65,7.623360406560441e-66,7.705307981775533e-25,2.423961373593187e-55,5.030181251367306e-62
2.4746789047927764e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678771593,0.11866996601781753,0.022821567692877704,9.242265763939033e-70,6.316604565482811e-40,3.0502311678561204e-23,9.726016711428129e-49,6.365407110888543e-35,1.2814723615790806e-79,2.1841003798483133e-13,5.423750759414191e-68,2.1841003782442976e-13,1.9234338834149962e-46,1.193122031352854e-46,4.2993542464538567e-66,4.9850874934483775e-67,1.2277447432974814e-34,1.6758872549531708e-49,1.1927971752305293e-11,3.531660439754486e-13,1.413846172773408e-15,9.243794215766065e-25,3.4258666743783135e-24,1.41383805781916e-15,3.973473619519784e-21,2.0979442743184354e-23,2.352596819935073e-26,2.3241705633924167e-44,4.942235765675772e-33,4.006154188060883e-43,7.571542879921578e-60,7.634836697412751e-35,3.7923495711287476e-63,1.9251382008390837e-63,3.0821182839011175e-24,1.5467775753232954e-53,6.418661048970117e-60
4.9493583340384887e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276775432,0.11866996600566973,0.02282156769270112,4.679265126576335e-67,1.0098351319926247e-38,1.22010252890471e-22,1.2310417104433158e-46,5.092326273134414e-34,6.4878533987375425e-77,4.368201223705376e-13,3.4712010259019714e-66,4.3682012172893156e-13,3.077494342059256e-45,1.9073445369450145e-45,1.0883461397674625e-63,1.2619328678925085e-64,9.813788485301384e-34,1.0662336519774621e-47,2.3855946008595607e-11,7.063321627654948e-13,2.8277008756685514e-15,3.694222471311743e-24,1.3703436428518142e-23,2.8276683323428774e-15,1.5810667277718866e-20,1.6683021231836389e-22,3.7225355887292246e-25,1.4709038041563068e-42,3.953819176167072e-32,1.2744090220624243e-41,1.9166675362678224e-57,6.102738486248532e-34,9.59903075558443e-61,4.8734130274008574e-61,1.2328427986686852e-23,9.841454763751194e-52,8.166469970087448e-58
9.898717192529914e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276750864,0.11866996598137414,0.022821567692347954,2.3619003202704243e-64,1.6131128558749474e-37,4.880488298940193e-22,1.553462893237124e-44,4.073860442711516e-33,3.274898233070913e-74,8.736402914831783e-13,2.2215680925124733e-64,8.736402889167596e-13,4.923989402196323e-44,3.046476052848547e-44,2.746825082126405e-61,3.184927331216081e-62,7.837988993566473e-33,6.744521049595416e-46,4.771189444952945e-11,1.412664400252396e-12,5.655435465508479e-15,1.475059034243799e-23,5.481349049515095e-23,5.65530463284567e-15,6.258650733604299e-20,1.3187915894051024e-21,5.8719425059661835e-24,9.280512209325852e-41,3.1631026910016385e-31,4.030413066712898e-40,4.837354667289553e-55,4.873999838806156e-33,2.422015330982674e-58,1.2299417091759317e-58,4.9313339002047274e-23,6.225444708507596e-50,1.0329231288562182e-55
1.9797434909512763e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670172816,0.11866996593278295,0.022821567691641623,1.1804434144671073e-61,2.5726251773110104e-36,1.9522558570303305e-21,1.9410485597222457e-42,3.259086828579297e-32,1.63689506265703e-71,1.747280631073353e-12,1.4218024549193024e-62,1.7472806208077135e-12,7.878376533996278e-43,4.857569407471965e-43,6.864596318146766e-59,7.959433383416057e-60,6.249623788935207e-32,4.217966292087281e-44,9.542379104481008e-11,2.8253288748536195e-12,1.1311008732081575e-14,5.879300337522982e-23,2.1925189411941625e-22,1.1310480241342966e-14,2.4524645685141736e-19,1.0304025633191194e-20,9.170568760594865e-23,5.797530044640868e-39,2.5305554788994046e-30,1.2600813369305764e-38,1.2088886218767683e-52,3.8861568320603586e-32,6.0494478205007035e-56,3.0734741400371517e-56,1.9725034900030286e-22,3.893403369918282e-48,1.2913966570189097e-53
3.9594870343478463e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727660345643,0.11866996583560056,0.022821567690228958,5.776559398020038e-59,4.0897142291199864e-35,7.809480606802086e-21,2.374792942899226e-40,2.607266780302454e-31,8.0117882274462e-69,3.494561315713092e-12,9.099520035016905e-61,3.494561274650812e-12,1.260538037230041e-41,7.718897989105184e-42,1.6798640898313658e-56,1.9477739395456433e-57,4.96678839799643e-31,2.5803659468024314e-42,1.908475830890231e-10,5.650657822566837e-12,2.262259698976655e-14,2.335136754301271e-22,8.769909817539986e-22,2.2620443501664634e-14,9.424361716049314e-19,7.871033682996452e-20,1.4022214511416434e-21,3.5459106217103195e-37,2.0245553093582974e-29,3.8529613379984425e-37,2.9582451309648254e-50,3.088255853915983e-31,1.4786978021362467e-53,7.51977901892826e-54,7.889772939406951e-22,2.381841302023625e-46,1.578651379466209e-51
5.939230577744416e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072765051847,0.11866996573841818,0.022821567688816293,4.878003466251895e-58,1.5006312959280655e-34,1.6595787196704625e-20,1.531629465162206e-39,7.740318659457447e-31,6.736330968612851e-68,5.241842005812223e-12,5.166435000134034e-60,5.241841918555102e-12,4.768867439465994e-41,2.9336891723869876e-41,1.2469943248612485e-55,1.445866278108885e-56,1.4148250194103567e-30,1.4250687378244772e-41,2.862713739868878e-10,8.475986768790822e-12,3.39346510045808e-14,4.938007106211953e-22,1.8635814485499005e-21,3.393001881867287e-14,1.948624353739457e-18,2.1921081798808387e-19,5.0514566698982844e-21,1.9482784322218757e-36,5.789137520086341e-29,1.7715583662581007e-36,2.195945073501903e-49,8.796780059080794e-31,1.1027724910709245e-52,5.609546859536024e-53,1.6765413377138689e-21,1.3154326673910349e-45,1.0222636905426152e-50
9.898717664537556e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763086412,0.11866996554405342,0.022821567685990963,7.719232001386486e-56,1.1420105151686442e-33,4.5886616968386636e-20,6.376541732524527e-38,3.625720791938363e-30,8.738600919091346e-66,8.736403407845524e-12,1.3888742668703124e-58,8.73640316660846e-12,3.763626220713234e-40,2.381424617611195e-40,9.109190627560189e-54,1.0561754268320473e-54,6.428710834391902e-30,3.2873437913813586e-40,4.771189511972244e-10,1.4126644655296642e-11,5.656079574269167e-14,1.3482929448590651e-21,5.15208069482376e-21,5.654761778630852e-14,5.0376054371327205e-18,9.334527960459551e-19,3.6124390979901485e-20,4.6844929561435744e-35,2.6606941498456766e-28,2.3869636288669173e-35,1.6040371138199717e-47,3.996637572866601e-30,9.819107662417296e-51,5.0028235482629657e-51,4.6348912254954466e-21,3.0344711145318794e-44,4.082932069653564e-49
1.3462256042651382e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761317521,0.11866996536912514,0.022821567683448167,4.9625709569631554e-55,3.129438081463605e-33,8.171502688255494e-20,2.9596803077749574e-37,8.366708149602352e-30,4.77108104708945e-65,1.188150868731213e-11,6.0306709604345736e-58,1.1881508257743968e-11,1.0561946939297381e-39,6.898967736138393e-40,4.628540527853527e-53,5.366565570258437e-54,1.438041277602879e-29,1.3039644627881861e-39,6.488817669826475e-10,1.9212236748354157e-11,7.692608522137068e-14,2.381195470887219e-21,9.174123972149475e-21,7.690220356571975e-14,8.586023794783298e-18,2.0145149215916487e-18,9.622604196892871e-20,1.946385221598287e-34,5.9894563312928435e-28,8.247987402343991e-35,8.15027453321016e-47,8.939520595213393e-30,5.928070028755249e-50,3.02096122432458e-50,8.253070020586348e-21,1.2036633166875408e-43,1.8156746068577128e-48
