Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CO2X(24),CH3X(55),C2H4X(215),C2H4X(70)
1.4896910151366266e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45159877847874547,0.11797015402750942,0.022810957139446506,6.26190326902867e-18,2.40207026842796e-15,8.097611890101151e-08,2.688347378393767e-10,7.877524127160298e-12,1.681268271583785e-25,1.3150491383120333e-05,7.187211849219971e-23,1.2874976692222979e-05,1.8944775037051003e-16,6.889090356373455e-21,2.5770479699808423e-19,3.8693345991263755e-21,3.848408042299696e-15,2.0027257270108822e-16,0.0006865350887934872,2.1220688669207523e-05,6.160995231079574e-07,8.670771595763131e-13,7.432953052140022e-11,6.611363768766987e-10,3.030080181863774e-13,1.2442276201960843e-11,1.2534784071244973e-07,1.783754620837212e-13,3.8004317595433114e-10,2.917002310843317e-16,8.400301840402648e-16,8.29042730290451e-18,1.0129433053763546e-19,4.68603634883433e-19,4.145708216969325e-11,2.456412283840677e-19,5.761768876622871e-23
1.5346093441497107e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4515783549732,0.11794999985379685,0.022810637786849962,7.119229183793685e-18,2.650432143927546e-15,8.587913161920158e-08,2.9635548227554783e-10,8.61107884927847e-12,1.9986372786509266e-25,1.3547053280987423e-05,8.408818911430661e-23,1.3254926942510181e-05,2.0862231585894787e-16,7.953185108570686e-21,2.9724792549697186e-19,4.3879876368296575e-21,4.2373404224290694e-15,2.2717345390142833e-16,0.0007062875692963102,2.1859361765950965e-05,6.43318438542419e-07,9.302495417862091e-13,7.657893634218318e-11,6.712062944414133e-10,3.0762369884961307e-13,1.3423765441896552e-11,1.304355947947844e-07,1.9126715318160676e-13,4.129360143932858e-10,3.3169474057181155e-16,9.26265594061434e-16,8.905707891008672e-18,1.13419578334193e-19,5.178215098784123e-19,4.2708429509282694e-11,2.880353428227316e-19,6.535454876199376e-23
1.5795276731627947e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45155798472834485,0.11792989936603573,0.02281031846757125,8.065285049695098e-18,2.917312243314058e-15,9.092347651462644e-08,3.258280515825797e-10,9.388768937120959e-12,2.364207833711954e-25,1.3943616713795764e-05,9.791787445210714e-23,1.3634405381219722e-05,2.2906174073495237e-16,9.14984615995762e-21,3.414508207867699e-19,4.958809853510749e-21,4.654043413496642e-15,2.5671794181073173e-16,0.0007259862851200702,2.249796627184339e-05,6.710330733206888e-07,9.962832659983235e-13,7.882828801727079e-11,6.812761704958114e-10,3.1223941275664895e-13,1.446202949900143e-11,1.355984443309703e-07,2.047161399099709e-13,4.4753369788151207e-10,3.7570146170682945e-16,1.0186306562115005e-15,9.550110464976215e-18,1.2663096703138155e-19,5.706619324260462e-19,4.395967351742767e-11,3.3612547116685933e-19,7.385130770008742e-23
1.6244460021758788e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45153766759858716,0.11790985241793779,0.022809999181532575,9.106512308222598e-18,3.2036143389796708e-15,9.610896311534765e-08,3.573348829694494e-10,1.0211878360170924e-11,2.7836299892255807e-25,1.4340181625196272e-05,1.1351668425180231e-22,1.4013413017974459e-05,2.5080718958387266e-16,1.049182331846259e-20,3.907059545098278e-19,5.585432366137145e-21,5.099743527687018e-15,2.890755560028907e-16,0.0007456313826134118,2.3136502259963973e-05,6.992426582253138e-07,1.0652363796728276e-12,8.107758523597676e-11,6.913460039494803e-10,3.1685516326486273e-13,1.5559051426927832e-11,1.4083629825549222e-07,2.187323847499005e-13,4.838653133302667e-10,4.2398305123972586e-16,1.1173845008430842e-15,1.0224333047325824e-17,1.4099606915031904e-19,6.272875794980544e-19,4.5210814444308967e-11,3.904705704741488e-19,8.315663900019896e-23
1.669364331188963e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45151740343874486,0.11788985886361472,0.02280967992865637,1.0249638070845165e-17,3.510266843001852e-15,1.0143540610364671e-07,3.909598184781238e-10,1.1081690632379034e-11,3.263032071022922e-25,1.4736747959024937e-05,1.3104986748591102e-22,1.4391950860006074e-05,2.7389986207704907e-16,1.1992748247251727e-20,4.454263489050232e-19,6.271636128855643e-21,5.575691159057735e-15,3.2442119425893434e-16,0.0007652230077248528,2.3774969801546757e-05,7.279464180031216e-07,1.1371667952009142e-12,8.33268276886539e-11,7.014157937134481e-10,3.2147095393884544e-13,1.6716842566619806e-11,1.4614906408774823e-07,2.333258412550355e-13,5.21959120917514e-10,4.768106732516812e-16,1.2227906547195666e-15,1.0929078593901163e-17,1.5658500313767016e-19,6.878642912564661e-19,4.646185253915348e-11,4.516652084250732e-19,9.332075527386409e-23
1.714282660202047e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45149719210404476,0.11786991855757709,0.02280936070886527,1.1501680615089459e-17,3.8382231469887464e-15,1.0690262534578789e-07,4.2678810200530847e-10,1.1999488811597106e-11,3.8090465830961713e-25,1.5133315659301802e-05,1.5069271130908673e-22,1.477001991215806e-05,2.9838099274965756e-16,1.3667172886624847e-20,5.060460272927723e-19,7.021354365797282e-21,6.083160516527149e-15,3.629351384922953e-16,0.0007847613060038877,2.4413368965985008e-05,7.571435712551601e-07,1.2121322884871683e-12,8.557601506668819e-11,7.114855387001715e-10,3.260867885570558e-13,1.7937442347807997e-11,1.5153664793514378e-07,2.4850645373695274e-13,5.618425773137014e-10,5.344640085787543e-16,1.3351170309139402e-15,1.1665055089023419e-17,1.734704733680321e-19,7.525610661046809e-19,4.7712788050236245e-11,5.203406619772324e-19,1.0439540973753863e-22
1.759200989215131e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4514770334501217,0.11785003135473306,0.022809041522082147,1.286995487184752e-17,4.188461967742541e-15,1.1251044592192283e-07,4.6490637628055725e-10,1.2966555499014873e-11,4.428836790125628e-25,1.5529884670229962e-05,1.726308401735098e-22,1.5147621176888556e-05,3.2429185079098753e-16,1.5530608623611788e-20,5.7302046081345005e-19,7.83867499607269e-21,6.623449556297347e-15,4.0480306066979175e-16,0.0008042464226020887,2.5051699820835495e-05,7.868333303275598e-07,1.2901904975068268e-12,8.782514706249344e-11,7.215552378235245e-10,3.307026711185444e-13,1.9222918087726863e-11,1.569989544962304e-07,2.642841569510548e-13,6.03542358344736e-10,5.972312642271113e-16,1.454635918578482e-15,1.2432975639772913e-17,1.917278098403517e-19,8.215500555852969e-19,4.896362122488243e-11,5.971660150481376e-19,1.164338976263845e-22
1.8041193182282152e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.451456927333018,0.11783019711038756,0.022808722368230092,1.4362077903645626e-17,4.5619876986707885e-15,1.1825869815611786e-07,5.054026798008632e-10,1.3984172838599894e-11,5.1301239801625345e-25,1.5926454936194544e-05,1.970605150994867e-22,1.552475565427312e-05,3.516737398441611e-16,1.7599566206404494e-20,6.4682701149365265e-19,8.727843050904408e-21,7.197879913701668e-15,4.50216028729126e-16,0.0008236785022742037,2.5689962431822888e-05,8.170149012033327e-07,1.3713989208382152e-12,9.007422336950523e-11,7.316248899987907e-10,3.35318605849745e-13,2.057536478704935e-11,1.6253588706389263e-07,2.8066887578298634e-13,6.470843811062068e-10,6.654091827811709e-16,1.5816239725856055e-15,1.3233558569386408e-17,2.1143500756225114e-19,8.950065591248269e-19,5.0214352309469385e-11,6.828492552284673e-19,1.2949105760898987e-22
1.8490376472412992e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45143687360918183,0.11781041568024098,0.022808403247232396,1.598597437360905e-17,4.959830766874814e-15,1.2414721764648485e-07,5.483664437218514e-10,1.5053622516540562e-11,5.921215410025875e-25,1.6323026401761724e-05,2.2418893309722064e-22,1.590142434200745e-05,3.805679978103397e-16,1.9891596400734324e-20,7.279653717083027e-19,9.693263082843799e-21,7.807796834466549e-15,4.993705124943558e-16,0.0008430576893792491,2.63281568628442e-05,8.4768748339511e-07,1.455814916170643e-12,9.232324368217558e-11,7.416944941426522e-10,3.3993459721132947e-13,2.1996904923034264e-11,1.6814734752858026e-07,2.976705249355865e-13,6.924938255425598e-10,7.393030518076925e-16,1.716362203040248e-15,1.4067527509756713e-17,2.326727656165087e-19,9.731090186259962e-19,5.1464981549428694e-11,7.78138369527697e-19,1.4362327320343394e-22
1.8939559762543833e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4514168721354668,0.11779068692038812,0.02280808415901258,1.7749882004858765e-17,5.383047995843609e-15,1.3017584529539727e-07,5.93888488705703e-10,1.6176185760692194e-11,6.811032936104076e-25,1.6719599011677693e-05,2.5423452673826686e-22,1.627762823541002e-05,4.1101599665522375e-16,2.242533138527327e-20,8.169580001002361e-19,1.0739501567020819e-20,8.454569105377607e-15,5.524683895898918e-16,0.0008623841278816034,2.696628317597318e-05,8.788502698388371e-07,1.5434956987880342e-12,9.457220769596692e-11,7.517640491731818e-10,3.4455064990512586e-13,2.3489688239882444e-11,1.7383323638158744e-07,3.1529900861639577e-13,7.397951555045785e-10,8.192267132570132e-16,1.859135964664185e-15,1.4935611493020796e-17,2.555245259034071e-19,1.0560390129074173e-18,5.271550918924812e-11,8.838224391547382e-19,1.588884741948463e-22
1.9388743052674676e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45139692276913035,0.11777101068731721,0.022807765103494384,1.9662357030075543e-17,5.832722973680778e-15,1.3634442733977219e-07,6.420610217259465e-10,1.7353143340026228e-11,7.8091423333779415e-25,1.7116172710867706e-05,2.8742726387600103e-22,1.665336832742466e-05,4.430591422183389e-16,2.5220526883104538e-20,9.14350554012823e-19,1.1871289294374554e-20,9.139588984340053e-15,6.097169513526939e-16,0.0008816579613520942,2.760434143146489e-05,9.105024467884295e-07,1.6344983400286108e-12,9.682111510734682e-11,7.618335540098307e-10,3.4916676888109527e-13,2.5055891536298597e-11,1.795934527183779e-07,3.335642202257322e-13,7.890121392981725e-10,9.055025728608498e-16,2.010234946052668e-15,1.5838545042222956e-17,2.8007651155330743e-19,1.143981251991497e-18,5.396593547247363e-11,1.000732733336692e-18,1.753461380543525e-22
1.983792634280552e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45137702536783325,0.11775138683790876,0.022807446080601746,2.1732279630967048e-17,6.309966426791213e-15,1.4265281538140167e-07,6.92977632829248e-10,1.8585775564082394e-11,8.925783305599135e-25,1.7512747444435075e-05,3.240089475131763e-22,1.7028645608623027e-05,4.767388740255148e-16,2.8298105026277073e-20,1.0207123184857049e-18,1.3093523756812246e-20,9.864272129823648e-15,6.713289087423628e-16,0.0009008793329690839,2.8242331687760172e-05,9.426431937114026e-07,1.728879765720885e-12,9.906996561378227e-11,7.719030075734218e-10,3.5378295934436864e-13,2.6697718450255513e-11,1.8542789424195575e-07,3.524760420453493e-13,8.401678697371305e-10,9.984616095261101e-16,2.1699531588037945e-15,1.6777068261038868e-17,3.064177650030944e-19,1.2371235712405862e-18,5.5216260641711556e-11,1.1297438021786504e-18,1.9305729135930638e-22
2.028710963293636e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4513571797896381,0.11773181522943432,0.022807127090258842,2.3968859367374226e-17,6.815916598953306e-15,1.491008664173141e-07,7.467332918543382e-10,1.9875362282423994e-11,1.0171900189666415e-24,1.7909323157660154e-05,3.642335158136224e-22,1.7403461067207064e-05,5.120966651037393e-16,3.1680197950428305e-20,1.1366366318589455e-18,1.4411271524244935e-20,1.0630057529682436e-14,7.375223982492096e-16,0.0009200483855195519,2.8880254001490266e-05,9.752716831854863e-07,1.826696754596298e-12,1.0131875891373406e-10,7.819724087861385e-10,3.5839922676233866e-13,2.8417399240959107e-11,1.9133645726628268e-07,3.7204434492769373e-13,8.932847837121837e-10,1.0984433847249736e-15,2.338588926521e-15,1.7751926922546474e-17,3.346401857307254e-19,1.3356569253418204e-18,5.6466484938630385e-11,1.2717745685671435e-18,2.120845112148227e-22
2.0736292923067205e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.451337385893009,0.11771229571955576,0.022806808132390048,2.6381640595754258e-17,7.351739635701734e-15,1.5568844287014893e-07,8.034243451082096e-10,2.122318288409614e-11,1.15591733573429e-24,1.830589979599943e-05,4.0836734225545957e-22,1.777781568901135e-05,5.491740217973364e-16,3.539019211642832e-20,1.2627413080265437e-18,1.5829770613448022e-20,1.1438407429339781e-14,8.085209878004618e-16,0.0009391652614001739,2.9518108427481397e-05,1.008387080796231e-06,1.9280059366787697e-12,1.0356749470665143e-10,7.920417565715176e-10,3.630155768718061e-13,3.021719056801219e-11,1.9731903671974083e-07,3.9227898798577453e-13,9.483846812884138e-10,1.205796051881642e-15,2.5164448736891027e-15,1.876387255702975e-17,3.6483856764176926e-19,1.4397753821411698e-18,5.771660860396299e-11,1.4277894191198066e-18,2.3249192667664617e-22
2.1185476213198048e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45131764353680975,0.11769282816632383,0.02280648920691996,2.898050787677826e-17,7.918629973944858e-15,1.624154126185269e-07,8.631485119997287e-10,2.2630516297086994e-11,1.3100051317550863e-24,1.870247730508446e-05,4.566895359239547e-22,1.815171045750535e-05,5.880124835851514e-16,3.945277335596634e-20,1.3996690553761975e-18,1.7354432848695443e-20,1.229080725932911e-14,8.845536826645247e-16,0.0009582301026183989,3.0155895018759445e-05,1.0419885450356228e-06,2.032863791651498e-12,1.058161726929663e-10,8.021110498544379e-10,3.6763201568617746e-13,3.209937526777661e-11,2.033755261486408e-07,4.1318981828366247e-13,1.0054887443427257e-09,1.320876365755673e-15,2.7038279144242857e-15,1.981366253880065e-17,3.9711063610182263e-19,1.5496761163267704e-18,5.896663187750855e-11,1.5987992941839838e-18,2.543452201753204e-22
2.163465950332889e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4512979525803032,0.11767341242817732,0.022806170313773372,3.177569137178231e-17,8.517810736739978e-15,1.692816490273991e-07,9.260048816307982e-10,2.409864098779194e-11,1.4807783522568297e-24,1.9099055630720968e-05,5.094922419422556e-22,1.852514635379572e-05,6.286536228989304e-16,4.3893972637967286e-20,1.5480878924484483e-18,1.8990846214116096e-20,1.3188765562181194e-14,9.658549313530398e-16,0.0009772430507935211,3.079361382655462e-05,1.07607522720171e-06,2.1413266472012847e-12,1.0806479257408789e-10,8.121802875611117e-10,3.722485495027124e-13,3.406626212693288e-11,2.0950581772077583e-07,4.3478667052762876e-13,1.0646175547528109e-09,1.4440496918214732e-15,2.901049241098485e-15,2.0902060172025197e-17,4.315570846089879e-19,1.6655594029622897e-18,6.021655499813452e-11,1.7858627768870174e-18,2.7771162894157455e-22
2.2083842793459733e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45127831288315096,0.11765404836394186,0.022805851452875316,3.4777772227810825e-17,9.150534133148881e-15,1.7628703097835807e-07,9.920939093452198e-10,2.5628834960480815e-11,1.66964538815323e-24,1.9495634718887843e-05,5.670809420378461e-22,1.889812435662838e-05,6.711390449429528e-16,4.874121255269331e-20,1.7086915603449204e-18,2.0744777197721457e-20,1.4133813918648727e-14,1.0526646315205306e-15,0.0009962042471577507,3.1431264900306224e-05,1.1106462712992564e-06,2.253450677340727e-12,1.1031335405239736e-10,8.222494686190772e-10,3.768651849098187e-13,3.612018565323788e-11,2.1570980222902083e-07,4.570793667579446e-13,1.125791112148723e-09,1.575690015643588e-15,3.10842431283857e-15,2.2029834775538685e-17,4.682816111000723e-19,1.787628610870347e-18,6.146637820377882e-11,1.990087181240894e-18,3.0265994643285253e-22
2.2533026083590576e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45125872430541103,0.11763473583282896,0.022805532624151015,3.799768795099242e-17,9.818081863095022e-15,1.8343144289989377e-07,1.0615174132354021e-09,2.722237575676793e-11,1.87810149847288e-24,1.9892214515736167e-05,6.297747552423338e-22,1.9270645442390663e-05,7.155103875147012e-16,5.4023354510351555e-20,1.8821999319123104e-18,2.262217312705341e-20,1.5127506873259173e-14,1.1452281358615026e-15,0.0010151138325572827,3.206884828766737e-05,1.1457008139414322e-06,2.369291900708574e-12,1.1256185683124217e-10,8.323185919571884e-10,3.8148192879439233e-13,3.826350584348183e-11,2.2198736909497672e-07,4.800777160413498e-13,1.189028851237918e-09,1.7161799522476178e-15,3.3262728439007864e-15,2.3197761766635797e-17,5.073909538848373e-19,1.9160901958668254e-18,6.271610173145171e-11,2.2126296393037566e-18,3.2926052376093825e-22
2.298220937372142e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4512391867075377,0.11761547469443488,0.022805213827525914,4.144673776798868e-17,1.0521765527143001e-14,1.9071477479757874e-07,1.1343785706070586e-09,2.888054045508507e-11,2.1077323042217188e-24,2.0288794967588295e-05,6.979067387223383e-22,1.9642710585113306e-05,7.618093208263533e-16,5.977074665099638e-20,2.069359417725977e-18,2.462916449640159e-20,1.6171421859186983e-14,1.2437962580048585e-15,0.0010339719474533572,3.270636403450983e-05,1.181237984252554e-06,2.488906178848576e-12,1.1481030061493082e-10,8.423876565056063e-10,3.860987883491999e-13,4.049860794864565e-11,2.2833840637265996e-07,5.037915141642106e-13,1.254349658714321e-09,1.8659107554865748e-15,3.554918791920892e-15,2.4406622743820463e-17,5.489949272018456e-19,2.0511536938459878e-18,6.39657258172378e-11,2.4546981874008024e-18,3.575852711206255e-22
2.343139266385226e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45121969995038064,0.11759626480873957,0.022804895062925663,4.513658797525759e-17,1.1262927041119959e-14,1.9813692228416606e-07,1.2107819144020456e-09,3.0604605670157426e-11,2.360217354040108e-24,2.068537602093684e-05,7.718241887394566e-22,2.0014320756472396e-05,8.1007754732706e-16,6.601527246247907e-20,2.270943368894414e-18,2.6772067285539682e-20,1.7267159122436383e-14,1.3486252784054424e-15,0.0010527787319233256,3.334381218492888e-05,1.217256903771878e-06,2.6123492144671314e-12,1.170586851087273e-10,8.524566611957912e-10,3.9071577108030234e-13,4.282790223626103e-11,2.3476280075223655e-07,5.282305433263766e-13,1.321771889761714e-09,2.025282327402373e-15,3.79469034604043e-15,2.5657205568500643e-17,5.93206456390325e-19,2.1930317137173685e-18,6.521525069629813e-11,2.7175528514070117e-18,3.8770765921936936e-22
2.3880575953983105e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45120026389518336,0.11757710603610567,0.02280457633027613,4.907927727587341e-17,1.2042939055497674e-14,2.0569778660958416e-07,1.2908333295795004e-09,3.2395847552482306e-11,2.637333762021511e-24,2.108195762244377e-05,8.518889417372772e-22,2.0385476925791325e-05,8.603568015260601e-16,7.279040010316442e-20,2.487752476703527e-18,2.905738526993053e-20,1.841634164532615e-14,1.4599769502324709e-15,0.001071534325661705,3.398119278124814e-05,1.2537566863584688e-06,2.7396765496700982e-12,1.1930701001884586e-10,8.625256049604931e-10,3.953328848145164e-13,4.525382374997645e-11,2.4126043756380125e-07,5.534045718357553e-13,1.3913133841614873e-09,2.19470322758208e-15,4.045919914909608e-15,2.6950304445613337e-17,6.401416126715584e-19,2.34193993019436e-18,6.646467660287223e-11,3.0025067310941805e-18,4.1970272070783706e-22
2.4329759244113948e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4511808784035827,0.11755799823727732,0.02280425762950337,5.328722210364637e-17,1.2863205379453212e-14,2.133972746908129e-07,1.3746400494554219e-09,3.425554178781076e-11,2.9409599180649256e-24,2.1478539718939432e-05,9.384776755533147e-22,2.0756180060042545e-05,9.126888498166339e-16,8.013123242609771e-20,2.7206151691175266e-18,3.149181232234961e-20,1.9620615069267834e-14,1.5781185052546445e-15,0.001090238867981236,3.461850586402456e-05,1.2907364380971452e-06,2.870943564179058e-12,1.2155527505244546e-10,8.725944867337431e-10,3.9995013770691103e-13,4.777883206633226e-11,2.4783120078120126e-07,5.793233538036182e-13,1.4629914820145129e-09,2.374590682508578e-15,4.308944114567227e-15,2.828672000316441e-17,6.899196475342396e-19,2.4980970764354407e-18,6.771400377028e-11,3.310927083544601e-18,4.53647051611289e-22
2.477894253424479e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4511615433376076,0.1175389412733793,0.022803938960533676,5.777322193428552e-17,1.3725161409525103e-14,2.2123529914162545e-07,1.4623106520008576e-09,3.618496359663206e-11,3.273079271138124e-24,2.1875122257421627e-05,1.0319822107536938e-21,2.1126431123849383e-05,9.67115490300837e-16,8.807455770127049e-20,2.9703880041512616e-18,3.408223470587744e-20,2.0881647616829134e-14,1.7033226597217297e-15,0.0011088924978139342,3.5255751472053306e-05,1.328195257205517e-06,3.0062054735273755e-12,1.2380347991762467e-10,8.826633054508464e-10,4.045675382483411e-13,5.04054110487489e-11,2.544749730259035e-07,6.059966288406467e-13,1.5368230390866811e-09,2.5653705949053237e-15,4.584103756198161e-15,2.966725937066803e-17,7.42663026717329e-19,2.661724936538027e-18,6.896323243092384e-11,3.644236405633679e-18,4.896188127617213e-22
2.5228125824375633e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45114225855967827,0.11751993500591583,0.02280362032329354,6.255046458334943e-17,1.4630274562781023e-14,2.2921177830218082e-07,1.5539550560988545e-09,3.8185387733660864e-11,3.635784185832896e-24,2.2271705185054638e-05,1.1328098120884744e-21,2.1496231079487744e-05,1.0236785526149737e-15,9.665890103259833e-20,3.2379560601271118e-18,3.683573335821061e-20,2.220113001307418e-14,1.8358676202424012e-15,0.0011274953537121384,3.589292964237283e-05,1.36613223394213e-06,3.1455173272364364e-12,1.260516243234163e-10,8.927320600483721e-10,4.091850952730057e-13,5.313606859873378e-11,2.611916355709078e-07,6.334341217537458e-13,1.6128244417873677e-09,2.76747755307488e-15,4.871743833768813e-15,3.10927362564711e-17,7.984974637847667e-19,2.8330483378856886e-18,7.021236281629061e-11,4.0039135155837395e-18,5.276977312306942e-22
2.5677309114506476e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45112302393260484,0.11750097929676961,0.02280330171770964,6.763253149073018e-17,1.5580044714412138e-14,2.373266362684517e-07,1.6496845177603327e-09,4.02580884873274e-11,4.031279872597427e-24,2.266828844916832e-05,1.241383490065575e-21,2.1865580886887702e-05,1.0824198977558011e-15,1.059245764661868e-19,3.524233322827888e-18,3.975958616724261e-20,2.3580775406172683e-14,1.9760370896581264e-15,0.0011460475738495608,3.653004041026986e-05,1.4045464505157158e-06,3.2889340069723265e-12,1.2829970797978164e-10,9.028007494641456e-10,4.138028179660414e-13,5.597333640431119e-11,2.6798106834470223e-07,6.616455422436246e-13,1.6910116217898798e-09,2.981354840230855e-15,5.172213511541078e-15,3.2563971023946656e-17,8.575519532859693e-19,3.0122951433495167e-18,7.146139515695358e-11,4.391494633591183e-18,5.679651017627797e-22
2.612649240463732e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4511038393195871,0.11748207400820078,0.022802983143708887,7.303340299141666e-17,1.6576004639668325e-14,2.4557980292147325e-07,1.7496116262990388e-09,4.240433967927019e-11,4.4618883920342595e-24,2.306487199725715e-05,1.3581423026412407e-21,2.2234481503635172e-05,1.1433814179074825e-15,1.1591373978642625e-19,3.830163069555776e-18,4.2861270237864616e-20,2.502231928727005e-14,2.124120272912839e-15,0.001164549296022326,3.7167083809284496e-05,1.443436980995577e-06,3.4365102246833716e-12,1.3054773059760602e-10,9.128693726372414e-10,4.1842071587113885e-13,5.891976968568258e-11,2.748431499352642e-07,6.906405846031712e-13,1.771400070302688e-09,3.2074544438228654e-15,5.4858661114652705e-15,3.408179076654121e-17,9.199588034957012e-19,3.199696243342984e-18,7.271032968257462e-11,4.808574461529136e-18,6.105037882095398e-22
2.6575675694768162e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4510847045842126,0.11746321900284568,0.02280266460121839,7.876746357228449e-17,1.761972046004741e-14,2.5397121395639766e-07,1.8538503004657575e-09,4.46254146638317e-11,4.930052733655138e-24,2.346145577697932e-05,1.4835416570249815e-21,2.260293388497334e-05,1.2066050362692776e-15,1.266704419964185e-19,4.156718250105976e-18,4.6148464149937626e-20,2.6527519409610664e-14,2.280411882918184e-15,0.0011830006576500148,3.7804059871215244e-05,1.4828028912231009e-06,3.588300520718835e-12,1.32795691888693e-10,9.22937928507973e-10,4.230387988981824e-13,6.197794693812293e-11,2.8177775759410366e-07,7.204289274166232e-13,1.854004852000028e-09,3.4462370648541616e-15,5.813059100452516e-15,3.564702938166079e-17,9.858536687283617e-19,3.395485547732561e-18,7.395916662190597e-11,5.256807261727645e-18,6.5539822496396595e-22
2.7024858984899005e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45106561959045677,0.11744441414371615,0.022802346090165453,8.484950711466009e-17,1.8712792093650956e-14,2.6250081091134085e-07,1.9625157845419302e-09,4.692258632755664e-11,5.438340969486772e-24,2.3858039736155763e-05,1.6180536115969172e-21,2.2970938983804195e-05,1.2721327068839562e-15,1.3824068347920222e-19,4.504901864662559e-18,4.9629050207386854e-20,2.809815570690676e-14,2.4452121464140842e-15,0.0012014017957767016,3.844096862612429e-05,1.5226432387244296e-06,3.744359261929178e-12,1.3504359156575906e-10,9.330064160178868e-10,4.2765707733091327e-13,6.515046967212157e-11,2.887847672403509e-07,7.510202332595646e-13,1.9388406186202344e-09,3.698172127191533e-15,6.1541540775271e-15,3.726052764338008e-17,1.0553755812193158e-18,3.599899977602762e-18,7.520790620279241e-11,5.737907934833406e-18,7.0273441839529745e-22
2.7474042275029848e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45104658420268084,0.11742565929419829,0.02280202761047761,9.129474212240832e-17,1.9856853709617873e-14,2.7116854119600556e-07,2.075724644392862e-09,4.9297127088693035e-11,5.9894504829232e-24,2.425462382276928e-05,1.762167177935487e-21,2.333849775068989e-05,1.3400064144669272e-15,1.5067246883620533e-19,4.875747338622865e-18,5.3311116678369834e-20,2.9736030210945435e-14,2.6188268098244013e-15,0.001219752847071988,3.9077810102342594e-05,1.5629570726242792e-06,3.904740639748175e-12,1.3729142934242885e-10,9.43074834109754e-10,4.3227556183460985e-13,6.843996215077498e-11,2.958640534648871e-07,7.824241483997464e-13,2.025921622239954e-09,3.9637377868671135e-15,6.509516760859305e-15,3.8923133273959183e-17,1.1286669825689038e-18,3.813179456877686e-18,7.645654865217327e-11,6.25365309675096e-18,7.525999482841405e-22
2.792322556516069e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45102759828563166,0.11740695431805144,0.022801709162082573,9.811879693529274e-17,2.1053574186546425e-14,2.799743581200696e-07,2.193594763480679e-09,5.175030889669597e-11,6.586212273222633e-24,2.4651207984963597e-05,1.9163886229535007e-21,2.370561113385409e-05,1.4102681742360747e-15,1.640158623993162e-19,5.2703188943558704e-18,5.720296002647008e-20,3.14429669684264e-14,2.8015671451074255e-15,0.0012380539478320362,3.971458432647515e-05,1.60374343356094e-06,4.069498668257306e-12,1.3953920493322966e-10,9.53143181727559e-10,4.3689426346378437e-13,7.184907112444087e-11,3.030154895345191e-07,8.146503024987585e-13,2.115261728232177e-09,4.243420941371695e-15,6.879516974679204e-15,4.063570101415224e-17,1.2058737547417079e-18,4.035566903798266e-18,7.770509419608431e-11,6.805882154667222e-18,8.050839692578065e-22
