Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),H2(190),C4H7X(141),C2H6(343),C4H5X(365),C4H5X(364),C4H7X(140),C4H7X(143),C4H7X(142),C6H8(474),C6H7X(565),C6H7X(563),C6H7X(564),C6H9X(460),SX(757),C6H9X(665),C6H9(569),C6H9X(954),C8H10(479),SX(1410),SX(1409),SX(1408)
2.1189857977156975e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733203608767954,0.66999876751954068,7.2842069236576411e-21,0.0,6.0625369279261494e-19,2.0283755266452009e-36,1.9853492979681005e-44,0.0,7.0827515901794679e-52,4.8307633699546368e-51,0.0,1.2324804595350466e-06,1.2324804592779458e-06,1.2976169675382335e-16,1.2071415644736847e-18,5.9957860916184432e-19,6.6244114989812154e-22,4.2279937845571019e-23,2.2074324918187145e-23,4.1268390315243745e-26,9.5714299703682905e-28,4.8654183295401713e-28,3.406795698921968e-36,5.3860641576757554e-43,2.7157435703128658e-43,2.7043487469914032e-43,4.3255168087145296e-36,3.3248820468201157e-56,1.4453126406644776e-43,6.1014892427941998e-54,1.3441164810913975e-59,3.3658522842195862e-59,3.2443188539458911e-66,3.2443188539461721e-66,1.631063499135661e-66
2.1671622767379461e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332030703430826,0.669998740598297,7.95966548009996e-21,0.0,6.3382423825657991e-19,2.1207226936098922e-36,2.2191859856838431e-44,0.0,8.4637064095565538e-52,5.5282804737502006e-51,0.0,1.2594017031393004e-06,1.2594017028645506e-06,1.3866923102681462e-16,1.2900059390412872e-18,6.2653167960510349e-19,7.2411073802106913e-22,4.6135746382996669e-23,2.4134326707428995e-23,4.4168294833732845e-26,1.0692360567316819e-27,5.4392818187892122e-28,3.8941350209330809e-36,6.2957508607896641e-43,3.1756302046403128e-43,3.1617028968716715e-43,4.8376636178595535e-36,3.9770333119576319e-56,1.6533965953112752e-43,7.139211951210916e-54,1.6085655544627686e-59,4.1146282621138368e-59,4.0561550881309617e-66,4.0561550881313217e-66,2.0397150220846943e-66
2.2153387557601947e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332025333529458,0.66999871374879028,8.6803467808975029e-21,0.0,6.6198687816618229e-19,2.2150623861198853e-36,2.4743845595304313e-44,0.0,1.0073624222465982e-51,6.3077721869028642e-51,0.0,1.2862512099945823e-06,1.286251209701414e-06,1.4796531565511267e-16,1.3764848687923611e-18,6.5403562017823263e-19,7.8994249608582177e-22,5.0240992119929976e-23,2.6334050565468594e-23,4.7202361260831457e-26,1.1914659936169197e-27,6.065701695414817e-28,4.4378928550499178e-36,7.3334561631029362e-43,3.7004941909770521e-43,3.6835477130216646e-43,5.3970347047674931e-36,4.7382498267051477e-56,1.8858218194643434e-43,8.3245206043393979e-54,1.9174371607551302e-59,5.0074943276988233e-59,5.0459739689338137e-66,5.0459739689342702e-66,2.5381063459612255e-66
2.2635152347824434e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332019978241801,0.66999868697235176,9.4481338907518629e-21,0.0,6.9073982967808959e-19,2.3113892301514186e-36,2.7523498038580545e-44,0.0,1.1944044111347011e-51,7.1767689278993494e-51,0.0,1.3130276482973411e-06,1.3130276479849706e-06,1.5765716555299948e-16,1.4666454700712991e-18,6.820869387146153e-19,8.6011346889190013e-22,5.4605122471009957e-23,2.867951695555514e-23,5.0373772911190556e-26,1.3244855801347435e-27,6.7481520504616078e-28,5.0431160625842069e-36,8.5137261801335781e-43,4.2977664396558281e-43,4.2772346091452874e-43,6.0067953272229826e-36,5.6237524155029473e-56,2.1448063041033144e-43,9.6744735581451877e-54,2.2769724939074551e-59,6.0680320936130376e-59,6.2475190126228182e-66,6.2475190126233927e-66,3.1432905019134035e-66
2.311691713804692e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332014637830998,0.66999866027029786,1.0264938646732409e-20,0.0,7.2008127755717047e-19,2.4096977535876544e-36,3.054543338892954e-44,0.0,1.4110001216506196e-51,8.1433083644069017e-51,0.0,1.3397297022979667e-06,1.3397297019655952e-06,1.6775190866923575e-16,1.5605540501438132e-18,7.1068208494184446e-19,9.3480373851316772e-22,5.9237651336948082e-23,3.1176856418448512e-23,5.3685725319274627e-26,1.4689724965205899e-27,7.4902495109684899e-28,5.7151734903825576e-36,9.8523798409906964e-43,4.9755356767538755e-43,4.9507620040849411e-43,6.6702454696521951e-36,6.6504878236096938e-56,2.4327150476071714e-43,1.1207668214667213e-53,2.6941282537090389e-59,7.3230396965018696e-59,7.7000008405795576e-66,7.700000840580284e-66,3.8750928047956397e-66
2.359868192826941e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733200931255696,0.66999863364392753,1.1132700932500121e-20,0.0,7.5000937457928301e-19,2.5099823873979062e-36,3.382484414599257e-44,0.0,1.6610306732826629e-51,9.215957117370258e-51,0.0,1.3663560725259376e-06,1.3663560721727533e-06,1.7825658476737033e-16,1.6582760958509207e-18,7.3981745156057258e-19,1.0141963742336014e-21,6.4148151857367818e-23,3.3832308249645425e-23,5.7141426404957056e-26,1.625629560144723e-27,8.2957554108221241e-28,6.4597680003608188e-36,1.1366583736491889e-42,5.7425880580559551e-43,5.7128138256671508e-43,7.3908222963830452e-36,7.8372690026901592e-56,2.7520661126241104e-43,1.2944337129881548e-53,3.1766358461910029e-59,8.8028634062628583e-59,9.4487693802361131e-66,9.448769380237025e-66,4.7564533648512548e-66
2.4079211457803374e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332004016271072,0.66999860716249815,1.20509578906686e-20,0.0,7.804432598141172e-19,2.611972766704715e-36,3.7368034194913338e-44,0.0,1.9479959290303895e-51,1.0400632304746857e-50,0.0,1.3928375019635413e-06,1.3928375015887747e-06,1.8914960210150127e-16,1.759610743204471e-18,7.6941261261659173e-19,1.0982548704466722e-21,6.9332545008984899e-23,3.664477301674639e-23,6.0734668576934702e-26,1.7947330406224439e-27,9.1662503867679774e-28,7.2807323240385181e-36,1.307028877536942e-42,6.6060955898363913e-43,6.570462953989103e-43,8.1700185562426471e-36,9.2011808311919077e-56,3.1045846224398527e-43,1.4901115049615829e-53,3.7315412461245408e-59,1.0536954581219872e-58,1.1540248312591999e-65,1.1540248312593134e-65,5.8108776040227141e-66
2.455974098733734e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331998735551011,0.66999858075889807,1.3023846896985523e-20,0.0,8.1145702525784185e-19,2.7159177852018829e-36,4.1199316970603724e-44,0.0,2.2771874143313456e-51,1.1709562935861765e-50,0.0,1.4192411022336654e-06,1.4192411018364808e-06,2.0046417530909675e-16,1.8648669764590104e-18,7.995378934889933e-19,1.18736413584188e-21,7.4812657430713369e-23,3.962725755652653e-23,6.4477335493712316e-26,1.9774165729103141e-27,1.0107742563901429e-27,8.1862388031787122e-36,1.4987098804047655e-42,7.5781394804769831e-43,7.5356498055562531e-43,9.0132972333437302e-36,1.0767915573377387e-55,3.4938693080923856e-43,1.7105825361108329e-53,4.3694119851643225e-59,1.2567124383346902e-58,1.4038208202532007e-65,1.4038208202533413e-65,7.0706451284667759e-66
2.5040270516871305e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331993470644772,0.66999855443436662,1.4053371881560552e-20,0.0,8.4304874524204934e-19,2.8218116357431047e-36,4.5335524899646988e-44,0.0,2.6537716976017071e-51,1.3152959545524258e-50,0.0,1.4455656334605889e-06,1.4455656330401385e-06,2.1220702131989827e-16,1.9741072790565799e-18,8.301895516464793e-19,1.2817144076894704e-21,8.0598121761978103e-23,4.2786268454101473e-23,6.8372648164307956e-26,2.1744533816376968e-27,1.1124406578656718e-27,9.1830133708343487e-36,1.7138550479861148e-42,8.6697752966124062e-43,8.6192850541413167e-43,9.9244910602714219e-36,1.2562689979782905e-55,3.9229119229669113e-43,1.9584051842882909e-53,5.1006477025764973e-59,1.4936432528410961e-58,1.7011090503187906e-65,1.7011090503189639e-65,8.5704279412265152e-66
2.552080004640527e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331988221796932,0.66999852819012751,1.5141561550791416e-20,0.0,8.7521646410877593e-19,2.9296484201577e-36,4.9794088682054935e-44,0.0,3.083422548301658e-51,1.4741648732572828e-50,0.0,1.4718098726742815e-06,1.4718098722297033e-06,2.2438476548378832e-16,2.0873932824375972e-18,8.6136379256398871e-19,1.3814986728112844e-21,8.6698600674039159e-23,4.6128414442420413e-23,7.24238404232888e-26,2.3866422283720333e-27,1.2220568068148043e-27,1.0278161886156137e-35,1.9547851314635298e-42,9.8929285257944803e-43,9.8331318388350061e-43,1.090757783154107e-35,1.4613261456148983e-55,4.3948812705524836e-43,2.2363438210525529e-53,5.9367097523447752e-59,1.7693144947626783e-58,2.0537142106469951e-65,2.0537142106472081e-65,1.0349885572469579e-65
2.6001329575939236e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331982989248671,0.6699985020273862,1.6290468628503754e-20,0.0,9.0795819663938403e-19,3.0394221505074139e-36,5.4593043637208946e-44,0.0,3.5723584150804242e-51,1.6487097329170867e-50,0.0,1.4979726139915922e-06,1.4979726135220115e-06,2.3700394058919862e-16,2.2047857569098815e-18,8.9305677085780648e-19,1.4869126146373517e-21,9.3123779821106972e-23,4.9660404992454851e-23,7.6634159057719414e-26,2.6148075347638712e-27,1.3400705475569111e-27,1.147918264910399e-35,2.223997024856316e-42,1.1260443145760064e-42,1.1189852663439099e-42,1.1966682649815566e-35,1.695012570205832e-55,4.9131298292134885e-43,2.5473808658276027e-53,6.890205730359972e-59,2.0891234851718667e-58,2.4705571718000705e-65,2.4705571718003324e-65,1.245425692268478e-65
2.64818591054732e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331977773237709,0.66999847594733142,1.7502169092409846e-20,0.0,9.412719284879982e-19,3.151126750356863e-36,5.975103574560757e-44,0.0,4.1273819951554703e-51,1.8401437055973925e-50,0.0,1.5240526687890844e-06,1.5240526682936136e-06,2.5007098592679576e-16,2.3263446029388997e-18,9.2526459142942669e-19,1.5981545597937101e-21,9.9883360868412332e-23,5.3389048888073793e-23,8.1006863927455393e-26,2.8597994868230633e-27,1.4669451792908267e-27,1.279397897454272e-35,2.5241730986059561e-42,1.2786131840863145e-42,1.2703057806392402e-42,1.3106080137498336e-35,1.9606725789523772e-55,5.4812004840168868e-43,2.8947293108218893e-53,7.9749791507549437e-59,2.4590925174912371e-58,2.9617827283674755e-65,2.9617827283677951e-65,1.4935014651891885e-65
2.6962388635007167e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331972573998303,0.66999844995113433,1.8778761406394932e-20,0.0,9.751556166190575e-19,3.2647560560563108e-36,6.5287327411601918e-44,0.0,4.7559217687834748e-51,2.0497489630779911e-50,0.0,1.5500488658682171e-06,1.5500488653459572e-06,2.6359224639459534e-16,2.4521288428234162e-18,9.5798331061727924e-19,1.7154254242660454e-21,1.0698705459301531e-22,5.7321252787079744e-23,8.5545228079204388e-26,3.1224941217592065e-27,1.6031596245073329e-27,1.4230871818706778e-35,2.8581907939304818e-42,1.448482777838846e-42,1.438735515894386e-42,1.4330196616127623e-35,2.2619672363715999e-55,6.1028333579358766e-43,3.2818456955070304e-53,9.2062041513081427e-59,2.8859270964153736e-58,3.5388994811294137e-65,3.5388994811298025e-65,1.7850582386576006e-65
2.744291816454113e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331967391761158,0.66999842403994858,2.0122365748821331e-20,0.0,1.009607189748738e-18,3.3803038180360468e-36,7.1221802970123305e-44,0.0,5.4660753980363805e-51,2.2788792310375967e-50,0.0,1.5759600516135433e-06,1.5759600510635815e-06,2.7757397164094222e-16,2.5821966127234191e-18,9.9120893735589455e-19,1.8389286591620742e-21,1.1444457404944323e-22,6.1464019769232991e-23,9.0252537854536316e-26,3.4037933983059558e-27,1.7492085917483998e-27,1.5798612456641611e-35,3.2291324770474246e-42,1.6372437931799003e-42,1.6258401482703614e-42,1.5643612255212832e-35,2.6028975147779252e-55,6.781972738110039e-43,3.712443527617272e-53,1.0600485320744055e-58,3.3770780589637867e-58,4.2149319895657677e-65,4.2149319895662408e-65,2.1267115546006288e-65
2.79234476940751e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331962226753453,0.66999839821491014,2.1535123237156021e-20,0.0,1.0446245487901643e-18,3.4977637021121199e-36,7.7574973933388085e-44,0.0,6.2666550536668814e-51,2.5289623871586439e-50,0.0,1.6017850901438152e-06,1.6017850895652273e-06,2.9202231524588034e-16,2.7166051550451768e-18,1.0249374343421474e-18,1.9688701960886221e-21,1.2226562780604872e-22,6.5824447871520577e-23,9.5132092991680606e-26,3.7046252502737777e-27,1.905602732561934e-27,1.7506395204871496e-35,3.6402955595986038e-42,1.8465997996285589e-42,1.8332955124722868e-42,1.7051063189665078e-35,2.9878286365955734e-55,7.5227740976609817e-43,4.1905071670940453e-53,1.2175962944201054e-58,3.940807803300203e-58,5.0045861248105424e-65,5.0045861248111117e-65,2.5259350709707485e-65
2.8403977223609063e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331957079198793,0.66999837247713667,2.3019195149436744e-20,0.0,1.0802055673022903e-18,3.6171292908031444e-36,8.4367983963470886e-44,0.0,7.1672347890021716e-51,2.8015031042358106e-50,0.0,1.6275228634556272e-06,1.6275228628474762e-06,3.0694333394297377e-16,2.8554108112026235e-18,1.0591647192079599e-18,2.1054583921674342e-21,1.3045991326547499e-22,7.0409728611022673e-23,1.0018720672092804e-25,4.0259436228564156e-27,2.0728687924569962e-27,1.9363870178869146e-35,4.0952028870448065e-42,2.0783728927810607e-42,2.0628930209674865e-42,1.8557443604335378e-35,3.4215156632764751e-55,8.3296112138543967e-43,4.7203061883312065e-53,1.3952423945309063e-58,4.5862609815489568e-58,5.9244288860287374e-65,5.9244288860294247e-65,2.9911530162068811e-65
2.888450675314303e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331951949317174,0.66999834682772852,2.4576762143118646e-20,0.0,1.1163480919422351e-18,3.7383940846575343e-36,9.1622613566155093e-44,0.0,8.1782000189262142e-51,3.098085538247725e-50,0.0,1.6531722715594699e-06,1.6531722709208081e-06,3.2234298688221298e-16,2.9986690147609494e-18,1.0938866656987419e-18,2.2489039747205991e-21,1.3903711007862324e-22,7.5227145496064595e-23,1.0542120585362452e-25,4.3687284917299584e-27,2.251549755829207e-27,2.1381156075180564e-35,4.5976133909849857e-42,2.3345095100438655e-42,2.3165452296034441e-42,2.0167807785167817e-35,3.9091303613999346e-55,9.2070833810737557e-43,5.3064102258032907e-53,1.5951418697589682e-58,5.3235399015935852e-58,6.9930837341406075e-65,6.9930837341414298e-65,3.5318407186598485e-65
2.9365036282676994e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331946837324961,0.66999832126776748,2.6210023471745854e-20,0.0,1.1530499429208339e-18,3.8615515035904687e-36,9.9361284510722432e-44,0.0,9.3107991072263965e-51,3.4203760606300883e-50,0.0,1.67873223260835e-06,1.6787322319382167e-06,3.3822713493323155e-16,3.1464342849552089e-18,1.1290991048569156e-18,2.3994199856551198e-21,1.4800687365582942e-22,8.0284072526438098e-23,1.1083743086482925e-25,4.7339858653244291e-27,2.4422049849209964e-27,2.3568852970589402e-35,5.1515330009615677e-42,2.6170864067500912e-42,2.5962915477589525e-42,2.1887372137228798e-35,4.456289369747599e-55,1.016002271593873e-42,5.95370430428621e-53,1.8196383845040097e-58,6.1637847740641668e-58,8.2314422851946491e-65,8.2314422851956375e-65,4.1586336616237186e-65
2.984556581221096e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331941743434884,0.66999829579831705,2.7921196199834086e-20,0.0,1.1903089144612118e-18,3.9865948882300484e-36,1.0760706397963545e-43,0.0,1.0577197071568317e-50,3.7701260342430096e-50,0.0,1.7042016830190843e-06,1.7042016823165092e-06,3.5460154002816214e-16,3.2987602205776787e-18,1.1647978262099659e-18,2.5572217255720555e-21,1.5737882877831747e-22,8.55879726833404e-23,1.164392359696644e-25,5.1227477705477852e-27,2.6454103528419802e-27,2.5938055131694186e-35,5.7612258138437319e-42,2.928316792554706e-42,2.904304092461303e-42,2.3721517169706751e-35,5.0690837004225258e-55,1.1193501552594399e-42,6.6674046582911114e-53,2.071277131319616e-58,7.1192589543048591e-58,9.6628932581370304e-65,9.6628932581382061e-65,4.8834455440301173e-65
3.0326095341744925e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331936667855983,0.66999827042042237,2.9712514416370714e-20,0.0,1.228122775260201e-18,4.1135175012721029e-36,1.1638366844730045e-43,0.0,1.199053144380212e-50,4.1491746329867582e-50,0.0,1.7295795775862754e-06,1.7295795768502753e-06,3.714718645441733e-16,3.4556994942343823e-18,1.2009785789624624e-18,2.7225266976244659e-21,1.6716256331532717e-22,9.1146396409570955e-23,1.2222998919332525e-25,5.5360722220427332e-27,2.8617583706139916e-27,2.850036382748307e-35,6.4312255199205945e-42,3.2705566289331315e-42,3.242893686621217e-42,2.5675789447542671e-35,5.7541096144336365e-55,1.2312839927051751e-42,7.4530750486002601e-53,2.3528183728438518e-58,8.2034393926751653e-58,1.1313569738597399e-64,1.1313569738598799e-64,5.7195959147634429e-65
3.080662487127889e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331931610793575,0.66999824513511042,3.1586228447373226e-20,0.0,1.2664892689524391e-18,4.2423125288432074e-36,1.2571546728563031e-43,0.0,1.3564970330629148e-50,4.5594517050780017e-50,0.0,1.7548648895889089e-06,1.7548648888184905e-06,3.8884367072596271e-16,3.6173038469733153e-18,1.2376370731914682e-18,2.895554551149805e-21,1.7736762205337681e-22,9.6966980080548747e-23,1.2821307243472229e-25,5.9750431750371272e-27,3.0918583082030106e-27,3.1267900136732521e-35,7.1663470837737772e-42,3.6463110882213104e-42,3.614516001075325e-42,2.7755903509267443e-35,6.5185009106825887e-55,1.3523613149458639e-42,8.3166435833570461e-53,2.6672516460718187e-58,9.431112529508332e-58,1.3212615907611642e-64,1.3212615907613302e-64,6.6819479953243781e-65
3.1287154400812856e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331926572449322,0.66999821994338937,3.3544604067946357e-20,0.0,1.3054061145769431e-18,4.3729730818712917e-36,1.3562748609608075e-43,0.0,1.531577270677746e-50,5.0029806797826164e-50,0.0,1.7800566108895803e-06,1.7800566100837388e-06,4.0672242014818066e-16,3.7836240832841498e-18,1.2747689810447223e-18,3.0765270251035072e-21,1.8800350064314461e-22,1.0305744446677501e-22,1.3439188152376138e-25,6.4407704619542941e-27,3.3363363095334145e-27,3.4253317742208421e-35,7.9716986767969064e-42,4.0582411738995765e-42,4.021777839456964e-42,2.9967743750818591e-35,7.3699626630019901e-55,1.4831659462737505e-42,9.2644200492364001e-53,3.0178106488227812e-58,1.08184758517848e-57,1.539247438204915e-64,1.5392474382051117e-64,7.7870573065681808e-65
3.176768393034682e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331921553021088,0.66999819484624812,3.5589921714256824e-20,0.0,1.344871007045969e-18,4.5054921974633367e-36,1.4614540976956135e-43,0.0,1.725935096200272e-50,5.481881517272702e-50,0.0,1.8051537520264019e-06,1.8051537511841229e-06,4.251134732174991e-16,3.954710066466752e-18,1.3123699379410092e-18,3.2656678913200477e-21,1.9907963966825978e-22,1.0942559318838239e-22,1.4076982627228447e-25,6.9343897130174086e-27,3.595835501498606e-27,3.7469815704171715e-35,8.8526938580302557e-42,4.5091705016022396e-42,4.4674435647547869e-42,3.2317366275249068e-35,8.3168064387948421e-55,1.6243087785830925e-42,1.0303113757520008e-52,3.4079888279306612e-58,1.2383245311831543e-57,1.7889195312246521e-64,1.7889195312248839e-64,9.053331717096796e-65
3.2248213459880787e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331916552703051,0.66999816984465776,3.7724475695830626e-20,0.0,1.3848816176159678e-18,4.6398628402895441e-36,1.5729558527554366e-43,0.0,1.9413335723359103e-50,5.9983737013210685e-50,0.0,1.8301553422976447e-06,1.8301553414179027e-06,4.4402208871405041e-16,4.1306107143659549e-18,1.3504355437721471e-18,3.4632028976268417e-21,2.106054188400131e-22,1.1607931116238093e-22,1.4735033051868794e-25,7.4570622610704687e-27,3.8710160969766932e-27,4.0931151205920076e-35,9.815064000279413e-42,5.002092240509361e-42,4.9544416665785017e-42,3.4811000708215199e-35,9.3679870344456786e-55,1.776428553992926e-42,1.1439851910456656e-52,3.8415556896220289e-58,1.4144768813681929e-57,2.0742768425385798e-64,2.074276842538852e-64,1.0501203555739264e-64
3.272874298941475e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331911571685547,0.66999814493957033,3.9950573408577288e-20,0.0,1.4254355943604547e-18,4.7760779039735138e-36,1.6910502418095084e-43,0.0,2.1796642977858593e-50,6.5547792746212967e-50,0.0,1.8550604298391419e-06,1.8550604289209013e-06,4.6345342337207088e-16,4.3113739954710667e-18,1.3889613641060328e-18,3.6693597108360205e-21,2.2259015132222253e-22,1.2302656304318907e-22,1.5413683216622842e-25,8.0099750308119408e-27,4.1625554918517522e-27,4.4651652264022114e-35,1.0864870958500406e-41,5.5401762148600563e-42,5.4858714681928441e-42,3.7455051979064843e-35,1.0533140763833838e-54,1.9401926556201003e-42,1.2682198493760719e-52,4.3225738533417146e-58,1.6124145985849652e-57,2.3997479264994214e-64,2.3997479264997412e-64,1.2153314465108701e-64
3.320927251894872e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331906610155177,0.6699981201319184,4.2270534548947759e-20,0.0,1.4665305626446089e-18,4.9141302124878696e-36,1.8160140489931186e-43,0.0,2.4429543520261454e-50,7.1535259165210805e-50,0.0,1.8798680816944825e-06,1.8798680807366974e-06,4.8341253149960125e-16,4.4970469253786951e-18,1.4279429313901832e-18,3.884367859639184e-21,2.3504307819045545e-22,1.3027539165704032e-22,1.6113278321502884e-25,8.5943404126440505e-27,4.4711483560438012e-27,4.8646230395851184e-35,1.2008519977078976e-41,6.1267761651733085e-42,6.0650099722131206e-42,4.0256102067345572e-35,1.1822625335869072e-54,2.1162979063532958e-42,1.4038173700910396e-52,4.8554168703937854e-58,1.8344354464402071e-57,2.7702290925449829e-64,2.7702290925453577e-64,1.4034713700961061e-64
3.3689802048482683e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331901668294739,0.66999809542261635,4.468669032962682e-20,0.0,1.5081641256014188e-18,5.0540125215548108e-36,1.9481307467115439e-43,0.0,2.7333734746842842e-50,7.7971500629097015e-50,0.0,1.9045773838780364e-06,1.9045773828796516e-06,5.039043646370213e-16,4.6876755636168747e-18,1.4673757461552049e-18,4.1084586774302181e-21,2.4797336302942104e-22,1.3783391643086473e-22,1.683416497878081e-25,9.2113961213684144e-27,4.7975067185592252e-27,5.2930393237146016e-35,1.3252772832270533e-41,6.7654371685563015e-42,6.6953188436602111e-42,4.3220911714600263e-35,1.3247561356102932e-54,2.3054713754700512e-42,1.5516273894477743e-52,5.4447878286475485e-58,2.0830382907921693e-57,3.191125261414501e-64,3.1911252614149396e-64,1.6173070602402031e-64
3.417033157801665e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331896746283241,0.66999807081255869,4.7201382697152241e-20,0.0,1.5503338646091917e-18,5.1957175200510392e-36,2.0876905127702849e-43,0.0,3.0532414812595983e-50,8.4883000679720156e-50,0.0,1.9291874414308634e-06,1.9291874403908141e-06,5.2493377125413446e-16,4.8833050108277976e-18,1.5072552782176454e-18,4.341865245080963e-21,2.6139008667192833e-22,1.4571033181624359e-22,1.7576691214936121e-25,9.8624050399784146e-27,5.1423600465789917e-27,5.7520257102508918e-35,1.4604761205894078e-41,7.4599032173723963e-42,7.3804515289734659e-42,4.6356422101351826e-35,1.4819875487169297e-54,2.5084711929352511e-42,1.7125492109524332e-52,6.0957387646823333e-58,2.3609370964365375e-57,3.6683936407999793e-64,3.6683936408004893e-64,1.859890197867274e-64
3.4650861107550614e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331891844295836,0.66999804630262172,4.981696355184552e-20,0.0,1.59303733977024e-18,5.3392378314165857e-36,2.2349902448463833e-43,0.0,3.4050359167901951e-50,9.2297394075236497e-50,0.0,1.9536973784695621e-06,1.953697377386774e-06,5.4650549648550328e-16,5.0839794063064033e-18,1.5475769678816873e-18,4.5848223336941366e-21,2.7530224208255891e-22,1.5391290570902709e-22,1.8341206471982108e-25,1.0548655048803765e-26,5.5064553186032747e-27,6.24325594818823e-35,1.6072000286289159e-41,8.2141249555023546e-42,8.1242605095370067e-42,4.966975648918416e-35,1.6552345302952882e-54,2.7260873712217979e-42,1.8875339104113752e-52,6.8136909050784869e-58,2.671075641208603e-57,4.2085903612426359e-64,4.2085903612432296e-64,2.1345815182900822e-64
3.513139063708458e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331886962503887,0.66999802189366187,5.2535793970433081e-20,0.0,1.6362720903905721e-18,5.4845660150669349e-36,2.3903335723154348e-43,0.0,3.7913999489803746e-50,1.002434992364827e-49,0.0,1.9781063382281103e-06,1.9781063371014993e-06,5.6862418190373997e-16,5.2897419258920592e-18,1.5883362271391413e-18,4.8375663473575986e-21,2.8971872938903498e-22,1.6244997786519422e-22,1.9128061608173095e-25,1.1271458840265496e-26,5.8905570916720408e-27,6.7684671466126329e-35,1.7662402592409315e-41,9.0322675713752809e-42,8.9308046882099746e-42,5.3168221827824808e-35,1.8458645871414783e-54,2.9591426344964996e-42,2.0775864961984642e-52,7.6044557588594059e-58,3.0166429700587891e-57,4.8189202175326024e-64,4.8189202175332926e-64,2.4450767669566576e-64
3.5611920166618545e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331882101074911,0.66999799758651712,5.5360243431732539e-20,0.0,1.680035635460406e-18,5.6316945678080285e-36,2.5540308654498915e-43,0.0,4.2151505021351272e-50,1.0875135110349939e-49,0.0,2.0024134830927594e-06,2.0024134819212324e-06,5.9129436533044544e-16,5.5006347802104709e-18,1.6295284408672196e-18,5.1003352659238357e-21,3.0464835106405367e-22,1.7132995831353349e-22,1.9937608898096346e-25,1.2032153719507929e-26,6.2954475626841084e-27,7.3294610094911574e-35,1.9384292016729852e-41,9.9187188468473873e-42,9.804356907250486e-42,5.6859310327145851e-35,2.0553398100743917e-54,3.2084932550135311e-42,2.2837681252301564e-52,8.4742570832629822e-58,3.4010896118216761e-57,5.5072896650891671e-64,5.5072896650899653e-64,2.7954343857751207e-64
