Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52)
6.705749427061573e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3352790816344966,0.11651045119110107,0.022757119913480429,0.0,1.5045903800041127e-12,2.0489821863351387e-11,1.3769638801068116e-09,1.1558845169234161e-14,1.3157606439638841e-29,5.5453017842152763e-08,1.4619097213118528e-30,6.5089606157545401e-10,1.0866373560644548e-22,3.8759006404765032e-15,3.767478279011923e-22,3.8799276908428708e-24,1.206312910040751e-12,1.8198322111868645e-23,0.002159437716646001,0.00012889407755272146,3.9149569745845483e-09,8.3274893134142743e-11,1.2940513894170482e-07,8.7500473222584821e-16,9.3197187700578817e-12,2.7151693555377926e-13,1.7185442301698327e-10,1.6195805676326697e-08,1.1389624231742108e-15,2.3061229889926771e-17
6.8679040465412525e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33523526976357942,0.11646973387179578,0.022755573732288491,0.0,1.6415544597231845e-12,2.2197389242648127e-11,1.4874636008777818e-09,1.2112487386182885e-14,1.5124309698722338e-29,5.7310332847905935e-08,1.6454642236677061e-30,6.659858601362549e-10,1.158013478989591e-22,4.2207924633897914e-15,4.2273632580467722e-22,4.292514865861119e-24,1.2986571742695682e-12,1.9828530311548183e-23,0.0022001525299062143,0.00013198632403476577,3.9643554374669994e-09,8.7804523457237774e-11,1.3367387661475577e-07,9.2578440598848021e-16,9.6410747549166034e-12,2.7498082746506823e-13,1.8278004204888275e-10,1.6673385615445027e-08,1.2019366814992187e-15,2.4280056532935801e-17
7.030058666020932e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33519191715658914,0.11642947481955489,0.022754028058069999,0.0,1.7882456202190149e-12,2.4011020846814918e-11,1.6038731665152841e-09,1.2683498210072387e-14,1.7327165705049971e-29,5.9190072545408153e-08,1.8474281588697261e-30,6.8105007165956858e-10,1.2325329732280884e-22,4.5888071979722159e-15,4.7301725847619749e-22,4.7376382287390312e-24,1.3959452135185731e-12,2.1564711100606736e-23,0.0022404090462603337,0.00013507755048791818,4.0137349743102446e-09,9.2483780444172865e-11,1.379939695638656e-07,9.7856790149871051e-16,9.9663500664075365e-12,2.7844659364541228e-13,1.941272725745121e-10,1.7152066029876931e-08,1.2667296148338762e-15,2.5539180911355828e-17
7.192213285500612e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33514901864728835,0.11638966887649349,0.022752482886473167,0.0,1.9451856674109552e-12,2.5935263195821341e-11,1.7263512132775526e-09,1.3272267416974963e-14,1.9787827288459495e-29,6.1092215709202477e-08,2.0692308176863344e-30,6.9608902519589045e-10,1.3102833359450202e-22,4.9810313709462151e-15,5.2787037596339251e-22,5.2170016815343143e-24,1.4983368946188089e-12,2.3411494705130439e-23,0.0022802124236177891,0.00013816776545432619,4.0630962180979572e-09,9.7314755379374623e-11,1.4236536354272671e-07,1.0334094672133396e-15,1.0295540088543665e-11,2.8191443481879734e-13,2.0590141449711007e-10,1.7631679075078912e-08,1.3333392803392104e-15,2.6839522978925216e-17
7.354367904980291e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33510656912770642,0.11635031094289526,0.022750938213196396,0.0,2.1129167252009281e-12,2.7974779194006715e-11,1.8550555910576807e-09,1.3879191159421455e-14,2.2529329053852338e-29,6.3016741424681198e-08,2.3123846218339127e-30,7.1110304790777288e-10,1.391353881404261e-22,5.3985828885364569e-15,5.8758558916560209e-22,5.732353286020618e-24,1.605994211266441e-12,2.5373639789168649e-23,0.0023195677617189932,0.00014125697737656573,4.1124397913726306e-09,1.0229953625377007e-10,1.4678800501403835e-07,1.0903648037570541e-15,1.0628640262893712e-11,2.8538455476773828e-13,2.1810755782282986e-10,1.8112058020015278e-08,1.4017627090051289e-15,2.8182020070119161e-17
7.516522524459971e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33506456354747982,0.11631139597655381,0.022749394033987673,0.0,2.2920017657621121e-12,3.0134349321868753e-11,1.9901432658422778e-09,1.4504672040877557e-14,2.5576135982420533e-29,6.4963629082951077e-08,2.5784886740597367e-30,7.2609246508845295e-10,1.4758357685146882e-22,5.8426114395093272e-15,6.5246298211523831e-22,6.2854849962143744e-24,1.719081278370027e-12,2.7456036114702119e-23,0.0023584801027939938,0.00014434519459892296,4.1617663063943727e-09,1.0744020780848513e-10,1.5126184113682428e-07,1.1494911047074025e-15,1.0965646087635638e-11,2.8885716029126602e-13,2.3075057881274521e-10,1.8593037346534342e-08,1.4719959195582957e-15,2.9567626852016378e-17
7.67867714393965e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33502299691319948,0.11627291899212162,0.022747850344643938,0.0,2.4830251467848142e-12,3.2418872824583916e-11,2.1317702239144657e-09,1.5149119189961633e-14,2.8954192030764441e-29,6.693285837577171e-08,2.8692324212684388e-30,7.410576001802383e-10,1.5638220286951231e-22,6.3142988979319635e-15,7.2281281397282385e-22,6.878232364549241e-24,1.8377643264503963e-12,2.9663707241867711e-23,0.0023969544322136114,0.00014743242536866032,4.2110763653073395e-09,1.1273885157754097e-10,1.557868197536663e-07,1.2108470978587381e-15,1.1306553116614391e-11,2.9233246115898163e-13,2.4383513641505529e-10,1.9074452846750463e-08,1.5440339332188156e-15,3.0997315310021671e-17
7.84083176341933e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33498186428776577,0.11623487506046623,0.022746307141010585,0.0,2.6865931556769288e-12,3.4833368897300354e-11,2.2800913778773856e-09,1.5812948334412864e-14,3.269096867911637e-29,6.8924409290574484e-08,3.1863994333995797e-30,7.5599877479264929e-10,1.6554075940547387e-22,6.8148597256616907e-15,7.9895551085629794e-22,7.5124742222343239e-24,1.9622116960919542e-12,3.200181326989145e-23,0.0024349956791331513,0.00015051867783726617,4.2603705603031636e-09,1.1819754592952355e-10,1.6036288937785837e-07,1.2744930869645279e-15,1.1651356958414216e-11,2.9581067006054688e-13,2.5736566897951783e-10,1.9556141718356084e-08,1.6178707892785353e-15,3.2472074762532995e-17
8.00298638289901e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33494116078975089,0.11619725930803396,0.022744764418980819,0.0,2.9033345607188605e-12,3.7382977867239119e-11,2.4352604745713793e-09,1.6496581874819275e-14,3.6815513380940045e-29,7.0938262105565009e-08,3.5318713008359053e-30,7.7091630872032198e-10,1.7506893258859466e-22,7.3455413745796701e-15,8.8122164763256201e-22,8.1901323343405741e-24,2.0925938324442098e-12,3.4475653619187197e-23,0.0024726087171287685,0.00015360396006168866,4.3096494737757038e-09,1.2381836610820181e-10,1.6498999918047826e-07,1.3404909939575614e-15,1.2000053275451941e-11,2.9929200255033689e-13,2.7134639125572288e-10,2.0037942657789718e-08,1.693499561473118e-15,3.3992911900566838e-17
8.16514100237869e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33490088159276837,0.11616006691622083,0.022743222174495151,0.0,3.1339011691736416e-12,4.0072962372635225e-11,2.5974300049550139e-09,1.7200448958115534e-14,4.1358497866986238e-29,7.2974397384904318e-08,3.9076316531789822e-30,7.8581051996067391e-10,1.8497660434669904e-22,7.9076246885865234e-15,9.6995191980913992e-22,8.9131710301741495e-24,2.2290832797723114e-12,3.7090669855077884e-23,0.0025097983648265758,0.00015668828000555294,4.3589136784713814e-09,1.2960338427208487e-10,1.696680989773708e-07,1.4089044016477266e-15,1.2352637783087215e-11,3.0277667698767366e-13,2.8578129167652261e-10,2.0519695951186868e-08,1.7709123751197747e-15,3.5560850848927609e-17
8.327295621858369e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33486102192484996,0.11612329312075054,0.022741680403540788,0.0,3.3789683923521958e-12,4.2908708538546731e-11,2.7667511160170846e-09,1.7924985550859134e-14,4.6352266257494063e-29,7.5032795973964254e-08,4.3157703022694573e-30,8.0068172473133319e-10,1.9527385531715729e-22,8.5024243053760088e-15,1.0654971056761308e-21,9.6835968095169064e-24,2.3718546760553695e-12,3.9852448553588426e-23,0.002546569386524573,0.00015977164554036336,4.4081637376400131e-09,1.3555466953290978e-10,1.7439713921603379e-07,1.4797985968969894e-15,1.2709106248744259e-11,3.062649144731088e-13,3.0067412992752626e-10,2.1001243563044104e-08,1.8501004249919818e-15,3.7176933245859689e-17
8.489450241338049e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33482157706782917,0.11608693321105973,0.022740139102151117,0.0,3.6392358176329426e-12,4.5895727149558242e-11,2.9433735247836702e-09,1.8670634512291406e-14,5.1830882936930269e-29,7.7113438994656176e-08,4.758487512370608e-30,8.1553023748733705e-10,2.0597096778829125e-22,9.1312890579981514e-15,1.1682180188602602e-21,1.0503457925334255e-23,2.5210847476313016e-12,4.2766724209753134e-23,0.0025829264928074963,0.00016285406444668948,4.4574002051852892e-09,1.4167428799304412e-10,1.7917707096240379e-07,1.553240614271074e-15,1.3069454491045222e-11,3.0975693878083842e-13,3.1602843480304607e-10,2.1482429222531653e-08,1.9310539939015622e-15,3.8842218338487782e-17
8.651604860817728e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3347825423567331,0.11605098252969002,0.022738598266405174,0.0,3.9154277874349827e-12,4.9039654819401528e-11,3.1274454344811411e-09,1.9437845667189486e-14,5.7830180146551126e-29,7.9216307840834454e-08,5.2380984004845388e-30,8.3035637093809641e-10,2.1707842867097652e-22,9.7956023762216683e-15,1.2784854514626465e-21,1.1374843943565926e-23,2.6769523038869636e-12,4.5839382188876322e-23,0.0026188743411546403,0.00016593554441533649,4.5066236258118809e-09,1.4796430278178364e-10,1.8400784588754157e-07,1.6292992801673401e-15,1.3433678378958129e-11,3.132529762871822e-13,3.3184750234839251e-10,2.196309850739383e-08,2.013762471957708e-15,4.0557783091764463e-17
8.813759480297408e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33474391317917906,0.11601543647168738,0.022737057892427043,0.0,4.2082939851445332e-12,5.2346255157511812e-11,3.3191134529127821e-09,2.022707587851611e-14,6.4387805251046496e-29,8.1341384173773551e-08,5.7570374698247944e-30,8.4516043606413423e-10,2.2860693250020732e-22,1.0496782687707341e-14,1.3966801079608507e-21,1.2299885280628121e-23,2.839638231992274e-12,4.9076461721183497e-23,0.0026544175365407628,0.00016901609304850035,4.5558345351686663e-09,1.5442677409052899e-10,1.8888941625421419e-07,1.7080452574183622e-15,1.3801773830959986e-11,3.167532558952466e-13,3.4813439428803438e-10,2.2443098925379868e-08,2.0982143764721744e-15,4.2324722309007145e-17
8.975914099777088e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33470568497478048,0.11598029048400775,0.0227355179763854,0.0,4.518610027994317e-12,5.5821419932534916e-11,3.5185225131034689e-09,2.1038789119873998e-14,7.1543267636482032e-29,8.3488649917716746e-08,6.3178632795210896e-30,8.5994274213359621e-10,2.4056738446640499e-22,1.1236283819004404e-14,1.5231925300649577e-21,1.3280752719268964e-23,3.0093254916770544e-12,5.2484158940297662e-23,0.0026895606320301432,0.00017209571786090731,4.6050334599897408e-09,1.610637592068287e-10,1.9382173490337071e-07,1.7895510903707487e-15,1.4173736814213406e-11,3.2025800895604302e-13,3.6489193673875185e-10,2.2922279993150642e-08,2.1843973724794977e-15,4.4144148762372999e-17
9.138068719256767e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33466785323455756,0.11594554006492999,0.022733978514492943,0.0,4.8471780668953506e-12,5.9471170232796677e-11,3.7258157962635273e-09,2.1873456547770641e-14,7.9337985197708389e-29,8.565808725549429e-08,6.923263253681321e-30,8.7470359671853532e-10,2.529709034762594e-22,1.2015595396380166e-14,1.6584230127267158e-21,1.4319656903432907e-23,3.1861991100492781e-12,5.6068829965971642e-23,0.002724308129363862,0.00017517442628093845,4.6542209182340733e-09,1.678773125472768e-10,1.988047552405095e-07,1.8738912504386705e-15,1.4549563343755399e-11,3.2376746918628334e-13,3.8212271920650718e-10,2.3400493312610833e-08,2.2722982938406736e-15,4.6017193331825204e-17
9.300223338736447e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33463041350035622,0.11591118076347517,0.022732439503005891,0.0,5.1948273932203058e-12,6.3301657623743448e-11,3.941134657119672e-09,2.2731556573698493e-14,8.7815330374409476e-29,8.7849678624210679e-08,7.5760586329860525e-30,8.8944330571097665e-10,2.6582882524290475e-22,1.2836243246490957e-14,1.8027815115095591e-21,1.5418847812802765e-23,3.3704461764534148e-12,5.9836994031503421e-23,0.0027586644795403958,0.0001782522256517388,4.7033974192232019e-09,1.748694856892478e-10,2.0383843122193566e-07,1.9611421821315749e-15,1.4929249481698703e-11,3.2728187258298074e-13,3.9982909386528507e-10,2.3877592644619971e-08,2.361903164898202e-15,4.7945005151336063e-17
9.462377958216126e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33459336136427226,0.11587720817883274,0.02273090093822348,0.0,5.5624150525375328e-12,6.7319165302358434e-11,4.1646185516575091e-09,2.3613574936035396e-14,9.702067569602824e-29,9.0063406711000443e-08,8.2792095720428352e-30,9.0416217333875744e-10,2.7915270540524219e-22,1.369978979690193e-14,1.9566875415354643e-21,1.658061421769919e-23,3.5622558373675423e-12,6.3795336656259668e-23,0.0027926340833896012,0.00018132912323231171,4.7525634637763327e-09,1.8204232740145606e-10,2.0892271734090885e-07,2.0513823495554534e-15,1.5312791336446217e-11,3.3080145733498146e-13,4.1801317511578349e-10,2.4353433980039803e-08,2.4531972226501165e-15,4.992875176125721e-17
9.624532577695806e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33455669246808351,0.11584361795979294,0.022729362816487422,0.0,5.950826465294668e-12,7.1530109248554903e-11,4.3964049673168245e-09,2.45200047717705e-14,1.0700143879691493e-28,9.2299254448850878e-08,9.0358203857806689e-30,9.1886050218115184e-10,2.9295432267622714e-22,1.4607834476463624e-14,2.120570068232256e-21,1.7807283115027389e-23,3.7618192913378812e-12,6.7950712863728727e-23,0.0028262212921401474,0.00018440512619859818,4.8017195443429661e-09,1.8939788367332309e-10,2.1405756861368124e-07,2.1446922833871338e-15,1.5700185061918267e-11,3.3432646373161981e-13,4.3667683942143263e-10,2.4827875608078801e-08,2.546164939410352e-15,5.1969619265944279e-17
9.786687197175486e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33452040250268711,0.11581040580418588,0.022727825134181451,0.0,6.3609760544505968e-12,7.5941039373544616e-11,4.6366293556774349e-09,2.5451346688060403e-14,1.1780712686417015e-28,9.4557205012490924e-08,9.8491449482178674e-30,9.3353859318427601e-10,3.0724568201995728e-22,1.5562014115552616e-14,2.2948673901123266e-21,1.9101219145970546e-23,3.9693297839493998e-12,7.2310150445523848e-23,0.0028594304079805062,0.00018748024164454109,4.850866145133566e-09,1.9693819774314269e-10,2.1924294056542464e-07,2.241154628320886e-15,1.6091426856792117e-11,3.378571340687077e-13,4.5582172541886898e-10,2.5300778181898246e-08,2.6407900459227015e-15,5.4068812495851147e-17
9.948841816655165e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33448448720754437,0.115777567458327,0.02272628788773081,0.0,6.7938078800542732e-12,8.0558640665174686e-11,4.8854250676700687e-09,2.6408108833620038e-14,1.2948938048180617e-28,9.6837241814344592e-08,1.0722592246989447e-29,9.4819674567628009e-10,3.2203901785740002e-22,1.6564003346182028e-14,2.480027013820805e-21,2.0464823996138067e-23,4.1849826028311186e-12,7.6880853271753063e-23,0.0028922656846135405,0.00019055447658313594,4.9000037422483734e-09,2.0466531012503155e-10,2.2447878921604828e-07,2.3408541909868139e-15,1.6486512963753258e-11,3.4139371255205467e-13,4.7544923429959552e-10,2.5772004781448373e-08,2.7370555548953627e-15,5.6227555173412852e-17
9.999999999999999e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3344732333587121,0.11576728417917247,0.022725802991513472,0.0,6.93522410324338e-12,8.205942385796553e-11,4.9657173865277843e-09,2.6715315256587599e-14,1.3336547337235677e-28,9.7561151476221763e-08,1.1011199694614999e-29,9.5281715848150194e-10,3.2681232596301999e-22,1.689031541524411e-14,2.5407699897495503e-21,2.090987451177196e-23,4.2547401201785785e-12,7.8367882591151534e-23,0.0029025479893473203,0.00019152418578613232,4.9155043763841507e-09,2.071422272451176e-10,2.2614111537650726e-07,2.3729940571348548e-15,1.6611955879505462e-11,3.4251073355426916e-13,4.8174186284570536e-10,2.5920302741033233e-08,2.7677639636415889e-15,5.6921172953231017e-17
1.0110996436134845e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33444894237013068,0.11574509871646869,0.022724751073601768,0.0,7.2502962807685982e-12,8.5389734330224695e-11,5.1429232913433709e-09,2.7390806969952276e-14,1.4210201683603142e-28,9.9139348500548128e-08,1.1659732097073403e-29,9.6283525738232423e-10,3.3734679730061096e-22,1.7615515001986962e-14,2.6765055216977553e-21,2.1900535778884479e-23,4.4089750726947426e-12,8.1670204648171346e-23,0.0029247313278047788,0.00019362783794746538,4.9491328038041709e-09,2.125812586346508e-10,2.2976507106590735e-07,2.4438779883402037e-15,1.6885439668758658e-11,3.4493644519869245e-13,4.9556053045919875e-10,2.6241420973506644e-08,2.8349437849229547e-15,5.8447090082131267e-17
1.0273151055614525e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33441376382539334,0.11571299542025842,0.022723214688301123,0.0,7.7314465223372743e-12,9.044127893365061e-11,5.4092529922147542e-09,2.8399964542420327e-14,1.5570107224767828e-28,1.0146350894703034e-07,1.2664301017209377e-29,9.7745442443934477e-10,3.5318172341530327e-22,1.871830051808902e-14,2.8847684321051758e-21,2.3410828402521853e-23,4.6415065504052184e-12,8.668577072052735e-23,0.00295683149592446,0.0001967003325917208,4.9982537900588898e-09,2.2068807841368665e-10,2.3510174308140432e-07,2.5503152965211834e-15,1.7288203300311775e-11,3.4848557973598754e-13,5.1615654241012771e-10,2.6708894868894157e-08,2.9344363847628781e-15,6.0728679238361508e-17
1.0435305675094204e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33437894745521357,0.11568125345820275,0.022721678728375744,0.0,8.238295452992247e-12,9.5720371534759517e-11,5.6845408562294568e-09,2.9436112751166927e-14,1.7034484399903373e-28,1.0380970725565455e-07,1.3740208272557644e-29,9.9205454141061101e-10,3.695567385116365e-22,1.9874150330844075e-14,3.10529005277519e-21,2.4998210922154309e-23,4.8827784200818359e-12,9.1935303926516094e-23,0.0029885703004833976,0.00019977196729220877,5.0473671535342012e-09,2.2898780195308153e-10,2.4048876268048484e-07,2.6602577001839371e-15,1.7694800228749213e-11,3.5204136549884629e-13,5.372379639537274e-10,2.7174297176849469e-08,3.0355143579328321e-15,6.3073604065369579e-17
1.0597460294573884e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33434448918787713,0.11564986876513754,0.022720143190412101,0.0,8.7719121657990184e-12,1.0123424882029509e-10,5.9689112353488415e-09,3.049979062188407e-14,1.8609393142359351e-28,1.0617792775042151e-07,1.4891542087201277e-29,1.0066359013000722e-09,3.8648502746310285e-22,2.1084894277476383e-14,3.3385533274411596e-21,2.6665226876868186e-23,5.1329940882284435e-12,9.7426746495746435e-23,0.0030199518066627517,0.00020284274874834401,5.0964733391362293e-09,2.374824591150024e-10,2.4592608771803012e-07,2.7737991422946173e-15,1.8105226865538625e-11,3.5560405332521748e-13,5.5880525560686789e-10,2.7637501256543333e-08,3.138158087596447e-15,6.5483165569292236e-17
1.0759614914053563e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33431038499754795,0.11561883732170429,0.022718608071035797,0.0,9.3333986679367143e-12,1.0699028823441091e-10,6.26248609578564e-09,3.1591545076436924e-14,2.0301127622854124e-28,1.0856815497373186e-07,1.6122576030149615e-29,1.0211987955664988e-09,4.0398002105339685e-22,2.2352401995601391e-14,3.5850496760182835e-21,2.8414453613015729e-23,5.3923589788913687e-12,1.0316823399813107e-22,0.0030509800338377742,0.00020591268358362763,5.1455727842743938e-09,2.4617407715353758e-10,2.5141367647114756e-07,2.8910359743971435e-15,1.8519479662587759e-11,3.5917389545008835e-13,5.8085864627821362e-10,2.8098383165720905e-08,3.2423473617040023e-15,6.7958684516681133e-17
1.0921769533533243e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33427663090375043,0.1155881551538324,0.022717073366911106,0.0,9.9238905569093847e-12,1.129960091055047e-10,6.5653849689005433e-09,3.2711931003345218e-14,2.2116220202105289e-28,1.1098037368270786e-07,1.743777557855661e-29,1.0357435141374198e-09,4.2205539935116197e-22,2.3678583322638679e-14,3.8452788286046884e-21,3.0248501594333159e-23,5.6610805288436173e-12,1.0916809894110416e-22,0.003081658956095587,0.00020898177834661192,5.194665918978318e-09,2.5506468073411272e-10,2.5695148762436395e-07,3.0120670073460335e-15,1.893755511156441e-11,3.627511453981711e-13,6.0339813518884685e-10,2.85568217064622e-08,3.3480613983553741e-15,7.0501501613358541e-17
1.1083924153012923e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33424322297085618,0.11555781833222717,0.02271553907474053,0.0,1.0544557703684614e-11,1.1925907376988322e-10,6.8777249047712948e-09,3.3861511328125633e-14,2.4061445301084814e-28,1.1341456884557282e-07,1.8841804861924097e-29,1.0502703454228559e-09,4.4072509511251915e-22,2.5065388695115933e-14,4.1197486535780078e-21,3.2170013699636757e-23,5.9393681827938982e-12,1.1543487441607181e-22,0.0031119925027470845,0.0002120500395118515,5.2437531660128936e-09,2.6415629195161707e-10,2.6253948025472307e-07,3.1369935625052584e-15,1.9359449743227312e-11,3.6633605787548162e-13,6.2642349403169147e-10,2.9012698468054528e-08,3.4552788713525555e-15,7.3112977684351062e-17
1.1246078772492602e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3342101573075773,0.11552782297186374,0.02271400519126435,0.0,1.1196604942755073e-11,1.2578728869222421e-10,7.1996204284421476e-09,3.5040857083498174e-14,2.6143823186274046e-28,1.158707256380876e-07,2.0339533591116296e-29,1.0647795763288514e-09,4.6000329721128559e-22,2.6514809547864477e-14,4.4089749800659913e-21,3.4181664508841591e-23,6.2274333886190641e-12,1.2197729779449748e-22,0.0031419845588330033,0.00021511747348084057,5.2928349409914846e-09,2.734509303472323e-10,2.6817761381679232e-07,3.2659195234122243e-15,1.978516012676756e-11,3.6992888866001124e-13,6.499342693638966e-10,2.9465897866974817e-08,3.5639779359093503e-15,7.5794493854702118e-17
1.1408233391972282e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33417743006646461,0.11549816523148693,0.022712471713260161,0.0,1.1881272769118063e-11,1.3258860558279935e-10,7.5311834988584166e-09,3.6250547479459939e-14,2.8370623667428617e-28,1.1834882944004339e-07,2.1936044176069041e-29,1.0792714922708091e-09,4.7990445409680282e-22,2.8028878713105704e-14,4.7134814150728255e-21,3.628615957804852e-23,6.5254895926184717e-12,1.2880431447402474e-22,0.0031716389656242386,0.00021818408658293666,5.3419116524873792e-09,2.8295061292395698e-10,2.7386584812758103e-07,3.3989513879057769e-15,2.0214682869160551e-11,3.7352989449169552e-13,6.7392978522607305e-10,2.9916307183982494e-08,3.6741362544860824e-15,7.8547451730991252e-17
1.1570388011451962e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33414503744341245,0.11546884131311637,0.022710938637542481,0.0,1.2599838042167839e-11,1.3967112251141567e-10,7.8725234704876589e-09,3.749116997322898e-14,3.0749369705498972e-28,1.2084886583180947e-07,2.3636639036134676e-29,1.0937463771866223e-09,5.0044327727930179e-22,2.9609670819427425e-14,5.0337991555455219e-21,3.8486234704444791e-23,6.8337522347888611e-12,1.3592508167503729e-22,0.0032009595211164813,0.00022124988507627138,5.3909837021434697e-09,2.9265735416081964e-10,2.7960414335137572e-07,3.5361983207172316e-15,2.0648014614528147e-11,3.7713933296187988e-13,6.9840914598203326e-10,3.0363816598327644e-08,3.7857310227175602e-15,8.1373273583414868e-17
1.1732542630931641e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33411297567716852,0.11543984746155769,0.02270940596096227,0.0,1.3353614696494621e-11,1.47043085018035e-10,8.2237470576258618e-09,3.8763320339061447e-14,3.3287840928488833e-28,1.2337082059093556e-07,2.5446848107061379e-29,1.1082045135496144e-09,5.2163474484273679e-22,3.1259302690648275e-14,5.3704667956670326e-21,4.0784655181762426e-23,7.1524387441182384e-12,1.4334897228805647e-22,0.0032299499805192168,0.0002243148751486477,5.4400514847801862e-09,3.0257316602577598e-10,2.8539245998449529e-07,3.677772206523192e-15,2.1085152043510994e-11,3.807574624024787e-13,7.2337123937243833e-10,3.08083192190821e-08,3.8987389954028509e-15,8.4273402528302397e-17
1.189469725041132e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33408124104884973,0.11541117996391911,0.02270787368040655,0.0,1.4143954459584017e-11,1.5471288722002107e-10,8.5849583013840522e-09,4.0067602737944524e-14,3.5994077053171446e-28,1.2591467968880725e-07,2.7372436548663906e-29,1.122646182381284e-09,5.4349410498502937e-22,3.2979933744567648e-14,5.7240301296645606e-21,4.3184215047036699e-23,7.4817685338973505e-12,1.5108557877237466e-22,0.0032586140567391767,0.00022737906291842402,5.4891153885017262e-09,3.1270005798728467e-10,2.912307588399725e-07,3.8237877034591008e-15,2.1526091872650774e-11,3.8438454177502826e-13,7.4881473977554572e-10,3.1249711113604703e-08,4.0131365125258571e-15,8.7249302710961931e-17
1.2056851869891e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33404982988146364,0.11538283514913317,0.022706341792797947,0.0,1.4972247576409716e-11,1.6268907291596712e-10,8.9562585393476589e-09,4.1404629787168135e-14,3.8876381210721275e-28,1.2848042928735465e-07,2.9419412657301922e-29,1.1370716632638527e-09,5.6603687958567168e-22,3.4773766391598376e-14,6.0950419504229662e-21,4.5687736319404663e-23,7.8219629970472456e-12,1.5914471710632205e-22,0.0032869554208582925,0.00023044245443538575,5.5381757948005936e-09,3.2304003702455821e-10,2.9711900103216595e-07,3.9743622970921393e-15,2.1970830853782315e-11,3.8802083055982822e-13,7.7473811166803691e-10,3.1687891333154834e-08,4.1288995252761879e-15,9.0302459488763551e-17
1.221900648937068e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33401873853943426,0.11535480938748464,0.022704810295094299,0.0,1.5839923540911892e-11,1.709803366860484e-10,9.3377463778979682e-09,4.2775022629777791e-14,4.1943323174457065e-28,1.3106805573581231e-07,3.1594035987340635e-29,1.1514812343526262e-09,5.8927886780064613e-22,3.664304643327805e-14,6.4840618441941767e-21,4.8298068231679632e-23,8.1732455014614669e-12,1.6753643078956443e-22,0.0033149777026062182,0.0002335050556816036,5.5872330786605018e-09,3.3359510763648484e-10,3.0305714796130578e-07,4.1296163548522993e-15,2.2419365773435267e-11,3.9166658864536877e-13,8.0113961327870966e-10,3.212276193567193e-08,4.2460036220402011e-15,9.3434379614383857e-17
