Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),CO2X(24),COX(50),O(29),H2OX(23),CHOX(53),acetyl(44),C2H4X(215),C2H4X(70)
1.228929019627481e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999170358357226,0.09874567239001081,0.015733026375148618,1.0365396765635034e-06,0.0001307251648848256,0.021065645621777734,0.009935027560719038,6.156004250254596e-05,1.1141961733689985e-11,0.002328314744151067,6.370835789140188e-11,0.0004505220209509822,2.95219581133812e-09,7.51517137372868e-06,8.138799887451162e-10,5.506594374566027e-11,1.9332362438586814e-05,6.028322385763828e-06,0.007048570152569113,0.004046940249886715,0.0003525338318124824,9.118383054433693e-08,9.113276778789497e-09,3.3191845954733297e-09,1.3449789122185757e-11,1.2041769342375714e-06,0.0004214083567527016,2.5571474471889583e-05,0.00041854056566522854,9.539653000317526e-06,7.169170461147046e-09,5.42585806854273e-11,3.0583015598596534e-08,9.750227308644594e-06,5.8366358457061775e-09,4.688485338426185e-10,5.7885525898495163e-11,6.657782513048612e-07,1.6902018945107837e-12
1.233951058880101e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999165387339734,0.09869884299656251,0.01570919111107155,1.0464901020874074e-06,0.0001313522430292349,0.021163623554505708,0.009983395149384601,6.154697885205204e-05,1.1291503866316866e-11,0.002327731023900314,6.374335999794347e-11,0.00045080495619923716,2.953398800657903e-09,7.525927973666794e-06,8.183574213411011e-10,5.5360612469659944e-11,1.931555137331597e-05,6.066014897945861e-06,0.007045224174096722,0.004045490996075201,0.00035323059810339293,9.1331319211237e-08,9.097189075385295e-09,3.318234832327387e-09,1.3555250350744239e-11,1.2124707543300337e-06,0.00042347410958312856,2.5690939241142303e-05,0.00042049061236710557,9.599302802046582e-06,7.167372321664239e-09,5.449256877029326e-11,3.073190296174364e-08,9.74173035288179e-06,5.864613447783983e-09,4.719699385868926e-10,5.815275262571484e-11,6.70071220468632e-07,1.700769810534868e-12
1.238973098132721e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999164898712284,0.09865203507267244,0.015685391661857364,1.0564799628028766e-06,0.00013197907724519722,0.021261570145394076,0.010031742407635874,6.153318610098859e-05,1.1442331793206821e-11,0.0023271395766688626,6.377700081860854e-11,0.00045108731893446556,2.9545689416006477e-09,7.536491664988505e-06,8.22837116755493e-10,5.5654998647877724e-11,1.929869331634501e-05,6.103701663746182e-06,0.007041880462990763,0.004043990912975339,0.00035392572108259955,9.147709506818907e-08,9.081098876426018e-09,3.3172725899637676e-09,1.3661318047878971e-11,1.2207992692636712e-06,0.00042554584262282643,2.5810351697532505e-05,0.0004224400799317583,9.65894351471112e-06,7.165551119933182e-09,5.472557120982673e-11,3.088073085445155e-08,9.73322242675411e-06,5.892580513783797e-09,4.750967850815344e-10,5.841952568197395e-11,6.743638819710659e-07,1.711336287362754e-12
1.2439951373853408e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999168854348386,0.09860524864098999,0.015661627970020176,1.0665090428453652e-06,0.00013260566389726902,0.021359485112583614,0.010080069111146332,6.151867769884572e-05,1.1594449727187808e-11,0.0023265405428742197,6.38093032490565e-11,0.00045136911093192523,2.955706810302839e-09,7.54686383534573e-06,8.273190415670775e-10,5.594909992410171e-11,1.928178870591573e-05,6.141382217843504e-06,0.007038539013558929,0.004042440342482668,0.00035461920988165933,9.16211619567568e-08,9.06500681721047e-09,3.3162980749564332e-09,1.3767995158548817e-11,1.2291626474003482e-06,0.00042762359758522563,2.592971135658549e-05,0.0004243889629456908,9.718574401839279e-06,7.1637072815592364e-09,5.495758217772737e-11,3.1029498604762876e-08,9.724703654574136e-06,5.9205368844261455e-09,4.782290398739959e-10,5.868584458895373e-11,6.786561786647523e-07,1.721901196266443e-12
1.2490171766379607e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399917721640648,0.09855848372405608,0.015637899978216168,1.0765771253520334e-06,0.00013323199935669664,0.02145736817882345,0.010128375038435866,6.150346686172853e-05,1.1747861860530612e-11,0.0023259340603436498,6.384028984675053e-11,0.00045165033396950174,2.9568129730668557e-09,7.557045866877784e-06,8.318031626230521e-10,5.6242913985489384e-11,1.926483797773041e-05,6.179056103119204e-06,0.0070351998201634795,0.004040839623360787,0.0003553110735445413,9.176352371444313e-08,9.048913519351205e-09,3.3153114902253786e-09,1.3875284648991631e-11,1.2375610585031816e-06,0.00042970741640329757,2.604901773948567e-05,0.0004263372560833216,9.778194739941517e-06,7.1618412242107995e-09,5.518859591346348e-11,3.117820554913063e-08,9.716174159754416e-06,5.948482400677253e-09,4.813666696853697e-10,5.895170889081221e-11,6.82948054408252e-07,1.7324644107912815e-12
1.2540392158905806e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399918994732431,0.09851174034430209,0.0156142076292428,1.086683992475103e-06,0.00013385808000146334,0.021555219071390793,0.010176659970815178,6.148756657614833e-05,1.1902572364966063e-11,0.002325320264364682,6.386998283424874e-11,0.0004519309898274429,2.9578879865173843e-09,7.56703913614813e-06,8.36289447034976e-10,5.653643856168731e-11,1.9247841565035853e-05,6.216722870518425e-06,0.0070318628772200525,0.004039189091298551,0.0003560013210287815,9.190418417503737e-08,9.03281959105366e-09,3.3143130351073543e-09,1.3983189506895065e-11,1.2459946737410398e-06,0.0004317973412304336,2.6168270372973045e-05,0.00042828495410538283,9.837803818290667e-06,7.159953357774129e-09,5.5418606721918866e-11,3.132685103224698e-08,9.707634064827968e-06,5.976416903751212e-09,4.845096414090425e-10,5.921711815364212e-11,6.872394540489913e-07,1.743025806717021e-12
1.2590612551432006e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999207009813407,0.09846501852404836,0.01559055086603801,1.0968294253951156e-06,0.00013448390221633847,0.02165303752201219,0.01022492369233121,6.147098960276534e-05,1.205858539170267e-11,0.0023246992877345766,6.38984041025391e-11,0.0004522110802880989,2.9589323977558087e-09,7.57684501408403e-06,8.407778621747657e-10,5.682967142396844e-11,1.9230799898701743e-05,6.254382078913093e-06,0.007028528179196488,0.004037489078966212,0.0003566899612066196,9.204314716885719e-08,9.016725627398474e-09,3.31330290542509e-09,1.4091712741561672e-11,1.2544636656928819e-06,0.0004338934144413436,2.628746878923013e-05,0.0004302320518573516,9.897400938705725e-06,7.158044084505384e-09,5.564760897294314e-11,3.14754344068763e-08,9.699083491467752e-06,6.004340235112199e-09,4.876579221092714e-10,5.948207196479232e-11,6.915303234064225e-07,1.7535852620194748e-12
1.2640832943958205e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999228366853654,0.09841831828550321,0.015566929631679442,1.1070132043341068e-06,0.00013510946239292778,0.021750823266786307,0.010273165989713643,6.14537484800827e-05,1.2215905071444456e-11,0.0023240712608087774,6.392557521441376e-11,0.0004524906071356706,2.9599467445123673e-09,7.586464865919017e-06,8.452683756707413e-10,5.7122610384386675e-11,1.9213713407293534e-05,6.292033294967536e-06,0.0070251957206116915,0.004035739916070504,0.00035737700286611455,9.218041652302333e-08,9.000632210619627e-09,3.31228129355549e-09,1.4200857384053857e-11,1.2629682083520115e-06,0.00043599567863297404,2.6406612525753335e-05,0.0004321785442679097,9.956985415338747e-06,7.156113799179794e-09,5.5875597100858827e-11,3.1623955033691564e-08,9.690522560505049e-06,6.03225223647668e-09,4.908114790175033e-10,5.974656993214764e-11,6.958206092554511e-07,1.7641426568327965e-12
1.2691053336484404e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399925398168796,0.09837163965076162,0.015543343869383679,1.1172351085686858e-06,0.00013573475692972532,0.021848576046108275,0.01032138665232238,6.143585552809205e-05,1.237453551440913e-11,0.0023234363115483725,6.395151740787891e-11,0.0004527695721559628,2.9609315552968495e-09,7.595900051138124e-06,8.49760955403756e-10,5.741525329494842e-11,1.9196582517140268e-05,6.329676093006199e-06,0.007021865496034502,0.00403394192940869,0.0003580624547122411,9.231599606182343e-08,8.984539910363418e-09,3.311248388496139e-09,1.4310626487366703e-11,1.2715084771307962e-06,0.0004381041766254184,2.6525701125257425e-05,0.00043412442634743347,1.0016556574465142e-05,7.154162889237004e-09,5.6102565604155536e-11,3.1772412281112435e-08,9.681951391946904e-06,6.060152749815773e-09,4.939702795311541e-10,6.00106116836686e-11,7.00110259310119e-07,1.7746978734123889e-12
1.2741273729010603e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999283817817,0.09832498264180423,0.015519793522505465,1.1274949164430346e-06,0.0001363597822321661,0.02194629560459533,0.010369585472095995,6.141732285187075e-05,1.2534480810346504e-11,0.002322794565566591,6.39762515995957e-11,0.000453047977136146,2.9618873495473676e-09,7.605151923425733e-06,8.542555695033807e-10,5.770759804680055e-11,1.917940765239755e-05,6.3673100548830465e-06,0.007018537500082593,0.004032095442921607,0.00035874632536796744,9.244988960694064e-08,8.968449283952372e-09,3.3102043759302686e-09,1.442102312659915e-11,1.280084648865199e-06,0.00044021895146284133,2.6644734135573436e-05,0.000436069693186512,1.007611375427784e-05,7.15219173492391e-09,5.632850904507801e-11,3.192080552514737e-08,9.673370104992603e-06,6.088041617357633e-09,4.971342912130471e-10,6.027419686677632e-11,7.043992222075478e-07,1.7852507960983693e-12
1.2791494121536802e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399931783899411,0.09827834728049606,0.015496278534536988,1.1377924053818202e-06,0.00013698453471268024,0.02204398169101407,0.010417762243501216,6.139816234513097e-05,1.2695745028557215e-11,0.002322146146174338,6.399979838834912e-11,0.0004533258238645233,2.962814637776752e-09,7.614221830616016e-06,8.587521863441286e-10,5.79996425694349e-11,1.9162189235105972e-05,6.40493476985354e-06,0.007015211727421388,0.0040302007777457335,0.0003594286233753146,9.258210097769905e-08,8.952360876649223e-09,3.3091494382909355e-09,1.4532050399090534e-11,1.2886969018191557e-06,0.00044234004641443024,2.67637111095197e-05,0.0004380143399544957,1.0135656304684224e-05,7.150200709435001e-09,5.655342204912449e-11,3.206913414923951e-08,9.664778818049314e-06,6.115918681589783e-09,5.003034817869174e-10,6.053732514762122e-11,7.086874474921359e-07,1.7958013112796388e-12
1.2841714514063001e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999356009220236,0.09823173358858564,0.015472798849107112,1.148127351903024e-06,0.00013760901079074795,0.022141634058208962,0.010465916763483284,6.137838569372054e-05,1.2858332217911633e-11,0.0023214911744248163,6.402217805854064e-11,0.00045360311413030375,2.9637139217174925e-09,7.623111114645867e-06,8.632507745417524e-10,5.829138482990856e-11,1.91449276852452e-05,6.442549834448778e-06,0.007011888172763006,0.0040282582522642675,0.0003601093571963977,9.271263399145021e-08,8.936275221896693e-09,3.3080837548236078e-09,1.464371142459464e-11,1.2973454156895078e-06,0.0004444675049753341,2.6882631604812584e-05,0.00043995836189806946,1.0195183587106329e-05,7.148190179048859e-09,5.6777299304787713e-11,3.221739754411342e-08,9.656177648746862e-06,6.143783785261617e-09,5.034778191360756e-10,6.079999621070332e-11,7.129748856000068e-07,1.8063493073585655e-12
1.28919349065892e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399939829273895,0.09818514158770378,0.01544935440998065,1.1584995316306905e-06,0.0001382332068929551,0.02223925246303231,0.010514048831417292,6.13580043790758e-05,1.3022246406869079e-11,0.0023208297691572313,6.404341058370143e-11,0.00045387984972338174,2.9645856944649204e-09,7.631821111510234e-06,8.677513029496066e-10,5.858282283207995e-11,1.912762342078408e-05,6.480154852351009e-06,0.007008566830865221,0.004026268182157269,0.0003607885352144487,9.284149246379332e-08,8.920192841563252e-09,3.307007501647119e-09,1.4756009345461148e-11,1.3060303716107377e-06,0.00044660137086761193,2.7001495183977815e-05,0.0004419017543398559,1.0254694974284913e-05,7.146160503262296e-09,5.700013556318716e-11,3.23655951076256e-08,9.647566713951748e-06,6.171636771386932e-09,5.066572713042601e-10,6.106220975833607e-11,7.172614878437063e-07,1.8168946747161991e-12
1.29421552991154e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.439994446540316,0.09813857129936261,0.015425945161057664,1.1689087193075961e-06,0.0001388571194530498,0.022336836666275502,0.010562158249060401,6.1337029681627e-05,1.3187491603497247e-11,0.002320162047039612,6.406351563002316e-11,0.00045415603243412276,2.9654304406178833e-09,7.640353151219796e-06,8.722537406550438e-10,5.887395461586006e-11,1.9110276857726823e-05,6.517749434271705e-06,0.007005247696530425,0.00402423088045087,0.0003614661657348233,9.296868020877806e-08,8.904114246195292e-09,3.305920851814083e-09,1.4868947326760963e-11,1.314751952159442e-06,0.00044874168804121727,2.712030141421951e-05,0.0004438445126770433,1.0314189850086195e-05,7.14411203492254e-09,5.722192563754755e-11,3.2513726244619424e-08,9.638946129780412e-06,6.1994774832463035e-09,5.098418064900932e-10,6.132396550987944e-11,7.215472063971417e-07,1.8274373056780482e-12
1.2992375691641599e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.439994950578125,0.0980920227449546,0.015402571046372732,1.1793546888078412e-06,0.00013948074491199923,0.02243438643260164,0.01061024482050499,6.131547268415608e-05,1.3354071795491783e-11,0.00231948812261076,6.408251255990253e-11,0.0004544316640531544,2.9662486364179116e-09,7.648708557760922e-06,8.767580569758715e-10,5.916477825647899e-11,1.9092888410155707e-05,6.55533319783193e-06,0.007001930764604654,0.0040221466575655835,0.0003621422569859892,9.309420103932128e-08,8.888039935238843e-09,3.3048239753698583e-09,1.4982528556459615e-11,1.3235103413594971e-06,0.00045088850067496485,2.7239049867334964e-05,0.0004457866323800406,1.037366760931143e-05,7.142045120355437e-09,5.744266440298636e-11,3.266179036678004e-08,9.630316011611802e-06,6.22730576438967e-09,5.130313930451247e-10,6.158526320143656e-11,7.258319942807681e-07,1.8379770944804796e-12
1.3042596084167798e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.439995494690243,0.09804549594575161,0.015379232010094257,1.1898372131493622e-06,0.0001401040797180477,0.022531901530479376,0.01065830835213262,6.129334427510705e-05,1.3521990950196174e-11,0.0023188081083213566,6.410042043549722e-11,0.00045470674637116315,2.967040749886886e-09,7.656888649057797e-06,8.812642214568804e-10,5.945529186376727e-11,1.907545849027031e-05,6.592905767443705e-06,0.006998616029976587,0.004020015821363691,0.00036281681712049943,9.321805876742553e-08,8.871970397266815e-09,3.3037170394096957e-09,1.509675624561491e-11,1.3323057246869894e-06,0.00045304185317750114,2.735774011964211e-05,0.0004477281089911573,1.0433127657510556e-05,7.13996009949139e-09,5.7662346796198164e-11,3.28097868924927e-08,9.621676474099291e-06,6.255121458639038e-09,5.162259994769029e-10,6.184610258542042e-11,7.301158053470088e-07,1.848513937237611e-12
1.3092816476693997e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999607852833317,0.0979989909229039,0.015355927996523765,1.2003560645063763e-06,0.00014072712032677423,0.02262938173211811,0.010706348652568904,6.12706551518499e-05,1.3691253014621829e-11,0.0023181221145742274,6.411725802229017e-11,0.0004549812811786972,2.9678072409620545e-09,7.664894736936718e-06,8.857722038664038e-10,5.974549358145118e-11,1.9057987508423565e-05,6.630466774193886e-06,0.006995303487576591,0.004017838677195793,0.000363489854215948,9.334025720432443e-08,8.855906110221886e-09,3.302600208135628e-09,1.521163362848787e-11,1.3411382890747674e-06,0.0004552017901883205,2.7476371751845818e-05,0.0004496689381233097,1.0492569410798352e-05,7.137857305989959e-09,5.788096781490085e-11,3.2957715246706255e-08,9.613027631181967e-06,6.282924410090795e-09,5.194255944422349e-10,6.210648342972371e-11,7.34398594265914e-07,1.859047731908724e-12
1.3143036869220196e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999670174625033,0.09795250769743923,0.015332658950095227,1.2109110142217416e-06,0.00014134986320115113,0.022726826813404318,0.010754365532639218,6.12474158238971e-05,1.386186191546822e-11,0.002317430249763808,6.413304379265949e-11,0.00045525527026597383,2.9685485616294534e-09,7.672728127092429e-06,8.902819741929299e-10,6.00353815864631e-11,1.9040475873154888e-05,6.668015855730578e-06,0.006991993132375777,0.004015615527946496,0.00036416137627591066,9.346080016093424e-08,8.839847541621554e-09,3.3014736429121037e-09,1.532716396271169e-11,1.3500082229178559e-06,0.00045736835657876103,2.7594944348952925e-05,0.0004516091154587498,1.0551992295673011e-05,7.135737067360366e-09,5.809852251766934e-11,3.310557486079588e-08,9.60436959609531e-06,6.310714463118378e-09,5.226301467436998e-10,6.236640551748009e-11,7.38680316511051e-07,1.8695783782663166e-12
1.3193257261746395e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.439997363999996,0.09790604629026196,0.015309424815374388,1.2215018328192578e-06,0.0001419723048116027,0.022824236553839174,0.010802358805325171,6.122363661607444e-05,1.4033821559143352e-11,0.0023167326203147997,6.414779592945127e-11,0.00045552871542269257,2.96926515605612e-09,7.680390119056447e-06,8.947935026417801e-10,6.032495408826491e-11,1.9022923991220384e-05,6.705552656150124e-06,0.006988684959385065,0.004013346674079214,0.00036483139123086886,9.357969144808567e-08,8.823795148765812e-09,3.3003375023195185e-09,1.544335052951399e-11,1.3589157160785747e-06,0.0004595415974529904,2.7713457500219468e-05,0.00045354863674781925,1.0611395748838931e-05,7.133599705079585e-09,5.831500602368239e-11,3.32533651724283e-08,9.595702481381373e-06,6.338491462375093e-09,5.258396253360254e-10,6.262586864677005e-11,7.429609283456254e-07,1.8801057778646017e-12
1.3243477654272594e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999806494767535,0.09785960672215227,0.015286225537058079,1.2321282900158856e-06,0.00014259444163606405,0.022921610736477353,0.010850328285721952,6.119932767164547e-05,1.4207135831784423e-11,0.0023160293307200584,6.416153232955326e-11,0.00045580161843785354,2.9699574607195923e-09,7.687882006167385e-06,8.993067596318303e-10,6.061420932818572e-11,1.9005332267620504e-05,6.743076825886465e-06,0.0069853789636542905,0.0040110324136802215,0.00036549990693912024,9.369693487658922e-08,8.807749378973317e-09,3.299191942207774e-09,1.5560196633809676e-11,1.367860959891129e-06,0.0004617215581490543,2.7831910799014078e-05,0.0004554874978077274,1.0670779217032047e-05,7.131445534709967e-09,5.853041351212055e-11,3.3401085625433756e-08,9.587026398898358e-06,6.366255252796367e-09,5.290539993182534e-10,6.288487262969727e-11,7.472403868088266e-07,1.8906298340084923e-12
1.3293698046798793e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43999880424945387,0.09781318901376519,0.015263061059973581,1.2427901547339046e-06,0.0001432162701600401,0.0230189491478669,0.010898273790996445,6.117449895539028e-05,1.4381808599278429e-11,0.002315320483577715,6.417427060746652e-11,0.0004560739810995806,2.9706259045356084e-09,7.695205075543105e-06,9.038217157922659e-10,6.090314557877255e-11,1.8987701105625185e-05,6.780588021603424e-06,0.006982075140271293,0.004008673042501852,0.00036616693118767245,9.381253425772621e-08,8.791710669771792e-09,3.298037115748884e-09,1.5677705604359372e-11,1.3768441471673202e-06,0.00046390828423990236,2.795030384272816e-05,0.0004574256945213514,1.0730142156846853e-05,7.12927486601259e-09,5.874474022204722e-11,3.3548735669676e-08,9.578341459829796e-06,6.394005679602409e-09,5.322732379272045e-10,6.314341729219089e-11,7.515186497023998e-07,1.9011504517232294e-12
1.3343918439324992e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4399995815675152,0.09776679318562992,0.01523993132907796,1.2534871951129999e-06,0.0001438377868766648,0.023116251577990417,0.010946195140346077,6.114916025663891e-05,1.4557843707283133e-11,0.0023146061796275492,6.418602809887353e-11,0.00045634580519494916,2.9712709089849604e-09,7.702360608054693e-06,9.08338341959406e-10,6.119176114315438e-11,1.897003090679667e-05,6.818085906087121e-06,0.006978773484361066,0.004006268854004898,0.0003668324716931234,9.392649340351602e-08,8.77567944908407e-09,3.2968731734870575e-09,1.5795880794027536e-11,1.385865472201842e-06,0.0004661018215343881,2.8068636232746988e-05,0.00045936322283605924,1.0789484034568059e-05,7.12708800305782e-09,5.89579814522314e-11,3.3696314760923896e-08,9.569647774693158e-06,6.421742588301203e-09,5.354973105485227e-10,6.340150247390214e-11,7.557956755774349e-07,1.9116675377244356e-12
1.3394138831851192e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4400003965660195,0.09772041925814896,0.015216836289457414,1.2642191785222818e-06,0.0001444589882867601,0.023213517820207172,0.010994092154958491,6.112332119225974e-05,1.473524498124825e-11,0.002313886517786647,6.419682186419997e-11,0.0004566170925098201,2.971892888237613e-09,7.709349878302271e-06,9.128566091735729e-10,6.148005435441892e-11,1.8952322071010104e-05,6.855570148140448e-06,0.006975473991084877,0.004003820139400278,0.00036749653610252655,9.403881612667464e-08,8.759656135460237e-09,3.2957002633890913e-09,1.5914725579853574e-11,1.3949251307768483e-06,0.0004683022160783436,2.8186907574311552e-05,0.00046130007876255506,1.0848804326004709e-05,7.124885244336497e-09,5.917013256047648e-11,3.3843822360731405e-08,9.560945453348115e-06,6.449465824690622e-09,5.387261867083663e-10,6.365912802715696e-11,7.600714237213756e-07,1.9221810003885963e-12
1.344435922437739e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4400012489110635,0.09767406725159741,0.015193775886326668,1.2749858715722438e-06,0.0001450798708988952,0.023310747671196473,0.011041964657971923,6.10969912096035e-05,1.4914016226436452e-11,0.002313161595184325,6.42066686921686e-11,0.0004568878448286762,2.972492249274765e-09,7.716174154592437e-06,9.173764886759915e-10,6.176802357500201e-11,1.8934574996472214e-05,6.893040422481101e-06,0.006972176655639437,0.004001327187689934,0.0003681591319942426,9.414950624114409e-08,8.743641138256182e-09,3.294518530894249e-09,1.6034243363189673e-11,1.4040233201680155e-06,0.0004705095141556388,2.8305117476416725e-05,0.00046323625837374683,1.0908102516325344e-05,7.122666882866705e-09,5.938118896355189e-11,3.3991257936314636e-08,9.552234605004322e-06,6.477175234861004e-09,5.419598360614336e-10,6.391629381675802e-11,7.643458541452419e-07,1.9326907497241905e-12
1.349457961690359e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44000213827063933,0.09762773718612211,0.01517075006502832,1.2857870401266541e-06,0.00014570043122944532,0.02340794093090198,0.011089812474436278,6.107017958940278e-05,1.5094161227944673e-11,0.0023124315071963684,6.42155851033435e-11,0.0004571580639344647,2.973069392010414e-09,7.722834698917447e-06,9.218979519057437e-10,6.205566719608954e-11,1.8916790079737938e-05,6.930496409639205e-06,0.006968881473256077,0.003998790285706932,0.0003688202668787765,9.425856756242842e-08,8.727634857794927e-09,3.293328118961071e-09,1.615443757001054e-11,1.41316023915003e-06,0.0004727237622891901,2.8423265551810398e-05,0.000465171757803633,1.0967378099897959e-05,7.120433206297055e-09,5.959114613711003e-11,3.413862096042905e-08,9.543515338228852e-06,6.504870665198421e-09,5.451982284082327e-10,6.417299972014152e-11,7.686189275710637e-07,1.943196697343253e-12
1.354480000942979e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44000306431459635,0.09758142908174107,0.015147758771032221,1.296622449314385e-06,0.0001463206658026509,0.02350509740247716,0.01113763543127498,6.104289544862768e-05,1.5275683750725882e-11,0.0023116963474785835,6.422358735366227e-11,0.0004574277516084444,2.9736247094102893e-09,7.729332766935946e-06,9.264209704967825e-10,6.234298363703115e-11,1.8898967715725357e-05,6.967937795856562e-06,0.006965588439199932,0.0039962097181549016,0.0003694799481996036,9.436600390741389e-08,8.71163768559714e-09,3.2921291681146847e-09,1.6275311650958832e-11,1.4223360880010117e-06,0.00047494500724206085,2.8541351416857517e-05,0.0004671065732462136,1.102663058013282e-05,7.118184497011893e-09,5.97999996149154e-11,3.428591091125702e-08,9.534787760953251e-06,6.532551962386563e-09,5.484413336878415e-10,6.44292456261803e-11,7.728906054195223e-07,1.953698756433271e-12
1.3595020401955988e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44000402671460137,0.09753514295834265,0.015124801949934876,1.3074918635411814e-06,0.00014694057115067602,0.02360221689223174,0.011185433357247514,6.101514774329844e-05,1.5458587539610296e-11,0.0023109562079996807,6.423069143795526e-11,0.0004576969096300361,2.974158587608354e-09,7.73566960795533e-06,9.309455162749662e-10,6.262997134476618e-11,1.8881108297728967e-05,7.005364272990246e-06,0.006962297548769143,0.003993585767646772,0.00037013818333397794,9.447181909492699e-08,8.69565000455201e-09,3.290921816494304e-09,1.639686908144723e-11,1.4315510685090477e-06,0.0004771732960185558,2.865937469141679e-05,0.00046904070095441826,1.1085859469325199e-05,7.115921032232127e-09,6.000774498883516e-11,3.4433127272292226e-08,9.52605198048023e-06,6.560218973409155e-09,5.516891219569513e-10,6.468503143491809e-11,7.771608497977992e-07,1.964196841729753e-12
1.3645240794482187e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44000502514410184,0.09748887883568502,0.015101879547458832,1.3183950465013721e-06,0.00014756014381366711,0.023699299209579167,0.011233206082912572,6.098694527125447e-05,1.5642876319327027e-11,0.0023102111790734964,6.423691309344977e-11,0.0004579655397766782,2.9746714060231575e-09,7.741846464915568e-06,9.35471561255142e-10,6.291662879326103e-11,1.886321221743136e-05,7.04277553841534e-06,0.006959008797294092,0.003990918714742691,0.0003707949795937326,9.457601694618803e-08,8.67967218904956e-09,3.289706199896919e-09,1.651911336204129e-11,1.4408053839778758e-06,0.00047940867586523483,2.8777334998871646e-05,0.0004709741372390568,1.1145064288503292e-05,7.113643084111385e-09,6.021437790887702e-11,3.45802695322212e-08,9.51730810349007e-06,6.587871545553592e-09,5.549415634148676e-10,6.494035705807722e-11,7.814296234876256e-07,1.974690869489243e-12
1.3695461187008386e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44000605927828795,0.0974426367333954,0.015078991509452064,1.3293317611895148e-06,0.0001481793803398111,0.023796344166985065,0.01128095344059197,6.0958296674881366e-05,1.58285537945263e-11,0.002309461349390586,6.424226780325772e-11,0.00045823364382368556,2.9751635374718014e-09,7.747864574374528e-06,9.39999077638288e-10,6.320295448295792e-11,1.8845279864913494e-05,7.080171294928521e-06,0.006955722180136623,0.0039882088379873835,0.0003714503442260641,9.46786012844562e-08,8.663704605211255e-09,3.2884824518215685e-09,1.6642048018475586e-11,1.4500992392309946e-06,0.00048165119427203177,2.8895231966003243e-05,0.0004729068784677878,1.1204244567279453e-05,7.1113509198356605e-09,6.041989408227195e-11,3.472733718481829e-08,9.50855623604668e-06,6.6155095264125704e-09,5.581986284004092e-10,6.519522241769823e-11,7.856968899335315e-07,1.985180757462569e-12
1.3745681579534586e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44000712879405557,0.09739641667096945,0.015056137781887417,1.3403017699119926e-06,0.00014879827728539328,0.023893351579916657,0.011328675264335217,6.092921044379538e-05,1.6015623649800968e-11,0.0023087068060491755,6.424677079984579e-11,0.0004585012235441139,2.9756353482809913e-09,7.753725166494727e-06,9.44528037808685e-10,6.348894694023505e-11,1.8827311628663586e-05,7.117551250657055e-06,0.006952437692689299,0.003985456413946831,0.00037210428441430526,9.477957593559317e-08,8.647747611059375e-09,3.287250703514799e-09,1.6765676601696744e-11,1.4594328406187985e-06,0.0004839008989733912,2.9013065222833893e-05,0.0004748389210641074,1.1263399843700205e-05,7.109044801718873e-09,6.062428927353775e-11,3.4874329728837574e-08,9.499796483603386e-06,6.643132763886153e-09,5.614602873569921e-10,6.544962744570187e-11,7.899626132312933e-07,1.9956664248687724e-12
