Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),CO2X(24),COX(50),O(29),H2OX(23),CHOX(53),acetyl(44),C2H4X(215),C2H4X(70)
3.743008391531611e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506370894779553,0.11702252314782781,0.022794958308212987,1.961552608882708e-16,1.3739384159278753e-10,4.987534024765443e-07,2.3769684667095842e-09,1.2436653901599075e-10,1.4442379179944207e-23,3.3037477584631214e-05,8.669040788718271e-21,3.135551773826255e-05,3.532631207106788e-15,2.0517799578187925e-13,8.465104802578512e-18,8.092174499807686e-20,1.82018955070806e-08,9.36477797590479e-15,0.0016139189935435582,5.317949655007005e-05,2.600667236344152e-06,8.76254483980948e-12,1.870564962185629e-10,6.51666790361696e-11,2.98610692472699e-14,1.2359291495890327e-11,4.831909374594647e-07,2.2540567334948306e-10,4.557954116923285e-09,1.433992411510181e-14,1.0408504651489929e-10,6.1359926386200204e-18,7.45885248598244e-15,1.7948374098269497e-08,6.348906851147873e-15,2.97642135257506e-17,1.9633944053083376e-19,3.0900440763534096e-17,2.6889158356297437e-21
3.787694678260702e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506192577473891,0.11700498035398908,0.02279464174793545,2.070010526661336e-16,1.423135235037873e-10,5.10559848065394e-07,2.4778499796150835e-09,1.2886264608711103e-10,1.549424585109645e-23,3.3431869509959245e-05,9.213674219386078e-21,3.1710754916858185e-05,3.665916547264405e-15,2.1507843551070553e-13,8.963610805518454e-18,8.530563554732341e-20,1.8631472198427028e-08,9.834707931857044e-15,0.001631058303806651,5.381164939541387e-05,2.65181329977508e-06,9.038783177789303e-12,1.892904637854748e-10,6.572566872053316e-11,3.0117252310520294e-14,1.2764219818706666e-11,4.921612485433298e-07,2.3242051638275304e-10,4.6995419717741585e-09,1.5065423965699128e-14,1.053246452805216e-10,6.402415038960122e-18,7.775516643864568e-15,1.836893645304041e-08,6.575860299307565e-15,3.1295355944656284e-17,2.0711771050271248e-19,3.2851507917021124e-17,2.8237389623598595e-21
3.832380964989792e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506014719690268,0.1169874838976773,0.02279432521220825,2.1831506556785222e-16,1.473478806105164e-10,5.22503658411463e-07,2.5818224170264947e-09,1.3346554483403338e-10,1.6609178565861928e-23,3.382625935201352e-05,9.78537887575197e-21,3.206556821458273e-05,3.802534862438462e-15,2.253311303492017e-13,9.485011335823886e-18,8.987352213990408e-20,1.9065882644469636e-08,1.0322161680824394e-14,0.0016481512012318578,5.444374032884821e-05,2.703405341470242e-06,9.320581908904092e-12,1.9152435766733657e-10,6.628465320306084e-11,3.037343508924912e-14,1.3179789639198449e-11,5.01205499282566e-07,2.395744984880353e-10,4.843602618528341e-09,1.5818199462792288e-14,1.0656414992497309e-10,6.6772685942076404e-18,8.101879694042433e-15,1.879412575516973e-08,6.8080934136580395e-15,3.288757842987329e-17,2.1835650083488074e-19,3.489984673377157e-17,2.9635831953843186e-21
3.877067251718883e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45058373201842067,0.1169700336533278,0.022794008700970904,2.301120340260924e-16,1.5249817205119157e-10,5.345849393753012e-07,2.6889455067402466e-09,1.3817647512261905e-10,1.7790172868893017e-23,3.4220647065392276e-05,1.0385153537599062e-20,3.2419958521553845e-05,3.94252817068565e-15,2.3594423450964497e-13,1.0030066799585334e-17,9.463096106495413e-20,1.9505120972567217e-08,1.082757214290937e-14,0.0016651978114326684,5.5075769422962217e-05,2.7554421808483887e-06,9.607989742139186e-12,1.9375817761190715e-10,6.684363243617697e-11,3.062961763574535e-14,1.360618220607155e-11,5.103236225858256e-07,2.4686889368985963e-10,4.990143715639696e-09,1.6598929936055973e-14,1.0780356064117423e-10,6.960724552108936e-18,8.438128689256457e-15,1.9223933979214036e-08,7.045664005392953e-15,3.454263095747303e-17,2.3007007144516465e-19,3.704904148084148e-17,3.108572280434499e-21
3.921753538447973e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505660377714762,0.11695262949571698,0.022793692214163063,2.4240699010264276e-16,1.5776565499442586e-10,5.468038032669842e-07,2.7992794847028887e-09,1.429966763386524e-10,1.9040330736817176e-23,3.461503260482799e-05,1.101402133786869e-20,3.277392672558327e-05,4.085938515911251e-15,2.469259907997929e-13,1.059955331848723e-17,9.958361353004981e-20,1.9949181320935444e-08,1.1351377620466344e-14,0.0016821982596812999,5.570773674946618e-05,2.80792262720092e-06,9.90105515972195e-12,1.959919233500722e-10,6.740260637302122e-11,3.0885800004459986e-14,1.4043579847350039e-11,5.19515550868576e-07,2.5430497463209506e-10,5.139172780812818e-09,1.7408303228974433e-14,1.090428776112384e-10,7.252955772972976e-18,8.78445226054209e-15,1.965835311662764e-08,7.28862979593881e-15,3.6262294101373706e-17,2.422729614697005e-19,3.9302762744494706e-17,3.2588314919749764e-21
3.9664398251770635e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505483891044505,0.11693527129996155,0.022793375751724566,2.5521526626317467e-16,1.6315158464615532e-10,5.591603688636048e-07,2.9128850938078198e-09,1.479273873874506e-10,2.0362863155111702e-23,3.500941592518654e-05,1.167303005878551e-20,3.312747371217686e-05,4.23280796772396e-15,2.582847304693058e-13,1.119426285529573e-17,1.0473724650183093e-19,2.039805783862044e-08,1.1894021801019972e-14,0.0016991526709096367,5.633964237919384e-05,2.8608454796422192e-06,1.0199826415582223e-11,1.982255946457519e-10,6.796157496585479e-11,3.114198225133372e-14,1.449216595928678e-11,5.287812160542647e-07,2.6188401256309446e-10,5.290697197762063e-09,1.824701570348031e-14,1.1028210107529012e-10,7.554136700920113e-18,9.141040613289745e-15,2.009737517571582e-08,7.537048417353712e-15,3.804837925638839e-17,2.5497999248377102e-19,4.1664768420973074e-17,3.4144876338057276e-21
4.011126111906154e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505307858939524,0.11691795894151735,0.02279305931359544,2.6855249814708297e-16,1.6865721425654063e-10,5.716547614262158e-07,3.02982358268674e-09,1.5296984669347536e-10,2.1761092730958973e-23,3.540379698146644e-05,1.2363252428036442e-20,3.3480600364534696e-05,4.3831786212912744e-15,2.7002887305648464e-13,1.1815003338413172e-17,1.1009773354398946e-19,2.085174468547246e-08,1.2455953760165425e-14,0.0017160611697101579,5.697148638210468e-05,2.9142095270614505e-06,1.0504351532872423e-11,2.0045919126106986e-10,6.852053816713807e-11,3.139816443432734e-14,1.495212499059352e-11,5.3812054957549e-07,2.6960727732087526e-10,5.444724222811459e-09,1.9115772244564727e-14,1.1152123124087347e-10,7.864443391219901e-18,9.508085523290283e-15,2.0540992181588216e-08,7.790977412753337e-15,3.990272876433842e-17,2.6820627053635304e-19,4.413890470591812e-17,3.575669039738198e-21
4.0558123986352444e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505132280169405,0.11690069229617864,0.022792742899715855,2.8243462733290007e-16,1.742837951268416e-10,5.842871127162133e-07,3.150156704495844e-09,1.5812529219994765e-10,2.3238456340990472e-23,3.579817572879807e-05,1.3085786415001788e-20,3.3833307563551145e-05,4.5370925971954875e-15,2.821669262353238e-13,1.2462598785501063e-17,1.1567105565262312e-19,2.131023603211936e-08,1.3037627964450535e-14,0.0017329238803368695,5.760326882728631e-05,2.968013548075824e-06,1.0814678301200062e-11,2.0269271293137625e-10,6.907949593045645e-11,3.165434661381573e-14,1.542364242576393e-11,5.475334823751787e-07,2.774760373183371e-10,5.601260991339113e-09,2.0015286264858524e-14,1.1276026827830435e-10,8.184053510107006e-18,9.885780332766553e-15,2.0989196176112172e-08,8.050474236638885e-15,4.1827216038927645e-17,2.8196718788806834e-19,4.6729107082444124e-17,3.74250557425968e-21
4.100498685364335e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4504957153507227,0.11688347124007703,0.022792426510026182,2.9687790409788227e-16,1.8003257661626585e-10,5.970575610111544e-07,3.273946715696772e-09,1.6339496136846332e-10,2.479850781593905e-23,3.619255212244274e-05,1.384175552703689e-20,3.418559618781476e-05,4.694592041290265e-15,2.9470748566287743e-13,1.3137889426173808e-17,1.2146330208894911e-19,2.1773526059940182e-08,1.3639504274239896e-14,0.0017497409267062287,5.82349897829568e-05,3.022256310985333e-06,1.113085427529729e-11,2.0492615941067568e-10,6.963844820831242e-11,3.191052885164059e-14,1.5906904774753856e-11,5.570199449077646e-07,2.8549155952851515e-10,5.76031452406973e-09,2.094627970918495e-14,1.1399921241458712e-10,8.513146291394894e-18,1.0274319946390774e-14,2.1441979217866245e-08,8.315596255275833e-15,4.382374580118325e-17,2.9627842639108027e-19,4.943940130786224e-17,3.915128633107366e-21
4.145184972093425e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4504782477729556,0.11686629564968062,0.022792110144466936,3.118988901723632e-16,1.8590480614879123e-10,6.099662511199976e-07,3.401256374832353e-09,1.6878009117861152e-10,2.6444920662195614e-23,3.6586926117791984e-05,1.4632309105802672e-20,3.453746711360834e-05,4.8557191245578e-15,3.076592348269394e-13,1.384173182376516e-17,1.2748067120937821e-19,2.2241608961038677e-08,1.4262047946560982e-14,0.0017665124323980729,5.886664931646702e-05,3.07693657372898e-06,1.145292677262546e-11,2.0715953046819634e-10,7.019739495309177e-11,3.216671121160961e-14,1.6402099557188414e-11,5.665798671403778e-07,2.936551094698666e-10,5.921891733218661e-09,2.190948305908378e-14,1.1523806387152696e-10,8.851902569609415e-18,1.0673900827287637e-14,2.189933338209373e-08,8.586400747133021e-15,4.5894254197744276e-17,3.1115595967586387e-19,5.227390439905528e-17,4.093671143933105e-21
4.189871258822516e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4504608251616432,0.11684916540179315,0.022791793802978823,3.275144614899263e-16,1.9190172921996174e-10,6.230133343977597e-07,3.5321489412971444e-09,1.74281918127595e-10,2.8181490818219564e-23,3.6981297670366706e-05,1.5458622623643488e-20,3.4888921214908754e-05,5.020516042966551e-15,3.210309448940355e-13,1.4574998996169125e-17,1.3372947129294647e-19,2.271447893821675e-08,1.4905729637932388e-14,0.0017832385206565365,5.949824749430293e-05,3.1320530838424926e-06,1.1780942870209061e-11,2.0939282584958248e-10,7.075633611885239e-11,3.242289376025609e-14,1.6909415283602597e-11,5.762131785540373e-07,3.019679511915981e-10,6.0859994284908975e-09,2.290563533730709e-14,1.164768228156387e-10,9.200504792182225e-18,1.1084720993023436e-14,2.2361250760656234e-08,8.862944903190008e-15,4.80407088841156e-17,3.2661605448915956e-19,5.5236825616503035e-17,4.278267566977835e-21
4.234557545551606e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45044344739513636,0.11683208037355287,0.02279147748550271,3.4374181093141064e-16,1.980245894036573e-10,6.361989687595771e-07,3.6666881741028123e-09,1.7990167822985263e-10,3.001213944841519e-23,3.7375666735816426e-05,1.6321897980010566e-20,3.523995936338694e-05,5.1890250173295425e-15,3.3483147455772625e-13,1.533858053575743e-17,1.402161213661024e-19,2.3192130204947948e-08,1.5571025407174275e-14,0.0017999193143909723,6.012978438208803e-05,3.1876045784175556e-06,1.2114949403540811e-11,2.1162604530201983e-10,7.131527165842919e-11,3.267907656557968e-14,1.742904144606109e-11,5.859198081448486e-07,3.10431347259029e-10,6.2526443229382955e-09,2.3935484112286722e-14,1.1771548945554864e-10,9.559136956395597e-18,1.1506980011581386e-14,2.2827723461987392e-08,9.145285827288007e-15,5.026510927631956e-17,3.426752741917503e-19,5.833246744695791e-17,4.4690538956145064e-21
4.279243832280697e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4504261143521314,0.11681504044243178,0.022791161191979627,3.6059845106321175e-16,2.0427462835883735e-10,6.495233186941666e-07,3.8049383306383465e-09,1.8564060701668342e-10,3.1940915775104656e-23,3.777003326991838e-05,1.7223363797929538e-20,3.559058242840769e-05,5.361288293163259e-15,3.490697698872208e-13,1.6133382728375492e-17,1.469471520248459e-19,2.3674556985350892e-08,1.625841671820105e-14,0.001816554936176868,6.076126004458558e-05,3.2435897840625538e-06,1.2454992964410622e-11,2.138591885947509e-10,7.187420152399302e-11,3.293525969739379e-14,1.7961168502932146e-11,5.956996844252051e-07,3.190465587389864e-10,6.421833038678225e-09,2.4999785502573638e-14,1.189540640230945e-10,9.927984645977189e-18,1.194087899732279e-14,2.3298743611046544e-08,9.433480536590395e-15,5.256948667100484e-17,3.593504812323344e-19,6.156522658477043e-17,4.666167656995974e-21
4.323930119009787e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45040882591167,0.11679804548623475,0.022790844922350787,3.7810221687181006e-16,2.1065308583625795e-10,6.629865552766743e-07,3.946964165425157e-09,1.9149993953587323e-10,3.3971999945121113e-23,3.816439722857684e-05,1.8164275720510382e-20,3.594079127702954e-05,5.53734814054709e-15,3.637548641763004e-13,1.696032867141861e-17,1.5392920625422018e-19,2.416175351416266e-08,1.696839044279637e-14,0.0018331455082567613,6.139267454570106e-05,3.3000074168648303e-06,1.2801119897183517e-11,2.1609225548486574e-10,7.243312567007588e-11,3.319144322861145e-14,1.8505987857274603e-11,6.055527354250012e-07,3.278148451852439e-10,6.593572112476773e-09,2.6099304181249196e-14,1.2019254668929034e-10,1.0307235064292617e-17,1.2386620606934344e-14,2.377430334927253e-08,9.727585961870628e-15,5.49559042720293e-17,3.7665883800820854e-19,6.493959491186466e-17,4.8697479127489574e-21
4.368616405738878e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4503915819531373,0.11678109538309855,0.02279052867655755,3.9627126849184753e-16,2.1716119968516257e-10,6.765888561809083e-07,4.0928309288670595e-09,1.9748091035132307e-10,3.6109705934194624e-23,3.855875856782223e-05,1.9145916707498188e-20,3.62905867740045e-05,5.717246853983345e-15,3.7889587779255036e-13,1.782035839099009e-17,1.6116904024515184e-19,2.4653714036712157e-08,1.7701438863370603e-14,0.0018496911525411506,6.202402794848448e-05,3.3568561823545007e-06,1.3153376297931961e-11,2.183252457183354e-10,7.299204404999724e-11,3.344762723366831e-14,1.906369184843489e-11,6.154788886928429e-07,3.3673746462399745e-10,6.767868001199559e-09,2.723481338030854e-14,1.2143093764277786e-10,1.0697076946106814e-17,1.2844409035361763e-14,2.425439483453755e-08,1.0027658947823341e-14,5.742645746005563e-17,3.9461781039305924e-19,6.846016047636302e-17,5.0799352594836796e-21
4.413302692467968e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4503743823562618,0.11676419001149088,0.022790212454541468,4.151240939277631e-16,2.2380020585994645e-10,6.903304056909428e-07,4.242604365995175e-09,2.0358475354267937e-10,3.8358484491030917e-23,3.895311724381035e-05,2.0169597331863182e-20,3.663996978177791e-05,5.901026752257839e-15,3.945020180269002e-13,1.8714428958143693e-17,1.6867352420863628e-19,2.5150432808893514e-08,1.845805967570072e-14,0.0018661919906094028,6.265532031513264e-05,3.4141347754697883e-06,1.3511808012708912e-11,2.2055815906009758e-10,7.355095661554564e-11,3.370381178852633e-14,1.9634473738346282e-11,6.254780712972663e-07,3.4581567353937127e-10,6.9447270871331015e-09,2.8407094895016193e-14,1.2266923711830714e-10,1.1097700592201052e-17,1.3314450011729593e-14,2.4739010241101083e-08,1.0333756253557151e-14,5.998327393080076e-17,4.13245170668823e-19,7.213160846986058e-17,5.296871829415875e-21
4.4579889791970585e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4503572270011145,0.11674732925020956,0.02278989625624425,4.3467951177226505e-16,2.3057133842679526e-10,7.042113947120868e-07,4.396350715207771e-09,2.0981270270496643e-10,4.072292611559069e-23,3.934747321282158e-05,2.123665607642843e-20,3.698894116048814e-05,6.088730178301023e-15,4.105825789434701e-13,1.964351460421154e-17,1.7644964318727016e-19,2.5651904097139333e-08,1.9238755991652743e-14,0.0018826481437106614,6.328655170699162e-05,3.471841880523926e-06,1.3876460633078026e-11,2.2279099527601644e-10,7.410986332167907e-11,3.395999697267591e-14,2.021852768609842e-11,6.355502098279675e-07,3.550507268589697e-10,7.124155683179629e-09,2.961693908823387e-14,1.2390744529808762e-10,1.150929793584089e-17,1.3796950795247151e-14,2.5228141759563813e-08,1.0645934552867385e-14,6.26285136460316e-17,4.325589978533606e-19,7.59587222033485e-17,5.520701291092056e-21
4.502675265926149e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4503401157681077,0.11673051297838162,0.02278958008160776,4.549566739182113e-16,2.37475829570296e-10,7.182320207812137e-07,4.554136707005062e-09,2.1616599094822065e-10,4.3207764075057707e-23,3.9741826431260134e-05,2.234845963053361e-20,3.7337501767966334e-05,6.280399499049679e-15,4.271469412297244e-13,2.0608606835219463e-17,1.8450449786412518e-19,2.615812217839403e-08,2.0044036341886843e-14,0.001899059732764752,6.391772218455918e-05,3.529976171173619e-06,1.424737949539806e-11,2.2502375411614135e-10,7.46687641224352e-11,3.421618286729559e-14,2.0816048740275824e-11,6.456952303970293e-07,3.644438779394689e-10,7.306160037928154e-09,3.086514489472087e-14,1.2514556235319846e-10,1.1932062424170011e-17,1.4292120171101026e-14,2.5721781596821717e-08,1.0964250434488547e-14,6.536436911824951e-17,4.525776811082682e-19,7.994638408178629e-17,5.7515688498657405e-21
4.547361552655239e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45032304853799376,0.11671374107546231,0.022789263930574042,4.759750682629139e-16,2.445149096000229e-10,7.32392488076438e-07,4.716029562718981e-09,2.2264585089712692e-10,4.581787746166935e-23,4.013617685565321e-05,2.3506403186733327e-20,3.7685652459736056e-05,6.476077105309174e-15,4.442045720469299e-13,2.1610714545392007e-17,1.928453053689608e-19,2.666908134008709e-08,2.0874414678545114e-14,0.0019154268783630793,6.454883180748683e-05,3.5885363103890713e-06,1.462460967986895e-11,2.27256435340393e-10,7.522765896903653e-11,3.447236955462609e-14,2.1427232828256256e-11,6.559130586401522e-07,3.73996378552235e-10,7.490746340604545e-09,3.2152519825406863e-14,1.263835885129321e-10,1.2366189040472481e-17,1.4800168446333933e-14,2.6219921976020108e-08,1.1288760402633372e-14,6.819306559276968e-17,4.733199233317538e-19,8.409957657732301e-17,5.989621248479704e-21
4.59204783938433e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.450306025191865,0.11669701342123431,0.022788947803085303,4.977545214101059e-16,2.5168980695709625e-10,7.466930074261358e-07,4.882096993237972e-09,2.292535146906563e-10,4.8558294284224023e-23,4.053052444265021e-05,2.471191073752836e-20,3.803339408901305e-05,6.675805411616246e-15,4.617650248809178e-13,2.265086412974826e-17,2.0147940008177687e-19,2.7184775880106284e-08,2.173041037792212e-14,0.0019317497007695318,6.517988063458252e-05,3.6475209504255974e-06,1.500819600510003e-11,2.2948903871896779e-10,7.578654781673373e-11,3.472855712089448e-14,2.205227672584104e-11,6.662036197179046e-07,3.8370947886899013e-10,7.677920725903239e-09,3.34798799716374e-14,1.2762152397424467e-10,1.2811874420621167e-17,1.532130744570989e-14,2.6722555136507788e-08,1.1619520877260281e-14,7.111686090087323e-17,4.948047409407904e-19,8.842338320116697e-17,6.2350067678366315e-21
4.63673412611342e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45028904561115246,0.11668032989580678,0.022788631699083916,5.203152013654747e-16,2.590017482207143e-10,7.611337963173016e-07,5.0524071977268004e-09,2.3599021398170655e-10,5.1434194596429654e-23,4.092486914902202e-05,2.5966435372128398e-20,3.838072750670479e-05,6.879626856102346e-15,4.798379393931498e-13,2.3730099595790122e-17,2.1041423443370305e-19,2.7705200106770845e-08,2.261254824311829e-14,0.001948028319921373,6.581086872381276e-05,3.7069287327968205e-06,1.5398183027355478e-11,2.31721564009058e-10,7.634543062061826e-11,3.49847456543655e-14,2.2691378049605952e-11,6.76566838316963e-07,3.935844274475244e-10,7.867689278703244e-09,3.484805000939223e-14,1.2885936889655295e-10,1.3269316700812278e-17,1.585575050756603e-14,2.722967333379128e-08,1.1956588194238614e-14,7.413804574823215e-17,5.170514669313104e-19,9.292298947410399e-17,6.4878752274454186e-21
4.681420412842511e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45027210967762504,0.11666369037961448,0.022788315618512404,5.436776202229215e-16,2.6645195811465974e-10,7.757150789032302e-07,5.227028862341402e-09,2.4285717993674403e-10,5.445091367004988e-23,4.131921093166011e-05,2.727145957324458e-20,3.872765356141018e-05,7.087583900357537e-15,4.98433041272087e-13,2.4849482674285795e-17,2.196573797052184e-19,2.8230348338804726e-08,2.352135850667617e-14,0.001964262855430139,6.644179613230519e-05,3.76675828824947e-06,1.579461504084499e-11,2.339540109677107e-10,7.690430733117128e-11,3.524093524368495e-14,2.3344735251360152e-11,6.870026386513582e-07,4.0362247121742746e-10,8.060058038670888e-09,3.62578632034763e-14,1.300971234960024e-10,1.3738715509641954e-17,1.6403712479651067e-14,2.774126883948905e-08,1.2300018605950296e-14,7.725894397903086e-17,5.400797553561495e-19,9.76036838956637e-17,6.748377985943516e-21
4.726106699571601e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4502552172733885,0.11664709475341686,0.022787999561313478,5.678626368494808e-16,2.740416595137793e-10,7.904370860105247e-07,5.406031158938831e-09,2.49855643235447e-10,5.761394520130351e-23,4.171354974757584e-05,2.862849551391038e-20,3.907417309941908e-05,7.299719029294897e-15,5.175601420848596e-13,2.6010092929149036e-17,2.292165268217054e-19,2.8760214905309657e-08,2.4457376833199722e-14,0.0019804534265825285,6.707266291635078e-05,3.827008236739775e-06,1.6197536071122323e-11,2.3618637936538884e-10,7.746317790366799e-11,3.5497125981917737e-14,2.4012547581667096e-11,6.975109444637411e-07,4.1382485546586997e-10,8.255033004751847e-09,3.771016141168406e-14,1.3133478798388556e-10,1.4220272156162445e-17,1.6965409714950216e-14,2.8257333941285867e-08,1.2649868281572815e-14,8.048191230752931e-17,5.639095806208738e-19,1.0247085891193438e-16,7.01666794192873e-21
4.770792986300692e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45023836828088476,0.11663054289829716,0.022787683527430002,5.928914595645306e-16,2.817720734504353e-10,8.05300055145414e-07,5.589483743782281e-09,2.5698683407035205e-10,6.092894455205295e-23,4.210788555389971e-05,3.0039085354329424e-20,3.9420286964711954e-05,7.51607475101549e-15,5.372291391292375e-13,2.7213027866415946e-17,2.390994871463348e-19,2.9294794145738318e-08,2.542114432195662e-14,0.0019966001523412935,6.770346913140625e-05,3.887677187411471e-06,1.6606989873914157e-11,2.384186689667176e-10,7.802204229470812e-11,3.575331796480048e-14,2.4695015080658673e-11,7.080916790266424e-07,4.241928238234403e-10,8.452620139554792e-09,3.9205795088936517e-14,1.325723625159825e-10,1.4714189445261246e-17,1.754106006749687e-14,2.8777860942887126e-08,1.3006193307114121e-14,8.380934058459916e-17,5.885612398778207e-19,1.0753001188202555e-16,7.292899534385122e-21
4.815479273029782e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4502215625828911,0.11661403469566166,0.022787367516805,6.187856488072491e-16,2.896444191209334e-10,8.203042304993804e-07,5.777456756241219e-09,2.6425198214650063e-10,6.440173203966713e-23,4.250221830788047e-05,3.1504801538748354e-20,3.976599599895939e-05,7.736693596673865e-15,5.574500152859012e-13,2.8459403042322115e-17,2.4931419327027365e-19,2.9834080409867385e-08,2.6413207509463685e-14,0.0020127031513461225,6.833421483209648e-05,3.948763738575451e-06,1.7023019937301908e-11,2.406508795292547e-10,7.858090045391038e-11,3.60095112875233e-14,2.5392338580686397e-11,7.187447651437261e-07,4.347276182499897e-10,8.652825373629039e-09,4.074562329139176e-14,1.3380984729005902e-10,1.522067161098713e-17,1.8130882888171125e-14,2.9302842163973333e-08,1.336904968609372e-14,8.724365219794274e-17,6.140553586130119e-19,1.1278674604317844e-16,7.577228743117275e-21
4.8601655597588726e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45020480006251884,0.11659757002723854,0.022787051529381656,6.45567119803782e-16,2.976599138919223e-10,8.354498629540896e-07,5.9700208174866865e-09,2.716523166810896e-10,6.803829626023056e-23,4.28965479668844e-05,3.30272470923537e-20,4.0111301041521636e-05,7.961618120344072e-15,5.782328388710112e-13,2.9750352170480814e-17,2.598686998002204e-19,3.037806805777059e-08,2.7434118372055505e-14,0.0020287625419145305,6.896490007221676e-05,4.010266477690995e-06,1.7445669473807536e-11,2.428830108214478e-10,7.913975233610656e-11,3.626570605000627e-14,2.610471966274916e-11,7.294701251510778e-07,4.454304790205306e-10,8.855654609638445e-09,4.233051368052866e-14,1.3504724252746628e-10,1.5739924602556002e-17,1.8735099020484985e-14,2.9832269940154534e-08,1.373849333988058e-14,9.078730366089853e-17,6.404128896216739e-19,1.1824677147452457e-16,7.869813089659518e-21
4.904851846487963e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.450188080603213,0.11658114877507723,0.02278673556510332,6.73258145230382e-16,3.058197733067652e-10,8.507372100856121e-07,6.167247029181733e-09,2.7918906640312126e-10,7.184479744263155e-23,4.329087448839461e-05,3.4608055918190916e-20,4.045620292944813e-05,8.190890898886206e-15,5.99587763489076e-13,3.108702722816327e-17,2.707711841432663e-19,3.0926751459791784e-08,2.848443432843627e-14,0.0020447784420427333,6.959552490473536e-05,4.072183981348687e-06,1.787498141814335e-11,2.451150626135192e-10,7.969859789998311e-11,3.652190235588777e-14,2.6832360642938892e-11,7.402676809184788e-07,4.563026447112023e-10,9.06111372643377e-09,4.396134252720405e-14,1.3628454838865568e-10,1.6272155877639546e-17,1.9353930796354465e-14,3.036613662292491e-08,1.4114580107535378e-14,9.444278480902234e-17,6.676551143190849e-19,1.2391590605949152e-16,8.17081163770017e-21
4.9495381332170535e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4501714040887513,0.11656477082154748,0.02278641962391351,7.018813578613094e-16,3.1412521109188735e-10,8.661665361679363e-07,6.369206972167061e-09,2.868634595530569e-10,7.582757085623938e-23,4.368519783001012e-05,3.6248893094104203e-20,4.0800702497477015e-05,8.424554531813493e-15,6.215250278861152e-13,3.247059856168457e-17,2.820299472890719e-19,3.148012499651789e-08,2.9564718242214975e-14,0.0020607509694065334,7.022608938179578e-05,4.134514815254936e-06,1.8310998432129272e-11,2.473470346665297e-10,8.025743709430518e-11,3.677810030708183e-14,2.7575464587342113e-11,7.511373538506704e-07,4.673453521852329e-10,9.269208583025674e-09,4.5638994715683384e-14,1.3752176505144853e-10,1.681757423361805e-17,1.998760203185871e-14,3.0904434579617316e-08,1.44973657465824e-14,9.821261940912693e-17,6.958036496260248e-19,1.298000764468567e-16,8.480384993389968e-21
4.994224419946144e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4501547704032429,0.11654843604933836,0.0227861037057559,7.314597532172549e-16,3.2257743916309697e-10,8.817381121757619e-07,6.575972705141869e-09,2.946767238824714e-10,7.999313025327594e-23,4.40795179494452e-05,3.7951455169695607e-20,4.114480057803458e-05,8.662651641159875e-15,6.440549558031217e-13,3.390225499089584e-17,2.93653414589364e-19,3.2038183058751874e-08,3.0675538424424014e-14,0.0020766802413621933,7.085659355471901e-05,4.197257534218175e-06,1.875376289549006e-11,2.4957892674676056e-10,8.081626987271465e-11,3.703430001026723e-14,2.8334235261011617e-11,7.620790648886591e-07,4.785598365789511e-10,9.479945022460442e-09,4.736436374764514e-14,1.387588927400955e-10,1.7376390221003377e-17,2.0636338022986044e-14,3.144715619335801e-08,1.4886905933473058e-14,1.0209936459429633e-16,7.248804469373408e-19,1.3590531901044862e-16,8.798695306343102e-21
