Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),COX(50)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.221231717221183e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,-5.633394699565005e-123,6.5620571035613949e-75,8.0935034339552755e-42,7.9050298633738133e-92,2.3255722656479387e-58,3.8204378412194141e-141,7.3429590430279021e-25,-5.019828993766922e-119,7.3429590430278635e-25,7.5582569249856879e-81,1.0512399568434138e-77,1.7103310161693842e-119,1.0334607542851905e-120,7.4643649395445181e-60,4.89021383690696e-96,2.9121118203838406e-18,1.400169241939002e-19,5.3970087778858051e-23,5.397008777907761e-23,1.0981102955399745e-34,3.2268543295219958e-42,4.9860269248973341e-48,6.4538588900336059e-38,1.6024535369210421e-78,5.6028232698700812e-58,-6.3283591256689418e-111,-1.1086297665297079e-111,1.5139463054915684e-109
2.0219448808219312e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,1.0208986280965686e-120,2.0483734398557202e-73,4.8884789807419757e-41,8.7384305997031513e-90,3.5144048077919682e-57,1.3790184858259242e-138,2.0560285320478247e-24,9.6892479802494021e-118,2.0560285320478016e-24,2.1315493849244716e-79,3.3052577488357868e-76,3.4202651530535514e-117,2.0666816957713945e-118,8.8616715471161041e-59,2.5313155201039368e-94,8.1539130970747493e-18,3.9204738774292058e-19,1.5111624578044693e-22,1.5111624578177312e-22,6.6325859968579968e-34,3.8309213582683138e-41,5.9216029941510049e-47,3.8981199574205677e-37,9.7520571858274142e-77,6.6516754078615149e-57,6.4065015074351899e-109,1.122374776349614e-109,3.027541302328862e-107
4.6215882990215566e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,4.3125008532131166e-118,4.5604493950959437e-72,2.3535951585434333e-40,7.9120524880139874e-88,3.7806363207220615e-56,4.9969801904866373e-136,4.6994937875379433e-24,1.023090537408797e-115,4.6994937875378316e-24,4.6365855007914192e-78,7.3738062656301169e-75,6.1968642002932217e-115,3.7444306919472705e-116,8.7003939956609621e-58,1.1052714216270657e-92,1.8637515650456547e-17,8.9610831484096137e-19,3.4540856178220245e-22,3.4540856178858726e-22,3.1933044571250892e-33,3.7612210910962418e-40,5.8185076529111065e-46,1.8767659470716249e-36,4.4060087972882956e-75,6.5306620311624e-56,1.3425123970244059e-106,2.352257465285238e-107,5.4853239358176739e-105
9.820875135420809e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996528,0.022821567693054285,1.3889792862006806e-115,8.5343651535652293e-71,1.0278794413926915e-39,5.9973462636241566e-86,3.4750561249602155e-55,1.5175299982740226e-133,9.9864242985183774e-24,8.0866786520661689e-114,9.9864242985178851e-24,8.5954481033876671e-77,1.3810165245716423e-73,9.4045798723465526e-113,5.6826802039560908e-114,7.6953151461055541e-57,4.1146483780613876e-91,3.9604720757220064e-17,1.9042301690370426e-18,7.3399319378002377e-22,7.33993193807908e-22,1.3945997836204718e-32,3.3267570772354144e-39,5.1546631223261955e-45,8.1962332046397434e-36,1.6662530641984784e-73,5.7763102566865333e-55,2.1603977398242649e-104,3.7861585180948667e-105,8.3247212477813967e-103
2.0219448808219312e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996524,0.022821567693054285,3.9838894505354828e-113,1.4735433970315099e-69,4.2912160681972789e-39,4.1795489990594939e-84,2.9729836772985958e-54,4.2339791289416122e-131,2.0560285320480032e-23,5.7315514492573525e-112,2.0560285320477972e-23,1.4773379142721037e-75,2.3853080578969356e-72,1.3115772310016421e-110,7.9251535605002539e-112,6.4682333815910458e-56,1.4175587531546289e-89,8.1539130970746812e-17,3.9204738774292058e-18,1.5111624577529078e-21,1.5111624578693196e-21,5.8221781615158702e-32,2.7963391306414652e-38,4.3466988378624724e-44,3.421685159690537e-35,5.7992510456513063e-72,4.8553597784080639e-54,3.0970549659673641e-102,5.4301394911674515e-103,1.1609784796617549e-100
4.1016596153816315e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996516,0.022821567693054282,1.0830199726196712e-110,2.4477900801441741e-68,1.7531195480216336e-38,2.8030439780640884e-82,2.4581203960786482e-53,1.1363046747085749e-128,4.1708007364406493e-23,3.8570713731308352e-110,4.1708007364398071e-23,2.4485792498970963e-74,3.9630437174129962e-71,1.7597382952181142e-108,1.0633149069863727e-109,5.302814558859992e-55,4.7043606653692503e-88,1.6540795139779909e-16,7.952961294213526e-18,3.0655009856076433e-21,3.065500986083222e-21,2.3785486016823539e-31,2.2926067093725349e-37,3.5864710770184531e-43,1.3978039591623413e-34,1.9435464940723575e-70,3.9807549453217726e-53,4.2088593803498572e-100,7.3861854953815802e-101,1.5576805100994259e-98
8.261089084501032e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.11866996602996499,0.022821567693054278,2.8791459952186755e-108,3.9898228012850548e-67,7.0865331380268356e-38,1.8532109394559265e-80,1.9989026823693596e-52,3.0055299796934431e-126,8.4003451452272018e-23,2.5307656070484092e-108,8.4003451452237976e-23,3.9868765551508769e-73,6.4601704237542667e-70,2.3271294436862914e-106,1.4061587646110969e-107,4.2939778176488071e-54,1.5328474309447795e-86,3.3314559225189871e-16,1.601793612778216e-17,6.1741780409529816e-21,6.1741780428753486e-21,9.6144644455202481e-31,1.8566106400752073e-36,2.9413214696300957e-42,5.6496129676466908e-34,6.4234044427998906e-69,3.2237795448533982e-52,5.5940380632164072e-98,9.8348460157506932e-99,2.059922312010306e-96
1.6579948022739835e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996466,0.022821567693054271,7.6270991893365382e-106,6.4421350612968291e-66,2.8495793099762737e-37,1.2274110003262431e-78,1.6121874280835523e-51,7.9622929366581873e-124,1.6859433962805352e-22,1.6398984497461732e-106,1.685943396279166e-22,6.4348348320741144e-72,1.0431283860883159e-68,3.0825507301928471e-104,1.8626190888825672e-105,3.455557129835835e-53,4.9494714671729701e-85,6.6862087396007854e-16,3.2147885794919389e-17,1.2391532150187127e-20,1.2391532157916887e-20,3.8659263888225395e-30,1.4943590070288032e-35,2.4268390037087781e-41,2.2712550975998883e-33,2.1272192093327569e-67,2.5948764078408142e-51,7.4094391421272199e-96,1.3073619528199424e-96,2.7286041349078429e-94
3.3217665899217438e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999859,0.11866996602996399,0.022821567693054254,2.0453220521159923e-103,1.0351550931058128e-64,1.1429013971942362e-36,8.2727936114978591e-77,1.2949966159950708e-50,2.1462248328131514e-121,3.3777611597981826e-22,1.0560486945958817e-104,3.3777611597926917e-22,1.0340606821507538e-70,1.6761851202955475e-67,4.1547558606376882e-102,2.5104947960505103e-103,2.7718888443363334e-52,1.5909633754996267e-83,1.3395714373763602e-15,6.4407785129193661e-17,2.4826240362829293e-20,2.4826240393829158e-20,1.5504033910781663e-29,1.1991245661482121e-34,2.0427267849444312e-40,9.1053061969783504e-33,7.1706720952411717e-66,2.0823824437940169e-50,9.9352232639524648e-94,1.7656622768603422e-94,3.6776958424999594e-92
