Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),COX(50)
6.649310165217264e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999972,0.11866996602996265,0.022821567693054223,5.6537265892882462e-101,1.6588779044978518e-63,4.578309036374466e-36,5.7927140897795797e-75,1.0381000749372482e-49,6.0087478127081858e-119,6.761396686841548e-22,6.7796308532508353e-103,6.761396686819554e-22,1.658094990151512e-69,2.6861796127185161e-66,5.816803328405404e-100,3.514780396635405e-101,2.2193183865176916e-51,5.1025227884585289e-82,2.6814725642086117e-15,1.2892758379774161e-16,4.9695656764809118e-20,4.9695656888970794e-20,6.2096523743898542e-29,9.6075176858087976e-34,1.7894437757509138e-39,3.6441170344274924e-32,2.5119125501767268e-64,1.6686924479457152e-49,1.3733122454171659e-91,2.4755447766379602e-92,5.1489026248774666e-90
1.3304397315808305e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999437,0.11866996602995997,0.022821567693054157,1.6465085070545924e-98,2.6534040859385488e-62,1.8331108147745243e-35,4.333333914143509e-73,8.3132199421811939e-49,1.7967419800786274e-116,1.3528667740960554e-21,4.3456699717378053e-101,1.3528667740872525e-21,2.6558335847002314e-68,4.2966066190095983e-65,8.6987159418115013e-98,5.2561646664340045e-99,1.7743021172979692e-50,1.6346399266563074e-80,5.3652748178718675e-15,2.5796718113483488e-16,9.9434489475550779e-20,9.9434489972525156e-20,2.4854407667954248e-28,7.6917423815946133e-33,1.6772661513774227e-38,1.4563959225847445e-31,9.404092796210049e-63,1.3363728207934945e-48,2.0000857542774332e-89,3.7070888040882074e-90,7.6999063853020686e-88
2.6614571616990387e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998876,0.1186699660299546,0.022821567693054028,5.1480670147547078e-96,4.2355458526429056e-61,7.339584805906452e-35,3.5708591928086187e-71,6.6539453134027356e-48,5.9168902528817851e-114,2.7063209849327675e-21,2.7833767002000239e-99,2.7063209848975455e-21,4.2516403160456628e-67,6.8585365932120984e-64,1.4327376120316524e-95,8.6572602129577227e-97,1.4159924971642049e-49,5.2337817544167476e-79,1.0732879325193391e-14,5.1604637580901121e-16,1.9891215452416213e-19,1.9891215651273945e-19,9.9446926962382325e-28,6.1555498428336193e-32,1.7338515112873733e-37,5.8099445958426183e-31,3.8795350043076051e-61,1.0701513877877491e-47,3.1275296383246601e-87,6.1147828177681936e-88,1.2682268779902341e-85
5.323492021935455e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,1.7273078019737691e-93,6.7396006812801556e-60,2.9401151844544717e-34,3.3049032702961433e-69,5.3245042865101911e-47,2.1882885633477069e-111,5.4132294066578355e-21,1.7820487198098306e-97,5.4132294065169229e-21,6.804470249859468e-66,1.0913256308330164e-62,2.6502817155812847e-93,1.6014221885486293e-94,1.126678193092744e-48,1.6752797318431561e-77,2.1468088339816482e-14,1.0322047651573227e-15,3.9786748312989691e-19,3.9786749108576102e-19,3.9782783732761163e-27,4.9250843027192547e-31,2.0138560515458526e-36,2.3104425792551117e-30,1.7977125777042377e-59,8.5731898169029421e-47,5.2479768372691845e-85,1.1327615074522587e-85,2.3459692835014723e-83
1.0647561742408289e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,6.0187562652803361e-91,1.0661402814794802e-58,1.1791841793566438e-33,3.4195572398316613e-67,4.2601426497401948e-46,9.0490588700327567e-109,1.0827046250314547e-20,1.1407312570775716e-95,1.0827046249750847e-20,1.0888629057978832e-64,1.7263545360109887e-61,5.4813051785974246e-91,3.3120567360442522e-92,8.9146031716278399e-48,5.361646497785911e-76,4.2938506368982849e-14,2.0645215438537819e-15,7.9577813437541486e-19,7.9577816620354035e-19,1.5912438687492111e-26,3.9399762875784288e-30,2.6135794224902678e-35,9.1330515131810744e-30,9.3111132823336572e-58,6.8757663264283641e-46,9.1442286440269464e-83,2.3456054733610458e-83,4.8519268419319922e-81
2.1295701183353955e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,2.0629137900669677e-88,1.6676828701587189e-57,4.7412603263260738e-33,3.8574672456066048e-65,3.4083297257772246e-45,4.0807124725373599e-106,2.1654679938454277e-20,7.301384173056275e-94,2.165467993619938e-20,1.742298743148469e-63,2.700347892875992e-60,1.2361507477280455e-88,7.4693909069179633e-90,6.9775454390459798e-47,1.7158470596634615e-74,8.5879342426996336e-14,4.1291551012460416e-15,1.5915994130026447e-18,1.5915995403369274e-18,6.3636590109799027e-26,3.1513864492342906e-29,3.6942358301094951e-34,3.5686353585731642e-29,5.2559913458182001e-56,5.5273677560601406e-45,1.5670058466356864e-80,5.2942631414649039e-81,1.0942124639145656e-78
4.2591980065245286e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,6.6490748940009072e-86,2.5534597592594817e-56,1.915994967785775e-32,4.6035030275932834e-63,2.7267498730162766e-44,1.9472782587572068e-103,4.330994731803894e-20,4.6731109533889226e-92,4.330994730901919e-20,2.7877723164652913e-62,4.1344408261727636e-59,2.9497248028955922e-86,1.7823590188678206e-87,5.3499423422367362e-46,5.4909025940941951e-73,1.7176101454174625e-13,8.258422216027938e-15,3.1832418748018868e-18,3.1832423842816654e-18,2.544255866677301e-25,2.5199790242056458e-28,5.5189989042540663e-33,1.3639278385071533e-28,3.137786950515576e-54,4.464361448657652e-44,2.5248768369864515e-78,1.2639627177320816e-78,2.6110286790128423e-76
8.518453782902795e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,1.987321435635462e-83,3.7597286528137714e-55,7.8194620133272138e-32,5.6748579759290807e-61,2.1814340916845693e-43,9.6001275474342969e-101,8.66204820904291e-20,2.9908627174341891e-90,8.6620482054349739e-20,4.4605106863196633e-61,6.087080296982285e-58,7.2714277522085462e-84,4.3937288524380289e-85,3.9500913870797478e-45,1.7571193638360898e-71,3.4352435876613784e-13,1.6516956445581267e-14,6.3665264165795464e-18,6.3665284555704362e-18,1.0167064626847552e-24,2.0141057107263135e-27,8.5113484562274441e-32,5.0061887734913485e-28,1.9345371725100265e-52,3.6392212044326526e-43,3.7723426798002088e-76,3.1166772630825967e-76,6.4364985615024056e-74
1.7036965335659327e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,5.5746335816830919e-81,5.1801685528624523e-54,3.2517810932393834e-31,7.1147890081845686e-59,1.7451605600209964e-42,4.8141510852953636e-98,1.7324155168809276e-19,1.9141746746612473e-88,1.7324155154377457e-19,7.1368755360281903e-60,8.3855683346349976e-57,1.8231702053808778e-81,1.1016420756014618e-82,2.735540540172761e-44,5.6228296195481682e-70,6.870510471944883e-13,3.303402490464623e-14,1.2733093972851938e-17,1.2733102137170868e-17,4.0588188474153304e-24,1.608259957019153e-26,1.3344997407435242e-30,1.7154917467413973e-27,1.2128682768872481e-50,3.019408666882331e-42,5.2897339370874011e-74,7.8155307567604609e-74,1.6138266397900093e-71
3.4073988441172392e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,1.4970804335146094e-78,6.4620921017623633e-53,1.3993539634539789e-30,8.9867558716413319e-57,1.3961331375226381e-41,2.432438312523272e-95,3.4648369109495346e-19,1.2250784769291132e-86,3.4648369051767936e-19,1.1419042659071044e-58,1.0458160245678485e-55,4.6055942977067748e-79,2.7829055130101993e-80,1.721114629177401e-43,1.7993123356756582e-68,1.3741044239694581e-12,6.6068161822610154e-14,2.5466222976267931e-17,2.5466255699054086e-17,1.6171448734727867e-23,1.281782981401332e-25,2.1076486291657192e-29,5.3049452507838407e-27,7.6603826514294128e-49,2.5874364243004372e-41,7.101718459067871e-72,1.9744197108212526e-71,4.0767558993773663e-69
6.814803465219852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,3.9091945839005711e-76,7.1264170934502449e-52,6.3778962916921425e-30,1.1363431845547155e-54,1.1169073855307616e-40,1.2305148458837229e-92,6.9296797075480754e-19,7.8405169086860692e-85,6.9296796844570892e-19,1.8270485858569336e-57,1.1529200432526835e-54,1.1647195980724862e-76,7.0377385781598148e-78,9.6088260111064604e-43,5.7578055343211229e-67,2.7482111771924732e-12,1.3213643565787662e-13,5.093245654660837e-17,5.0932587950175973e-17,6.4180522721388084e-23,1.0177836518152481e-24,3.3321852331064316e-28,1.4453238261753528e-26,4.8431815566855914e-47,2.3420840988415143e-40,9.2710604612899827e-70,4.9931069701672521e-69,1.0309773909546412e-66
1.3629612707425078e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,1.0000717190544279e-73,6.9694972281206501e-51,3.1620623461869062e-29,1.4299153930479236e-52,8.9352465816470546e-40,6.1961614644568246e-90,1.3859365334590365e-18,5.0179268892752256e-83,1.3859365242226485e-18,2.9232740778180098e-56,1.1270588744430089e-53,2.9313158584115381e-74,1.7712191349841859e-75,4.7671593991547501e-42,1.8424955971033117e-65,5.4964246823308038e-12,2.6427298332576986e-13,1.0186482594150885e-16,1.0186535553773597e-16,2.5276667183319578e-22,8.0225231422757295e-24,5.2431998162410973e-27,3.4872612896461482e-26,3.047086316896756e-45,2.2999843632685346e-39,1.185792537411832e-67,1.2565465212269615e-66,2.5947040721509516e-64
2.725923119183553e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,2.5052413214226419e-71,6.2276810920175694e-50,1.7330076681764832e-28,1.776301307459611e-50,7.1481666569696641e-39,3.0813953435125675e-87,2.7718736724055089e-18,3.2114609142905885e-81,2.7718736354600497e-18,4.6772193797376098e-55,1.0067007706217317e-52,7.283253925973367e-72,4.4007935066813766e-73,2.1583290296752006e-41,5.8959623141882897e-64,1.099285168737667e-11,5.2854607865100474e-13,2.0372917374969408e-16,2.0373132256656469e-16,9.8075217985040956e-22,6.2342147666701925e-23,8.1468804184441114e-26,7.7033584450951945e-26,1.8924131085819195e-43,2.4943469276884462e-38,1.4851179475558713e-65,3.1214942977731138e-64,6.4468205799259608e-62
5.451846816065644e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,6.0889420793691387e-69,5.2708047100890189e-49,1.0378491120459361e-27,2.1498687526953942e-48,5.7184801109986279e-38,1.4942406717598863e-84,5.5437480044501513e-18,2.0553169242087763e-79,5.5437478566689375e-18,7.4834837975180939e-54,8.5176848617355174e-52,1.7632148881214584e-69,1.0653750234876207e-70,9.2224867006254825e-41,1.8866912894983638e-62,2.1985705676545212e-11,1.057092269259273e-12,4.0745630545161655e-16,4.0746512487632829e-16,3.6998494686224318e-21,4.7160199107156969e-22,1.2340849826949354e-24,1.6180208378951472e-25,1.1449545744517492e-41,2.9615427727773089e-37,1.8045537091581054e-63,7.5540803861530142e-62,1.5606848415185363e-59
1.0903694209829825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,1.4079587637902851e-66,4.3359737968777482e-48,6.5085956861492889e-27,2.4808982780673844e-46,4.5746972506854796e-37,6.9199349523963822e-82,1.1087496885143118e-17,1.3153789911703626e-77,1.1087496294023082e-17,1.1973354250618883e-52,7.0055794784735382e-51,4.0703948713442779e-67,2.4593326627920643e-68,3.8161458420751517e-40,6.0373030829962102e-61,4.3971413571189583e-11,2.1141846503070056e-12,8.1490431329376841e-16,8.1494113009826059e-16,1.3273080357211786e-20,3.3996693393868067e-21,1.7847379208503834e-23,3.3141782048525107e-25,6.6035674520270069e-40,3.6978076437673198e-36,2.0859131067736394e-61,1.7426445639576216e-59,3.6026842078667478e-57
2.180738899735819e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202085,0.022821567690940101,3.0043472802256956e-64,3.5170342182048903e-47,4.0267763989072199e-26,2.6450896021012576e-44,3.6596181864490622e-36,2.9702677500089495e-79,2.2174995512916435e-17,8.4181178891699366e-76,2.2174993148476925e-17,1.9156659581082386e-51,5.6815918068206869e-50,8.6833294750931659e-65,5.2460691004212248e-66,1.5528394393846136e-39,1.9318668048696807e-59,8.794282902570741e-11,4.2283694117272531e-12,1.6297753075000283e-15,1.6299319561948506e-15,4.3875726984387883e-20,2.2646342217823481e-20,2.3915034866971982e-22,6.7065641776920648e-25,3.5177691133062e-38,4.5788905796765345e-35,2.2246853724096893e-59,3.7126213994503192e-57,7.684849324651126e-55
4.3614778572414917e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407637,0.022821567688825917,5.7092310005415942e-62,2.833123378236369e-46,2.3232992691272495e-25,2.5134005863424577e-42,2.9274709131721285e-35,1.1432136710689422e-76,4.4349996233798186e-17,5.3872009199545355e-74,4.4349986776367752e-17,3.0648389360836467e-50,4.57605780162838e-49,1.6514013893279905e-62,9.9754971365476661e-64,6.2651457510255606e-39,6.1815240135565731e-58,1.7588565859565942e-10,8.4567389318668798e-12,3.2594172161500118e-15,3.2600918470939186e-15,1.2935687091444548e-19,1.3480500837294149e-19,2.8736334412218191e-21,1.3491340438539715e-24,1.6693850963058529e-36,5.3148863514180859e-34,2.1125876876497169e-57,7.0438702118225342e-55,1.461237323751226e-52
6.542216814747164e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613188,0.022821567686711734,4.0239022260524651e-61,8.4222415502748088e-46,5.6656039652373827e-25,1.5172225992330697e-41,8.6905518282033806e-35,9.1579687810060316e-76,6.6525000419803048e-17,3.0586175987485908e-73,6.6524980323241719e-17,1.159449569183408e-49,1.3611009782060592e-48,1.1568227936439283e-61,6.9876235706916559e-63,1.3347392978986273e-38,2.8835814453447332e-57,2.6382848682652773e-10,1.2685108449305637e-11,4.8889590511876473e-15,4.8904430117667819e-15,2.2769671811783195e-19,3.3040931419219877e-19,9.3306727728137044e-21,2.0276118173865448e-24,8.4973389573074769e-36,1.7159172699286241e-33,1.2844656302845073e-56,4.9625042697075039e-54,1.0235556670219364e-51
1.0903694729758509e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756273912775,0.11866996559024293,0.022821567682483362,2.5906446649034733e-59,3.9523926060492552e-45,1.8544584188091212e-24,4.6178885663825116e-40,4.0702338568832597e-34,8.989668493548032e-74,1.1087502265057582e-16,8.2211937255146834e-72,1.1087496709293638e-16,9.1492062141477252e-49,6.3878459065933667e-48,6.1547280077392651e-60,3.7162091515760358e-61,3.6992384373618175e-38,3.8636542225818151e-56,4.3971413793193004e-10,2.1141847473379678e-11,8.1476424759960706e-15,8.1519570475151242e-15,4.4289489819203131e-19,1.0744767226207008e-18,5.1325879312290011e-20,3.3845677976446026e-24,1.4989751373409861e-34,9.4696302846265151e-33,4.743597154493236e-55,3.1885912861164805e-52,5.443216321024753e-50
1.4813184611892304e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756257388326,0.11866996543258167,0.022821567678693186,1.4176475174925173e-58,9.0914105308942459e-45,3.5191174220952634e-24,1.948585074889287e-39,9.3583286447332623e-34,4.7110736823174871e-73,1.5062898105132494e-16,3.5418542271062872e-71,1.5062888234720151e-16,2.5543639476575703e-48,1.469718671243898e-47,2.8778164985550567e-59,1.7372857727210984e-60,6.5782138763057601e-38,1.2735549873544438e-55,5.9737242901900613e-10,2.8722198963622511e-11,1.1068301910902075e-14,1.1076143370352465e-14,6.4151960087708454e-19,2.0234232052353801e-18,1.2201591527468955e-19,4.6009004050733578e-24,5.5809580649886357e-34,2.2619884624158167e-32,2.3743470717313527e-54,1.7443998152800375e-51,2.5446116658252171e-49
1.87226744940261e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756240863878,0.11866996527492041,0.022821567674903009,4.9349134722263025e-58,1.7482171795862469e-44,5.731088228149511e-24,6.1853086170677314e-39,1.7990021443058175e-33,1.9924340557835264e-72,1.9038295122806662e-16,1.0706141631538535e-70,1.9038279732605318e-16,5.8390493212870331e-48,2.8266099888927157e-47,1.0600003118600273e-58,6.3984020422036722e-60,1.0263073208373134e-37,3.4172776680161166e-55,7.550307155536565e-10,3.6302550444683326e-11,1.3988621251123123e-14,1.400105493024269e-14,8.4230887286055822e-19,3.2638197080014771e-18,2.3936720200358406e-19,5.8172334539044324e-24,1.5020428577234027e-33,4.467918842268489e-32,6.8932391417827361e-54,6.0669453510271805e-51,9.3715629560002321e-49
2.2632164376159893e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756224339429,0.11866996511725918,0.022821567671112833,1.4630218093727555e-57,2.9695252555237224e-44,8.4605778559021934e-24,1.5856368939052259e-38,3.0551913605591269e-33,6.3675063117992731e-72,2.3013693250100549e-16,2.7747359728564077e-70,2.3013671204537688e-16,1.1371230035784602e-47,4.8018899672671265e-47,3.017910257051711e-58,1.8214324109024935e-59,1.4707431233852414e-37,7.5489023975458864e-55,9.1268899779821506e-10,4.3882901917091225e-11,1.6908620129171208e-14,1.6926660142655071e-14,1.0439730677361923e-18,4.7708940089368754e-18,4.097986610031667e-19,7.0335669880263238e-24,3.4572631184065034e-33,7.7033490593577116e-32,1.9013811958328354e-53,1.797850239395009e-50,2.6677527873760001e-48
3.0451144140427483e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756191290532,0.1186699648019367,0.02282156766353248,8.78336740575711e-57,6.5558239477305029e-44,1.5100704354717116e-23,6.4170017571813374e-38,6.7439723722507892e-33,3.6578219040319231e-71,3.0964492032546551e-16,1.2226689252080728e-69,3.0964454089273077e-16,3.0124523051564424e-47,1.0603959290153537e-46,1.388802808941447e-57,8.3781717800768772e-59,2.532677764470263e-37,2.3686502278372386e-54,1.2280055525126014e-09,5.9043604842191857e-11,2.2747887830027589e-14,2.2779477540286591e-14,1.4478939305412388e-18,8.3686337364482945e-18,8.9692220256685991e-19,9.4662354818064555e-24,1.231861494503312e-32,1.7068185414676146e-31,1.0915726913952829e-52,1.0792137532259042e-49,1.2270732823819741e-47
3.827012390469507e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756158241635,0.11866996448661424,0.022821567655952127,3.1114676609563409e-56,1.2271553956633262e-43,2.3658504260066778e-23,1.8987187438397632e-37,1.2622522554786852e-32,1.3878074203750215e-70,3.8915294917118712e-16,3.6736171134721484e-69,3.8915236878045372e-16,6.5270615696069735e-47,1.9852890154005978e-46,4.5605349073852479e-57,2.7502738552358492e-58,3.8755048657617134e-37,5.8516060418594949e-54,1.543322091363118e-09,7.4204307735295785e-11,2.8585970820023354e-14,2.8634935158439742e-14,1.8521710016211796e-18,1.2882136379713691e-17,1.6532687779625679e-18,1.1898905800808094e-23,3.2200486990070138e-32,3.1846471898199258e-31,3.2449939108990324e-52,3.8203651122040523e-49,4.0279857777600208e-47
